,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,CH_ba,FC_ba,SI_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,KC%,wCU/C,wKC/C,vCU,vKC,ST_ba,CU_ba
0,2023-08-08,717076,Strikeout,strikeout,True,456781,593958,Donovan Solano,Eduardo Rodriguez,0,0,0,8ef1e8e8-817f-4e05-ba87-215c69f22d59,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,85.9,91.0,102.0,103.0,73.0,101.0,91.0,84.0,117.0,107.0,103.0,107.0,106.0,90.0,101.0,98.0,0.09300000000000001,0.45399999999999996,0.192,0.07200000000000001,0.18899999999999997,0.65,0.51,1.11,3.12,0.71,92.2,88.8,92.4,84.5,0.278,0.233,0.2,0.165,0.089,,,,,,,,,,,
1,2023-08-08,717076,Groundout,field_out,True,593871,593958,Jorge Polanco,Eduardo Rodriguez,1,0,0,9b63429a-4677-44c5-b1da-39a18297397c,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,85.9,91.0,102.0,103.0,73.0,101.0,91.0,84.0,117.0,107.0,103.0,107.0,106.0,90.0,101.0,98.0,0.09300000000000001,0.45399999999999996,0.192,0.07200000000000001,0.18899999999999997,0.65,0.51,1.11,3.12,0.71,92.2,88.8,92.4,84.5,0.278,0.233,0.2,0.165,0.089,,,,,,,,,,,
2,2023-08-08,717076,Single,single,False,621043,593958,Carlos Correa,Eduardo Rodriguez,0,0,0,f028971d-3e15-4ef2-94bb-db9120da0913,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,85.9,91.0,102.0,103.0,73.0,101.0,91.0,84.0,117.0,107.0,103.0,107.0,106.0,90.0,101.0,98.0,0.09300000000000001,0.45399999999999996,0.192,0.07200000000000001,0.18899999999999997,0.65,0.51,1.11,3.12,0.71,92.2,88.8,92.4,84.5,0.278,0.233,0.2,0.165,0.089,,,,,,,,,,,
3,2023-08-08,717076,Walk,walk,False,656669,593958,Jordan Luplow,Eduardo Rodriguez,1,0,1,226823d6-8c8e-4425-b1d8-99076cdaefdd,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,85.9,91.0,102.0,103.0,73.0,101.0,91.0,84.0,117.0,107.0,103.0,107.0,106.0,90.0,101.0,98.0,0.09300000000000001,0.45399999999999996,0.192,0.07200000000000001,0.18899999999999997,0.65,0.51,1.11,3.12,0.71,92.2,88.8,92.4,84.5,0.278,0.233,0.2,0.165,0.089,,,,,,,,,,,
4,2023-08-08,717076,Groundout,field_out,True,650489,593958,Willi Castro,Eduardo Rodriguez,0,0,0,27b5f2b7-5a77-4c1d-8fcf-7c0e184abd23,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,85.9,91.0,102.0,103.0,73.0,101.0,91.0,84.0,117.0,107.0,103.0,107.0,106.0,90.0,101.0,98.0,0.09300000000000001,0.45399999999999996,0.192,0.07200000000000001,0.18899999999999997,0.65,0.51,1.11,3.12,0.71,92.2,88.8,92.4,84.5,0.278,0.233,0.2,0.165,0.089,,,,,,,,,,,
5,2023-08-08,717076,Strikeout,strikeout,True,668731,543243,Akil Baddoo,Sonny Gray,0,0,0,9efd9d90-cb3b-4a22-b252-ce64bf220b3f,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.067,0.61,1.3,-0.46,3.25,-0.63,92.9,87.6,92.8,84.3,0.301,0.27,0.265,0.275,,91.0,98.0,101.0,0.168,0.001,0.87,-0.41,79.6,72.9,0.096,0.257
6,2023-08-08,717076,Double,double,False,682985,543243,Riley Greene,Sonny Gray,0,0,0,a42a1756-d92f-4497-8a9c-a28c5c005996,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.067,0.61,1.3,-0.46,3.25,-0.63,92.9,87.6,92.8,84.3,0.301,0.27,0.265,0.275,,91.0,98.0,101.0,0.168,0.001,0.87,-0.41,79.6,72.9,0.096,0.257
7,2023-08-08,717076,Flyout,field_out,True,679529,543243,Spencer Torkelson,Sonny Gray,0,0,0,173317cc-37e0-46fd-9e48-8364f2b8f3dc,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.067,0.61,1.3,-0.46,3.25,-0.63,92.9,87.6,92.8,84.3,0.301,0.27,0.265,0.275,,91.0,98.0,101.0,0.168,0.001,0.87,-0.41,79.6,72.9,0.096,0.257
8,2023-08-08,717076,Field Error,field_error,False,408234,543243,Miguel Cabrera,Sonny Gray,0,0,1,ff979a9f-7648-4e30-b060-1446983739a2,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.067,0.61,1.3,-0.46,3.25,-0.63,92.9,87.6,92.8,84.3,0.301,0.27,0.265,0.275,,91.0,98.0,101.0,0.168,0.001,0.87,-0.41,79.6,72.9,0.096,0.257
9,2023-08-08,717076,Strikeout,strikeout,True,681481,543243,Kerry Carpenter,Sonny Gray,0,0,0,8fac843d-c3bc-486d-b51d-701160ab850e,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.067,0.61,1.3,-0.46,3.25,-0.63,92.9,87.6,92.8,84.3,0.301,0.27,0.265,0.275,,91.0,98.0,101.0,0.168,0.001,0.87,-0.41,79.6,72.9,0.096,0.257
