,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CH_ba,SL_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,FC_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,FS%,KC%,wFS/C,wKC/C,vFS,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba
0,2023-07-22,717300,Lineout,field_out,True,669720,663556,Austin Hays,Shane McClanahan,0,0,0,ada5d6b9-0e74-4b80-9fbd-e7db3461c56e,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,89.3,83.5,0.269,0.153,0.261,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-22,717300,Walk,walk,False,668939,663556,Adley Rutschman,Shane McClanahan,0,0,0,c3f6ed29-0e31-48de-a04c-868962280089,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,89.3,83.5,0.269,0.153,0.261,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-22,717300,Walk,walk,False,623993,663556,Anthony Santander,Shane McClanahan,1,0,1,c704e978-df82-4a5e-8d67-5193925632ba,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,89.3,83.5,0.269,0.153,0.261,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-22,717300,Forceout,force_out,True,663624,663556,Ryan Mountcastle,Shane McClanahan,1,0,1,b13e3107-d1b1-41cc-ac2e-7eeb892c1ae0,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,89.3,83.5,0.269,0.153,0.261,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-22,717300,Strikeout,strikeout,True,543305,663556,Aaron Hicks,Shane McClanahan,0,0,0,2db2f6f9-6068-4fda-aaee-65fd4e112b52,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,89.3,83.5,0.269,0.153,0.261,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-07-22,717300,Groundout,field_out,True,650490,680570,Yandy Díaz,Grayson Rodriguez,1,0,0,cd30109c-9cab-4821-96f2-7c6423e263ba,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,0.496,0.14800000000000002,0.081,0.22399999999999998,-0.83,1.92,-0.49,1.7,97.4,82.4,79.9,0.342,0.201,,0.176,76.0,90.0,86.0,0.052000000000000005,-1.59,90.0,0.153,0.333,,,,,,,,,,,,,,,,,,,,
6,2023-07-22,717300,Groundout,field_out,True,677551,680570,Wander Franco,Grayson Rodriguez,0,0,0,ff7f6604-98a1-4494-966e-98acc24c9f77,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,0.496,0.14800000000000002,0.081,0.22399999999999998,-0.83,1.92,-0.49,1.7,97.4,82.4,79.9,0.342,0.201,,0.176,76.0,90.0,86.0,0.052000000000000005,-1.59,90.0,0.153,0.333,,,,,,,,,,,,,,,,,,,,
7,2023-07-22,717300,Groundout,field_out,True,670042,680570,Luke Raley,Grayson Rodriguez,0,0,0,75921fbb-a914-49d8-be07-b96f0ac226a6,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,0.496,0.14800000000000002,0.081,0.22399999999999998,-0.83,1.92,-0.49,1.7,97.4,82.4,79.9,0.342,0.201,,0.176,76.0,90.0,86.0,0.052000000000000005,-1.59,90.0,0.153,0.333,,,,,,,,,,,,,,,,,,,,
8,2023-07-22,717300,Lineout,field_out,True,683002,663556,Gunnar Henderson,Shane McClanahan,1,1,0,2d0015fc-bab5-4964-8888-5cff7e225d3a,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,89.3,83.5,0.269,0.153,0.261,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-22,717300,Groundout,field_out,True,602104,663556,Ramón Urías,Shane McClanahan,1,0,0,6983d507-d22c-4876-bf98-f1ede400fdeb,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,89.3,83.5,0.269,0.153,0.261,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
