,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vSI,vSL,vCU,vKC,ST_ba,FF_ba,SI_ba,CU_ba,FC_ba,CH_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,SL_ba
0,2023-05-23,718054,Groundout,field_out,True,664774,543243,LaMonte Wade Jr.,Sonny Gray,0,0,0,577f9a1d-24c4-463e-bb21-a2b9a36cac78,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.001,0.067,0.61,1.3,-0.46,3.25,0.87,-0.41,-0.63,92.9,87.6,92.8,84.3,79.6,72.9,0.096,0.301,0.275,0.257,0.265,0.27,,,,,,,,,,,
1,2023-05-23,718054,Groundout,field_out,True,642731,543243,Thairo Estrada,Sonny Gray,1,0,0,73b0cab8-9266-4a29-9cfe-314ab8cb8822,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.001,0.067,0.61,1.3,-0.46,3.25,0.87,-0.41,-0.63,92.9,87.6,92.8,84.3,79.6,72.9,0.096,0.301,0.275,0.257,0.265,0.27,,,,,,,,,,,
2,2023-05-23,718054,Strikeout,strikeout,True,605204,543243,J.D. Davis,Sonny Gray,0,0,0,5f10929c-4eb6-405a-87be-4ed6f5afa872,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.001,0.067,0.61,1.3,-0.46,3.25,0.87,-0.41,-0.63,92.9,87.6,92.8,84.3,79.6,72.9,0.096,0.301,0.275,0.257,0.265,0.27,,,,,,,,,,,
3,2023-05-23,718054,Flyout,field_out,True,608336,502171,Joey Gallo,Alex Cobb,0,0,0,b3709dd8-4a86-49d0-9e18-37e021740cd2,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,,,,0.397,0.003,,0.051,,0.162,,-3.47,,0.33,-1.31,,-1.38,,95.8,,94.5,86.2,,83.6,,,0.28,0.379,,,115.0,95.0,103.0,78.0,103.0,103.0,0.38799999999999996,0.2,89.5,0.239,0.333
4,2023-05-23,718054,Single,single,False,456781,502171,Donovan Solano,Alex Cobb,1,0,0,c447ee01-bfb8-4328-b302-56db568f3107,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,,,,0.397,0.003,,0.051,,0.162,,-3.47,,0.33,-1.31,,-1.38,,95.8,,94.5,86.2,,83.6,,,0.28,0.379,,,115.0,95.0,103.0,78.0,103.0,103.0,0.38799999999999996,0.2,89.5,0.239,0.333
5,2023-05-23,718054,Strikeout,strikeout,True,666135,502171,Alex Kirilloff,Alex Cobb,0,0,0,4ee6249d-6d05-4c0d-afe1-05ffb0037d63,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,,,,0.397,0.003,,0.051,,0.162,,-3.47,,0.33,-1.31,,-1.38,,95.8,,94.5,86.2,,83.6,,,0.28,0.379,,,115.0,95.0,103.0,78.0,103.0,103.0,0.38799999999999996,0.2,89.5,0.239,0.333
6,2023-05-23,718054,Home Run,home_run,False,621439,502171,Byron Buxton,Alex Cobb,0,0,1,26de534e-0812-4492-b40b-0c0707aa0107,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,,,,0.397,0.003,,0.051,,0.162,,-3.47,,0.33,-1.31,,-1.38,,95.8,,94.5,86.2,,83.6,,,0.28,0.379,,,115.0,95.0,103.0,78.0,103.0,103.0,0.38799999999999996,0.2,89.5,0.239,0.333
7,2023-05-23,718054,Lineout,field_out,True,666397,502171,Edouard Julien,Alex Cobb,0,0,0,ba8b4e47-dbac-43a4-80e0-963d2db7b85b,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,,,,0.397,0.003,,0.051,,0.162,,-3.47,,0.33,-1.31,,-1.38,,95.8,,94.5,86.2,,83.6,,,0.28,0.379,,,115.0,95.0,103.0,78.0,103.0,103.0,0.38799999999999996,0.2,89.5,0.239,0.333
8,2023-05-23,718054,Groundout,field_out,True,624424,543243,Michael Conforto,Sonny Gray,1,1,0,929cb27f-f41f-4400-9a65-bd798e4b7101,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.001,0.067,0.61,1.3,-0.46,3.25,0.87,-0.41,-0.63,92.9,87.6,92.8,84.3,79.6,72.9,0.096,0.301,0.275,0.257,0.265,0.27,,,,,,,,,,,
9,2023-05-23,718054,Single,single,False,571745,543243,Mitch Haniger,Sonny Gray,1,0,0,3e5ce10f-e6ec-438f-9262-c3d689818968,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.001,0.067,0.61,1.3,-0.46,3.25,0.87,-0.41,-0.63,92.9,87.6,92.8,84.3,79.6,72.9,0.096,0.301,0.275,0.257,0.265,0.27,,,,,,,,,,,
10,2023-05-23,718054,Strikeout,strikeout,True,573262,543243,Mike Yastrzemski,Sonny Gray,0,0,0,382a0065-ecdc-47d7-a8af-5e0884d94201,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.001,0.067,0.61,1.3,-0.46,3.25,0.87,-0.41,-0.63,92.9,87.6,92.8,84.3,79.6,72.9,0.096,0.301,0.275,0.257,0.265,0.27,,,,,,,,,,,
