,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,ST_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,FC_ba,SI_ba,SL_ba
0,2023-08-31,716775,Walk,walk,False,518934,666159,DJ LeMahieu,Matt Manning,0,0,0,8ade557c-876f-4c25-aa3a-32182eefb1b2,666159.0,mattmanning,Manning,Right,Matt Manning,3.58,5.48,78.0,102.0,104.0,102.0,0.831,5.77,2.42,6.92,1.27,0.83,0.272,0.423,0.142,0.389,0.49200000000000005,87.7,62.0,96.0,84.0,102.0,99.0,101.0,103.0,104.0,100.0,112.0,102.0,107.0,0.478,0.315,0.172,0.036000000000000004,0.58,1.21,-0.9,0.93,93.4,81.9,79.5,0.214,0.185,0.258,0.111,,,,,,,,,,,,,,,,,,,,,
1,2023-08-31,716775,Strikeout,strikeout,True,650402,666159,Gleyber Torres,Matt Manning,0,0,0,e614ca28-e6b4-4cab-ba3c-75244442c170,666159.0,mattmanning,Manning,Right,Matt Manning,3.58,5.48,78.0,102.0,104.0,102.0,0.831,5.77,2.42,6.92,1.27,0.83,0.272,0.423,0.142,0.389,0.49200000000000005,87.7,62.0,96.0,84.0,102.0,99.0,101.0,103.0,104.0,100.0,112.0,102.0,107.0,0.478,0.315,0.172,0.036000000000000004,0.58,1.21,-0.9,0.93,93.4,81.9,79.5,0.214,0.185,0.258,0.111,,,,,,,,,,,,,,,,,,,,,
2,2023-08-31,716775,Strikeout,strikeout,True,683011,666159,Anthony Volpe,Matt Manning,0,0,0,4764cc35-578f-4765-a955-c1ae3e92651a,666159.0,mattmanning,Manning,Right,Matt Manning,3.58,5.48,78.0,102.0,104.0,102.0,0.831,5.77,2.42,6.92,1.27,0.83,0.272,0.423,0.142,0.389,0.49200000000000005,87.7,62.0,96.0,84.0,102.0,99.0,101.0,103.0,104.0,100.0,112.0,102.0,107.0,0.478,0.315,0.172,0.036000000000000004,0.58,1.21,-0.9,0.93,93.4,81.9,79.5,0.214,0.185,0.258,0.111,,,,,,,,,,,,,,,,,,,,,
3,2023-08-31,716775,Strikeout,strikeout,True,519317,666159,Giancarlo Stanton,Matt Manning,0,0,0,5298ecd7-54a1-49d6-9238-d06231d694cf,666159.0,mattmanning,Manning,Right,Matt Manning,3.58,5.48,78.0,102.0,104.0,102.0,0.831,5.77,2.42,6.92,1.27,0.83,0.272,0.423,0.142,0.389,0.49200000000000005,87.7,62.0,96.0,84.0,102.0,99.0,101.0,103.0,104.0,100.0,112.0,102.0,107.0,0.478,0.315,0.172,0.036000000000000004,0.58,1.21,-0.9,0.93,93.4,81.9,79.5,0.214,0.185,0.258,0.111,,,,,,,,,,,,,,,,,,,,,
4,2023-08-31,716775,Strikeout,strikeout,True,656716,657376,Zach McKinstry,Clarke Schmidt,0,0,0,e3518d98-9b33-43fe-82c2-46fb58110314,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,,,,,,,109.0,99.0,107.0,,0.27399999999999997,,0.015,,-0.59,,-7.35,,86.0,,,0.276,0.198,0.5,68.0,103.0,88.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.191,0.27,-0.2,-0.46,91.3,93.4,83.7,0.28,0.288,
5,2023-08-31,716775,Single,single,False,682985,657376,Riley Greene,Clarke Schmidt,1,1,0,b703cefc-9cd8-42b6-be26-73d3eaf9d95d,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,,,,,,,109.0,99.0,107.0,,0.27399999999999997,,0.015,,-0.59,,-7.35,,86.0,,,0.276,0.198,0.5,68.0,103.0,88.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.191,0.27,-0.2,-0.46,91.3,93.4,83.7,0.28,0.288,
6,2023-08-31,716775,Flyout,field_out,True,628451,657376,Andy Ibáñez,Clarke Schmidt,1,0,0,66b8e306-7c1d-4179-81b6-60314d544c2d,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,,,,,,,109.0,99.0,107.0,,0.27399999999999997,,0.015,,-0.59,,-7.35,,86.0,,,0.276,0.198,0.5,68.0,103.0,88.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.191,0.27,-0.2,-0.46,91.3,93.4,83.7,0.28,0.288,
7,2023-08-31,716775,Walk,walk,False,679529,657376,Spencer Torkelson,Clarke Schmidt,0,0,1,c7487554-8b50-4142-9e4d-27187afc2466,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,,,,,,,109.0,99.0,107.0,,0.27399999999999997,,0.015,,-0.59,,-7.35,,86.0,,,0.276,0.198,0.5,68.0,103.0,88.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.191,0.27,-0.2,-0.46,91.3,93.4,83.7,0.28,0.288,
8,2023-08-31,716775,Strikeout,strikeout,True,681481,657376,Kerry Carpenter,Clarke Schmidt,0,0,0,f2ca59c8-513a-4d44-9993-f062051e9cfd,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,,,,,,,109.0,99.0,107.0,,0.27399999999999997,,0.015,,-0.59,,-7.35,,86.0,,,0.276,0.198,0.5,68.0,103.0,88.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.191,0.27,-0.2,-0.46,91.3,93.4,83.7,0.28,0.288,
9,2023-08-31,716775,Groundout,field_out,True,643396,666159,Isiah Kiner-Falefa,Matt Manning,0,0,0,f4127171-43f3-4459-8799-269767818d80,666159.0,mattmanning,Manning,Right,Matt Manning,3.58,5.48,78.0,102.0,104.0,102.0,0.831,5.77,2.42,6.92,1.27,0.83,0.272,0.423,0.142,0.389,0.49200000000000005,87.7,62.0,96.0,84.0,102.0,99.0,101.0,103.0,104.0,100.0,112.0,102.0,107.0,0.478,0.315,0.172,0.036000000000000004,0.58,1.21,-0.9,0.93,93.4,81.9,79.5,0.214,0.185,0.258,0.111,,,,,,,,,,,,,,,,,,,,,
