,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,CH_ba,FF_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,CU_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,ST_ba
0,2023-04-14,718577,Groundout,field_out,True,595777,543548,Jurickson Profar,Tommy Milone,0,0,0,e27bb43a-bfe9-4c13-b65a-6e3adf90d675,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,79.0,78.0,115.0,110.0,97.0,110.0,102.0,83.0,94.0,96.0,0.374,0.19,0.436,-0.67,3.12,0.07,86.6,76.9,0.25,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-14,718577,Home Run,home_run,False,592178,543548,Kris Bryant,Tommy Milone,0,0,0,865c83d9-713c-4802-b915-1db6c88868ce,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,79.0,78.0,115.0,110.0,97.0,110.0,102.0,83.0,94.0,96.0,0.374,0.19,0.436,-0.67,3.12,0.07,86.6,76.9,0.25,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-14,718577,Walk,walk,False,453568,543548,Charlie Blackmon,Tommy Milone,1,0,0,7c90bec5-423e-4861-97e9-9a981069d351,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,79.0,78.0,115.0,110.0,97.0,110.0,102.0,83.0,94.0,96.0,0.374,0.19,0.436,-0.67,3.12,0.07,86.6,76.9,0.25,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-14,718577,Groundout,field_out,True,543068,543548,C.J. Cron,Tommy Milone,1,0,1,586382e5-b608-4203-ba76-3e18d64dcbb7,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,79.0,78.0,115.0,110.0,97.0,110.0,102.0,83.0,94.0,96.0,0.374,0.19,0.436,-0.67,3.12,0.07,86.6,76.9,0.25,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-14,718577,Pop Out,field_out,True,553869,543548,Elias Díaz,Tommy Milone,0,0,0,50462406-dbbd-4ec0-9f78-d9d5a97d193b,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,79.0,78.0,115.0,110.0,97.0,110.0,102.0,83.0,94.0,96.0,0.374,0.19,0.436,-0.67,3.12,0.07,86.6,76.9,0.25,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-04-14,718577,Flyout,field_out,True,677594,596295,Julio Rodríguez,Austin Gomber,0,0,0,7cffe5bb-173e-40e7-8051-508d18281d22,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,93.0,98.0,102.0,0.439,0.201,0.18100000000000002,-1.99,0.96,-0.07,90.6,84.8,0.296,0.344,0.275,66.0,7.0,2.0,90.0,103.0,104.0,0.012,0.168,-5.34,-0.75,90.8,77.6,0.226,0.4,,,,,,,,,,,,,,
6,2023-04-14,718577,Pop Out,field_out,True,664034,596295,Ty France,Austin Gomber,0,0,0,580968a4-7cc5-4091-af9f-c881b52b6d59,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,93.0,98.0,102.0,0.439,0.201,0.18100000000000002,-1.99,0.96,-0.07,90.6,84.8,0.296,0.344,0.275,66.0,7.0,2.0,90.0,103.0,104.0,0.012,0.168,-5.34,-0.75,90.8,77.6,0.226,0.4,,,,,,,,,,,,,,
7,2023-04-14,718577,Strikeout,strikeout,True,553993,596295,Eugenio Suárez,Austin Gomber,0,0,0,e28abdd2-d1d0-4ba7-a376-ac17ded1763c,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,93.0,98.0,102.0,0.439,0.201,0.18100000000000002,-1.99,0.96,-0.07,90.6,84.8,0.296,0.344,0.275,66.0,7.0,2.0,90.0,103.0,104.0,0.012,0.168,-5.34,-0.75,90.8,77.6,0.226,0.4,,,,,,,,,,,,,,
8,2023-04-14,718577,Flyout,field_out,True,641857,543548,Ryan McMahon,Tommy Milone,1,0,0,79ada2e1-26c4-492f-bdc8-152cfc68909d,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,79.0,78.0,115.0,110.0,97.0,110.0,102.0,83.0,94.0,96.0,0.374,0.19,0.436,-0.67,3.12,0.07,86.6,76.9,0.25,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-14,718577,Groundout,field_out,True,602074,543548,Yonathan Daza,Tommy Milone,1,0,0,949714d9-29b9-41fd-b512-2f6c43ff998a,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,79.0,78.0,115.0,110.0,97.0,110.0,102.0,83.0,94.0,96.0,0.374,0.19,0.436,-0.67,3.12,0.07,86.6,76.9,0.25,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
