,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,SI_ba,FC_ba,CU_ba,ST_ba,CH_ba,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-06-08,717862,Flyout,field_out,True,656716,554430,Zach McKinstry,Zack Wheeler,1,0,0,73f0d87b-c72f-42bf-8915-bf6265531ceb,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,96.0,102.0,102.0,0.18,0.435,0.14400000000000002,0.12300000000000001,0.115,0.004,1.69,-0.63,1.62,0.36,-1.61,-6.22,95.8,90.9,95.2,84.4,81.4,0.199,0.252,0.27,0.264,0.198,,,,,,,,,,,,,,,
1,2023-06-08,717862,Strikeout,strikeout,True,595879,554430,Javier Báez,Zack Wheeler,0,0,0,f8191a0f-2b2e-4b6c-a5f1-479d46bbb5dd,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,96.0,102.0,102.0,0.18,0.435,0.14400000000000002,0.12300000000000001,0.115,0.004,1.69,-0.63,1.62,0.36,-1.61,-6.22,95.8,90.9,95.2,84.4,81.4,0.199,0.252,0.27,0.264,0.198,,,,,,,,,,,,,,,
2,2023-06-08,717862,Strikeout,strikeout,True,679529,554430,Spencer Torkelson,Zack Wheeler,0,0,0,7c884c57-0359-4c09-9b54-adf836a4430f,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,96.0,102.0,102.0,0.18,0.435,0.14400000000000002,0.12300000000000001,0.115,0.004,1.69,-0.63,1.62,0.36,-1.61,-6.22,95.8,90.9,95.2,84.4,81.4,0.199,0.252,0.27,0.264,0.198,,,,,,,,,,,,,,,
3,2023-06-08,717862,Strikeout,strikeout,True,656941,663947,Kyle Schwarber,Tyler Holton,0,0,0,d0406479-beb3-480f-ac88-25c97d7a03ef,663947.0,tylerholton,"Holton, T",Left,Tyler Holton,2.11,3.5,85.1,103.0,89.0,101.0,0.753,7.8,1.9,5.91,0.95,1.28,0.20800000000000002,0.46799999999999997,0.177,0.303,0.44,82.9,93.0,106.0,104.0,80.0,91.0,98.0,79.0,103.0,95.0,79.0,109.0,101.0,101.0,104.0,109.0,99.0,97.0,97.0,0.12300000000000001,0.27899999999999997,0.193,0.14300000000000002,0.036000000000000004,0.225,2.59,1.21,5.64,2.08,-0.9,0.98,91.5,88.0,91.2,81.8,78.3,0.178,0.167,0.241,0.125,,0.195,0.135,,,,,,,,,,,,,
4,2023-06-08,717862,Walk,walk,False,592206,663947,Nick Castellanos,Tyler Holton,0,0,0,e4044ec3-169c-4fab-a277-8d24291dc2c0,663947.0,tylerholton,"Holton, T",Left,Tyler Holton,2.11,3.5,85.1,103.0,89.0,101.0,0.753,7.8,1.9,5.91,0.95,1.28,0.20800000000000002,0.46799999999999997,0.177,0.303,0.44,82.9,93.0,106.0,104.0,80.0,91.0,98.0,79.0,103.0,95.0,79.0,109.0,101.0,101.0,104.0,109.0,99.0,97.0,97.0,0.12300000000000001,0.27899999999999997,0.193,0.14300000000000002,0.036000000000000004,0.225,2.59,1.21,5.64,2.08,-0.9,0.98,91.5,88.0,91.2,81.8,78.3,0.178,0.167,0.241,0.125,,0.195,0.135,,,,,,,,,,,,,
5,2023-06-08,717862,Grounded Into DP,grounded_into_double_play,True,547180,663947,Bryce Harper,Tyler Holton,1,0,1,271b9d1c-60cf-4849-8099-901558dd68b2,663947.0,tylerholton,"Holton, T",Left,Tyler Holton,2.11,3.5,85.1,103.0,89.0,101.0,0.753,7.8,1.9,5.91,0.95,1.28,0.20800000000000002,0.46799999999999997,0.177,0.303,0.44,82.9,93.0,106.0,104.0,80.0,91.0,98.0,79.0,103.0,95.0,79.0,109.0,101.0,101.0,104.0,109.0,99.0,97.0,97.0,0.12300000000000001,0.27899999999999997,0.193,0.14300000000000002,0.036000000000000004,0.225,2.59,1.21,5.64,2.08,-0.9,0.98,91.5,88.0,91.2,81.8,78.3,0.178,0.167,0.241,0.125,,0.195,0.135,,,,,,,,,,,,,
6,2023-06-08,717862,Strikeout,strikeout,True,665155,554430,Nick Maton,Zack Wheeler,0,0,0,7ef90c7f-9477-4689-bff1-770d6136dca1,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,96.0,102.0,102.0,0.18,0.435,0.14400000000000002,0.12300000000000001,0.115,0.004,1.69,-0.63,1.62,0.36,-1.61,-6.22,95.8,90.9,95.2,84.4,81.4,0.199,0.252,0.27,0.264,0.198,,,,,,,,,,,,,,,
7,2023-06-08,717862,Strikeout,strikeout,True,606992,554430,Eric Haase,Zack Wheeler,0,0,0,cdbf99f1-bb2e-4117-94a5-88ad2ea1ec31,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,96.0,102.0,102.0,0.18,0.435,0.14400000000000002,0.12300000000000001,0.115,0.004,1.69,-0.63,1.62,0.36,-1.61,-6.22,95.8,90.9,95.2,84.4,81.4,0.199,0.252,0.27,0.264,0.198,,,,,,,,,,,,,,,
8,2023-06-08,717862,Walk,walk,False,668731,554430,Akil Baddoo,Zack Wheeler,1,0,0,02ac6035-7c74-4c27-8f59-b061a196ce05,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,96.0,102.0,102.0,0.18,0.435,0.14400000000000002,0.12300000000000001,0.115,0.004,1.69,-0.63,1.62,0.36,-1.61,-6.22,95.8,90.9,95.2,84.4,81.4,0.199,0.252,0.27,0.264,0.198,,,,,,,,,,,,,,,
9,2023-06-08,717862,Strikeout,strikeout,True,570731,554430,Jonathan Schoop,Zack Wheeler,0,0,0,f7ac5f0f-9199-469a-8ac7-69c649668020,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,96.0,102.0,102.0,0.18,0.435,0.14400000000000002,0.12300000000000001,0.115,0.004,1.69,-0.63,1.62,0.36,-1.61,-6.22,95.8,90.9,95.2,84.4,81.4,0.199,0.252,0.27,0.264,0.198,,,,,,,,,,,,,,,
