,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,SL_ba,CH_ba,CU_ba,FC_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba,EP%,wEP/C,vEP
0,2023-08-14,716997,Strikeout,strikeout,True,666160,453286,Mickey Moniak,Max Scherzer,0,0,0,aa58ff90-90e5-4c2c-8164-437311037a41,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,
1,2023-08-14,716997,Strikeout,strikeout,True,660271,453286,Shohei Ohtani,Max Scherzer,0,0,0,ed6a1845-a6fb-4efa-8ae3-027950be4100,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,
2,2023-08-14,716997,Strikeout,strikeout,True,592273,453286,Brandon Drury,Max Scherzer,0,0,0,7e058f7e-ce9e-4fab-9c8a-37cbda19811d,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,
3,2023-08-14,716997,Field Error,field_error,False,543760,663776,Marcus Semien,Patrick Sandoval,0,0,0,d6963c71-b23e-4a86-be1a-ff87738d90c4,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,0.285,0.09,0.258,-1.22,,0.02,0.27,0.3,93.0,,86.5,76.5,0.336,0.267,0.184,0.286,,69.0,97.0,86.0,0.111,0.36,93.2,0.269,0.2,,,
4,2023-08-14,716997,Strikeout,strikeout,True,608369,663776,Corey Seager,Patrick Sandoval,0,0,0,860659fc-0077-41e6-aa94-d3fe192cc138,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,0.285,0.09,0.258,-1.22,,0.02,0.27,0.3,93.0,,86.5,76.5,0.336,0.267,0.184,0.286,,69.0,97.0,86.0,0.111,0.36,93.2,0.269,0.2,,,
5,2023-08-14,716997,Strikeout,strikeout,True,663993,663776,Nathaniel Lowe,Patrick Sandoval,0,0,0,416e769d-6a63-4bf4-b9fd-365ad150cace,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,0.285,0.09,0.258,-1.22,,0.02,0.27,0.3,93.0,,86.5,76.5,0.336,0.267,0.184,0.286,,69.0,97.0,86.0,0.111,0.36,93.2,0.269,0.2,,,
6,2023-08-14,716997,Walk,walk,False,666969,663776,Adolis García,Patrick Sandoval,1,0,1,f5068d49-c7eb-4034-8258-e3808442bc0b,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,0.285,0.09,0.258,-1.22,,0.02,0.27,0.3,93.0,,86.5,76.5,0.336,0.267,0.184,0.286,,69.0,97.0,86.0,0.111,0.36,93.2,0.269,0.2,,,
7,2023-08-14,716997,Walk,walk,False,641598,663776,Mitch Garver,Patrick Sandoval,0,0,1,874ef975-9834-4a30-b154-94f05a0f8c8c,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,0.285,0.09,0.258,-1.22,,0.02,0.27,0.3,93.0,,86.5,76.5,0.336,0.267,0.184,0.286,,69.0,97.0,86.0,0.111,0.36,93.2,0.269,0.2,,,
8,2023-08-14,716997,Strikeout,strikeout,True,677649,663776,Ezequiel Duran,Patrick Sandoval,0,0,0,a4b503d1-0895-41be-9d79-8bf909446444,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,0.285,0.09,0.258,-1.22,,0.02,0.27,0.3,93.0,,86.5,76.5,0.336,0.267,0.184,0.286,,69.0,97.0,86.0,0.111,0.36,93.2,0.269,0.2,,,
9,2023-08-14,716997,Single,single,False,519058,453286,Mike Moustakas,Max Scherzer,1,0,0,b48875f7-1ff9-4dfe-ab7f-01983bc5576d,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,
