,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CU_ba,CH_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba
0,2023-04-24,718438,Flyout,field_out,True,677951,674072,Bobby Witt Jr.,Tommy Henry,0,0,0,255bb8ef-2709-4e85-8d57-d0ae9d31049c,674072.0,tommyhenry,Henry,Left,Tommy Henry,4.15,4.3,89.0,96.0,83.0,91.0,0.7879999999999999,6.47,3.54,8.7,1.21,0.82,0.27699999999999997,0.40299999999999997,0.162,0.317,0.40700000000000003,84.0,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,92.0,101.0,93.0,0.49,0.127,0.191,0.193,-0.88,2.53,0.71,-0.09,90.7,83.1,79.1,0.292,0.229,0.278,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-24,718438,Home Run,home_run,False,658668,674072,Edward Olivares,Tommy Henry,0,0,0,ea6fb5c7-e560-4392-ae60-2d0e0b5c6050,674072.0,tommyhenry,Henry,Left,Tommy Henry,4.15,4.3,89.0,96.0,83.0,91.0,0.7879999999999999,6.47,3.54,8.7,1.21,0.82,0.27699999999999997,0.40299999999999997,0.162,0.317,0.40700000000000003,84.0,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,92.0,101.0,93.0,0.49,0.127,0.191,0.193,-0.88,2.53,0.71,-0.09,90.7,83.1,79.1,0.292,0.229,0.278,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-24,718438,Walk,walk,False,686469,674072,Vinnie Pasquantino,Tommy Henry,0,0,0,ac60892d-796f-4554-863a-7c8f03934c1c,674072.0,tommyhenry,Henry,Left,Tommy Henry,4.15,4.3,89.0,96.0,83.0,91.0,0.7879999999999999,6.47,3.54,8.7,1.21,0.82,0.27699999999999997,0.40299999999999997,0.162,0.317,0.40700000000000003,84.0,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,92.0,101.0,93.0,0.49,0.127,0.191,0.193,-0.88,2.53,0.71,-0.09,90.7,83.1,79.1,0.292,0.229,0.278,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-24,718438,Walk,walk,False,521692,674072,Salvador Perez,Tommy Henry,0,0,1,79a75756-e600-44e7-91de-663344fcde7f,674072.0,tommyhenry,Henry,Left,Tommy Henry,4.15,4.3,89.0,96.0,83.0,91.0,0.7879999999999999,6.47,3.54,8.7,1.21,0.82,0.27699999999999997,0.40299999999999997,0.162,0.317,0.40700000000000003,84.0,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,92.0,101.0,93.0,0.49,0.127,0.191,0.193,-0.88,2.53,0.71,-0.09,90.7,83.1,79.1,0.292,0.229,0.278,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-24,718438,Flyout,field_out,True,614177,674072,Franmil Reyes,Tommy Henry,1,1,0,2c81cee6-573f-48ae-9830-759c5c3cc46d,674072.0,tommyhenry,Henry,Left,Tommy Henry,4.15,4.3,89.0,96.0,83.0,91.0,0.7879999999999999,6.47,3.54,8.7,1.21,0.82,0.27699999999999997,0.40299999999999997,0.162,0.317,0.40700000000000003,84.0,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,92.0,101.0,93.0,0.49,0.127,0.191,0.193,-0.88,2.53,0.71,-0.09,90.7,83.1,79.1,0.292,0.229,0.278,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-04-24,718438,Groundout,field_out,True,686681,674072,Michael Massey,Tommy Henry,0,0,0,81375c05-7e85-4dd8-ab35-32d655f23941,674072.0,tommyhenry,Henry,Left,Tommy Henry,4.15,4.3,89.0,96.0,83.0,91.0,0.7879999999999999,6.47,3.54,8.7,1.21,0.82,0.27699999999999997,0.40299999999999997,0.162,0.317,0.40700000000000003,84.0,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,92.0,101.0,93.0,0.49,0.127,0.191,0.193,-0.88,2.53,0.71,-0.09,90.7,83.1,79.1,0.292,0.229,0.278,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-04-24,718438,Walk,walk,False,672695,641745,Geraldo Perdomo,Brad Keller,0,0,0,a063a34a-0cf2-45a7-b649-38188c32128e,641745.0,bradkeller,"Keller, B",Right,Brad Keller,4.57,5.7,45.1,87.0,100.0,89.0,0.789,6.15,8.93,8.34,0.6,2.08,0.22,0.439,0.106,0.242,0.382,90.8,91.0,90.0,78.0,120.0,90.0,92.0,94.0,88.0,90.0,135.0,84.0,78.0,0.311,0.265,0.19699999999999998,0.12300000000000001,-2.21,0.26,-0.24,1.66,93.3,84.3,85.1,0.359,0.267,0.125,0.239,66.0,74.0,70.0,0.10400000000000001,0.62,92.5,0.143,0.5,,,,,,,,,,,,,,,,,,,,
7,2023-04-24,718438,Grounded Into DP,grounded_into_double_play,True,606466,641745,Ketel Marte,Brad Keller,0,0,1,88b5f53e-d4e2-4f92-af4c-ccc75d0f101c,641745.0,bradkeller,"Keller, B",Right,Brad Keller,4.57,5.7,45.1,87.0,100.0,89.0,0.789,6.15,8.93,8.34,0.6,2.08,0.22,0.439,0.106,0.242,0.382,90.8,91.0,90.0,78.0,120.0,90.0,92.0,94.0,88.0,90.0,135.0,84.0,78.0,0.311,0.265,0.19699999999999998,0.12300000000000001,-2.21,0.26,-0.24,1.66,93.3,84.3,85.1,0.359,0.267,0.125,0.239,66.0,74.0,70.0,0.10400000000000001,0.62,92.5,0.143,0.5,,,,,,,,,,,,,,,,,,,,
8,2023-04-24,718438,Double,double,False,682998,641745,Corbin Carroll,Brad Keller,1,0,0,c0ab632c-c0ed-4da6-a43c-5d184faac500,641745.0,bradkeller,"Keller, B",Right,Brad Keller,4.57,5.7,45.1,87.0,100.0,89.0,0.789,6.15,8.93,8.34,0.6,2.08,0.22,0.439,0.106,0.242,0.382,90.8,91.0,90.0,78.0,120.0,90.0,92.0,94.0,88.0,90.0,135.0,84.0,78.0,0.311,0.265,0.19699999999999998,0.12300000000000001,-2.21,0.26,-0.24,1.66,93.3,84.3,85.1,0.359,0.267,0.125,0.239,66.0,74.0,70.0,0.10400000000000001,0.62,92.5,0.143,0.5,,,,,,,,,,,,,,,,,,,,
9,2023-04-24,718438,Groundout,field_out,True,446334,641745,Evan Longoria,Brad Keller,1,1,0,9f7405c9-e875-4176-9e9f-afe7d6a51765,641745.0,bradkeller,"Keller, B",Right,Brad Keller,4.57,5.7,45.1,87.0,100.0,89.0,0.789,6.15,8.93,8.34,0.6,2.08,0.22,0.439,0.106,0.242,0.382,90.8,91.0,90.0,78.0,120.0,90.0,92.0,94.0,88.0,90.0,135.0,84.0,78.0,0.311,0.265,0.19699999999999998,0.12300000000000001,-2.21,0.26,-0.24,1.66,93.3,84.3,85.1,0.359,0.267,0.125,0.239,66.0,74.0,70.0,0.10400000000000001,0.62,92.5,0.143,0.5,,,,,,,,,,,,,,,,,,,,
