,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FS_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCU,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,ST_ba
0,2023-07-28,717235,Groundout,field_out,True,650859,592332,Luis Rengifo,Kevin Gausman,0,0,0,4318c916-df5c-4561-a19b-07d72b9d5c0c,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-28,717235,Home Run,home_run,False,660271,592332,Shohei Ohtani,Kevin Gausman,0,0,0,0f53fc49-edc6-4f0a-8aa1-460537ae66a4,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-28,717235,Groundout,field_out,True,666160,592332,Mickey Moniak,Kevin Gausman,1,0,0,bc9a1b3f-c161-4811-8d1e-36c8af1a2075,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-28,717235,Double,double,False,621493,592332,Taylor Ward,Kevin Gausman,0,0,0,240033cf-45fa-41d7-ae2f-fb70d993cabd,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-28,717235,Strikeout,strikeout,True,519058,592332,Mike Moustakas,Kevin Gausman,0,0,0,aba3ba50-f967-43ba-ae12-7aa8c10bbe97,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-07-28,717235,Flyout,field_out,True,593160,608337,Whit Merrifield,Lucas Giolito,0,0,0,b5d55106-9bb2-4756-bd1a-21b7cf5b460f,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,84.0,100.0,95.0,107.0,105.0,104.0,,,,0.419,,0.282,-0.85,,-0.25,93.1,,84.0,0.262,,0.236,80.9,99.0,100.0,107.0,81.0,76.0,78.0,0.015,0.28300000000000003,-3.72,-0.2,77.9,0.209,0.5,,,,,,,,,,,
6,2023-07-28,717235,Groundout,field_out,True,666182,608337,Bo Bichette,Lucas Giolito,1,0,0,49956e96-3b1d-459f-a73f-cc3110893de8,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,84.0,100.0,95.0,107.0,105.0,104.0,,,,0.419,,0.282,-0.85,,-0.25,93.1,,84.0,0.262,,0.236,80.9,99.0,100.0,107.0,81.0,76.0,78.0,0.015,0.28300000000000003,-3.72,-0.2,77.9,0.209,0.5,,,,,,,,,,,
7,2023-07-28,717235,Strikeout,strikeout,True,474832,608337,Brandon Belt,Lucas Giolito,0,0,0,19041fdb-e270-486e-9046-aebae91a6413,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,84.0,100.0,95.0,107.0,105.0,104.0,,,,0.419,,0.282,-0.85,,-0.25,93.1,,84.0,0.262,,0.236,80.9,99.0,100.0,107.0,81.0,76.0,78.0,0.015,0.28300000000000003,-3.72,-0.2,77.9,0.209,0.5,,,,,,,,,,,
8,2023-07-28,717235,Strikeout,strikeout,True,642136,592332,Matt Thaiss,Kevin Gausman,0,0,0,62155bd6-bdd1-4aa7-b3f6-8e4654db3f1d,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-28,717235,Walk,walk,False,592669,592332,Hunter Renfroe,Kevin Gausman,1,0,0,9149c62c-da34-4025-b211-67fcf1a8113f,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-07-28,717235,Strikeout,strikeout,True,663550,592332,Trey Cabbage,Kevin Gausman,0,0,0,ebb8f3b3-97f8-4bcc-b284-ada77dfceaeb,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-07-28,717235,Strikeout,strikeout,True,623205,592332,Andrew Velazquez,Kevin Gausman,0,0,0,8d6f118e-21be-4024-9160-f32669791b69,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023-07-28,717235,Lineout,field_out,True,665489,608337,Vladimir Guerrero Jr.,Lucas Giolito,0,0,0,cd6f6665-65e4-48b0-abcd-bec8d077a7fe,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,84.0,100.0,95.0,107.0,105.0,104.0,,,,0.419,,0.282,-0.85,,-0.25,93.1,,84.0,0.262,,0.236,80.9,99.0,100.0,107.0,81.0,76.0,78.0,0.015,0.28300000000000003,-3.72,-0.2,77.9,0.209,0.5,,,,,,,,,,,
