,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,FC_ba,CH_ba,ST_ba,CU_ba,vKN (sc),Stf+ SI,Loc+ SI,Pit+ SI,SI%,KN%,wSI/C,wKN/C,vSI,SI_ba,KN_ba,SL_ba,KC%,wKC/C,vKC
0,2023-09-10,716640,Lineout,field_out,True,673490,641585,Ha-Seong Kim,J.P. France,1,0,0,30da9368-2f1b-45b4-8646-fda518826313,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,,
1,2023-09-10,716640,Walk,walk,False,595777,641585,Jurickson Profar,J.P. France,0,0,0,256c9ada-4e12-4f39-a9a7-7286fc55c361,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,,
2,2023-09-10,716640,Walk,walk,False,665742,641585,Juan Soto,J.P. France,1,0,1,f638528a-b99d-4c1c-93bf-6946ca9c4bce,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,,
3,2023-09-10,716640,Walk,walk,False,593428,641585,Xander Bogaerts,J.P. France,0,0,1,3a7d0862-60ac-4268-95a2-7252b7efc17c,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,,
4,2023-09-10,716640,Pop Out,field_out,True,669134,641585,Luis Campusano,J.P. France,0,0,0,306205e9-f1c0-4281-b884-ee5a756f0aaa,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,,
5,2023-09-10,716640,Strikeout,strikeout,True,572761,641585,Matt Carpenter,J.P. France,0,0,0,4f9e465c-90c6-4961-b8ec-c4616d3d8c99,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,,
6,2023-09-10,716640,Groundout,field_out,True,514888,663362,Jose Altuve,Matt Waldron,0,0,0,6529aa00-e3f9-488b-b40a-f6c7226af683,663362.0,mattwaldron,Waldron,Right,Matt Waldron,4.35,4.48,41.1,106.0,88.0,101.0,0.8320000000000001,6.75,2.61,8.49,1.96,0.96,0.23800000000000002,0.415,0.215,0.308,0.456,,,,,,,,76.0,105.0,98.0,101.0,100.0,109.0,104.0,114.0,109.0,0.205,0.131,0.16,,,-0.95,0.15,-0.44,,,91.3,86.7,79.8,,0.259,0.214,,0.269,,76.6,81.0,106.0,95.0,0.23600000000000002,0.267,0.75,-1.01,91.3,0.239,0.242,,,,
7,2023-09-10,716640,Groundout,field_out,True,665161,663362,Jeremy Peña,Matt Waldron,0,0,0,c8c756d1-8abe-4808-96e7-ae3bffe4bcaf,663362.0,mattwaldron,Waldron,Right,Matt Waldron,4.35,4.48,41.1,106.0,88.0,101.0,0.8320000000000001,6.75,2.61,8.49,1.96,0.96,0.23800000000000002,0.415,0.215,0.308,0.456,,,,,,,,76.0,105.0,98.0,101.0,100.0,109.0,104.0,114.0,109.0,0.205,0.131,0.16,,,-0.95,0.15,-0.44,,,91.3,86.7,79.8,,0.259,0.214,,0.269,,76.6,81.0,106.0,95.0,0.23600000000000002,0.267,0.75,-1.01,91.3,0.239,0.242,,,,
8,2023-09-10,716640,Single,single,False,670541,663362,Yordan Alvarez,Matt Waldron,1,0,0,e743510d-f40d-42ac-927b-87b22d7a8765,663362.0,mattwaldron,Waldron,Right,Matt Waldron,4.35,4.48,41.1,106.0,88.0,101.0,0.8320000000000001,6.75,2.61,8.49,1.96,0.96,0.23800000000000002,0.415,0.215,0.308,0.456,,,,,,,,76.0,105.0,98.0,101.0,100.0,109.0,104.0,114.0,109.0,0.205,0.131,0.16,,,-0.95,0.15,-0.44,,,91.3,86.7,79.8,,0.259,0.214,,0.269,,76.6,81.0,106.0,95.0,0.23600000000000002,0.267,0.75,-1.01,91.3,0.239,0.242,,,,
9,2023-09-10,716640,Flyout,field_out,True,608324,663362,Alex Bregman,Matt Waldron,0,0,0,ae03a75e-b167-41a3-b033-1422d63c2ffb,663362.0,mattwaldron,Waldron,Right,Matt Waldron,4.35,4.48,41.1,106.0,88.0,101.0,0.8320000000000001,6.75,2.61,8.49,1.96,0.96,0.23800000000000002,0.415,0.215,0.308,0.456,,,,,,,,76.0,105.0,98.0,101.0,100.0,109.0,104.0,114.0,109.0,0.205,0.131,0.16,,,-0.95,0.15,-0.44,,,91.3,86.7,79.8,,0.259,0.214,,0.269,,76.6,81.0,106.0,95.0,0.23600000000000002,0.267,0.75,-1.01,91.3,0.239,0.242,,,,
