,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vSI,vSL,vCU,vKC,ST_ba,FF_ba,SI_ba,CU_ba,FC_ba,CH_ba,SL_ba
0,2023-04-24,718442,Strikeout,strikeout,True,683011,543243,Anthony Volpe,Sonny Gray,0,0,0,20fed109-f338-4302-b753-bc9fabe0ca9b,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.001,0.067,0.61,1.3,-0.46,3.25,0.87,-0.41,-0.63,92.9,87.6,92.8,84.3,79.6,72.9,0.096,0.301,0.275,0.257,0.265,0.27,
1,2023-04-24,718442,Pop Out,field_out,True,592450,543243,Aaron Judge,Sonny Gray,0,0,0,455f2710-77be-4a4c-b524-4a4b21aca0fc,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.001,0.067,0.61,1.3,-0.46,3.25,0.87,-0.41,-0.63,92.9,87.6,92.8,84.3,79.6,72.9,0.096,0.301,0.275,0.257,0.265,0.27,
2,2023-04-24,718442,Strikeout,strikeout,True,519203,543243,Anthony Rizzo,Sonny Gray,0,0,0,098f9337-78e9-4d69-86e5-b2db98846ded,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.001,0.067,0.61,1.3,-0.46,3.25,0.87,-0.41,-0.63,92.9,87.6,92.8,84.3,79.6,72.9,0.096,0.301,0.275,0.257,0.265,0.27,
3,2023-04-24,718442,Flyout,field_out,True,596146,666745,Max Kepler,Jhony Brito,1,0,0,894ab8ec-5125-4cd3-bf0a-2672e6ca403a,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,,,,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,,,,0.327,0.166,,0.113,,0.10400000000000001,0.29,-0.97,,1.05,0.17,,-1.87,0.5,95.8,,96.0,83.0,,80.4,0.172,0.167,0.282,0.348,,0.232,
4,2023-04-24,718442,Groundout,field_out,True,621043,666745,Carlos Correa,Jhony Brito,1,0,0,4104782d-ef9a-4e37-970b-4f0d5dd7c5a5,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,,,,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,,,,0.327,0.166,,0.113,,0.10400000000000001,0.29,-0.97,,1.05,0.17,,-1.87,0.5,95.8,,96.0,83.0,,80.4,0.172,0.167,0.282,0.348,,0.232,
5,2023-04-24,718442,Groundout,field_out,True,593871,666745,Jorge Polanco,Jhony Brito,0,0,0,ad3a7f00-ce93-4f1e-a2b2-8fb06c9ebb12,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,,,,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,,,,0.327,0.166,,0.113,,0.10400000000000001,0.29,-0.97,,1.05,0.17,,-1.87,0.5,95.8,,96.0,83.0,,80.4,0.172,0.167,0.282,0.348,,0.232,
6,2023-04-24,718442,Single,single,False,650402,543243,Gleyber Torres,Sonny Gray,1,0,0,aef70b23-8a68-456f-b8c0-b8462e4a7912,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.001,0.067,0.61,1.3,-0.46,3.25,0.87,-0.41,-0.63,92.9,87.6,92.8,84.3,79.6,72.9,0.096,0.301,0.275,0.257,0.265,0.27,
7,2023-04-24,718442,Grounded Into DP,grounded_into_double_play,True,518934,543243,DJ LeMahieu,Sonny Gray,0,0,1,23f4521d-c311-4074-8add-73f8c141df33,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.001,0.067,0.61,1.3,-0.46,3.25,0.87,-0.41,-0.63,92.9,87.6,92.8,84.3,79.6,72.9,0.096,0.301,0.275,0.257,0.265,0.27,
8,2023-04-24,718442,Strikeout,strikeout,True,614173,543243,Franchy Cordero,Sonny Gray,0,0,0,ad38e985-2200-4323-af9d-24aa48b338f7,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.001,0.067,0.61,1.3,-0.46,3.25,0.87,-0.41,-0.63,92.9,87.6,92.8,84.3,79.6,72.9,0.096,0.301,0.275,0.257,0.265,0.27,
9,2023-04-24,718442,Groundout,field_out,True,621439,666745,Byron Buxton,Jhony Brito,1,0,0,450e71d4-bbb2-4e9e-8d4b-a97189a169d6,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,,,,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,,,,0.327,0.166,,0.113,,0.10400000000000001,0.29,-0.97,,1.05,0.17,,-1.87,0.5,95.8,,96.0,83.0,,80.4,0.172,0.167,0.282,0.348,,0.232,
10,2023-04-24,718442,Walk,walk,False,663616,666745,Trevor Larnach,Jhony Brito,1,0,0,37d03fa9-2b6d-4ab1-887f-735b532b1d46,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,,,,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,,,,0.327,0.166,,0.113,,0.10400000000000001,0.29,-0.97,,1.05,0.17,,-1.87,0.5,95.8,,96.0,83.0,,80.4,0.172,0.167,0.282,0.348,,0.232,
11,2023-04-24,718442,Pop Out,field_out,True,669304,666745,Jose Miranda,Jhony Brito,1,1,0,9f608319-1449-4146-bdf8-6f8874903384,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,,,,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,,,,0.327,0.166,,0.113,,0.10400000000000001,0.29,-0.97,,1.05,0.17,,-1.87,0.5,95.8,,96.0,83.0,,80.4,0.172,0.167,0.282,0.348,,0.232,
12,2023-04-24,718442,Flyout,field_out,True,608336,666745,Joey Gallo,Jhony Brito,1,0,0,8277d8d3-d435-4534-8170-08d0f6a95ebf,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,,,,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,,,,0.327,0.166,,0.113,,0.10400000000000001,0.29,-0.97,,1.05,0.17,,-1.87,0.5,95.8,,96.0,83.0,,80.4,0.172,0.167,0.282,0.348,,0.232,
13,2023-04-24,718442,Groundout,field_out,True,665828,543243,Oswaldo Cabrera,Sonny Gray,0,0,0,0cc8d8f5-5741-4317-8c8b-4bdfa9d83fba,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.001,0.067,0.61,1.3,-0.46,3.25,0.87,-0.41,-0.63,92.9,87.6,92.8,84.3,79.6,72.9,0.096,0.301,0.275,0.257,0.265,0.27,
