,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-09-03,716734,Walk,walk,False,668731,656629,Akil Baddoo,Michael Kopech,1,0,0,e0d6feac-d6fb-4605-aa15-91c35fc6ab2d,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,,,,,
1,2023-09-03,716734,Walk,walk,False,656716,656629,Zach McKinstry,Michael Kopech,0,0,1,c8ea10d4-e31f-4fbf-9281-3224214b0686,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,,,,,
2,2023-09-03,716734,Strikeout,strikeout,True,679529,656629,Spencer Torkelson,Michael Kopech,0,0,1,f81f46ab-3544-4025-9e68-de5019678d71,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,,,,,
3,2023-09-03,716734,Lineout,field_out,True,681481,656629,Kerry Carpenter,Michael Kopech,0,0,0,64937f52-99a9-4551-b0be-7465a948bd16,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,,,,,
4,2023-09-03,716734,Double,double,False,641313,669373,Tim Anderson,Tarik Skubal,0,0,0,6b7b3fae-4098-42d9-8530-31a99cadea23,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,,,,94.0,112.0,103.0,114.0,104.0,109.0,0.36,0.207,,0.244,2.49,-0.49,,3.25,95.8,87.6,,0.206,0.224,0.167,0.143,98.0,109.0,105.0,81.0,90.0,93.0,0.122,0.068,2.7,0.54,95.9,76.4,0.229,,,,,,,,
5,2023-09-03,716734,Bunt Pop Out,field_out,True,643217,669373,Andrew Benintendi,Tarik Skubal,0,0,0,f4ec17f6-3d31-4968-9c39-c7e36d050a12,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,,,,94.0,112.0,103.0,114.0,104.0,109.0,0.36,0.207,,0.244,2.49,-0.49,,3.25,95.8,87.6,,0.206,0.224,0.167,0.143,98.0,109.0,105.0,81.0,90.0,93.0,0.122,0.068,2.7,0.54,95.9,76.4,0.229,,,,,,,,
6,2023-09-03,716734,Lineout,field_out,True,683734,669373,Andrew Vaughn,Tarik Skubal,1,0,0,b1a84b5d-5aef-4f9c-8d55-5f3ff2e0bc65,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,,,,94.0,112.0,103.0,114.0,104.0,109.0,0.36,0.207,,0.244,2.49,-0.49,,3.25,95.8,87.6,,0.206,0.224,0.167,0.143,98.0,109.0,105.0,81.0,90.0,93.0,0.122,0.068,2.7,0.54,95.9,76.4,0.229,,,,,,,,
7,2023-09-03,716734,Single,single,False,650391,669373,Eloy Jiménez,Tarik Skubal,0,0,1,790bc937-0221-4b84-928f-f52621bdd10f,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,,,,94.0,112.0,103.0,114.0,104.0,109.0,0.36,0.207,,0.244,2.49,-0.49,,3.25,95.8,87.6,,0.206,0.224,0.167,0.143,98.0,109.0,105.0,81.0,90.0,93.0,0.122,0.068,2.7,0.54,95.9,76.4,0.229,,,,,,,,
8,2023-09-03,716734,Walk,walk,False,660162,669373,Yoán Moncada,Tarik Skubal,1,0,1,6dd5948e-ca5c-4f6c-997c-a21cfed76560,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,,,,94.0,112.0,103.0,114.0,104.0,109.0,0.36,0.207,,0.244,2.49,-0.49,,3.25,95.8,87.6,,0.206,0.224,0.167,0.143,98.0,109.0,105.0,81.0,90.0,93.0,0.122,0.068,2.7,0.54,95.9,76.4,0.229,,,,,,,,
9,2023-09-03,716734,Single,single,False,462101,669373,Elvis Andrus,Tarik Skubal,0,0,1,f631e1f5-6e4d-44c3-b4b1-4e1d23fefbbd,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,,,,94.0,112.0,103.0,114.0,104.0,109.0,0.36,0.207,,0.244,2.49,-0.49,,3.25,95.8,87.6,,0.206,0.224,0.167,0.143,98.0,109.0,105.0,81.0,90.0,93.0,0.122,0.068,2.7,0.54,95.9,76.4,0.229,,,,,,,,
