,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,CH_ba,ST_ba,SI_ba,CU_ba,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-04-01,718760,Single,single,False,641313,664353,Tim Anderson,José Urquidy,0,0,0,777487e7-c382-49d3-93b6-f59a9bd2ffe5,664353.0,joseurquidy,Urquidy,Right,José Urquidy,5.29,4.7,63.0,103.0,102.0,104.0,0.784,6.43,3.57,9.29,1.57,0.83,0.281,0.335,0.20199999999999999,0.266,0.391,86.1,93.0,107.0,106.0,95.0,106.0,104.0,104.0,100.0,102.0,83.0,109.0,99.0,120.0,100.0,108.0,0.096,0.385,0.188,0.115,0.21600000000000003,-1.58,-1.38,-1.1,0.77,1.98,93.1,93.8,80.6,79.6,0.287,0.172,0.262,0.405,0.174,,,,,,,,,,,,,,
1,2023-04-01,718760,Flyout,field_out,True,673357,664353,Luis Robert Jr.,José Urquidy,1,0,0,cd79efad-1987-4598-b0bc-91a4fb938f10,664353.0,joseurquidy,Urquidy,Right,José Urquidy,5.29,4.7,63.0,103.0,102.0,104.0,0.784,6.43,3.57,9.29,1.57,0.83,0.281,0.335,0.20199999999999999,0.266,0.391,86.1,93.0,107.0,106.0,95.0,106.0,104.0,104.0,100.0,102.0,83.0,109.0,99.0,120.0,100.0,108.0,0.096,0.385,0.188,0.115,0.21600000000000003,-1.58,-1.38,-1.1,0.77,1.98,93.1,93.8,80.6,79.6,0.287,0.172,0.262,0.405,0.174,,,,,,,,,,,,,,
2,2023-04-01,718760,Strikeout,strikeout,True,643217,664353,Andrew Benintendi,José Urquidy,0,0,0,2956c1ee-ed52-4b17-bed3-3cda0d6c6998,664353.0,joseurquidy,Urquidy,Right,José Urquidy,5.29,4.7,63.0,103.0,102.0,104.0,0.784,6.43,3.57,9.29,1.57,0.83,0.281,0.335,0.20199999999999999,0.266,0.391,86.1,93.0,107.0,106.0,95.0,106.0,104.0,104.0,100.0,102.0,83.0,109.0,99.0,120.0,100.0,108.0,0.096,0.385,0.188,0.115,0.21600000000000003,-1.58,-1.38,-1.1,0.77,1.98,93.1,93.8,80.6,79.6,0.287,0.172,0.262,0.405,0.174,,,,,,,,,,,,,,
3,2023-04-01,718760,Groundout,field_out,True,650391,664353,Eloy Jiménez,José Urquidy,0,0,0,928e7162-dad8-4565-9a0b-a8a2062c5871,664353.0,joseurquidy,Urquidy,Right,José Urquidy,5.29,4.7,63.0,103.0,102.0,104.0,0.784,6.43,3.57,9.29,1.57,0.83,0.281,0.335,0.20199999999999999,0.266,0.391,86.1,93.0,107.0,106.0,95.0,106.0,104.0,104.0,100.0,102.0,83.0,109.0,99.0,120.0,100.0,108.0,0.096,0.385,0.188,0.115,0.21600000000000003,-1.58,-1.38,-1.1,0.77,1.98,93.1,93.8,80.6,79.6,0.287,0.172,0.262,0.405,0.174,,,,,,,,,,,,,,
4,2023-04-01,718760,Single,single,False,665161,608337,Jeremy Peña,Lucas Giolito,0,0,0,0a08c16c-1c6f-4e52-96b9-5ffdfb17a994,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,0.419,0.282,0.015,0.28300000000000003,-0.85,,-0.25,-3.72,-0.2,93.1,,84.0,77.9,0.262,0.209,,,0.5,0.236,,,,,,,,,,,,,
5,2023-04-01,718760,Strikeout,strikeout,True,608324,608337,Alex Bregman,Lucas Giolito,0,0,0,f0758e05-511b-4bdc-be85-fa5994b4f6d3,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,0.419,0.282,0.015,0.28300000000000003,-0.85,,-0.25,-3.72,-0.2,93.1,,84.0,77.9,0.262,0.209,,,0.5,0.236,,,,,,,,,,,,,
6,2023-04-01,718760,Single,single,False,670541,608337,Yordan Alvarez,Lucas Giolito,0,0,1,35e7056f-494a-48a9-8d21-8aea3d0882b8,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,0.419,0.282,0.015,0.28300000000000003,-0.85,,-0.25,-3.72,-0.2,93.1,,84.0,77.9,0.262,0.209,,,0.5,0.236,,,,,,,,,,,,,
7,2023-04-01,718760,Strikeout,strikeout,True,547989,608337,José Abreu,Lucas Giolito,0,0,0,08dbfa5d-e3be-47c3-aa9c-a3c65aae3a01,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,0.419,0.282,0.015,0.28300000000000003,-0.85,,-0.25,-3.72,-0.2,93.1,,84.0,77.9,0.262,0.209,,,0.5,0.236,,,,,,,,,,,,,
8,2023-04-01,718760,Single,single,False,663656,608337,Kyle Tucker,Lucas Giolito,1,1,1,cb84bc72-bda8-4290-9506-27f50f7172af,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,0.419,0.282,0.015,0.28300000000000003,-0.85,,-0.25,-3.72,-0.2,93.1,,84.0,77.9,0.262,0.209,,,0.5,0.236,,,,,,,,,,,,,
9,2023-04-01,718760,Single,single,False,676801,608337,Chas McCormick,Lucas Giolito,0,0,1,aae7c900-f98a-4c87-a3d9-b905bc6806d8,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,0.419,0.282,0.015,0.28300000000000003,-0.85,,-0.25,-3.72,-0.2,93.1,,84.0,77.9,0.262,0.209,,,0.5,0.236,,,,,,,,,,,,,
