,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vSI,vKC,CU_ba,FF_ba,SI_ba,CH_ba,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CU%,wSL/C,wCU/C,vSL,vCU,SL_ba,ST_ba
0,2023-04-21,718493,Groundout,field_out,True,595777,605400,Jurickson Profar,Aaron Nola,0,0,0,20945719-8bbc-414a-a522-d3ddee46c318,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,
1,2023-04-21,718493,Single,single,False,592178,605400,Kris Bryant,Aaron Nola,0,0,0,6ef58fd5-8507-4586-b7c1-ca2e5a3b026a,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,
2,2023-04-21,718493,Single,single,False,453568,605400,Charlie Blackmon,Aaron Nola,0,0,1,2fe8f372-fd37-46d0-93c6-89641485530a,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,
3,2023-04-21,718493,Strikeout,strikeout,True,543068,605400,C.J. Cron,Aaron Nola,0,0,0,e20bca2e-2bda-421c-a860-2a3e9f74132e,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,
4,2023-04-21,718493,Home Run,home_run,False,641857,605400,Ryan McMahon,Aaron Nola,0,0,1,7850e0e4-72cd-47ef-be66-9e8c3a485307,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,
5,2023-04-21,718493,Strikeout,strikeout,True,553869,605400,Elias Díaz,Aaron Nola,0,0,0,802cb307-8b04-4b16-9e1c-e48d071b23b0,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,
6,2023-04-21,718493,Groundout,field_out,True,681082,663562,Bryson Stott,Noah Davis,1,0,0,d782a069-4d8c-459d-85c4-7474789a715e,663562.0,noahdavis,Davis,Right,Noah Davis,8.7,4.8,30.0,95.0,85.0,90.0,0.823,7.8,4.5,12.9,1.8,1.31,0.267,0.396,0.129,0.366,0.45899999999999996,84.7,82.0,81.0,79.0,63.0,89.0,80.0,75.0,97.0,86.0,,,,95.0,102.0,95.0,0.504,0.017,0.17,,0.092,1.13,0.75,-2.48,,-7.33,91.0,88.3,93.5,,0.267,0.333,0.4,0.533,0.2,110.0,77.0,95.0,103.0,99.0,102.0,0.14300000000000002,0.075,0.59,-2.62,83.8,78.4,0.077,
7,2023-04-21,718493,Flyout,field_out,True,607208,663562,Trea Turner,Noah Davis,0,0,0,314b61fd-142d-41f1-b152-599f99965e2e,663562.0,noahdavis,Davis,Right,Noah Davis,8.7,4.8,30.0,95.0,85.0,90.0,0.823,7.8,4.5,12.9,1.8,1.31,0.267,0.396,0.129,0.366,0.45899999999999996,84.7,82.0,81.0,79.0,63.0,89.0,80.0,75.0,97.0,86.0,,,,95.0,102.0,95.0,0.504,0.017,0.17,,0.092,1.13,0.75,-2.48,,-7.33,91.0,88.3,93.5,,0.267,0.333,0.4,0.533,0.2,110.0,77.0,95.0,103.0,99.0,102.0,0.14300000000000002,0.075,0.59,-2.62,83.8,78.4,0.077,
8,2023-04-21,718493,Single,single,False,656941,663562,Kyle Schwarber,Noah Davis,0,0,0,b4e4f782-ce3c-4ca8-af4c-f67a6762398b,663562.0,noahdavis,Davis,Right,Noah Davis,8.7,4.8,30.0,95.0,85.0,90.0,0.823,7.8,4.5,12.9,1.8,1.31,0.267,0.396,0.129,0.366,0.45899999999999996,84.7,82.0,81.0,79.0,63.0,89.0,80.0,75.0,97.0,86.0,,,,95.0,102.0,95.0,0.504,0.017,0.17,,0.092,1.13,0.75,-2.48,,-7.33,91.0,88.3,93.5,,0.267,0.333,0.4,0.533,0.2,110.0,77.0,95.0,103.0,99.0,102.0,0.14300000000000002,0.075,0.59,-2.62,83.8,78.4,0.077,
9,2023-04-21,718493,Forceout,force_out,True,592206,663562,Nick Castellanos,Noah Davis,0,0,1,cb07c929-5aa8-442b-8099-4656de0d1639,663562.0,noahdavis,Davis,Right,Noah Davis,8.7,4.8,30.0,95.0,85.0,90.0,0.823,7.8,4.5,12.9,1.8,1.31,0.267,0.396,0.129,0.366,0.45899999999999996,84.7,82.0,81.0,79.0,63.0,89.0,80.0,75.0,97.0,86.0,,,,95.0,102.0,95.0,0.504,0.017,0.17,,0.092,1.13,0.75,-2.48,,-7.33,91.0,88.3,93.5,,0.267,0.333,0.4,0.533,0.2,110.0,77.0,95.0,103.0,99.0,102.0,0.14300000000000002,0.075,0.59,-2.62,83.8,78.4,0.077,
