,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,SI_ba,FC_ba,CU_ba,ST_ba,CH_ba,SL_ba
0,2023-04-23,718458,Groundout,field_out,True,453568,554430,Charlie Blackmon,Zack Wheeler,0,0,0,0d73c478-06a1-4b10-be0e-3731b78adfac,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,96.0,102.0,102.0,0.18,0.435,0.14400000000000002,0.12300000000000001,0.115,0.004,1.69,-0.63,1.62,0.36,-1.61,-6.22,95.8,90.9,95.2,84.4,81.4,0.199,0.252,0.27,0.264,0.198,,
1,2023-04-23,718458,Strikeout,strikeout,True,595777,554430,Jurickson Profar,Zack Wheeler,0,0,0,5970d48a-2301-4bcc-8392-6648d30696c0,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,96.0,102.0,102.0,0.18,0.435,0.14400000000000002,0.12300000000000001,0.115,0.004,1.69,-0.63,1.62,0.36,-1.61,-6.22,95.8,90.9,95.2,84.4,81.4,0.199,0.252,0.27,0.264,0.198,,
2,2023-04-23,718458,Walk,walk,False,641857,554430,Ryan McMahon,Zack Wheeler,1,0,0,8233b0e8-b709-468b-a5f7-22dd538ca39b,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,96.0,102.0,102.0,0.18,0.435,0.14400000000000002,0.12300000000000001,0.115,0.004,1.69,-0.63,1.62,0.36,-1.61,-6.22,95.8,90.9,95.2,84.4,81.4,0.199,0.252,0.27,0.264,0.198,,
3,2023-04-23,718458,Strikeout,strikeout,True,543068,554430,C.J. Cron,Zack Wheeler,0,0,0,3806fff8-a405-4c1d-be92-aa48c978a5cb,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,96.0,102.0,102.0,0.18,0.435,0.14400000000000002,0.12300000000000001,0.115,0.004,1.69,-0.63,1.62,0.36,-1.61,-6.22,95.8,90.9,95.2,84.4,81.4,0.199,0.252,0.27,0.264,0.198,,
4,2023-04-23,718458,Lineout,field_out,True,681082,570632,Bryson Stott,José Ureña,0,0,0,e8c6e61a-da3c-40c9-be19-29e7185494f2,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,,,,90.0,95.0,88.0,107.0,98.0,98.0,101.0,103.0,105.0,,,,0.28800000000000003,0.217,,0.253,,0.243,-4.06,,-1.62,-0.94,,-0.46,95.4,,95.0,86.2,,0.351,0.339,,,,0.22,0.214
5,2023-04-23,718458,Home Run,home_run,False,607208,570632,Trea Turner,José Ureña,0,0,0,a6d31c2c-131f-4cb0-ac06-d2d43b1ae3a8,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,,,,90.0,95.0,88.0,107.0,98.0,98.0,101.0,103.0,105.0,,,,0.28800000000000003,0.217,,0.253,,0.243,-4.06,,-1.62,-0.94,,-0.46,95.4,,95.0,86.2,,0.351,0.339,,,,0.22,0.214
6,2023-04-23,718458,Walk,walk,False,656941,570632,Kyle Schwarber,José Ureña,0,0,0,018bc59e-8dba-483e-ad07-d724041b51f4,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,,,,90.0,95.0,88.0,107.0,98.0,98.0,101.0,103.0,105.0,,,,0.28800000000000003,0.217,,0.253,,0.243,-4.06,,-1.62,-0.94,,-0.46,95.4,,95.0,86.2,,0.351,0.339,,,,0.22,0.214
7,2023-04-23,718458,Grounded Into DP,grounded_into_double_play,True,592206,570632,Nick Castellanos,José Ureña,0,0,1,ed44fd49-f69b-49a7-aa4c-d9d0e7d70c6b,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,,,,90.0,95.0,88.0,107.0,98.0,98.0,101.0,103.0,105.0,,,,0.28800000000000003,0.217,,0.253,,0.243,-4.06,,-1.62,-0.94,,-0.46,95.4,,95.0,86.2,,0.351,0.339,,,,0.22,0.214
8,2023-04-23,718458,Strikeout,strikeout,True,519058,554430,Mike Moustakas,Zack Wheeler,0,0,0,4c9241e6-788f-4c1f-8bf4-0ccb11668bf5,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,96.0,102.0,102.0,0.18,0.435,0.14400000000000002,0.12300000000000001,0.115,0.004,1.69,-0.63,1.62,0.36,-1.61,-6.22,95.8,90.9,95.2,84.4,81.4,0.199,0.252,0.27,0.264,0.198,,
9,2023-04-23,718458,Strikeout,strikeout,True,602074,554430,Yonathan Daza,Zack Wheeler,0,0,0,17a81d34-419f-4856-8c9c-aa1593e630e8,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,90.8,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,96.0,102.0,102.0,0.18,0.435,0.14400000000000002,0.12300000000000001,0.115,0.004,1.69,-0.63,1.62,0.36,-1.61,-6.22,95.8,90.9,95.2,84.4,81.4,0.199,0.252,0.27,0.264,0.198,,
