,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,SL_ba,SI_ba,FF_ba,CH_ba,CU_ba,FC%,wFC/C,vFC,ST_ba,FC_ba
0,2023-04-28,718394,Lineout,field_out,True,660670,656849,Ronald Acuña Jr.,David Peterson,0,0,0,3dc3048d-08ed-4652-90a6-7bc096db576c,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.19699999999999998,0.08800000000000001,0.18899999999999997,-0.83,0.66,-2.58,2.63,-1.35,92.7,91.5,85.3,78.6,0.268,0.314,0.287,0.325,0.2,,,,,
1,2023-04-28,718394,Strikeout,strikeout,True,621566,656849,Matt Olson,David Peterson,0,0,0,547a5480-c831-437f-8c41-5e89717b93f5,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.19699999999999998,0.08800000000000001,0.18899999999999997,-0.83,0.66,-2.58,2.63,-1.35,92.7,91.5,85.3,78.6,0.268,0.314,0.287,0.325,0.2,,,,,
2,2023-04-28,718394,Strikeout,strikeout,True,663586,656849,Austin Riley,David Peterson,0,0,0,860752b0-5030-484f-bd34-5bfce798fa53,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.19699999999999998,0.08800000000000001,0.18899999999999997,-0.83,0.66,-2.58,2.63,-1.35,92.7,91.5,85.3,78.6,0.268,0.314,0.287,0.325,0.2,,,,,
3,2023-04-28,718394,Groundout,field_out,True,607043,608331,Brandon Nimmo,Max Fried,0,0,0,605616a8-3a1d-495b-b55b-c9c64f55ed1d,608331.0,maxfried,Fried,Left,Max Fried,2.55,2.75,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.39299999999999996,0.147,0.242,0.379,86.2,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,105.0,98.0,105.0,0.11699999999999999,0.332,0.11,0.231,0.165,0.71,-0.71,-0.19,2.64,1.75,94.0,93.5,83.6,74.2,0.4,0.302,0.291,0.232,0.109,0.044000000000000004,1.44,87.5,0.154,0.091
4,2023-04-28,718394,Strikeout,strikeout,True,516782,608331,Starling Marte,Max Fried,0,0,0,caa85ab4-1feb-43dc-96f4-f23b93b54287,608331.0,maxfried,Fried,Left,Max Fried,2.55,2.75,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.39299999999999996,0.147,0.242,0.379,86.2,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,105.0,98.0,105.0,0.11699999999999999,0.332,0.11,0.231,0.165,0.71,-0.71,-0.19,2.64,1.75,94.0,93.5,83.6,74.2,0.4,0.302,0.291,0.232,0.109,0.044000000000000004,1.44,87.5,0.154,0.091
5,2023-04-28,718394,Groundout,field_out,True,596019,608331,Francisco Lindor,Max Fried,1,1,0,75c4cc9d-2303-4fa4-9df0-963342f9c005,608331.0,maxfried,Fried,Left,Max Fried,2.55,2.75,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.39299999999999996,0.147,0.242,0.379,86.2,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,105.0,98.0,105.0,0.11699999999999999,0.332,0.11,0.231,0.165,0.71,-0.71,-0.19,2.64,1.75,94.0,93.5,83.6,74.2,0.4,0.302,0.291,0.232,0.109,0.044000000000000004,1.44,87.5,0.154,0.091
6,2023-04-28,718394,Groundout,field_out,True,645277,656849,Ozzie Albies,David Peterson,0,0,0,bc893b15-3fae-4c79-8748-ac0933648966,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.19699999999999998,0.08800000000000001,0.18899999999999997,-0.83,0.66,-2.58,2.63,-1.35,92.7,91.5,85.3,78.6,0.268,0.314,0.287,0.325,0.2,,,,,
7,2023-04-28,718394,Strikeout,strikeout,True,669221,656849,Sean Murphy,David Peterson,0,0,0,d197e94d-b923-42f3-b383-46d27b428f2f,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.19699999999999998,0.08800000000000001,0.18899999999999997,-0.83,0.66,-2.58,2.63,-1.35,92.7,91.5,85.3,78.6,0.268,0.314,0.287,0.325,0.2,,,,,
8,2023-04-28,718394,Single,single,False,687093,656849,Vaughn Grissom,David Peterson,1,0,0,1b7c4916-1407-497c-9a25-ea49338321b8,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.19699999999999998,0.08800000000000001,0.18899999999999997,-0.83,0.66,-2.58,2.63,-1.35,92.7,91.5,85.3,78.6,0.268,0.314,0.287,0.325,0.2,,,,,
9,2023-04-28,718394,Groundout,field_out,True,592696,656849,Eddie Rosario,David Peterson,1,0,0,ced79829-f5c4-4432-b272-6ca18941c00e,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.19699999999999998,0.08800000000000001,0.18899999999999997,-0.83,0.66,-2.58,2.63,-1.35,92.7,91.5,85.3,78.6,0.268,0.314,0.287,0.325,0.2,,,,,
