,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,ST_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,SI_ba,SL_ba,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-07,717081,Flyout,field_out,True,543760,686610,Marcus Semien,Ken Waldichuk,0,0,0,f75a4d9a-950a-4c10-ba32-eba55ac4c360,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,96.0,99.0,100.0,0.5429999999999999,0.271,0.02,0.166,-0.52,-0.79,-3.62,-1.4,93.3,81.1,74.5,0.275,0.218,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-07,717081,Flyout,field_out,True,608369,686610,Corey Seager,Ken Waldichuk,1,0,0,ec0e8013-2f89-46dd-9857-b0073ce5fde3,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,96.0,99.0,100.0,0.5429999999999999,0.271,0.02,0.166,-0.52,-0.79,-3.62,-1.4,93.3,81.1,74.5,0.275,0.218,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-07,717081,Groundout,field_out,True,663993,686610,Nathaniel Lowe,Ken Waldichuk,1,0,0,b5163e7c-9986-4c08-a797-dc8b5820d0cb,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,96.0,99.0,100.0,0.5429999999999999,0.271,0.02,0.166,-0.52,-0.79,-3.62,-1.4,93.3,81.1,74.5,0.275,0.218,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-07,717081,Pop Out,field_out,True,642137,641540,Cody Thomas,Dane Dunning,1,0,0,91c99879-9b93-4eb7-9360-7322ce720e42,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,101.0,106.0,106.0,0.032,0.23399999999999999,0.016,0.156,-3.75,0.14,-3.56,-0.87,90.5,82.1,78.1,0.294,,0.301,0.25,79.0,104.0,94.0,90.0,100.0,95.0,0.331,0.2,0.032,0.82,1.37,-0.43,88.9,91.0,77.5,0.246,0.212,0.258,,,,,,,
4,2023-08-07,717081,Groundout,field_out,True,668709,641540,JJ Bleday,Dane Dunning,0,0,0,6568b3d6-ca44-4b09-a864-05e779b81592,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,101.0,106.0,106.0,0.032,0.23399999999999999,0.016,0.156,-3.75,0.14,-3.56,-0.87,90.5,82.1,78.1,0.294,,0.301,0.25,79.0,104.0,94.0,90.0,100.0,95.0,0.331,0.2,0.032,0.82,1.37,-0.43,88.9,91.0,77.5,0.246,0.212,0.258,,,,,,,
5,2023-08-07,717081,Strikeout,strikeout,True,680869,641540,Zack Gelof,Dane Dunning,0,0,0,72ce7874-cf05-4e07-ad07-1d9b342d6216,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,101.0,106.0,106.0,0.032,0.23399999999999999,0.016,0.156,-3.75,0.14,-3.56,-0.87,90.5,82.1,78.1,0.294,,0.301,0.25,79.0,104.0,94.0,90.0,100.0,95.0,0.331,0.2,0.032,0.82,1.37,-0.43,88.9,91.0,77.5,0.246,0.212,0.258,,,,,,,
6,2023-08-07,717081,Strikeout,strikeout,True,666969,686610,Adolis García,Ken Waldichuk,0,0,0,769178aa-4438-498e-bce4-e61bcca9f665,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,96.0,99.0,100.0,0.5429999999999999,0.271,0.02,0.166,-0.52,-0.79,-3.62,-1.4,93.3,81.1,74.5,0.275,0.218,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-08-07,717081,Strikeout,strikeout,True,641598,686610,Mitch Garver,Ken Waldichuk,0,0,0,47f37da7-a12f-4421-900e-0ebf7794fc9e,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,96.0,99.0,100.0,0.5429999999999999,0.271,0.02,0.166,-0.52,-0.79,-3.62,-1.4,93.3,81.1,74.5,0.275,0.218,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-08-07,717081,Double,double,False,543257,686610,Robbie Grossman,Ken Waldichuk,0,0,0,6c6737ab-0d6c-423d-b776-0306d8f31f6b,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,96.0,99.0,100.0,0.5429999999999999,0.271,0.02,0.166,-0.52,-0.79,-3.62,-1.4,93.3,81.1,74.5,0.275,0.218,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-07,717081,Strikeout,strikeout,True,677649,686610,Ezequiel Duran,Ken Waldichuk,0,0,0,d67f0f33-eb60-40a2-9456-be1d800ddd13,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,96.0,99.0,100.0,0.5429999999999999,0.271,0.02,0.166,-0.52,-0.79,-3.62,-1.4,93.3,81.1,74.5,0.275,0.218,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,
