,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vSI,vSL,vKC,SL_ba,SI_ba,FF_ba,CH_ba,CU_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FS%,wFS/C,vFS,ST_ba,FS_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-04-26,718423,Strikeout,strikeout,True,663457,543101,Lars Nootbaar,Anthony DeSclafani,0,0,0,0d6a72a6-d44a-4663-859f-8b2b2d134325,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,,,,
1,2023-04-26,718423,Home Run,home_run,False,502671,543101,Paul Goldschmidt,Anthony DeSclafani,0,0,0,747daa01-5d2a-4163-92ab-6a5e85c02b92,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,,,,
2,2023-04-26,718423,Single,single,False,669357,543101,Nolan Gorman,Anthony DeSclafani,1,1,0,f72b2329-55c4-4260-a53f-9cfa61a7ad82,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,,,,
3,2023-04-26,718423,Strikeout,strikeout,True,571448,543101,Nolan Arenado,Anthony DeSclafani,0,0,0,6a9c2799-83a5-4f62-9b10-c6f699d4514e,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,,,,
4,2023-04-26,718423,Forceout,force_out,True,575929,543101,Willson Contreras,Anthony DeSclafani,0,0,1,c0d890a9-4e90-46bc-bb85-cb54c13f1e1a,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,,,,
5,2023-04-26,718423,Double,double,False,596103,571927,Austin Slater,Steven Matz,1,0,0,633a4cc1-c9e2-4c3e-a0ce-726b647e49fd,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,,,,87.0,101.0,96.0,62.0,82.0,90.0,,,,0.561,,0.018000000000000002,,0.27399999999999997,,0.41,-1.27,,-0.09,,94.1,88.9,,0.5,0.24,,0.291,0.259,108.0,96.0,100.0,0.14800000000000002,-0.6,78.5,,,,,,,,,,,,
6,2023-04-26,718423,Groundout,field_out,True,642731,571927,Thairo Estrada,Steven Matz,0,0,1,38f9d27b-ea2b-4067-a4a9-8aaf847ee2a7,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,,,,87.0,101.0,96.0,62.0,82.0,90.0,,,,0.561,,0.018000000000000002,,0.27399999999999997,,0.41,-1.27,,-0.09,,94.1,88.9,,0.5,0.24,,0.291,0.259,108.0,96.0,100.0,0.14800000000000002,-0.6,78.5,,,,,,,,,,,,
7,2023-04-26,718423,Groundout,field_out,True,624424,571927,Michael Conforto,Steven Matz,1,1,0,642acbad-5ee7-4972-828e-c49ee4d63bbc,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,,,,87.0,101.0,96.0,62.0,82.0,90.0,,,,0.561,,0.018000000000000002,,0.27399999999999997,,0.41,-1.27,,-0.09,,94.1,88.9,,0.5,0.24,,0.291,0.259,108.0,96.0,100.0,0.14800000000000002,-0.6,78.5,,,,,,,,,,,,
8,2023-04-26,718423,Strikeout,strikeout,True,605204,571927,J.D. Davis,Steven Matz,0,0,0,2475696e-3c91-455f-a32b-8073cd112760,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,,,,87.0,101.0,96.0,62.0,82.0,90.0,,,,0.561,,0.018000000000000002,,0.27399999999999997,,0.41,-1.27,,-0.09,,94.1,88.9,,0.5,0.24,,0.291,0.259,108.0,96.0,100.0,0.14800000000000002,-0.6,78.5,,,,,,,,,,,,
9,2023-04-26,718423,Catcher Interference,catcher_interf,False,676475,543101,Alec Burleson,Anthony DeSclafani,0,0,0,bb0a83f6-b7ba-491f-a888-10b6216a1121,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,,,,
