,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,FS%,wFS/C,vFS,ST_ba
0,2023-08-13,717011,Strikeout,strikeout,True,641343,691587,Jake Bauers,Eury Pérez,0,0,0,e2cc3790-65f3-4017-9edb-10d0af4f63d6,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,101.0,102.0,107.0,0.45399999999999996,0.308,0.14,0.098,-0.47,0.99,1.89,0.99,97.5,86.4,81.2,0.289,0.183,0.098,0.045,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-13,717011,Flyout,field_out,True,592450,691587,Aaron Judge,Eury Pérez,0,0,0,fde7ea43-8911-48b8-9778-179073e7202b,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,101.0,102.0,107.0,0.45399999999999996,0.308,0.14,0.098,-0.47,0.99,1.89,0.99,97.5,86.4,81.2,0.289,0.183,0.098,0.045,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-13,717011,Hit By Pitch,hit_by_pitch,False,650402,691587,Gleyber Torres,Eury Pérez,0,0,0,33a90aef-27d1-40d2-a3fd-2812646b0838,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,101.0,102.0,107.0,0.45399999999999996,0.308,0.14,0.098,-0.47,0.99,1.89,0.99,97.5,86.4,81.2,0.289,0.183,0.098,0.045,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-13,717011,Strikeout,strikeout,True,519317,691587,Giancarlo Stanton,Eury Pérez,0,0,0,8051e541-9fc6-4fee-8710-379f3dac2644,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,101.0,102.0,107.0,0.45399999999999996,0.308,0.14,0.098,-0.47,0.99,1.89,0.99,97.5,86.4,81.2,0.289,0.183,0.098,0.045,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-13,717011,Strikeout,strikeout,True,665862,543037,Jazz Chisholm Jr.,Gerrit Cole,0,0,0,41b5bb49-1c9c-4342-9fdf-52943bb286b9,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,,,,125.0,104.0,108.0,136.0,105.0,114.0,0.53,0.20800000000000002,,0.071,1.66,1.69,,-0.54,96.7,89.1,,0.201,0.185,0.215,0.235,114.0,103.0,113.0,107.0,103.0,102.0,0.07,0.121,0.61,0.94,92.7,82.9,0.271,,,,,,,,,,,
5,2023-08-13,717011,Single,single,False,605137,543037,Josh Bell,Gerrit Cole,0,0,0,48c90145-b988-4e2c-b006-87e5fcaee23e,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,,,,125.0,104.0,108.0,136.0,105.0,114.0,0.53,0.20800000000000002,,0.071,1.66,1.69,,-0.54,96.7,89.1,,0.201,0.185,0.215,0.235,114.0,103.0,113.0,107.0,103.0,102.0,0.07,0.121,0.61,0.94,92.7,82.9,0.271,,,,,,,,,,,
6,2023-08-13,717011,Forceout,force_out,True,650333,543037,Luis Arraez,Gerrit Cole,1,0,1,5c002b45-e6c3-4d0f-a179-dad39b08f230,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,,,,125.0,104.0,108.0,136.0,105.0,114.0,0.53,0.20800000000000002,,0.071,1.66,1.69,,-0.54,96.7,89.1,,0.201,0.185,0.215,0.235,114.0,103.0,113.0,107.0,103.0,102.0,0.07,0.121,0.61,0.94,92.7,82.9,0.271,,,,,,,,,,,
7,2023-08-13,717011,Strikeout,strikeout,True,650559,543037,Bryan De La Cruz,Gerrit Cole,0,0,0,2759991c-2d85-4126-8d10-ceb872a955b3,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,,,,125.0,104.0,108.0,136.0,105.0,114.0,0.53,0.20800000000000002,,0.071,1.66,1.69,,-0.54,96.7,89.1,,0.201,0.185,0.215,0.235,114.0,103.0,113.0,107.0,103.0,102.0,0.07,0.121,0.61,0.94,92.7,82.9,0.271,,,,,,,,,,,
8,2023-08-13,717011,Walk,walk,False,664056,691587,Harrison Bader,Eury Pérez,0,0,0,59f8fe27-702a-41f0-b4a5-32ce6a79689a,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,101.0,102.0,107.0,0.45399999999999996,0.308,0.14,0.098,-0.47,0.99,1.89,0.99,97.5,86.4,81.2,0.289,0.183,0.098,0.045,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-13,717011,Lineout,field_out,True,641856,691587,Billy McKinney,Eury Pérez,1,0,1,e3b4b676-bddf-4021-acd9-5984e73d8fc5,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,101.0,102.0,107.0,0.45399999999999996,0.308,0.14,0.098,-0.47,0.99,1.89,0.99,97.5,86.4,81.2,0.289,0.183,0.098,0.045,,,,,,,,,,,,,,,,,,,,,,,,
