,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CU_ba,FC_ba,FF_ba,CH_ba,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,FS_ba,SL_ba,ST_ba,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-07-30,717198,Flyout,field_out,True,621043,642232,Carlos Correa,Ryan Yarbrough,0,0,0,72af329b-ddbe-4f04-9f47-e159c93a6ceb,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-30,717198,Single,single,False,456781,642232,Donovan Solano,Ryan Yarbrough,0,0,0,d07cd7c3-4bf0-4abb-9b08-88a6892e7d97,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-30,717198,Flyout,field_out,True,621439,642232,Byron Buxton,Ryan Yarbrough,0,0,0,9400d7fd-9478-43be-8114-3634cf789dd4,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-30,717198,Strikeout,strikeout,True,571657,642232,Kyle Farmer,Ryan Yarbrough,0,0,0,c15479f1-e790-44a8-9b77-a08a77fdc692,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-30,717198,Lineout,field_out,True,672580,628317,Maikel Garcia,Kenta Maeda,0,0,0,631d71d6-82ba-44de-b334-2dcd169ae80c,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,,,,94.0,96.0,95.0,73.0,107.0,96.0,,,,0.064,0.27399999999999997,,0.036000000000000004,,0.35,,-0.88,-2.4,,91.0,,90.3,76.4,0.333,,0.275,,76.0,102.0,91.0,105.0,99.0,103.0,138.0,107.0,112.0,0.319,0.306,1.6,-0.07,84.1,81.6,0.182,0.247,0.206,0.385,,,,,,
5,2023-07-30,717198,Strikeout,strikeout,True,677951,628317,Bobby Witt Jr.,Kenta Maeda,0,0,0,411efdfd-8640-4fa3-a1d2-842726a0972f,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,,,,94.0,96.0,95.0,73.0,107.0,96.0,,,,0.064,0.27399999999999997,,0.036000000000000004,,0.35,,-0.88,-2.4,,91.0,,90.3,76.4,0.333,,0.275,,76.0,102.0,91.0,105.0,99.0,103.0,138.0,107.0,112.0,0.319,0.306,1.6,-0.07,84.1,81.6,0.182,0.247,0.206,0.385,,,,,,
6,2023-07-30,717198,Strikeout,strikeout,True,669004,628317,MJ Melendez,Kenta Maeda,0,0,0,881b92e5-2bbd-40cd-8956-2e5f26aaa00d,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,,,,94.0,96.0,95.0,73.0,107.0,96.0,,,,0.064,0.27399999999999997,,0.036000000000000004,,0.35,,-0.88,-2.4,,91.0,,90.3,76.4,0.333,,0.275,,76.0,102.0,91.0,105.0,99.0,103.0,138.0,107.0,112.0,0.319,0.306,1.6,-0.07,84.1,81.6,0.182,0.247,0.206,0.385,,,,,,
7,2023-07-30,717198,Flyout,field_out,True,593871,642232,Jorge Polanco,Ryan Yarbrough,0,0,0,39e03335-2bc4-44d8-9e29-3d6777cc9df0,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-07-30,717198,Single,single,False,650489,642232,Willi Castro,Ryan Yarbrough,0,0,0,cc27462c-c521-4624-95f7-37c16cf6d6c6,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-30,717198,Grounded Into DP,grounded_into_double_play,True,543877,642232,Christian Vázquez,Ryan Yarbrough,0,0,1,d83749d7-15f9-4d8e-a16a-8ebb4934f9b3,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
