,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,SI_ba,CH_ba,FF_ba,SL_ba,FC_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-07-26,717242,Lineout,field_out,True,660670,678394,Ronald Acuña Jr.,Brayan Bello,0,0,0,9c0b3b91-71ba-4d40-a44a-2a007cfc4d63,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,86.2,80.0,103.0,99.0,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,0.364,0.207,0.015,0.175,0.239,-1.91,-6.73,0.52,-1.86,1.38,95.5,89.1,95.0,85.3,0.278,0.196,0.31,0.3,0.462,,,,,,,,,,,,,,,
1,2023-07-26,717242,Strikeout,strikeout,True,645277,678394,Ozzie Albies,Brayan Bello,0,0,0,7227e997-8731-4381-9730-142a30bd3a6a,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,86.2,80.0,103.0,99.0,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,0.364,0.207,0.015,0.175,0.239,-1.91,-6.73,0.52,-1.86,1.38,95.5,89.1,95.0,85.3,0.278,0.196,0.31,0.3,0.462,,,,,,,,,,,,,,,
2,2023-07-26,717242,Single,single,False,663586,678394,Austin Riley,Brayan Bello,0,0,0,01e16090-3a10-46c1-92f8-cbfdd3e90133,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,86.2,80.0,103.0,99.0,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,0.364,0.207,0.015,0.175,0.239,-1.91,-6.73,0.52,-1.86,1.38,95.5,89.1,95.0,85.3,0.278,0.196,0.31,0.3,0.462,,,,,,,,,,,,,,,
3,2023-07-26,717242,Strikeout,strikeout,True,621566,678394,Matt Olson,Brayan Bello,0,0,0,07aa6e3d-04d1-4920-9a2b-ce0f428e5568,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,86.2,80.0,103.0,99.0,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,0.364,0.207,0.015,0.175,0.239,-1.91,-6.73,0.52,-1.86,1.38,95.5,89.1,95.0,85.3,0.278,0.196,0.31,0.3,0.462,,,,,,,,,,,,,,,
4,2023-07-26,717242,Strikeout,strikeout,True,680776,675911,Jarren Duran,Spencer Strider,0,0,0,f3f52347-f776-4a14-8e0d-d266762ae7f0,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,,,,104.0,103.0,107.0,,,,,0.589,,0.33799999999999997,0.073,0.4,,,1.67,0.97,97.2,,,85.6,,0.122,0.256,0.154,,,,,,,,,,,,,,,,
5,2023-07-26,717242,Pop Out,field_out,True,457759,675911,Justin Turner,Spencer Strider,0,0,0,9ab787fc-6c12-49bf-9a81-08a6e50d53f2,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,,,,104.0,103.0,107.0,,,,,0.589,,0.33799999999999997,0.073,0.4,,,1.67,0.97,97.2,,,85.6,,0.122,0.256,0.154,,,,,,,,,,,,,,,,
6,2023-07-26,717242,Groundout,field_out,True,807799,675911,Masataka Yoshida,Spencer Strider,0,0,0,b6daae6f-740b-476c-964d-28fc1cb1ae76,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,,,,104.0,103.0,107.0,,,,,0.589,,0.33799999999999997,0.073,0.4,,,1.67,0.97,97.2,,,85.6,,0.122,0.256,0.154,,,,,,,,,,,,,,,,
7,2023-07-26,717242,Groundout,field_out,True,669221,678394,Sean Murphy,Brayan Bello,0,0,0,1687bdc9-84a5-4ea5-a8c3-40050b5ca179,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,86.2,80.0,103.0,99.0,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,0.364,0.207,0.015,0.175,0.239,-1.91,-6.73,0.52,-1.86,1.38,95.5,89.1,95.0,85.3,0.278,0.196,0.31,0.3,0.462,,,,,,,,,,,,,,,
8,2023-07-26,717242,Field Error,field_error,False,542303,678394,Marcell Ozuna,Brayan Bello,0,0,0,1671a9bf-185c-4e35-bc97-4b8081d21518,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,86.2,80.0,103.0,99.0,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,0.364,0.207,0.015,0.175,0.239,-1.91,-6.73,0.52,-1.86,1.38,95.5,89.1,95.0,85.3,0.278,0.196,0.31,0.3,0.462,,,,,,,,,,,,,,,
9,2023-07-26,717242,Grounded Into DP,grounded_into_double_play,True,592696,678394,Eddie Rosario,Brayan Bello,1,0,1,ea03bd08-3477-4abd-8a1c-5724ba58a2c3,678394.0,brayanbello,Bello,Right,Brayan Bello,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.19399999999999998,0.48,0.14400000000000002,0.35100000000000003,0.408,86.2,80.0,103.0,99.0,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,0.364,0.207,0.015,0.175,0.239,-1.91,-6.73,0.52,-1.86,1.38,95.5,89.1,95.0,85.3,0.278,0.196,0.31,0.3,0.462,,,,,,,,,,,,,,,
