,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vSI,vKC,CU_ba,FF_ba,SI_ba,CH_ba,FC_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,ST_ba,FS_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2023-08-27,716835,Double,double,False,669242,605400,Tommy Edman,Aaron Nola,0,0,0,cc81b148-c074-4d6e-9efd-6352157c8785,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,,
1,2023-08-27,716835,Strikeout,strikeout,True,676475,605400,Alec Burleson,Aaron Nola,0,0,0,a9168899-235e-4b51-9bc7-d1d5cd51ae5f,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,,
2,2023-08-27,716835,Fielders Choice Out,fielders_choice_out,True,502671,605400,Paul Goldschmidt,Aaron Nola,0,0,1,f3643e6e-aa50-49d7-835b-d2c63ee5698f,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,,
3,2023-08-27,716835,Groundout,field_out,True,571448,605400,Nolan Arenado,Aaron Nola,1,0,0,e998c4a1-7655-4dc5-8760-6aee93a9ebc5,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,,
4,2023-08-27,716835,Home Run,home_run,False,656941,680723,Kyle Schwarber,Drew Rom,0,0,0,9681a2d1-f57f-4294-98e9-88063b40e5e8,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,81.0,105.0,98.0,64.0,98.0,87.0,,,,,,,0.24100000000000002,0.44299999999999995,,,,-2.41,,-2.11,,,90.6,,87.4,,,0.333,0.351,,,97.0,88.0,89.0,85.0,83.0,71.0,0.079,0.237,-5.66,-2.48,83.6,79.4,0.289,0.467,,,,,,,
5,2023-08-27,716835,Single,single,False,607208,680723,Trea Turner,Drew Rom,1,0,1,33f6b2e7-d865-410f-885e-6b553f49e14c,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,81.0,105.0,98.0,64.0,98.0,87.0,,,,,,,0.24100000000000002,0.44299999999999995,,,,-2.41,,-2.11,,,90.6,,87.4,,,0.333,0.351,,,97.0,88.0,89.0,85.0,83.0,71.0,0.079,0.237,-5.66,-2.48,83.6,79.4,0.289,0.467,,,,,,,
6,2023-08-27,716835,Groundout,field_out,True,592206,680723,Nick Castellanos,Drew Rom,1,0,0,35d73cfb-3a5e-4227-95ad-973055a766e6,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,81.0,105.0,98.0,64.0,98.0,87.0,,,,,,,0.24100000000000002,0.44299999999999995,,,,-2.41,,-2.11,,,90.6,,87.4,,,0.333,0.351,,,97.0,88.0,89.0,85.0,83.0,71.0,0.079,0.237,-5.66,-2.48,83.6,79.4,0.289,0.467,,,,,,,
7,2023-08-27,716835,Walk,walk,False,547180,680723,Bryce Harper,Drew Rom,1,0,0,fa352ad2-e9eb-44b7-b8c4-27ba0137cb0b,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,81.0,105.0,98.0,64.0,98.0,87.0,,,,,,,0.24100000000000002,0.44299999999999995,,,,-2.41,,-2.11,,,90.6,,87.4,,,0.333,0.351,,,97.0,88.0,89.0,85.0,83.0,71.0,0.079,0.237,-5.66,-2.48,83.6,79.4,0.289,0.467,,,,,,,
8,2023-08-27,716835,Strikeout,strikeout,True,664761,680723,Alec Bohm,Drew Rom,0,0,0,fef2522a-279a-4210-b70a-5f00f2084787,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,81.0,105.0,98.0,64.0,98.0,87.0,,,,,,,0.24100000000000002,0.44299999999999995,,,,-2.41,,-2.11,,,90.6,,87.4,,,0.333,0.351,,,97.0,88.0,89.0,85.0,83.0,71.0,0.079,0.237,-5.66,-2.48,83.6,79.4,0.289,0.467,,,,,,,
9,2023-08-27,716835,Strikeout,strikeout,True,592663,680723,J.T. Realmuto,Drew Rom,0,0,0,4117c8a3-8884-4fbf-ba3b-1c2c73bae1e9,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,81.0,105.0,98.0,64.0,98.0,87.0,,,,,,,0.24100000000000002,0.44299999999999995,,,,-2.41,,-2.11,,,90.6,,87.4,,,0.333,0.351,,,97.0,88.0,89.0,85.0,83.0,71.0,0.079,0.237,-5.66,-2.48,83.6,79.4,0.289,0.467,,,,,,,
10,2023-08-27,716835,Strikeout,strikeout,True,575929,605400,Willson Contreras,Aaron Nola,0,0,0,d898ec54-6ee4-447d-a7b2-254b8f4d213f,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,,
11,2023-08-27,716835,Strikeout,strikeout,True,669357,605400,Nolan Gorman,Aaron Nola,0,0,0,6da013cf-f6a5-42b5-80b5-d19a77419b20,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,,
