,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,FC_ba,SL_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,vSC (sc),SC%,wSC/C,ST_ba,SC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-04-20,718494,Strikeout,strikeout,True,665487,669194,Fernando Tatis Jr.,Ryne Nelson,0,0,0,fbca746d-4b60-47de-9477-143551a596ae,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,,,,,,
1,2023-04-20,718494,Strikeout,strikeout,True,665742,669194,Juan Soto,Ryne Nelson,0,0,0,9d8718af-e12b-434a-ad9b-f1b9acda7c71,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,,,,,,
2,2023-04-20,718494,Strikeout,strikeout,True,592518,669194,Manny Machado,Ryne Nelson,0,0,0,917e99f6-cd90-4438-8ff0-4ec79902d371,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,,,,,,
3,2023-04-20,718494,Flyout,field_out,True,668942,608379,Josh Rojas,Michael Wacha,0,0,0,47336ef5-200e-4466-8686-9f26a47dc103,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,,,,96.0,100.0,96.0,0.28800000000000003,0.124,,0.11,0.345,1.23,-2.13,,1.04,1.06,92.0,86.9,,74.0,0.188,0.364,,0.207,0.172,84.0,103.0,103.0,0.133,-0.36,91.9,0.25,,,,,,,,,,,,
4,2023-04-20,718494,Single,single,False,666971,608379,Lourdes Gurriel Jr.,Michael Wacha,0,0,0,487bb0b1-03d9-46f7-9ae6-ceae7a0eb19a,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,,,,96.0,100.0,96.0,0.28800000000000003,0.124,,0.11,0.345,1.23,-2.13,,1.04,1.06,92.0,86.9,,74.0,0.188,0.364,,0.207,0.172,84.0,103.0,103.0,0.133,-0.36,91.9,0.25,,,,,,,,,,,,
5,2023-04-20,718494,Flyout,field_out,True,682998,608379,Corbin Carroll,Michael Wacha,0,0,0,c6e75b56-bf36-43d2-a200-611a5250338a,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,,,,96.0,100.0,96.0,0.28800000000000003,0.124,,0.11,0.345,1.23,-2.13,,1.04,1.06,92.0,86.9,,74.0,0.188,0.364,,0.207,0.172,84.0,103.0,103.0,0.133,-0.36,91.9,0.25,,,,,,,,,,,,
6,2023-04-20,718494,Single,single,False,572233,608379,Christian Walker,Michael Wacha,1,1,1,6987c8eb-4062-4789-b608-f3e6ca1975b7,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,,,,96.0,100.0,96.0,0.28800000000000003,0.124,,0.11,0.345,1.23,-2.13,,1.04,1.06,92.0,86.9,,74.0,0.188,0.364,,0.207,0.172,84.0,103.0,103.0,0.133,-0.36,91.9,0.25,,,,,,,,,,,,
7,2023-04-20,718494,Flyout,field_out,True,664983,608379,Jake McCarthy,Michael Wacha,0,0,0,0308e357-4eee-4baf-9a80-332959195092,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,,,,96.0,100.0,96.0,0.28800000000000003,0.124,,0.11,0.345,1.23,-2.13,,1.04,1.06,92.0,86.9,,74.0,0.188,0.364,,0.207,0.172,84.0,103.0,103.0,0.133,-0.36,91.9,0.25,,,,,,,,,,,,
8,2023-04-20,718494,Pop Out,field_out,True,593428,669194,Xander Bogaerts,Ryne Nelson,0,0,0,18a8b0a5-e630-4508-bc8e-44796e35ad8d,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,,,,,,
9,2023-04-20,718494,Walk,walk,False,630105,669194,Jake Cronenworth,Ryne Nelson,1,0,0,4dc8914b-5cc6-4723-bd9e-ce2c075ab772,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,,,,,,
