,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FS_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,CH%,wFC/C,wSI/C,wCU/C,wCH/C,vFC,vSI,vCU,FC_ba,SI_ba,CH_ba,CU_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-05-21,718087,Flyout,field_out,True,656775,592332,Cedric Mullins,Kevin Gausman,0,0,0,d3ae4e04-4fe9-4ec9-afc8-b0b3a9d1170d,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-21,718087,Flyout,field_out,True,668939,592332,Adley Rutschman,Kevin Gausman,0,0,0,ada392f3-4d4a-4bf8-9495-e1b9d998b94b,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-21,718087,Walk,walk,False,623993,592332,Anthony Santander,Kevin Gausman,1,0,0,6d55433a-f9cf-474d-9752-940ad11394b6,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-21,718087,Strikeout,strikeout,True,663624,592332,Ryan Mountcastle,Kevin Gausman,0,0,0,476e03c5-381f-443f-ba23-043452a036d6,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-21,718087,Single,single,False,543807,665152,George Springer,Dean Kremer,0,0,0,bd1789d3-ccd2-4a39-9040-c00aff97ba7b,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,106.0,103.0,102.0,116.0,98.0,105.0,,,,0.371,,0.033,0.43,,-1.43,94.6,,82.8,0.252,,,85.3,86.0,91.0,93.0,93.0,94.0,98.0,84.0,106.0,99.0,104.0,106.0,102.0,0.145,0.239,0.08900000000000001,0.12300000000000001,0.02,1.81,-2.29,-1.4,88.8,91.9,78.1,0.222,0.269,0.26,0.347,0.25,,,,,,
5,2023-05-21,718087,Single,single,False,666182,665152,Bo Bichette,Dean Kremer,0,0,1,a93d5cd2-96f9-44f6-93d9-975885cc6e4d,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,106.0,103.0,102.0,116.0,98.0,105.0,,,,0.371,,0.033,0.43,,-1.43,94.6,,82.8,0.252,,,85.3,86.0,91.0,93.0,93.0,94.0,98.0,84.0,106.0,99.0,104.0,106.0,102.0,0.145,0.239,0.08900000000000001,0.12300000000000001,0.02,1.81,-2.29,-1.4,88.8,91.9,78.1,0.222,0.269,0.26,0.347,0.25,,,,,,
6,2023-05-21,718087,Strikeout,strikeout,True,665489,665152,Vladimir Guerrero Jr.,Dean Kremer,0,0,0,971eb89c-1fff-4b97-a84d-ee85990f4612,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,106.0,103.0,102.0,116.0,98.0,105.0,,,,0.371,,0.033,0.43,,-1.43,94.6,,82.8,0.252,,,85.3,86.0,91.0,93.0,93.0,94.0,98.0,84.0,106.0,99.0,104.0,106.0,102.0,0.145,0.239,0.08900000000000001,0.12300000000000001,0.02,1.81,-2.29,-1.4,88.8,91.9,78.1,0.222,0.269,0.26,0.347,0.25,,,,,,
7,2023-05-21,718087,Strikeout Double Play,strikeout_double_play,True,474832,665152,Brandon Belt,Dean Kremer,0,0,1,f2395f14-e645-40f4-a864-6b12047347e8,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,106.0,103.0,102.0,116.0,98.0,105.0,,,,0.371,,0.033,0.43,,-1.43,94.6,,82.8,0.252,,,85.3,86.0,91.0,93.0,93.0,94.0,98.0,84.0,106.0,99.0,104.0,106.0,102.0,0.145,0.239,0.08900000000000001,0.12300000000000001,0.02,1.81,-2.29,-1.4,88.8,91.9,78.1,0.222,0.269,0.26,0.347,0.25,,,,,,
8,2023-05-21,718087,Pop Out,field_out,True,624428,592332,Adam Frazier,Kevin Gausman,1,1,0,7c4fb2e3-f7ea-4fc3-b670-d8d4414ddbdc,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-21,718087,Single,single,False,669720,592332,Austin Hays,Kevin Gausman,0,0,0,d8c5ba54-bc15-423a-9322-77c398dc6d52,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
