,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CH_ba,CU_ba,FF_ba,FC_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SI_ba,ST_ba
0,2023-04-19,718502,Lineout,field_out,True,670712,594835,Mike Brosseau,Marco Gonzales,1,1,0,ea9bb02d-4282-4fd5-be0e-c7f7ec5624af,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,,,,,,,
1,2023-04-19,718502,Walk,walk,False,642715,594835,Willy Adames,Marco Gonzales,1,0,0,802c5643-279a-4cc1-9663-879719c1cca0,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,,,,,,,
2,2023-04-19,718502,Grounded Into DP,grounded_into_double_play,True,661388,594835,William Contreras,Marco Gonzales,1,0,1,df20f01a-aa2f-47a7-b3a9-0ad5be19ff80,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,,,,,,,
3,2023-04-19,718502,Single,single,False,677594,641778,Julio Rodríguez,Eric Lauer,1,0,0,ea8bdc1b-bf23-49b5-996f-87cf2d2e034b,641778.0,ericlauer,Lauer,Left,Eric Lauer,6.56,7.54,46.2,97.0,82.0,90.0,0.8109999999999999,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.43799999999999994,0.431,82.8,59.0,99.0,91.0,89.0,91.0,90.0,79.0,101.0,93.0,82.0,93.0,87.0,,0.43200000000000005,0.358,0.124,0.006999999999999999,-1.01,-2.06,,-6.37,-17.68,90.8,86.7,,75.3,,0.412,0.261,0.309,89.0,105.0,100.0,0.078,2.07,82.6,0.188,,,,,,,,,,,
4,2023-04-19,718502,Strikeout,strikeout,True,664034,641778,Ty France,Eric Lauer,0,0,0,a099c7e2-4ba7-4092-a661-f81378073d2c,641778.0,ericlauer,Lauer,Left,Eric Lauer,6.56,7.54,46.2,97.0,82.0,90.0,0.8109999999999999,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.43799999999999994,0.431,82.8,59.0,99.0,91.0,89.0,91.0,90.0,79.0,101.0,93.0,82.0,93.0,87.0,,0.43200000000000005,0.358,0.124,0.006999999999999999,-1.01,-2.06,,-6.37,-17.68,90.8,86.7,,75.3,,0.412,0.261,0.309,89.0,105.0,100.0,0.078,2.07,82.6,0.188,,,,,,,,,,,
5,2023-04-19,718502,Strikeout,strikeout,True,553993,641778,Eugenio Suárez,Eric Lauer,0,0,1,f8595f44-da96-4580-8ab7-57c45845bad4,641778.0,ericlauer,Lauer,Left,Eric Lauer,6.56,7.54,46.2,97.0,82.0,90.0,0.8109999999999999,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.43799999999999994,0.431,82.8,59.0,99.0,91.0,89.0,91.0,90.0,79.0,101.0,93.0,82.0,93.0,87.0,,0.43200000000000005,0.358,0.124,0.006999999999999999,-1.01,-2.06,,-6.37,-17.68,90.8,86.7,,75.3,,0.412,0.261,0.309,89.0,105.0,100.0,0.078,2.07,82.6,0.188,,,,,,,,,,,
6,2023-04-19,718502,Strikeout,strikeout,True,608385,594835,Jesse Winker,Marco Gonzales,0,0,0,67c45803-ba0d-4f60-8cb6-d845548051cf,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,,,,,,,
7,2023-04-19,718502,Groundout,field_out,True,605119,594835,Brian Anderson,Marco Gonzales,0,0,0,22cf5b20-aedd-40c2-8329-bdbafaee0280,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,,,,,,,
8,2023-04-19,718502,Strikeout,strikeout,True,572228,594835,Luke Voit,Marco Gonzales,0,0,0,e9d1ed91-08e7-4ed9-89ca-16e431ad7bb8,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,,,,,,,
9,2023-04-19,718502,Groundout,field_out,True,606192,641778,Teoscar Hernández,Eric Lauer,1,0,0,c08d3e87-4949-408c-bf5e-0a2d0dedf64d,641778.0,ericlauer,Lauer,Left,Eric Lauer,6.56,7.54,46.2,97.0,82.0,90.0,0.8109999999999999,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.43799999999999994,0.431,82.8,59.0,99.0,91.0,89.0,91.0,90.0,79.0,101.0,93.0,82.0,93.0,87.0,,0.43200000000000005,0.358,0.124,0.006999999999999999,-1.01,-2.06,,-6.37,-17.68,90.8,86.7,,75.3,,0.412,0.261,0.309,89.0,105.0,100.0,0.078,2.07,82.6,0.188,,,,,,,,,,,
