,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,SI_ba,SL_ba,ST_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-09-12,716606,Groundout,field_out,True,694384,693433,Nolan Schanuel,Bryan Woo,1,0,0,4a5a4f6d-5c4c-474e-925a-8f525b206ca6,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,0.037000000000000005,0.69,1.34,-0.83,-2.37,95.1,95.0,86.0,0.207,0.213,0.261,0.257,0.4,,,,,,,,,,,,,,,,,,,,,
1,2023-09-12,716606,Strikeout,strikeout,True,687263,693433,Zach Neto,Bryan Woo,0,0,0,cfc8bb79-55e9-4159-b48b-93c88e7f3743,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,0.037000000000000005,0.69,1.34,-0.83,-2.37,95.1,95.0,86.0,0.207,0.213,0.261,0.257,0.4,,,,,,,,,,,,,,,,,,,,,
2,2023-09-12,716606,Strikeout,strikeout,True,519058,693433,Mike Moustakas,Bryan Woo,0,0,0,37d3b360-c61e-4eef-8cb8-c871d531865d,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,0.037000000000000005,0.69,1.34,-0.83,-2.37,95.1,95.0,86.0,0.207,0.213,0.261,0.257,0.4,,,,,,,,,,,,,,,,,,,,,
3,2023-09-12,716606,Groundout,field_out,True,641487,663776,J.P. Crawford,Patrick Sandoval,0,0,0,0c637f5b-4276-4891-936f-f2f2fbf19fc7,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.258,-1.22,0.36,0.02,0.3,93.0,93.2,86.5,0.336,0.269,0.267,0.2,0.184,99.0,96.0,101.0,0.09,0.27,76.5,0.286,,,,,,,,,,,,,,
4,2023-09-12,716606,Field Error,field_error,False,677594,663776,Julio Rodríguez,Patrick Sandoval,0,0,0,0dc7a1ee-6bf4-4363-b84d-54d2c4dd443c,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.258,-1.22,0.36,0.02,0.3,93.0,93.2,86.5,0.336,0.269,0.267,0.2,0.184,99.0,96.0,101.0,0.09,0.27,76.5,0.286,,,,,,,,,,,,,,
5,2023-09-12,716606,Single,single,False,606192,663776,Teoscar Hernández,Patrick Sandoval,0,0,1,bf659e8c-bfd1-4259-9a13-1bc9c391ffc9,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.258,-1.22,0.36,0.02,0.3,93.0,93.2,86.5,0.336,0.269,0.267,0.2,0.184,99.0,96.0,101.0,0.09,0.27,76.5,0.286,,,,,,,,,,,,,,
6,2023-09-12,716606,Strikeout,strikeout,True,663728,663776,Cal Raleigh,Patrick Sandoval,0,0,0,b92c9848-0c62-40a0-9b7b-4454845a8803,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.258,-1.22,0.36,0.02,0.3,93.0,93.2,86.5,0.336,0.269,0.267,0.2,0.184,99.0,96.0,101.0,0.09,0.27,76.5,0.286,,,,,,,,,,,,,,
7,2023-09-12,716606,Single,single,False,553993,663776,Eugenio Suárez,Patrick Sandoval,0,0,1,4c61d962-1c1b-46ae-bd12-68daf423f2d9,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.258,-1.22,0.36,0.02,0.3,93.0,93.2,86.5,0.336,0.269,0.267,0.2,0.184,99.0,96.0,101.0,0.09,0.27,76.5,0.286,,,,,,,,,,,,,,
8,2023-09-12,716606,Single,single,False,664034,663776,Ty France,Patrick Sandoval,1,0,1,509e9a69-6768-4f85-83d0-9fad6217dbf8,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.258,-1.22,0.36,0.02,0.3,93.0,93.2,86.5,0.336,0.269,0.267,0.2,0.184,99.0,96.0,101.0,0.09,0.27,76.5,0.286,,,,,,,,,,,,,,
9,2023-09-12,716606,Double,double,True,664238,663776,Dylan Moore,Patrick Sandoval,0,0,1,2e88701c-fec5-44d9-9dbb-e48aae9929c4,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.258,-1.22,0.36,0.02,0.3,93.0,93.2,86.5,0.336,0.269,0.267,0.2,0.184,99.0,96.0,101.0,0.09,0.27,76.5,0.286,,,,,,,,,,,,,,
