,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,CH_ba,ST_ba,CU_ba,FC_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,FS%,KC%,wFS/C,wKC/C,vFS,vKC
0,2023-04-11,718618,Walk,walk,False,643393,680570,Tony Kemp,Grayson Rodriguez,1,0,0,9e204a1f-07dd-46e9-b3fb-1dbfa447401b,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,,,
1,2023-04-11,718618,Flyout,field_out,True,676116,680570,Ryan Noda,Grayson Rodriguez,0,0,1,3e4c6f93-1def-45ec-af18-4c6f867ad50f,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,,,
2,2023-04-11,718618,Strikeout,strikeout,True,542583,680570,Jesús Aguilar,Grayson Rodriguez,0,0,0,d0a552c6-a3c0-4800-abb3-aa37607a05ea,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,,,
3,2023-04-11,718618,Single,single,False,667670,680570,Brent Rooker,Grayson Rodriguez,1,0,1,ae56aee3-127b-4741-8989-f983b26ee900,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,,,
4,2023-04-11,718618,Strikeout,strikeout,True,607054,680570,Jace Peterson,Grayson Rodriguez,0,0,0,e981332e-a22c-4502-8b7d-f2cd3e66ccc4,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,,,
5,2023-04-11,718618,Double,double,False,669720,666205,Austin Hays,Kyle Muller,0,0,0,3f442068-b866-4e33-9a69-5de36fbd6f9c,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,,,,0.517,,0.253,0.149,0.081,-2.52,,-0.45,-2.07,-3.21,93.5,,87.1,81.2,0.395,0.333,,0.268,,0.293,,,,,,,,,,,,,,,,
6,2023-04-11,718618,Flyout,field_out,True,668939,666205,Adley Rutschman,Kyle Muller,1,0,1,a5478df5-0867-4c2d-bfa4-827a363a2d47,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,,,,0.517,,0.253,0.149,0.081,-2.52,,-0.45,-2.07,-3.21,93.5,,87.1,81.2,0.395,0.333,,0.268,,0.293,,,,,,,,,,,,,,,,
7,2023-04-11,718618,Sac Fly,sac_fly,True,663624,666205,Ryan Mountcastle,Kyle Muller,0,0,1,fa591f3f-c6bd-4024-8277-31d78b1384b8,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,,,,0.517,,0.253,0.149,0.081,-2.52,,-0.45,-2.07,-3.21,93.5,,87.1,81.2,0.395,0.333,,0.268,,0.293,,,,,,,,,,,,,,,,
8,2023-04-11,718618,Strikeout,strikeout,True,623993,666205,Anthony Santander,Kyle Muller,0,0,0,20cb5825-330a-46b8-8e67-fac3bf6ac131,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,,,,0.517,,0.253,0.149,0.081,-2.52,,-0.45,-2.07,-3.21,93.5,,87.1,81.2,0.395,0.333,,0.268,,0.293,,,,,,,,,,,,,,,,
9,2023-04-11,718618,Single,single,False,675656,680570,Kevin Smith,Grayson Rodriguez,1,0,0,36c479a3-6ebd-45ff-89b0-e7ed2a70c320,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,,,
10,2023-04-11,718618,Flyout,field_out,True,668843,680570,Conner Capel,Grayson Rodriguez,0,0,0,70f3b1c5-f12d-406c-8328-a3d756e3b409,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,,,
11,2023-04-11,718618,Flyout,field_out,True,669127,680570,Shea Langeliers,Grayson Rodriguez,1,0,0,0e901e78-371a-4ffd-a52b-b628c2b56dab,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,,,
12,2023-04-11,718618,Strikeout,strikeout,True,665923,680570,Esteury Ruiz,Grayson Rodriguez,0,0,0,a7b8222b-3890-4c4f-a088-0cf9d15b3647,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,,,
13,2023-04-11,718618,Groundout,field_out,True,602104,666205,Ramón Urías,Kyle Muller,1,0,0,e81ca8a3-668c-42d7-9682-da6498e822da,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,,,,0.517,,0.253,0.149,0.081,-2.52,,-0.45,-2.07,-3.21,93.5,,87.1,81.2,0.395,0.333,,0.268,,0.293,,,,,,,,,,,,,,,,
