,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,SI_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,KC%,wCU/C,wKC/C,vCU,vKC,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-09-05,716709,Flyout,field_out,True,663457,647336,Lars Nootbaar,Michael Soroka,0,0,0,c3c991d7-9429-4d35-82a0-80890ff9fa8a,647336.0,michaelsoroka,Soroka,Right,Michael Soroka,6.4,5.7,32.1,98.0,91.0,95.0,0.794,8.07,3.34,10.02,2.51,1.29,0.22,0.42,0.15,0.29,0.408,82.0,79.0,88.0,87.0,85.0,104.0,96.0,83.0,100.0,90.0,115.0,96.0,102.0,0.22699999999999998,0.324,0.266,0.182,-1.72,1.07,-2.58,-2.1,93.2,92.5,83.1,0.271,0.286,0.36,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-05,716709,Strikeout,strikeout,True,502671,647336,Paul Goldschmidt,Michael Soroka,0,0,0,1d48b2c7-7898-45a7-8de6-2b2d1a4899c4,647336.0,michaelsoroka,Soroka,Right,Michael Soroka,6.4,5.7,32.1,98.0,91.0,95.0,0.794,8.07,3.34,10.02,2.51,1.29,0.22,0.42,0.15,0.29,0.408,82.0,79.0,88.0,87.0,85.0,104.0,96.0,83.0,100.0,90.0,115.0,96.0,102.0,0.22699999999999998,0.324,0.266,0.182,-1.72,1.07,-2.58,-2.1,93.2,92.5,83.1,0.271,0.286,0.36,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-05,716709,Strikeout,strikeout,True,669357,647336,Nolan Gorman,Michael Soroka,0,0,0,fce53935-1f08-4579-a3dc-565e4df57f10,647336.0,michaelsoroka,Soroka,Right,Michael Soroka,6.4,5.7,32.1,98.0,91.0,95.0,0.794,8.07,3.34,10.02,2.51,1.29,0.22,0.42,0.15,0.29,0.408,82.0,79.0,88.0,87.0,85.0,104.0,96.0,83.0,100.0,90.0,115.0,96.0,102.0,0.22699999999999998,0.324,0.266,0.182,-1.72,1.07,-2.58,-2.1,93.2,92.5,83.1,0.271,0.286,0.36,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-05,716709,Flyout,field_out,True,660670,571945,Ronald Acuña Jr.,Miles Mikolas,0,0,0,59fefd3a-cd69-49c2-b29e-57104b4796da,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.054000000000000006,-0.19,-1.61,0.62,2.68,93.3,92.7,86.4,0.29,0.34,0.245,0.182,95.0,105.0,102.0,0.198,0.002,-0.92,-0.89,75.9,68.1,0.261,,,,,,,,,,,,,,,
4,2023-09-05,716709,Home Run,home_run,False,645277,571945,Ozzie Albies,Miles Mikolas,0,0,0,13f5b136-6bbf-4ef7-8752-0df29f0893fb,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.054000000000000006,-0.19,-1.61,0.62,2.68,93.3,92.7,86.4,0.29,0.34,0.245,0.182,95.0,105.0,102.0,0.198,0.002,-0.92,-0.89,75.9,68.1,0.261,,,,,,,,,,,,,,,
5,2023-09-05,716709,Groundout,field_out,True,663586,571945,Austin Riley,Miles Mikolas,0,0,0,f333eb4b-4a94-4d83-acac-5cee3390549b,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.054000000000000006,-0.19,-1.61,0.62,2.68,93.3,92.7,86.4,0.29,0.34,0.245,0.182,95.0,105.0,102.0,0.198,0.002,-0.92,-0.89,75.9,68.1,0.261,,,,,,,,,,,,,,,
6,2023-09-05,716709,Groundout,field_out,True,621566,571945,Matt Olson,Miles Mikolas,0,0,0,4e90b862-ff5a-4908-ac79-a2f8f8802ef5,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.054000000000000006,-0.19,-1.61,0.62,2.68,93.3,92.7,86.4,0.29,0.34,0.245,0.182,95.0,105.0,102.0,0.198,0.002,-0.92,-0.89,75.9,68.1,0.261,,,,,,,,,,,,,,,
7,2023-09-05,716709,Single,single,False,571448,647336,Nolan Arenado,Michael Soroka,0,0,0,d2d58dfc-5d11-4fb7-a491-6f29df446e45,647336.0,michaelsoroka,Soroka,Right,Michael Soroka,6.4,5.7,32.1,98.0,91.0,95.0,0.794,8.07,3.34,10.02,2.51,1.29,0.22,0.42,0.15,0.29,0.408,82.0,79.0,88.0,87.0,85.0,104.0,96.0,83.0,100.0,90.0,115.0,96.0,102.0,0.22699999999999998,0.324,0.266,0.182,-1.72,1.07,-2.58,-2.1,93.2,92.5,83.1,0.271,0.286,0.36,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-09-05,716709,Sac Bunt,sac_bunt,True,575929,647336,Willson Contreras,Michael Soroka,0,0,1,1de5060b-2363-420f-8a7b-ef00c4f26a1e,647336.0,michaelsoroka,Soroka,Right,Michael Soroka,6.4,5.7,32.1,98.0,91.0,95.0,0.794,8.07,3.34,10.02,2.51,1.29,0.22,0.42,0.15,0.29,0.408,82.0,79.0,88.0,87.0,85.0,104.0,96.0,83.0,100.0,90.0,115.0,96.0,102.0,0.22699999999999998,0.324,0.266,0.182,-1.72,1.07,-2.58,-2.1,93.2,92.5,83.1,0.271,0.286,0.36,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-09-05,716709,Double,double,False,691023,647336,Jordan Walker,Michael Soroka,1,0,1,378a2a53-f0a7-4148-8f86-3d012acac574,647336.0,michaelsoroka,Soroka,Right,Michael Soroka,6.4,5.7,32.1,98.0,91.0,95.0,0.794,8.07,3.34,10.02,2.51,1.29,0.22,0.42,0.15,0.29,0.408,82.0,79.0,88.0,87.0,85.0,104.0,96.0,83.0,100.0,90.0,115.0,96.0,102.0,0.22699999999999998,0.324,0.266,0.182,-1.72,1.07,-2.58,-2.1,93.2,92.5,83.1,0.271,0.286,0.36,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
