,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,ST_ba,CH_ba,CU_ba,SL_ba,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FS_ba
0,2023-09-02,716750,Triple,triple,False,657077,679525,Alex Verdugo,Alec Marsh,0,0,0,7421c83d-0f42-4b36-93b4-4a8f04a393fe,679525.0,alecmarsh,Marsh,Right,Alec Marsh,5.69,5.92,74.1,94.0,97.0,94.0,0.728,10.29,4.72,9.32,1.94,0.82,0.17800000000000002,0.428,0.096,0.35600000000000004,0.386,87.0,78.0,99.0,92.0,100.0,97.0,101.0,96.0,91.0,88.0,98.0,98.0,96.0,106.0,91.0,99.0,0.07200000000000001,0.373,0.258,0.149,0.149,-0.89,1.98,-1.26,-0.87,-3.65,94.2,94.1,86.1,81.1,0.256,0.208,0.346,0.263,0.233,0.29,,,,,,,,,,,,,,
1,2023-09-02,716750,Double,double,False,646240,679525,Rafael Devers,Alec Marsh,1,0,1,ce805782-38b4-4fe0-8296-41ffe573a679,679525.0,alecmarsh,Marsh,Right,Alec Marsh,5.69,5.92,74.1,94.0,97.0,94.0,0.728,10.29,4.72,9.32,1.94,0.82,0.17800000000000002,0.428,0.096,0.35600000000000004,0.386,87.0,78.0,99.0,92.0,100.0,97.0,101.0,96.0,91.0,88.0,98.0,98.0,96.0,106.0,91.0,99.0,0.07200000000000001,0.373,0.258,0.149,0.149,-0.89,1.98,-1.26,-0.87,-3.65,94.2,94.1,86.1,81.1,0.256,0.208,0.346,0.263,0.233,0.29,,,,,,,,,,,,,,
2,2023-09-02,716750,Lineout,field_out,True,457759,679525,Justin Turner,Alec Marsh,0,0,0,647b6ae6-f1d7-40e6-aed0-b50c9ff3abe5,679525.0,alecmarsh,Marsh,Right,Alec Marsh,5.69,5.92,74.1,94.0,97.0,94.0,0.728,10.29,4.72,9.32,1.94,0.82,0.17800000000000002,0.428,0.096,0.35600000000000004,0.386,87.0,78.0,99.0,92.0,100.0,97.0,101.0,96.0,91.0,88.0,98.0,98.0,96.0,106.0,91.0,99.0,0.07200000000000001,0.373,0.258,0.149,0.149,-0.89,1.98,-1.26,-0.87,-3.65,94.2,94.1,86.1,81.1,0.256,0.208,0.346,0.263,0.233,0.29,,,,,,,,,,,,,,
3,2023-09-02,716750,Home Run,home_run,False,671213,679525,Triston Casas,Alec Marsh,0,0,1,954daca9-1e00-41e7-9611-76d024fb40ef,679525.0,alecmarsh,Marsh,Right,Alec Marsh,5.69,5.92,74.1,94.0,97.0,94.0,0.728,10.29,4.72,9.32,1.94,0.82,0.17800000000000002,0.428,0.096,0.35600000000000004,0.386,87.0,78.0,99.0,92.0,100.0,97.0,101.0,96.0,91.0,88.0,98.0,98.0,96.0,106.0,91.0,99.0,0.07200000000000001,0.373,0.258,0.149,0.149,-0.89,1.98,-1.26,-0.87,-3.65,94.2,94.1,86.1,81.1,0.256,0.208,0.346,0.263,0.233,0.29,,,,,,,,,,,,,,
4,2023-09-02,716750,Lineout,field_out,True,594807,679525,Adam Duvall,Alec Marsh,0,0,0,b51620fd-8a2f-4a2f-a737-250aefacfc8f,679525.0,alecmarsh,Marsh,Right,Alec Marsh,5.69,5.92,74.1,94.0,97.0,94.0,0.728,10.29,4.72,9.32,1.94,0.82,0.17800000000000002,0.428,0.096,0.35600000000000004,0.386,87.0,78.0,99.0,92.0,100.0,97.0,101.0,96.0,91.0,88.0,98.0,98.0,96.0,106.0,91.0,99.0,0.07200000000000001,0.373,0.258,0.149,0.149,-0.89,1.98,-1.26,-0.87,-3.65,94.2,94.1,86.1,81.1,0.256,0.208,0.346,0.263,0.233,0.29,,,,,,,,,,,,,,
5,2023-09-02,716750,Double,double,False,807799,679525,Masataka Yoshida,Alec Marsh,0,0,0,fe4fcd98-efd1-41c9-b3bf-97fe958992f7,679525.0,alecmarsh,Marsh,Right,Alec Marsh,5.69,5.92,74.1,94.0,97.0,94.0,0.728,10.29,4.72,9.32,1.94,0.82,0.17800000000000002,0.428,0.096,0.35600000000000004,0.386,87.0,78.0,99.0,92.0,100.0,97.0,101.0,96.0,91.0,88.0,98.0,98.0,96.0,106.0,91.0,99.0,0.07200000000000001,0.373,0.258,0.149,0.149,-0.89,1.98,-1.26,-0.87,-3.65,94.2,94.1,86.1,81.1,0.256,0.208,0.346,0.263,0.233,0.29,,,,,,,,,,,,,,
6,2023-09-02,716750,Flyout,field_out,True,596115,679525,Trevor Story,Alec Marsh,0,0,0,50bc4a18-c3b2-46fb-b0d7-124b44a9fa6b,679525.0,alecmarsh,Marsh,Right,Alec Marsh,5.69,5.92,74.1,94.0,97.0,94.0,0.728,10.29,4.72,9.32,1.94,0.82,0.17800000000000002,0.428,0.096,0.35600000000000004,0.386,87.0,78.0,99.0,92.0,100.0,97.0,101.0,96.0,91.0,88.0,98.0,98.0,96.0,106.0,91.0,99.0,0.07200000000000001,0.373,0.258,0.149,0.149,-0.89,1.98,-1.26,-0.87,-3.65,94.2,94.1,86.1,81.1,0.256,0.208,0.346,0.263,0.233,0.29,,,,,,,,,,,,,,
7,2023-09-02,716750,Strikeout,strikeout,True,672580,656557,Maikel Garcia,Tanner Houck,0,0,0,bc161163-a0ce-4cd0-aa8a-7adeef7dea9f,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,,,,,,,,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,0.295,0.099,0.38299999999999995,,,-2.8,-0.38,0.98,,,93.9,93.4,83.9,,0.325,,,,0.178,0.306,80.0,100.0,92.0,67.0,105.0,92.0,0.10800000000000001,0.114,0.73,-1.52,91.3,87.6,0.229,0.31
8,2023-09-02,716750,Groundout,field_out,True,677951,656557,Bobby Witt Jr.,Tanner Houck,0,0,0,6e62e47f-975d-46e6-a8fc-bc514fb21028,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,,,,,,,,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,0.295,0.099,0.38299999999999995,,,-2.8,-0.38,0.98,,,93.9,93.4,83.9,,0.325,,,,0.178,0.306,80.0,100.0,92.0,67.0,105.0,92.0,0.10800000000000001,0.114,0.73,-1.52,91.3,87.6,0.229,0.31
9,2023-09-02,716750,Single,single,False,669004,656557,MJ Melendez,Tanner Houck,0,0,0,3ac668ca-744f-4acc-8bbe-430312e968b3,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,,,,,,,,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,0.295,0.099,0.38299999999999995,,,-2.8,-0.38,0.98,,,93.9,93.4,83.9,,0.325,,,,0.178,0.306,80.0,100.0,92.0,67.0,105.0,92.0,0.10800000000000001,0.114,0.73,-1.52,91.3,87.6,0.229,0.31
10,2023-09-02,716750,Flyout,field_out,True,521692,656557,Salvador Perez,Tanner Houck,0,0,0,95557b39-9c98-4681-b320-0122dfd6126c,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,,,,,,,,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,0.295,0.099,0.38299999999999995,,,-2.8,-0.38,0.98,,,93.9,93.4,83.9,,0.325,,,,0.178,0.306,80.0,100.0,92.0,67.0,105.0,92.0,0.10800000000000001,0.114,0.73,-1.52,91.3,87.6,0.229,0.31
11,2023-09-02,716750,Groundout,field_out,True,624512,679525,Reese McGuire,Alec Marsh,0,0,0,820d86aa-cb3f-4cf0-b41e-977044e035dc,679525.0,alecmarsh,Marsh,Right,Alec Marsh,5.69,5.92,74.1,94.0,97.0,94.0,0.728,10.29,4.72,9.32,1.94,0.82,0.17800000000000002,0.428,0.096,0.35600000000000004,0.386,87.0,78.0,99.0,92.0,100.0,97.0,101.0,96.0,91.0,88.0,98.0,98.0,96.0,106.0,91.0,99.0,0.07200000000000001,0.373,0.258,0.149,0.149,-0.89,1.98,-1.26,-0.87,-3.65,94.2,94.1,86.1,81.1,0.256,0.208,0.346,0.263,0.233,0.29,,,,,,,,,,,,,,
