,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vSI,vSL,SI_ba,CH_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,wFA/C,wFC/C,wCU/C,vFA,vFC,vCU,FF_ba,FC_ba,CU_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-07-24,717280,Flyout,field_out,True,669720,650911,Austin Hays,Cristopher Sánchez,0,0,0,f8019b92-c67b-4bd9-a67b-2301992d72fd,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-24,717280,Flyout,field_out,True,623993,650911,Anthony Santander,Cristopher Sánchez,0,0,0,9ffe0c62-60a0-43b5-bba2-c544931b2898,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-24,717280,Strikeout,strikeout,True,663624,650911,Ryan Mountcastle,Cristopher Sánchez,0,0,0,3c76e511-d10f-4b79-81a4-7c42a14e0d8d,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-24,717280,Groundout,field_out,True,656941,665152,Kyle Schwarber,Dean Kremer,1,0,0,6f17a35d-a0c5-49f1-b400-8d3204f27ab2,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,84.0,106.0,99.0,116.0,98.0,105.0,0.145,0.033,0.12300000000000001,1.81,-1.43,-1.4,91.9,82.8,0.269,0.26,,93.0,94.0,98.0,106.0,103.0,102.0,104.0,106.0,102.0,0.371,0.239,0.08900000000000001,0.43,0.02,-2.29,94.6,88.8,78.1,0.252,0.222,0.347,0.25,,,,,,,,,,,,,
4,2023-07-24,717280,Groundout,field_out,True,607208,665152,Trea Turner,Dean Kremer,1,0,0,3690cfdc-a747-43e2-8cb1-3961d7fccabd,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,84.0,106.0,99.0,116.0,98.0,105.0,0.145,0.033,0.12300000000000001,1.81,-1.43,-1.4,91.9,82.8,0.269,0.26,,93.0,94.0,98.0,106.0,103.0,102.0,104.0,106.0,102.0,0.371,0.239,0.08900000000000001,0.43,0.02,-2.29,94.6,88.8,78.1,0.252,0.222,0.347,0.25,,,,,,,,,,,,,
5,2023-07-24,717280,Single,single,False,547180,665152,Bryce Harper,Dean Kremer,0,0,0,b10b98a4-1d6e-4129-8378-e38bd2d7e68a,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,84.0,106.0,99.0,116.0,98.0,105.0,0.145,0.033,0.12300000000000001,1.81,-1.43,-1.4,91.9,82.8,0.269,0.26,,93.0,94.0,98.0,106.0,103.0,102.0,104.0,106.0,102.0,0.371,0.239,0.08900000000000001,0.43,0.02,-2.29,94.6,88.8,78.1,0.252,0.222,0.347,0.25,,,,,,,,,,,,,
6,2023-07-24,717280,Forceout,force_out,True,592206,665152,Nick Castellanos,Dean Kremer,1,0,1,d46b77b6-642a-4c25-88cf-e59640f261fe,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,84.0,106.0,99.0,116.0,98.0,105.0,0.145,0.033,0.12300000000000001,1.81,-1.43,-1.4,91.9,82.8,0.269,0.26,,93.0,94.0,98.0,106.0,103.0,102.0,104.0,106.0,102.0,0.371,0.239,0.08900000000000001,0.43,0.02,-2.29,94.6,88.8,78.1,0.252,0.222,0.347,0.25,,,,,,,,,,,,,
7,2023-07-24,717280,Groundout,field_out,True,683002,650911,Gunnar Henderson,Cristopher Sánchez,0,0,0,0e09b08d-21ca-416f-8040-be5519458e07,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-07-24,717280,Home Run,home_run,False,676059,650911,Jordan Westburg,Cristopher Sánchez,0,0,0,657251f0-79ef-47dd-94ac-51390f44bea8,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-24,717280,Groundout,field_out,True,543305,650911,Aaron Hicks,Cristopher Sánchez,1,1,0,8f7a8481-7be8-4177-a830-62072090434b,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
