,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,CH_ba,SI_ba,FF_ba,CU_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,FS_ba,SL_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-09-10,716638,Strikeout,strikeout,True,682998,543294,Corbin Carroll,Kyle Hendricks,0,0,0,25720ed4-8bf5-48f5-b8e1-665645d7d693,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-10,716638,Strikeout,strikeout,True,607054,543294,Jace Peterson,Kyle Hendricks,0,0,0,8e15e9e6-b3d7-4ae1-b39b-92f995bc42ce,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-10,716638,Lineout,field_out,True,502054,543294,Tommy Pham,Kyle Hendricks,1,0,0,dc109116-1894-4729-b2bf-4d0874556006,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-10,716638,Triple,triple,False,666624,573009,Christopher Morel,Joe Mantiply,0,0,0,d5d32b98-53ec-4d7a-851f-fa7a7943ccd0,573009.0,joemantiply,Mantiply,Left,Joe Mantiply,4.62,3.93,39.0,103.0,94.0,96.0,0.785,6.46,2.08,8.08,0.92,1.6,0.158,0.442,0.133,0.35,0.415,81.9,91.0,106.0,100.0,101.0,103.0,100.0,89.0,90.0,76.0,92.0,103.0,94.0,0.413,0.067,0.278,0.242,-3.59,-0.67,2.47,2.77,90.1,89.5,80.3,0.178,0.308,0.5,0.167,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-10,716638,Fielders Choice Out,fielders_choice_out,True,663538,573009,Nico Hoerner,Joe Mantiply,0,0,1,b1ca65f2-cd23-49e7-9a7d-f656aea5957d,573009.0,joemantiply,Mantiply,Left,Joe Mantiply,4.62,3.93,39.0,103.0,94.0,96.0,0.785,6.46,2.08,8.08,0.92,1.6,0.158,0.442,0.133,0.35,0.415,81.9,91.0,106.0,100.0,101.0,103.0,100.0,89.0,90.0,76.0,92.0,103.0,94.0,0.413,0.067,0.278,0.242,-3.59,-0.67,2.47,2.77,90.1,89.5,80.3,0.178,0.308,0.5,0.167,,,,,,,,,,,,,,,,,,,,,,
5,2023-09-10,716638,Double,double,False,673548,573009,Seiya Suzuki,Joe Mantiply,0,0,1,8e02d9b0-9fe8-48c7-a6b3-cfab1b626c0e,573009.0,joemantiply,Mantiply,Left,Joe Mantiply,4.62,3.93,39.0,103.0,94.0,96.0,0.785,6.46,2.08,8.08,0.92,1.6,0.158,0.442,0.133,0.35,0.415,81.9,91.0,106.0,100.0,101.0,103.0,100.0,89.0,90.0,76.0,92.0,103.0,94.0,0.413,0.067,0.278,0.242,-3.59,-0.67,2.47,2.77,90.1,89.5,80.3,0.178,0.308,0.5,0.167,,,,,,,,,,,,,,,,,,,,,,
6,2023-09-10,716638,Flyout,field_out,True,641355,573009,Cody Bellinger,Joe Mantiply,0,0,0,d5f0635c-9f59-4afa-ae43-a1c8911a6a7d,573009.0,joemantiply,Mantiply,Left,Joe Mantiply,4.62,3.93,39.0,103.0,94.0,96.0,0.785,6.46,2.08,8.08,0.92,1.6,0.158,0.442,0.133,0.35,0.415,81.9,91.0,106.0,100.0,101.0,103.0,100.0,89.0,90.0,76.0,92.0,103.0,94.0,0.413,0.067,0.278,0.242,-3.59,-0.67,2.47,2.77,90.1,89.5,80.3,0.178,0.308,0.5,0.167,,,,,,,,,,,,,,,,,,,,,,
7,2023-09-10,716638,Groundout,field_out,True,621020,573009,Dansby Swanson,Joe Mantiply,0,0,0,05f68b10-6061-4be0-aa04-7e0db15f20fd,573009.0,joemantiply,Mantiply,Left,Joe Mantiply,4.62,3.93,39.0,103.0,94.0,96.0,0.785,6.46,2.08,8.08,0.92,1.6,0.158,0.442,0.133,0.35,0.415,81.9,91.0,106.0,100.0,101.0,103.0,100.0,89.0,90.0,76.0,92.0,103.0,94.0,0.413,0.067,0.278,0.242,-3.59,-0.67,2.47,2.77,90.1,89.5,80.3,0.178,0.308,0.5,0.167,,,,,,,,,,,,,,,,,,,,,,
8,2023-09-10,716638,Pop Out,field_out,True,572233,543294,Christian Walker,Kyle Hendricks,0,0,0,28f5144e-6d50-418a-8bc9-a7df1b8d29a7,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
9,2023-09-10,716638,Strikeout,strikeout,True,677950,543294,Alek Thomas,Kyle Hendricks,0,0,0,0c573186-50ae-44e3-883b-6a77b84cdea1,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,3.74,4.13,137.0,105.0,60.0,93.0,0.8009999999999999,6.11,1.77,9.07,0.85,1.36,0.196,0.43799999999999994,0.233,0.249,0.38299999999999995,80.7,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.41100000000000003,-1.61,0.04,0.0,1.43,87.8,87.5,73.3,0.18,0.318,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,
