,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,CH_ba,SL_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FS_ba,FC_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba
0,2023-04-08,718665,Single,single,False,665923,605488,Esteury Ruiz,Jeffrey Springs,1,0,0,b8b00c9d-49e6-46d6-be10-a27c8e1f8b80,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-08,718665,Grounded Into DP,grounded_into_double_play,True,649557,605488,Aledmys Díaz,Jeffrey Springs,0,0,1,113334e5-d651-4005-8a0c-4b0e142d331e,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-08,718665,Strikeout,strikeout,True,664913,605488,Seth Brown,Jeffrey Springs,0,0,0,d661185d-3fcb-48c5-b6be-757261bf4815,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-08,718665,Flyout,field_out,True,650490,660261,Yandy Díaz,Shintaro Fujinami,0,0,0,531f2833-2073-4ac0-8162-a3b35e6aa9cb,660261.0,shintarofujinami,Fujinami,Right,Shintaro Fujinami,7.18,4.8,79.0,92.0,112.0,94.0,0.7340000000000001,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.16699999999999998,0.37799999999999995,0.42,,,,,107.0,90.0,91.0,118.0,92.0,105.0,0.5660000000000001,0.073,,0.08,-1.47,,98.4,84.4,0.243,,0.75,0.235,-279.0,111.0,65.0,94.0,92.0,93.0,138.0,95.0,100.0,0.162,0.19899999999999998,0.001,1.27,-1.4,-81.55,88.3,92.8,75.7,0.243,0.171,,,,,,,
4,2023-04-08,718665,Lineout,field_out,True,664040,660261,Brandon Lowe,Shintaro Fujinami,1,0,0,bca9e3a3-3170-40cf-8fc1-4b264dc89c95,660261.0,shintarofujinami,Fujinami,Right,Shintaro Fujinami,7.18,4.8,79.0,92.0,112.0,94.0,0.7340000000000001,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.16699999999999998,0.37799999999999995,0.42,,,,,107.0,90.0,91.0,118.0,92.0,105.0,0.5660000000000001,0.073,,0.08,-1.47,,98.4,84.4,0.243,,0.75,0.235,-279.0,111.0,65.0,94.0,92.0,93.0,138.0,95.0,100.0,0.162,0.19899999999999998,0.001,1.27,-1.4,-81.55,88.3,92.8,75.7,0.243,0.171,,,,,,,
5,2023-04-08,718665,Flyout,field_out,True,668227,660261,Randy Arozarena,Shintaro Fujinami,1,0,0,140bf1e8-c40f-4069-8529-0b3bd2da5ea8,660261.0,shintarofujinami,Fujinami,Right,Shintaro Fujinami,7.18,4.8,79.0,92.0,112.0,94.0,0.7340000000000001,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.16699999999999998,0.37799999999999995,0.42,,,,,107.0,90.0,91.0,118.0,92.0,105.0,0.5660000000000001,0.073,,0.08,-1.47,,98.4,84.4,0.243,,0.75,0.235,-279.0,111.0,65.0,94.0,92.0,93.0,138.0,95.0,100.0,0.162,0.19899999999999998,0.001,1.27,-1.4,-81.55,88.3,92.8,75.7,0.243,0.171,,,,,,,
6,2023-04-08,718665,Walk,walk,False,542583,605488,Jesús Aguilar,Jeffrey Springs,1,0,0,390edef7-d7ef-4f9e-8d28-f886311fc89c,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-04-08,718665,Strikeout,strikeout,True,657656,605488,Ramón Laureano,Jeffrey Springs,0,0,0,418adc37-4c75-4b5f-97fd-26ef2bdbbc26,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-04-08,718665,Walk,walk,False,667670,605488,Brent Rooker,Jeffrey Springs,0,0,1,9e5b5cf5-ac7a-4732-8cc3-e4fce5f3f737,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-08,718665,Strikeout,strikeout,True,669127,605488,Shea Langeliers,Jeffrey Springs,0,0,0,1f6e19e6-d0f2-4659-8887-bd5dbc1bc7ab,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-04-08,718665,Single,single,True,607054,605488,Jace Peterson,Jeffrey Springs,1,1,1,eb22429e-de49-48e1-a0e8-61bbbc7c81a6,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
