,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,CH_ba,SI_ba,SL_ba,CU_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-13,718203,Flyout,field_out,True,607043,592866,Brandon Nimmo,Trevor Williams,0,0,0,eab4630e-5c46-4ebf-9186-e958a9990150,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,97.0,95.0,95.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.069,0.171,-0.77,-0.45,-1.7,-1.93,-2.25,89.7,88.2,80.9,76.7,0.283,0.315,0.325,0.314,0.314,0.313,,,,,,,,,,,,,,
1,2023-05-13,718203,Pop Out,field_out,True,643446,592866,Jeff McNeil,Trevor Williams,1,0,0,4a930cf7-b4e9-4e9a-b12d-c8f21262e3d8,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,97.0,95.0,95.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.069,0.171,-0.77,-0.45,-1.7,-1.93,-2.25,89.7,88.2,80.9,76.7,0.283,0.315,0.325,0.314,0.314,0.313,,,,,,,,,,,,,,
2,2023-05-13,718203,Pop Out,field_out,True,596019,592866,Francisco Lindor,Trevor Williams,0,0,0,b89bf709-58a9-41aa-b699-250e66958403,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,97.0,95.0,95.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.069,0.171,-0.77,-0.45,-1.7,-1.93,-2.25,89.7,88.2,80.9,76.7,0.283,0.315,0.325,0.314,0.314,0.313,,,,,,,,,,,,,,
3,2023-05-13,718203,Single,single,False,657041,664192,Lane Thomas,Joey Lucchesi,1,0,0,742e7b88-045f-4bc7-bbd5-4da47fa2e9cc,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.39899999999999997,81.8,53.0,67.0,57.0,74.0,96.0,93.0,,,,79.0,99.0,90.0,,,,0.517,,,0.247,0.006999999999999999,,0.95,,-2.14,0.25,,90.0,,77.9,,,0.293,,0.289,,74.0,97.0,88.0,0.228,2.74,90.4,0.133,,,,,,,
4,2023-05-13,718203,Sac Bunt,sac_bunt,True,671277,664192,Luis García Jr.,Joey Lucchesi,0,0,1,bf05c63c-688e-41b1-83fa-aaf6e23889de,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.39899999999999997,81.8,53.0,67.0,57.0,74.0,96.0,93.0,,,,79.0,99.0,90.0,,,,0.517,,,0.247,0.006999999999999999,,0.95,,-2.14,0.25,,90.0,,77.9,,,0.293,,0.289,,74.0,97.0,88.0,0.228,2.74,90.4,0.133,,,,,,,
5,2023-05-13,718203,Single,single,False,608841,664192,Joey Meneses,Joey Lucchesi,0,0,1,4804d4fd-7a99-4a37-8848-40943d2a0986,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.39899999999999997,81.8,53.0,67.0,57.0,74.0,96.0,93.0,,,,79.0,99.0,90.0,,,,0.517,,,0.247,0.006999999999999999,,0.95,,-2.14,0.25,,90.0,,77.9,,,0.293,,0.289,,74.0,97.0,88.0,0.228,2.74,90.4,0.133,,,,,,,
6,2023-05-13,718203,Double,double,False,660688,664192,Keibert Ruiz,Joey Lucchesi,0,0,1,a554a3d3-2b50-4653-bf34-9d3592728013,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.39899999999999997,81.8,53.0,67.0,57.0,74.0,96.0,93.0,,,,79.0,99.0,90.0,,,,0.517,,,0.247,0.006999999999999999,,0.95,,-2.14,0.25,,90.0,,77.9,,,0.293,,0.289,,74.0,97.0,88.0,0.228,2.74,90.4,0.133,,,,,,,
7,2023-05-13,718203,Walk,walk,False,669743,664192,Alex Call,Joey Lucchesi,0,0,0,58aaa18e-35c6-4e3a-acd0-fb78daae5d8c,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.39899999999999997,81.8,53.0,67.0,57.0,74.0,96.0,93.0,,,,79.0,99.0,90.0,,,,0.517,,,0.247,0.006999999999999999,,0.95,,-2.14,0.25,,90.0,,77.9,,,0.293,,0.289,,74.0,97.0,88.0,0.228,2.74,90.4,0.133,,,,,,,
8,2023-05-13,718203,Grounded Into DP,grounded_into_double_play,True,642086,664192,Dominic Smith,Joey Lucchesi,1,1,1,e4ed1583-4833-4fc1-a364-28c8c8d3a167,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.39899999999999997,81.8,53.0,67.0,57.0,74.0,96.0,93.0,,,,79.0,99.0,90.0,,,,0.517,,,0.247,0.006999999999999999,,0.95,,-2.14,0.25,,90.0,,77.9,,,0.293,,0.289,,74.0,97.0,88.0,0.228,2.74,90.4,0.133,,,,,,,
9,2023-05-13,718203,Flyout,field_out,True,624413,592866,Pete Alonso,Trevor Williams,1,0,0,9aed195f-fc07-44f3-8531-625ab225a737,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,97.0,95.0,95.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.069,0.171,-0.77,-0.45,-1.7,-1.93,-2.25,89.7,88.2,80.9,76.7,0.283,0.315,0.325,0.314,0.314,0.313,,,,,,,,,,,,,,
