,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SL_ba,FF_ba,CH_ba,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FS_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba
0,2023-05-22,718070,Strikeout,strikeout,True,657077,642545,Alex Verdugo,Jaime Barria,0,0,0,26a76247-b4c8-4273-adba-405d6b0d4102,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,85.0,72.0,71.0,107.0,101.0,103.0,0.047,0.306,0.507,0.141,-2.05,-6.47,0.32,0.67,93.0,92.2,85.9,0.242,0.362,0.227,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-22,718070,Groundout,field_out,True,807799,642545,Masataka Yoshida,Jaime Barria,0,0,0,1cc195ff-a5a2-4cce-8c9a-259d02edede2,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,85.0,72.0,71.0,107.0,101.0,103.0,0.047,0.306,0.507,0.141,-2.05,-6.47,0.32,0.67,93.0,92.2,85.9,0.242,0.362,0.227,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-22,718070,Strikeout,strikeout,True,457759,642545,Justin Turner,Jaime Barria,0,0,0,b31bf9c6-3a18-452d-be7f-7f3f47598453,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,85.0,72.0,71.0,107.0,101.0,103.0,0.047,0.306,0.507,0.141,-2.05,-6.47,0.32,0.67,93.0,92.2,85.9,0.242,0.362,0.227,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-22,718070,Groundout,field_out,True,666160,656557,Mickey Moniak,Tanner Houck,0,0,0,b36cb9da-295d-4621-abe4-64864af8a4bb,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,,,,,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,0.295,0.099,0.38299999999999995,,-2.8,-0.38,0.98,,93.9,93.4,83.9,0.178,0.325,,0.306,80.0,100.0,92.0,67.0,105.0,92.0,0.10800000000000001,0.114,0.73,-1.52,91.3,87.6,0.229,0.31,,,,,,,,,,,,,,
4,2023-05-22,718070,Strikeout,strikeout,True,545361,656557,Mike Trout,Tanner Houck,0,0,0,268b1039-a493-4840-b25b-ad12ba6aa1d7,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,,,,,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,0.295,0.099,0.38299999999999995,,-2.8,-0.38,0.98,,93.9,93.4,83.9,0.178,0.325,,0.306,80.0,100.0,92.0,67.0,105.0,92.0,0.10800000000000001,0.114,0.73,-1.52,91.3,87.6,0.229,0.31,,,,,,,,,,,,,,
5,2023-05-22,718070,Walk,walk,False,660271,656557,Shohei Ohtani,Tanner Houck,0,0,0,e58a24a0-ce3a-4d08-9c99-1f4412e49c93,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,,,,,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,0.295,0.099,0.38299999999999995,,-2.8,-0.38,0.98,,93.9,93.4,83.9,0.178,0.325,,0.306,80.0,100.0,92.0,67.0,105.0,92.0,0.10800000000000001,0.114,0.73,-1.52,91.3,87.6,0.229,0.31,,,,,,,,,,,,,,
6,2023-05-22,718070,Lineout,field_out,True,592669,656557,Hunter Renfroe,Tanner Houck,0,0,0,0865f0a5-ba74-4844-8d0e-200304cd76a9,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,,,,,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,0.295,0.099,0.38299999999999995,,-2.8,-0.38,0.98,,93.9,93.4,83.9,0.178,0.325,,0.306,80.0,100.0,92.0,67.0,105.0,92.0,0.10800000000000001,0.114,0.73,-1.52,91.3,87.6,0.229,0.31,,,,,,,,,,,,,,
7,2023-05-22,718070,Single,single,False,646240,642545,Rafael Devers,Jaime Barria,0,0,0,03657a57-ff6c-4906-88f4-6f3cb0e697cc,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,85.0,72.0,71.0,107.0,101.0,103.0,0.047,0.306,0.507,0.141,-2.05,-6.47,0.32,0.67,93.0,92.2,85.9,0.242,0.362,0.227,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-05-22,718070,Strikeout,strikeout,True,680776,642545,Jarren Duran,Jaime Barria,0,0,0,3be52827-4f1c-4176-a8b4-ce7f0e34fe6d,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,85.0,72.0,71.0,107.0,101.0,103.0,0.047,0.306,0.507,0.141,-2.05,-6.47,0.32,0.67,93.0,92.2,85.9,0.242,0.362,0.227,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-22,718070,Pop Out,field_out,True,671213,642545,Triston Casas,Jaime Barria,1,0,0,6b307cdd-f88b-4a0b-a4d7-4b01da81c221,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,85.0,72.0,71.0,107.0,101.0,103.0,0.047,0.306,0.507,0.141,-2.05,-6.47,0.32,0.67,93.0,92.2,85.9,0.242,0.362,0.227,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
