,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FS_ba,FC_ba,CU_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vSI,SI_ba,ST_ba,CH_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-06-04,717894,Strikeout,strikeout,True,672284,543135,Jarred Kelenic,Nathan Eovaldi,0,0,0,0c0abea0-ca95-42bd-97b9-f81d0804dd40,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
1,2023-06-04,717894,Groundout,field_out,True,677594,543135,Julio Rodríguez,Nathan Eovaldi,0,0,0,26c8d566-c784-4b62-9d2e-b08a154f25cd,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
2,2023-06-04,717894,Strikeout,strikeout,True,664034,543135,Ty France,Nathan Eovaldi,0,0,0,a866163d-0863-42f6-93fc-f747dad9f822,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
3,2023-06-04,717894,Double,double,False,543760,682243,Marcus Semien,Bryce Miller,1,0,0,760c1aff-a752-49eb-8d35-c2955f4f7879,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,113.0,102.0,102.0,121.0,105.0,110.0,112.0,100.0,107.0,,,,,,,0.585,,,0.27399999999999997,0.009000000000000001,0.3,,,0.14,-8.41,95.1,,,85.0,78.2,0.256,,,0.667,0.202,85.0,90.0,101.0,107.0,104.0,101.0,99.0,0.076,0.055999999999999994,1.22,0.66,95.1,0.26,0.3,0.167,,,,,,
4,2023-06-04,717894,Walk,walk,False,608369,682243,Corey Seager,Bryce Miller,1,0,0,801aecfa-6d30-41fe-9dca-4b136474ac7d,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,113.0,102.0,102.0,121.0,105.0,110.0,112.0,100.0,107.0,,,,,,,0.585,,,0.27399999999999997,0.009000000000000001,0.3,,,0.14,-8.41,95.1,,,85.0,78.2,0.256,,,0.667,0.202,85.0,90.0,101.0,107.0,104.0,101.0,99.0,0.076,0.055999999999999994,1.22,0.66,95.1,0.26,0.3,0.167,,,,,,
5,2023-06-04,717894,Strikeout,strikeout,True,663993,682243,Nathaniel Lowe,Bryce Miller,0,0,0,b1e6ca19-96c6-488e-8665-0bc4ec627d35,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,113.0,102.0,102.0,121.0,105.0,110.0,112.0,100.0,107.0,,,,,,,0.585,,,0.27399999999999997,0.009000000000000001,0.3,,,0.14,-8.41,95.1,,,85.0,78.2,0.256,,,0.667,0.202,85.0,90.0,101.0,107.0,104.0,101.0,99.0,0.076,0.055999999999999994,1.22,0.66,95.1,0.26,0.3,0.167,,,,,,
6,2023-06-04,717894,Strikeout,strikeout,True,666969,682243,Adolis García,Bryce Miller,0,0,0,788698dd-3432-482b-9ff5-ee9c3f14259e,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,113.0,102.0,102.0,121.0,105.0,110.0,112.0,100.0,107.0,,,,,,,0.585,,,0.27399999999999997,0.009000000000000001,0.3,,,0.14,-8.41,95.1,,,85.0,78.2,0.256,,,0.667,0.202,85.0,90.0,101.0,107.0,104.0,101.0,99.0,0.076,0.055999999999999994,1.22,0.66,95.1,0.26,0.3,0.167,,,,,,
7,2023-06-04,717894,Walk,walk,False,673962,682243,Josh Jung,Bryce Miller,1,0,1,daaac9b6-0087-4f47-833b-0be56d512443,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,113.0,102.0,102.0,121.0,105.0,110.0,112.0,100.0,107.0,,,,,,,0.585,,,0.27399999999999997,0.009000000000000001,0.3,,,0.14,-8.41,95.1,,,85.0,78.2,0.256,,,0.667,0.202,85.0,90.0,101.0,107.0,104.0,101.0,99.0,0.076,0.055999999999999994,1.22,0.66,95.1,0.26,0.3,0.167,,,,,,
8,2023-06-04,717894,Single,single,False,641680,682243,Jonah Heim,Bryce Miller,0,0,1,3e7b08bc-35e4-4f59-afa8-26a57e8795ba,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,113.0,102.0,102.0,121.0,105.0,110.0,112.0,100.0,107.0,,,,,,,0.585,,,0.27399999999999997,0.009000000000000001,0.3,,,0.14,-8.41,95.1,,,85.0,78.2,0.256,,,0.667,0.202,85.0,90.0,101.0,107.0,104.0,101.0,99.0,0.076,0.055999999999999994,1.22,0.66,95.1,0.26,0.3,0.167,,,,,,
9,2023-06-04,717894,Groundout,field_out,True,641598,682243,Mitch Garver,Bryce Miller,0,0,0,8e033c9e-de61-4605-9c29-87452d49385a,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,113.0,102.0,102.0,121.0,105.0,110.0,112.0,100.0,107.0,,,,,,,0.585,,,0.27399999999999997,0.009000000000000001,0.3,,,0.14,-8.41,95.1,,,85.0,78.2,0.256,,,0.667,0.202,85.0,90.0,101.0,107.0,104.0,101.0,99.0,0.076,0.055999999999999994,1.22,0.66,95.1,0.26,0.3,0.167,,,,,,
