,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,FO%,SL%,CU%,wFA/C,wFC/C,wFO/C,wSL/C,wCU/C,vFA,vFC,vFO,vSL,vCU,FF_ba,FC_ba,FS_ba,SL_ba,ST_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba,EP%,wEP/C,vEP
0,2023-08-07,717092,Lineout,field_out,True,643565,673540,Mike Tauchman,Kodai Senga,1,0,0,74c50023-626c-4423-b5b9-23ea23ea1a2d,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-07,717092,Strikeout,strikeout,True,663538,673540,Nico Hoerner,Kodai Senga,0,0,0,06024e11-d9a7-4d88-9c4c-327842801fac,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-07,717092,Groundout,field_out,True,664023,673540,Ian Happ,Kodai Senga,0,0,0,330c2b1e-f680-4323-8350-e32d234ec2fe,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-07,717092,Flyout,field_out,True,607043,592767,Brandon Nimmo,Drew Smyly,1,0,0,14ae14d3-6e0e-4667-89c5-6d91ba7cd340,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,,,,,,,,,,86.0,94.0,82.0,,0.11699999999999999,,,,,-0.51,,,,,88.6,,,,,0.293,,,,0.229,77.0,94.0,88.0,105.0,102.0,103.0,0.389,0.494,-1.32,-0.09,91.9,78.6,0.314,,,,,,,,,,
4,2023-08-07,717092,Walk,walk,False,682626,592767,Francisco Alvarez,Drew Smyly,1,0,0,279a2e58-7397-4799-bc02-9ccecb8e45b5,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,,,,,,,,,,86.0,94.0,82.0,,0.11699999999999999,,,,,-0.51,,,,,88.6,,,,,0.293,,,,0.229,77.0,94.0,88.0,105.0,102.0,103.0,0.389,0.494,-1.32,-0.09,91.9,78.6,0.314,,,,,,,,,,
5,2023-08-07,717092,Single,single,False,596019,592767,Francisco Lindor,Drew Smyly,0,0,1,8914e6bf-a3c4-4e4b-9d40-014717ff55aa,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,,,,,,,,,,86.0,94.0,82.0,,0.11699999999999999,,,,,-0.51,,,,,88.6,,,,,0.293,,,,0.229,77.0,94.0,88.0,105.0,102.0,103.0,0.389,0.494,-1.32,-0.09,91.9,78.6,0.314,,,,,,,,,,
6,2023-08-07,717092,Home Run,home_run,False,624413,592767,Pete Alonso,Drew Smyly,0,0,1,60e23b7a-e00a-496d-864c-e40f195dfe44,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,,,,,,,,,,86.0,94.0,82.0,,0.11699999999999999,,,,,-0.51,,,,,88.6,,,,,0.293,,,,0.229,77.0,94.0,88.0,105.0,102.0,103.0,0.389,0.494,-1.32,-0.09,91.9,78.6,0.314,,,,,,,,,,
7,2023-08-07,717092,Strikeout,strikeout,True,668901,592767,Mark Vientos,Drew Smyly,0,0,0,8b7a5e64-1f52-4308-8db3-7b1ccb5ce1f3,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,,,,,,,,,,86.0,94.0,82.0,,0.11699999999999999,,,,,-0.51,,,,,88.6,,,,,0.293,,,,0.229,77.0,94.0,88.0,105.0,102.0,103.0,0.389,0.494,-1.32,-0.09,91.9,78.6,0.314,,,,,,,,,,
8,2023-08-07,717092,Hit By Pitch,hit_by_pitch,False,643446,592767,Jeff McNeil,Drew Smyly,0,0,0,305bd4f0-278d-4016-bd0f-6ad3461f114f,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,,,,,,,,,,86.0,94.0,82.0,,0.11699999999999999,,,,,-0.51,,,,,88.6,,,,,0.293,,,,0.229,77.0,94.0,88.0,105.0,102.0,103.0,0.389,0.494,-1.32,-0.09,91.9,78.6,0.314,,,,,,,,,,
9,2023-08-07,717092,Strikeout,strikeout,True,664901,592767,Danny Mendick,Drew Smyly,0,0,0,2a0d35d9-e9f3-43fc-be97-277b41149892,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,,,,,,,,,,86.0,94.0,82.0,,0.11699999999999999,,,,,-0.51,,,,,88.6,,,,,0.293,,,,0.229,77.0,94.0,88.0,105.0,102.0,103.0,0.389,0.494,-1.32,-0.09,91.9,78.6,0.314,,,,,,,,,,
