,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-04-06,718681,Strikeout,strikeout,True,663757,675911,Trent Grisham,Spencer Strider,0,0,0,3d617fb3-08a0-4226-a28d-ed3434305ea5,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-06,718681,Groundout,field_out,True,665742,675911,Juan Soto,Spencer Strider,0,0,0,5066b009-de54-4448-81eb-1fe048f0457c,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-06,718681,Strikeout,strikeout,True,592518,675911,Manny Machado,Spencer Strider,0,0,0,2cadd068-f4b0-480e-89d3-01b19441da87,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-06,718681,Double,double,False,660670,605483,Ronald Acuña Jr.,Blake Snell,0,0,0,d0f70577-fcc9-4ebf-8760-52975d05d21c,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.184,0.07,0.68,2.65,95.5,88.4,0.255,0.123,0.185,106.0,102.0,110.0,0.198,2.55,81.0,0.079,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-06,718681,Groundout,field_out,True,621566,605483,Matt Olson,Blake Snell,0,0,1,37a74526-29c8-4f9b-9d46-48447d84bc19,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.184,0.07,0.68,2.65,95.5,88.4,0.255,0.123,0.185,106.0,102.0,110.0,0.198,2.55,81.0,0.079,,,,,,,,,,,,,,,,,,,,,,
5,2023-04-06,718681,Sac Fly,sac_fly,True,663586,605483,Austin Riley,Blake Snell,0,0,1,a184216f-4b3d-4f43-ba38-9f05792d74b1,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.184,0.07,0.68,2.65,95.5,88.4,0.255,0.123,0.185,106.0,102.0,110.0,0.198,2.55,81.0,0.079,,,,,,,,,,,,,,,,,,,,,,
6,2023-04-06,718681,Groundout,field_out,True,518595,605483,Travis d'Arnaud,Blake Snell,1,1,0,e2547ddb-8a22-46f6-8cb2-5838c743bd8a,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.184,0.07,0.68,2.65,95.5,88.4,0.255,0.123,0.185,106.0,102.0,110.0,0.198,2.55,81.0,0.079,,,,,,,,,,,,,,,,,,,,,,
7,2023-04-06,718681,Walk,walk,False,593428,675911,Xander Bogaerts,Spencer Strider,1,0,0,5428999a-d38e-4a6e-8355-54271a5e72db,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-04-06,718681,Flyout,field_out,True,630105,675911,Jake Cronenworth,Spencer Strider,0,0,0,87f0ad46-d393-4912-9e29-926e97358164,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-06,718681,Strikeout,strikeout,True,572761,675911,Matt Carpenter,Spencer Strider,0,0,0,3990ed23-feb4-4278-ba42-adf5619bb8db,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
