,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,CH_ba,ST_ba,SI_ba,CU_ba,FS%,wFS/C,vFS,SL_ba,FS_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS
0,2023-04-30,718354,Lineout,field_out,True,681082,664353,Bryson Stott,José Urquidy,1,1,0,ff1bb2f4-fbb1-43c0-80c6-a58911b69165,664353.0,joseurquidy,Urquidy,Right,José Urquidy,5.29,4.7,63.0,103.0,102.0,104.0,0.784,6.43,3.57,9.29,1.57,0.83,0.281,0.335,0.20199999999999999,0.266,0.391,86.1,93.0,107.0,106.0,95.0,106.0,104.0,104.0,100.0,102.0,83.0,109.0,99.0,120.0,100.0,108.0,0.096,0.385,0.188,0.115,0.21600000000000003,-1.58,-1.38,-1.1,0.77,1.98,93.1,93.8,80.6,79.6,0.287,0.172,0.262,0.405,0.174,,,,,,,,,,,,,,,
1,2023-04-30,718354,Flyout,field_out,True,607208,664353,Trea Turner,José Urquidy,0,0,0,e52ac7b8-9f1c-4bdb-bc31-732ee90ece68,664353.0,joseurquidy,Urquidy,Right,José Urquidy,5.29,4.7,63.0,103.0,102.0,104.0,0.784,6.43,3.57,9.29,1.57,0.83,0.281,0.335,0.20199999999999999,0.266,0.391,86.1,93.0,107.0,106.0,95.0,106.0,104.0,104.0,100.0,102.0,83.0,109.0,99.0,120.0,100.0,108.0,0.096,0.385,0.188,0.115,0.21600000000000003,-1.58,-1.38,-1.1,0.77,1.98,93.1,93.8,80.6,79.6,0.287,0.172,0.262,0.405,0.174,,,,,,,,,,,,,,,
2,2023-04-30,718354,Lineout,field_out,True,656941,664353,Kyle Schwarber,José Urquidy,0,0,0,0cf33162-56fa-4ef6-815f-2640948393e4,664353.0,joseurquidy,Urquidy,Right,José Urquidy,5.29,4.7,63.0,103.0,102.0,104.0,0.784,6.43,3.57,9.29,1.57,0.83,0.281,0.335,0.20199999999999999,0.266,0.391,86.1,93.0,107.0,106.0,95.0,106.0,104.0,104.0,100.0,102.0,83.0,109.0,99.0,120.0,100.0,108.0,0.096,0.385,0.188,0.115,0.21600000000000003,-1.58,-1.38,-1.1,0.77,1.98,93.1,93.8,80.6,79.6,0.287,0.172,0.262,0.405,0.174,,,,,,,,,,,,,,,
3,2023-04-30,718354,Single,single,False,665161,663559,Jeremy Peña,Bailey Falter,1,0,0,bd3db9eb-6dc5-4d4c-a6a9-f4f0953c0bba,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.07200000000000001,0.444,0.18899999999999997,0.225,0.046,-0.08,-1.63,-1.91,-0.85,-0.8,90.7,90.7,84.5,76.5,0.305,0.273,,0.333,0.267,0.024,3.65,85.0,0.288,0.0,,,,,,,,,,
4,2023-04-30,718354,Walk,walk,False,608324,663559,Alex Bregman,Bailey Falter,1,0,1,3ffb765f-a0b0-47af-87cf-241a14ad0456,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.07200000000000001,0.444,0.18899999999999997,0.225,0.046,-0.08,-1.63,-1.91,-0.85,-0.8,90.7,90.7,84.5,76.5,0.305,0.273,,0.333,0.267,0.024,3.65,85.0,0.288,0.0,,,,,,,,,,
5,2023-04-30,718354,Walk,walk,False,670541,663559,Yordan Alvarez,Bailey Falter,0,0,1,55460be1-7abf-4e6b-a499-5b8925dbc707,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.07200000000000001,0.444,0.18899999999999997,0.225,0.046,-0.08,-1.63,-1.91,-0.85,-0.8,90.7,90.7,84.5,76.5,0.305,0.273,,0.333,0.267,0.024,3.65,85.0,0.288,0.0,,,,,,,,,,
6,2023-04-30,718354,Grounded Into DP,grounded_into_double_play,True,547989,663559,José Abreu,Bailey Falter,1,0,1,61301a55-b0ee-4eea-a5f4-76c49a180c35,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.07200000000000001,0.444,0.18899999999999997,0.225,0.046,-0.08,-1.63,-1.91,-0.85,-0.8,90.7,90.7,84.5,76.5,0.305,0.273,,0.333,0.267,0.024,3.65,85.0,0.288,0.0,,,,,,,,,,
7,2023-04-30,718354,Flyout,field_out,True,663656,663559,Kyle Tucker,Bailey Falter,1,1,0,f4747240-47b8-4274-8d97-39683453d599,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.07200000000000001,0.444,0.18899999999999997,0.225,0.046,-0.08,-1.63,-1.91,-0.85,-0.8,90.7,90.7,84.5,76.5,0.305,0.273,,0.333,0.267,0.024,3.65,85.0,0.288,0.0,,,,,,,,,,
8,2023-04-30,718354,Flyout,field_out,True,592206,664353,Nick Castellanos,José Urquidy,1,1,0,b4561156-51a0-4815-b6f7-f229b45c94a1,664353.0,joseurquidy,Urquidy,Right,José Urquidy,5.29,4.7,63.0,103.0,102.0,104.0,0.784,6.43,3.57,9.29,1.57,0.83,0.281,0.335,0.20199999999999999,0.266,0.391,86.1,93.0,107.0,106.0,95.0,106.0,104.0,104.0,100.0,102.0,83.0,109.0,99.0,120.0,100.0,108.0,0.096,0.385,0.188,0.115,0.21600000000000003,-1.58,-1.38,-1.1,0.77,1.98,93.1,93.8,80.6,79.6,0.287,0.172,0.262,0.405,0.174,,,,,,,,,,,,,,,
9,2023-04-30,718354,Lineout,field_out,True,669016,664353,Brandon Marsh,José Urquidy,0,0,0,30c6ac29-a7db-4655-af15-349d89f80ff9,664353.0,joseurquidy,Urquidy,Right,José Urquidy,5.29,4.7,63.0,103.0,102.0,104.0,0.784,6.43,3.57,9.29,1.57,0.83,0.281,0.335,0.20199999999999999,0.266,0.391,86.1,93.0,107.0,106.0,95.0,106.0,104.0,104.0,100.0,102.0,83.0,109.0,99.0,120.0,100.0,108.0,0.096,0.385,0.188,0.115,0.21600000000000003,-1.58,-1.38,-1.1,0.77,1.98,93.1,93.8,80.6,79.6,0.287,0.172,0.262,0.405,0.174,,,,,,,,,,,,,,,
