date,time,series,result,opponent,team,location,weather,temp,opposingPitcherId,oppRuns,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,hits,atBats,stolenBases,rbi,leftOnBase,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,oppStarterIP,oppStarterH,oppStarterR,oppStarterER,oppStarterBB,oppStarterK,oppStarterHR,oppStarterP,oppStarterS,oppStarterERA,teamPitcherId,teamPitcherName,teamStarterIP,teamStarterER,teamStarterK,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,KC%,wFA/C,wFC/C,wKC/C,vFA,vFC,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,vKN (sc),Stf+ FS,Loc+ FS,Pit+ FS,FS%,KN%,wFS/C,wKN/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,KC_ba,KC_slg,KC_whiff
2024/05/01,7:11 PM.,10,W,HOU,CLE,away,Roof Closed.,73,434378,2,3,1,1,1,6,5,9,35,0,3,20,434378,justinverlander,Verlander,Right,Justin Verlander,HOU,5.48,3.78,90.1,101.0,117.0,103.0,0.81,7.37,2.69,9.76,1.49,0.54,0.28,0.37,0.19,0.266,0.435,115.0,101.0,104.0,,,,127.0,108.0,112.0,,0.193,0.101,,0.66,-0.58,84.0,,86.7,,,,0.195,0.322,0.215,0.235,0.353,0.253,7.0,6,2,2,3,2,1,97,58,2.08,663474,Triston McKenzie,7.0,2,6,116.0,98.0,102.0,,,,,,,0.487,,,-0.59,,,93.5,,,0.299,0.497,0.202,,,,0.34,0.56,0.22,,,,110.0,101.0,97.0,0.219,-1.46,77.6,,,,,,,,,,,,,,,,,,
2024/05/02,7:10 PM.,10,L,HOU,CLE,away,Roof Closed.,73,681293,8,2,3,0,0,7,4,7,32,1,2,13,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,,,,117.0,93.0,101.0,,0.108,0.086,,0.99,-2.52,85.5,,80.8,,,,,,,0.395,0.512,0.378,5.2,4,2,2,3,6,0,94,62,8.27,671106,Logan Allen,5.2,2,5,91.0,100.0,99.0,,,,66.0,98.0,96.0,0.41,0.196,,-1.33,0.57,,94.1,88.2,,0.303,0.528,0.198,0.248,0.444,0.228,0.171,0.282,0.424,0.113,0.226,0.386,118.0,98.0,104.0,0.2,0.8,78.4,,,,,,,,,,,,,,,,,,
2024/05/03,7:11 PM.,11,L,LAA,CLE,home,Overcast.,67,667755,6,0,0,0,0,8,2,6,33,0,0,16,667755,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.14,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.294,0.404,,,,95.0,95.0,96.0,117.0,92.0,99.0,0.464,0.055,,2.22,0.02,,,97.7,91.5,0.214,0.26,0.167,0.143,0.214,0.463,,,,6.0,5,0,0,1,3,0,88,60,3.77,676440,Tanner Bibee,5.0,6,4,96.0,92.0,86.0,98.0,96.0,108.0,,,,0.146,,0.254,-2.05,,-0.42,98.8,,86.4,0.356,0.622,0.103,,,,0.226,0.376,0.402,,,,,,,,,,,120.0,100.0,112.0,0.081,,0.8,,92.7,0.15,0.3,0.329,,,,,,
2024/05/04,6:10 PM.,11,W,LAA,CLE,home,Overcast.,73,672282,1,7,0,0,3,8,5,6,30,0,7,15,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.7,4.14,87.1,99.0,95.0,99.0,0.735,11.23,3.92,10.1,1.85,0.88,0.252,0.479,0.132,0.364,0.439,92.0,96.0,97.0,,,,117.0,106.0,114.0,,0.244,0.142,,-0.44,-1.18,84.7,,86.2,,,,0.22,0.39,0.368,0.351,0.544,0.319,5.2,5,7,7,4,7,3,95,57,4.24,594902,Ben Lively,6.0,1,5,86.0,96.0,92.0,,,,,,,0.468,,,-0.56,,,93.8,,,0.278,0.508,0.253,,,,0.37,0.804,0.216,,,,89.0,100.0,103.0,0.146,-3.5,75.0,,,,,,,,,,,,,,,,,,
2024/05/05,1:41 PM.,11,W,LAA,CLE,home,Cloudy.,66,656288,1,4,0,0,2,8,2,5,29,2,4,7,656288,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.74,171.2,98.0,88.0,97.0,0.772,6.82,3.46,9.12,1.63,1.04,0.225,0.434,0.128,0.367,0.401,96.0,102.0,102.0,76.0,89.0,78.0,107.0,100.0,110.0,0.01,0.24,0.267,-6.83,-0.91,0.48,88.6,93.0,87.7,0.429,0.857,0.0,0.284,0.444,0.331,0.259,0.387,0.288,6.0,4,2,2,1,5,1,87,57,6.69,471911,Carlos Carrasco,6.0,1,3,73.0,94.0,86.0,,,,,,,0.376,,,-0.85,,,93.4,,,0.251,0.529,0.147,,,,0.271,0.438,0.241,,,,75.0,96.0,96.0,0.107,-0.86,80.6,,,,,,,,,,,,,,,,,,
2024/05/06,6:10 PM.,12,W,DET,CLE,home,Cloudy.,65,656427,1,2,3,0,1,10,1,7,29,1,2,7,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,75.0,85.0,72.0,95.0,102.0,102.0,0.023,0.29,0.027,-5.05,0.02,-0.55,85.7,90.6,84.7,0.6,1.2,0.4,0.222,0.455,0.363,0.111,0.333,0.111,6.0,6,2,2,1,6,1,101,66,3.86,663474,Triston McKenzie,5.0,1,6,92.0,104.0,101.0,101.0,103.0,107.0,,,,0.441,,0.218,0.5,,2.19,93.3,,77.4,0.245,0.401,0.238,,,,0.164,0.219,0.436,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/07,6:10 PM.,12,L,DET,CLE,home,Drizzle.,72,628317,11,7,3,0,1,5,4,8,33,1,7,13,628317,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.09,4.43,112.1,101.0,93.0,100.0,0.776,7.69,2.48,9.93,1.76,0.83,0.19,0.466,0.185,0.27,0.388,,,,59.0,104.0,93.0,101.0,95.0,98.0,0.072,0.359,,-0.02,-0.34,,,90.4,81.4,0.294,0.324,0.133,0.31,0.569,0.268,,,,2.0,5,7,7,3,1,1,59,33,6.75,671106,Logan Allen,2.1,7,2,67.0,99.0,91.0,,,,65.0,94.0,79.0,0.225,0.016,,-2.6,1.08,,90.8,84.8,,0.359,0.667,0.13,0.333,0.333,0.391,0.5,0.75,0.0,0.241,0.379,0.207,80.0,75.0,78.0,0.016,-4.36,76.4,,110.0,105.0,110.0,0.312,,-0.22,,83.9,0.217,0.42,0.303,,,,,,
2024/05/08,1:11 PM.,12,W,DET,CLE,home,Sunny.,72,681857,4,5,0,0,1,7,2,5,33,1,5,10,681857,reeseolson,Olson,Right,Reese Olson,DET,3.53,3.64,112.1,97.0,91.0,97.0,0.729,8.09,2.64,8.01,0.56,1.62,0.214,0.462,0.128,0.306,0.365,102.0,97.0,105.0,75.0,103.0,95.0,111.0,97.0,103.0,0.205,0.278,0.223,1.85,2.08,-0.05,86.5,94.2,84.8,0.284,0.385,0.076,0.143,0.194,0.455,0.222,0.344,0.429,6.0,1,2,1,2,4,0,89,58,2.52,676440,Tanner Bibee,4.0,4,5,70.0,94.0,86.0,,,,,,,0.234,,,-0.39,,,94.2,,,0.277,0.386,0.101,,,,0.304,0.652,0.295,,,,92.0,91.0,90.0,0.06,-3.32,79.0,,,,,,,,,,,,,,,,,,
2024/05/09,7:24 PM.,13,L,CWS,CLE,away,Drizzle.,53,607200,3,2,0,0,2,7,0,9,35,0,2,18,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,86.0,108.0,106.0,76.0,105.0,93.0,126.0,101.0,106.0,0.308,0.202,0.164,0.59,1.28,-0.54,87.7,93.0,83.5,0.25,0.358,0.202,,,,0.228,0.351,0.165,6.0,6,0,0,0,3,0,88,58,3.00,594902,Ben Lively,5.2,3,2,17.0,112.0,76.0,,,,78.0,104.0,97.0,0.003,0.323,,-6.18,0.43,,92.9,89.9,,0.5,0.5,0.0,0.262,0.47,0.232,,,,0.165,0.309,0.251,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/10,6:40 PM.,13,L,CWS,CLE,away,Partly Cloudy.,67,676979,6,3,1,1,2,12,1,8,34,0,3,11,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,123.0,98.0,97.0,138.0,102.0,107.0,0.021,0.098,0.059,4.04,-2.29,-0.36,91.0,97.9,84.3,0.154,0.154,0.321,,,,0.184,0.289,0.339,6.0,5,0,0,0,11,0,97,72,4.63,471911,Carlos Carrasco,7.0,3,5,104.0,103.0,103.0,,,,94.0,105.0,103.0,0.537,0.284,,1.66,-0.14,,97.2,91.6,,0.198,0.295,0.314,0.268,0.458,0.334,,,,0.228,0.561,0.422,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/11,6:10 PM.,13,L,CWS,CLE,away,Clear.,58,605182,3,1,1,0,1,9,1,4,31,0,1,5,605182,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,6.75,7.18,16.0,99.0,87.0,99.0,0.754,8.44,5.06,12.38,2.25,0.72,0.204,0.519,0.111,0.444,0.432,75.0,99.0,98.0,102.0,120.0,120.0,111.0,87.0,99.0,0.056,0.191,0.211,-8.62,-6.55,0.0,86.0,93.3,78.6,0.5,2.0,0.1,0.636,0.818,0.227,0.238,0.381,0.25,4.2,4,1,1,0,5,1,73,52,5.40,663474,Triston McKenzie,6.2,1,5,91.0,101.0,100.0,,,,48.0,101.0,95.0,0.399,0.116,,1.8,-8.49,,93.3,84.0,,0.2,0.35,0.271,0.333,0.75,0.4,,,,,,,69.0,98.0,88.0,0.026,1.2,76.2,,,,,,,,,,,,,,,,,,
2024/05/12,1:10 PM.,13,W,CWS,CLE,away,Sunny.,78,647336,0,7,2,1,2,7,4,5,32,0,5,6,647336,michaelsoroka,Soroka,Right,Michael Soroka,CHW,4.74,4.59,79.2,95.0,96.0,94.0,0.775,9.49,4.97,7.46,1.47,0.94,0.269,0.472,0.176,0.292,0.4,113.0,85.0,92.0,77.0,92.0,88.0,103.0,98.0,96.0,0.212,0.366,0.097,-1.33,0.39,-3.52,82.1,92.3,81.9,0.289,0.518,0.087,0.168,0.317,0.417,0.321,0.643,0.13,5.1,4,5,4,1,4,2,71,50,6.39,671106,Logan Allen,6.0,0,3,96.0,98.0,95.0,,,,,,,0.325,,,0.28,,,93.5,,,0.195,0.354,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/13,7:07 PM.,14,W,TEX,CLE,away,Roof Closed.,74,547179,0,7,2,0,0,5,8,9,32,3,6,16,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,81.0,102.0,94.0,126.0,98.0,108.0,0.212,0.149,0.188,-0.25,-1.51,1.94,84.6,93.6,83.9,0.291,0.441,0.062,0.368,0.632,0.253,0.122,0.173,0.373,7.0,2,0,0,4,4,0,96,56,3.75,676440,Tanner Bibee,5.1,0,4,84.0,95.0,89.0,,,,94.0,92.0,91.0,0.272,0.1,,1.0,0.04,,93.8,90.1,,0.155,0.309,0.184,0.235,0.51,0.236,0.217,0.348,0.352,0.19,0.429,0.291,102.0,93.0,96.0,0.079,0.02,81.7,,,,,,,,,,,,,,,,,,
2024/05/14,7:08 PM.,14,W,TEX,CLE,away,Clear.,84,683004,4,7,2,0,1,3,6,7,31,3,7,18,683004,jackleiter,Leiter,Right,Jack Leiter,TEX,8.83,6.25,35.2,97.0,121.0,103.0,0.745,7.82,4.29,11.1,1.77,0.88,0.248,0.38,0.149,0.322,0.402,106.0,77.0,85.0,,,,118.0,104.0,109.0,,0.291,0.058,,-0.99,1.36,89.5,,86.8,,,,0.286,0.429,0.218,0.125,0.125,0.357,1.2,3,6,6,3,1,1,64,38,16.39,594902,Ben Lively,5.0,3,5,133.0,98.0,105.0,,,,58.0,65.0,57.0,0.519,0.018,,-2.71,-13.12,,96.4,91.1,,0.35,0.625,0.289,,,,0.118,0.294,0.387,,,,90.0,95.0,100.0,0.114,0.97,81.4,,,,,,,,,,,,,,,,,,
2024/05/15,7:08 PM.,14,L,TEX,CLE,away,Roof Closed.,74,592351,4,0,0,0,0,9,2,6,32,0,0,13,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,,,,97.0,105.0,105.0,,0.439,0.071,,0.77,-1.39,88.7,,88.6,,,,0.213,0.344,0.334,0.257,0.543,0.19,6.1,4,0,0,2,3,0,94,58,2.08,471911,Carlos Carrasco,5.0,2,3,73.0,103.0,91.0,,,,,,,0.444,,,-0.71,,,94.9,,,0.311,0.443,0.15,,,,0.333,0.333,0.267,,,,97.0,97.0,102.0,0.046,-0.7,78.9,,,,,,,,,,,,,,,,,,
2024/05/17,7:11 PM.,15,W,MIN,CLE,home,Cloudy.,66,680573,2,3,0,0,2,5,0,7,30,1,3,9,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,,,,92.0,108.0,106.0,,0.312,0.193,,0.76,-3.33,82.8,,86.4,,,,0.214,0.313,0.239,0.311,0.622,0.205,5.1,4,1,1,0,2,0,79,57,2.97,663474,Triston McKenzie,6.2,1,5,71.0,100.0,88.0,,,,,,,0.403,,,0.82,,,93.1,,,0.258,0.356,0.219,,,,0.186,0.326,0.221,,,,106.0,103.0,102.0,0.093,1.68,76.1,,,,,,,,,,,,,,,,,,
2024/05/18,6:10 PM.,15,W,MIN,CLE,home,Clear.,66,641927,4,11,3,0,1,5,4,16,36,2,11,16,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,,,,74.0,100.0,101.0,,0.118,0.294,,2.03,1.98,83.4,,80.3,,,,0.095,0.162,0.307,0.154,0.285,0.395,4.0,8,5,5,1,4,1,91,63,4.40,671106,Logan Allen,6.0,0,7,81.0,104.0,96.0,,,,84.0,104.0,100.0,0.381,0.195,,-0.01,-0.86,,91.7,86.2,,0.258,0.506,0.222,0.279,0.504,0.229,0.0,0.0,0.375,,,,94.0,99.0,103.0,0.011,4.57,76.0,,,,,,,,,,,,,,,,,,
2024/05/19,1:42 PM.,15,W,MIN,CLE,home,Sunny.,77,663978,2,5,1,0,2,6,2,4,30,0,5,3,663978,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.84,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,,,,71.0,97.0,96.0,,0.177,0.259,,-0.21,-1.51,82.9,,85.9,,,,0.264,0.434,0.254,0.283,0.519,0.248,8.0,3,2,2,0,6,1,100,72,4.47,676440,Tanner Bibee,7.0,1,8,79.0,111.0,103.0,,,,,,,0.429,,,0.63,,,93.3,,,0.277,0.4,0.243,,,,0.326,0.435,0.19,,,,106.0,102.0,103.0,0.136,-1.69,78.2,,,,,,,,,,,,,,,,,,
2024/05/20,6:10 PM.,16,W,NYM,CLE,home,Partly Cloudy.,83,656731,1,3,1,0,0,8,2,4,28,1,3,5,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.04,4.2,78.0,97.0,108.0,100.0,0.734,10.5,3.69,8.08,0.92,1.04,0.263,0.368,0.191,0.33,0.421,130.0,94.0,112.0,108.0,104.0,110.0,103.0,103.0,106.0,0.098,0.132,0.015,3.24,-0.85,-4.39,87.2,94.6,85.1,0.206,0.206,0.184,0.233,0.302,0.291,0.5,0.5,0.111,5.0,4,3,2,2,7,0,86,53,3.00,594902,Ben Lively,5.2,1,7,112.0,99.0,101.0,,,,101.0,96.0,93.0,0.467,0.136,,0.29,-1.19,,95.7,90.1,,0.228,0.35,0.292,0.326,0.565,0.27,0.188,0.313,0.333,0.25,1.0,0.167,91.0,77.0,82.0,0.078,-0.37,78.0,,105.0,93.0,107.0,0.073,,-1.25,,84.7,0.143,0.393,0.429,,,,,,
2024/05/21,6:11 PM.,16,W,NYM,CLE,home,Partly Cloudy.,83,605288,6,7,4,0,2,8,3,7,30,0,7,6,605288,adrianhouser,Houser,Right,Adrian Houser,NYM,5.84,5.24,69.1,100.0,91.0,97.0,0.834,5.84,4.15,9.61,1.04,1.43,0.254,0.417,0.136,0.307,0.433,98.0,95.0,95.0,96.0,99.0,96.0,91.0,103.0,101.0,0.445,0.173,0.127,0.25,-1.67,-2.31,84.1,92.5,83.2,0.252,0.382,0.122,0.286,0.571,0.213,0.308,0.462,0.333,5.0,6,6,6,1,4,1,72,49,7.88,675540,Xzavion Curry,4.1,2,2,72.0,104.0,94.0,,,,,,,0.168,,,0.63,,,93.6,,,0.179,0.333,0.193,,,,0.476,0.762,0.15,,,,83.0,99.0,93.0,0.087,-4.53,79.6,,,,,,,,,,,,,,,,,,
2024/05/22,1:10 PM.,16,W,NYM,CLE,home,Overcast.,76,500779,3,6,3,0,1,8,3,8,30,0,6,13,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,76.0,97.0,91.0,,,,0.304,,0.193,0.82,,0.5,85.7,90.8,,0.249,0.431,0.131,,,,0.203,0.26,0.367,6.0,4,3,3,0,4,1,70,46,5.13,663474,Triston McKenzie,5.0,3,5,70.0,92.0,85.0,,,,,,,0.225,,,-0.32,,,90.7,,,0.227,0.427,0.169,,,,0.265,0.444,0.264,,,,110.0,100.0,99.0,0.278,-0.04,77.7,,,,,,,,,,,,,0.195,0.366,0.284,,,
2024/05/24,6:38 PM.,17,W,LAA,CLE,away,Partly Cloudy.,66,663776,4,10,2,0,4,8,7,10,36,1,9,18,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.25,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.132,0.312,0.421,95.0,101.0,104.0,63.0,96.0,88.0,150.0,98.0,105.0,0.174,0.293,0.283,-1.81,0.27,0.73,82.9,93.7,86.8,0.413,0.565,0.142,0.265,0.434,0.243,0.208,0.292,0.39,3.2,6,8,8,4,4,3,83,49,5.60,671106,Logan Allen,5.2,3,7,56.0,95.0,83.0,,,,,,,0.16,,,-2.18,,,93.7,,,0.381,0.524,0.16,,,,0.118,0.118,0.279,0.235,0.471,0.281,96.0,94.0,100.0,0.09,2.03,76.3,,,,,,,,,,,,,,,,,,
2024/05/25,6:39 PM.,17,W,LAA,CLE,away,Partly Cloudy.,66,667755,3,4,1,0,1,10,1,6,32,0,3,7,667755,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.14,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.294,0.404,,,,95.0,95.0,96.0,117.0,92.0,99.0,0.464,0.055,,2.22,0.02,,,97.7,91.5,0.214,0.26,0.167,0.143,0.214,0.463,,,,6.0,4,4,4,1,8,1,91,62,3.61,676440,Tanner Bibee,6.0,3,6,96.0,92.0,86.0,98.0,96.0,108.0,,,,0.146,,0.254,-2.05,,-0.42,98.8,,86.4,0.356,0.622,0.103,,,,0.226,0.376,0.402,,,,,,,,,,,120.0,100.0,112.0,0.081,,0.8,,92.7,0.15,0.3,0.329,,,,,,
2024/05/26,1:08 PM.,17,W,LAA,CLE,away,Partly Cloudy.,71,672282,4,5,1,0,0,12,7,6,33,3,5,21,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.7,4.14,87.1,99.0,95.0,99.0,0.735,11.23,3.92,10.1,1.85,0.88,0.252,0.479,0.132,0.364,0.439,92.0,96.0,97.0,,,,117.0,106.0,114.0,,0.244,0.142,,-0.44,-1.18,84.7,,86.2,,,,0.22,0.39,0.368,0.351,0.544,0.319,5.0,4,3,3,4,8,0,96,62,5.76,594902,Ben Lively,7.0,2,5,86.0,96.0,92.0,,,,,,,0.468,,,-0.56,,,93.8,,,0.278,0.508,0.253,,,,0.37,0.804,0.216,,,,89.0,100.0,103.0,0.146,-3.5,75.0,,,,,,,,,,,,,,,,,,
2024/05/27,2:11 PM.,18,L,COL,CLE,away,Sunny.,74,683627,8,6,4,0,0,4,3,10,35,0,5,19,683627,anthonymolina,Molina,Right,Anthony Molina,COL,6.79,5.97,59.2,101.0,87.0,98.0,0.842,6.18,3.32,10.86,0.75,1.43,0.281,0.322,0.126,0.392,0.435,91.0,94.0,96.0,,,,92.0,107.0,107.0,,0.226,0.228,,-0.12,-0.15,85.3,,88.7,,,,0.298,0.404,0.148,0.229,0.375,0.262,1.2,2,3,3,3,0,0,45,24,8.35,675540,Xzavion Curry,3.1,6,3,77.0,101.0,95.0,,,,,,,0.478,,0.001,-1.31,,3.94,94.8,,76.8,0.374,0.561,0.156,,,,0.167,0.167,0.324,,,,114.0,113.0,110.0,0.067,1.59,82.8,,,,,,,,,,,,,,,,,,
2024/05/28,6:41 PM.,18,W,COL,CLE,away,Cloudy.,74,663372,7,13,3,0,4,4,5,13,37,3,13,10,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.49,4.31,162.1,100.0,97.0,99.0,0.781,7.65,2.88,9.15,1.11,1.28,0.226,0.394,0.158,0.327,0.452,117.0,95.0,102.0,93.0,93.0,89.0,109.0,99.0,104.0,0.128,0.254,0.147,-0.45,-0.87,-1.02,85.2,94.2,87.4,0.299,0.403,0.159,0.355,0.523,0.226,0.299,0.485,0.394,4.1,8,7,5,2,1,2,78,52,5.46,663474,Triston McKenzie,5.0,4,9,81.0,102.0,96.0,,,,,,,0.37,,,0.63,,,94.6,,,0.24,0.376,0.177,,,,0.164,0.26,0.248,0.156,0.375,0.35,108.0,107.0,113.0,0.101,1.28,79.2,,,,,,,,,,,,,,,,,,
2024/05/29,6:40 PM.,18,L,COL,CLE,away,Clear.,78,621389,7,4,2,0,0,9,3,8,35,0,4,13,621389,tyblach,Blach,Left,Ty Blach,COL,6.94,7.32,71.1,101.0,71.0,88.0,0.875,4.54,2.27,13.0,2.14,1.17,0.248,0.374,0.104,0.356,0.463,71.0,99.0,87.0,58.0,109.0,91.0,,,,0.162,0.001,0.245,-5.1,-3.5,-2.05,80.0,89.3,85.0,0.426,0.936,0.124,,,,0.342,0.507,0.208,7.0,6,2,2,2,5,0,94,65,4.15,671106,Logan Allen,1.2,7,1,92.0,82.0,73.0,,,,77.0,107.0,88.0,0.345,0.137,,-1.64,-0.5,,89.1,82.9,,0.371,0.571,0.072,0.275,0.51,0.209,0.2,0.36,0.176,,,,38.0,90.0,88.0,0.109,-1.07,79.2,,,,,,,,,,,,,,,,,,
2024/05/31,7:11 PM.,19,W,WSH,CLE,home,Clear.,69,571578,1,7,1,0,1,5,6,9,31,1,7,12,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,87.0,96.0,96.0,71.0,103.0,92.0,88.0,97.0,97.0,0.338,0.343,0.034,-1.9,0.41,-5.53,81.0,91.5,80.0,0.339,0.567,0.091,0.216,0.335,0.354,0.409,0.773,0.279,6.0,6,2,2,3,5,0,90,57,5.83,676440,Tanner Bibee,6.1,1,7,55.0,97.0,84.0,,,,76.0,107.0,98.0,0.076,0.192,0.001,-1.46,-0.37,4.71,91.3,85.7,63.2,0.311,0.578,0.133,0.301,0.434,0.223,0.5,1.25,0.526,,,,73.0,100.0,97.0,0.016,-2.3,70.0,,,,,,,,,,,,,,,,,,
2024/06/01,4:10 PM.,19,W,WSH,CLE,home,Partly Cloudy.,80,680730,2,3,1,0,0,7,5,5,29,1,2,18,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,,,,106.0,107.0,110.0,,0.098,,,-0.73,,,,84.5,,,,0.238,0.429,0.364,,,,5.2,4,3,3,4,5,0,98,64,3.60,594902,Ben Lively,5.2,2,4,78.0,101.0,96.0,,,,,,,0.486,,,0.07,,,92.5,,,0.276,0.425,0.12,,,,0.252,0.36,0.263,,,,97.0,96.0,96.0,0.225,0.47,80.5,,89.0,94.0,94.0,0.191,,-0.6,,85.6,0.233,0.4,0.372,,,,,,
2024/06/02,1:41 PM.,19,L,WSH,CLE,home,Overcast.,68,663623,5,2,2,0,0,7,1,6,32,0,2,8,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.181,0.334,0.462,99.0,91.0,93.0,97.0,102.0,102.0,110.0,115.0,117.0,0.205,0.003,0.035,-0.64,-14.34,1.34,88.4,93.3,85.9,0.325,0.497,0.149,,,,0.125,0.125,0.349,6.0,5,2,2,1,6,0,98,68,3.39,471911,Carlos Carrasco,4.0,5,5,82.0,104.0,97.0,,,,78.0,102.0,93.0,0.379,0.065,,0.44,0.06,,93.9,89.9,,0.204,0.381,0.235,0.283,0.522,0.204,0.226,0.42,0.251,,,,110.0,104.0,106.0,0.313,0.24,81.1,,,,,,,,,,,,,,,,,,
