date,time,series,result,opponent,team,location,weather,temp,opposingPitcherId,oppRuns,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,hits,atBats,stolenBases,rbi,leftOnBase,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,oppStarterIP,oppStarterH,oppStarterR,oppStarterER,oppStarterBB,oppStarterK,oppStarterHR,oppStarterP,oppStarterS,oppStarterERA,teamPitcherId,teamPitcherName,teamStarterIP,teamStarterER,teamStarterK,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,KC%,wFO/C,wKC/C,vFO,vKC,vKN (sc),KN%,wKN/C
2024/06/04,6:40 PM.,20,W,MIA,TB,away,Roof Closed.,72,666200,5,9,3,0,1,9,4,12,38,0,9,14,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.59,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.12,0.281,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,,,,0.083,0.394,,0.002,0.229,-0.64,,-0.77,-3.5,1.58,95.2,,86.3,94.6,81.6,0.381,0.571,0.125,,,,0.207,0.328,0.407,0.28,0.484,0.111,,,,4.1,9,9,9,2,2,1,83,54,5.30,686752,Ryan Pepiot,6.0,3,8,97.0,98.0,108.0,,,,,0.292,,0.14,,83.5,,,,,,,,,,0.2,0.347,0.48,,,,,,,,,,,,
2024/06/05,6:41 PM.,20,W,MIA,TB,away,Roof Closed.,72,666129,3,5,5,0,0,9,3,8,33,1,5,11,666129,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,5.35,4.43,37.0,100.0,88.0,96.0,0.802,8.27,0.97,9.73,1.22,1.71,0.186,0.508,0.178,0.373,0.42,59.0,101.0,97.0,74.0,106.0,101.0,57.0,103.0,94.0,85.0,101.0,93.0,98.0,105.0,95.0,0.333,0.141,0.092,0.044,0.124,0.36,1.99,0.95,-1.66,-6.31,90.7,86.4,83.1,90.0,77.4,0.226,0.34,0.136,,,,0.4,0.75,0.304,0.263,0.316,0.219,0.313,0.438,0.161,2.2,6,5,5,1,3,0,53,31,5.81,621107,Zach Eflin,4.0,2,3,121.0,95.0,100.0,,,,,0.265,,-0.3,,82.8,0.4,1.0,0.154,,,,,,,0.211,0.316,0.286,,,,,,,,,,,,
2024/06/07,6:52 PM.,21,L,BAL,TB,home,Dome.,72,608344,6,3,3,0,1,8,1,9,35,0,2,10,608344,coleirvin,"Irvin, C",Left,Cole Irvin,- - -,5.11,5.78,111.0,101.0,79.0,94.0,0.849,6.32,2.35,10.7,1.46,0.96,0.251,0.414,0.121,0.34,0.478,65.0,108.0,100.0,102.0,98.0,102.0,62.0,99.0,85.0,75.0,101.0,89.0,86.0,102.0,91.0,0.2,0.264,0.109,0.252,0.134,-1.16,-0.64,-0.49,-0.38,-1.52,91.9,85.9,84.9,91.5,77.3,0.307,0.485,0.088,,,,0.282,0.474,0.243,0.296,0.592,0.163,0.327,0.551,0.181,5.2,8,3,2,0,6,1,85,56,2.87,650644,Aaron Civale,5.0,4,8,85.0,121.0,119.0,,,,,0.041,,-3.18,,78.1,0.283,0.424,0.189,,,,,,,0.25,0.438,0.196,,,,,,,,,,,,
2024/06/08,4:10 PM.,21,L,BAL,TB,home,Dome.,72,680694,5,0,0,0,0,14,0,2,29,0,0,4,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.72,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,,,,124.0,104.0,110.0,99.0,96.0,94.0,83.0,102.0,100.0,,,,0.399,0.131,,0.172,,-1.17,,1.65,-0.48,,94.5,,,95.3,84.1,0.157,0.229,0.196,,,,,,,0.364,0.545,0.273,,,,6.0,1,0,0,0,9,0,88,58,2.62,671737,Taj Bradley,5.0,1,7,157.0,100.0,115.0,,,,,0.298,,1.35,,88.2,0.227,0.5,0.283,,,,,,,0.171,0.244,0.337,,,,,,,,,,,,
2024/06/09,1:40 PM.,21,L,BAL,TB,home,Dome.,72,680570,9,2,1,0,0,11,3,6,33,0,2,11,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,114.0,103.0,107.0,113.0,102.0,106.0,133.0,102.0,111.0,,,,0.012,0.465,,0.155,0.21,-0.38,,5.3,0.29,1.63,96.1,,83.1,96.1,81.3,0.167,0.333,0.294,,,,0.161,0.306,0.348,0.291,0.413,0.269,,,,5.2,2,2,2,1,6,0,107,70,3.27,641793,Zack Littell,6.0,3,3,118.0,101.0,108.0,,,,,0.158,,-0.96,,86.5,0.26,0.38,0.241,,,,,,,0.25,0.563,0.361,,,,,,,,,,,,
2024/06/10,6:50 PM.,21,L,BAL,TB,home,Dome.,72,669203,5,2,0,0,1,10,3,5,32,2,2,15,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,104.0,95.0,89.0,125.0,105.0,108.0,0.078,,0.45,0.215,0.11,,1.37,-0.5,0.44,0.2,,95.3,89.2,97.0,80.3,0.235,0.412,0.157,,,,0.194,0.339,0.377,,,,0.251,0.362,0.19,7.0,5,2,0,1,6,1,92,57,2.08,686752,Ryan Pepiot,6.0,4,9,133.0,105.0,120.0,,,,,0.146,,0.7,,87.2,0.2,0.326,0.378,0.125,0.5,0.457,,,,0.196,0.268,0.463,,,,,,,,,,,,
2024/06/11,6:50 PM.,22,W,CHC,TB,home,Dome.,72,592791,2,5,1,0,1,9,4,8,33,0,4,16,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.27,4.05,165.1,107.0,85.0,102.0,0.823,6.8,1.8,8.38,1.14,0.99,0.223,0.445,0.136,0.328,0.468,78.0,102.0,95.0,104.0,111.0,113.0,66.0,106.0,96.0,74.0,104.0,92.0,92.0,103.0,98.0,0.109,0.296,0.251,0.147,0.043,-0.27,2.12,1.47,-1.04,-2.45,92.3,86.5,86.0,92.5,79.5,0.219,0.297,0.085,,,,0.273,0.576,0.148,0.287,0.497,0.147,0.252,0.31,0.191,6.0,4,0,0,1,5,0,91,62,3.09,621107,Zach Eflin,5.2,2,3,104.0,116.0,120.0,,,,,0.155,,0.65,,80.4,0.232,0.424,0.23,0.183,0.296,0.317,,,,,,,,,,,,,,,,,,
2024/06/12,6:50 PM.,22,L,CHC,TB,home,Dome.,72,665871,4,3,2,0,2,9,3,7,34,2,3,16,665871,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,98.0,101.0,97.0,68.0,102.0,92.0,75.0,101.0,92.0,96.0,97.0,92.0,0.357,0.158,0.216,0.116,0.046,-0.91,-0.73,0.51,-0.4,-1.65,91.5,87.9,83.7,91.4,76.8,0.236,0.373,0.111,,,,0.296,0.296,0.125,0.319,0.472,0.201,0.315,0.583,0.142,4.2,5,2,2,2,4,1,90,55,2.81,650644,Aaron Civale,5.2,1,6,114.0,94.0,100.0,,,,,0.107,,-1.54,,80.1,0.178,0.329,0.3,0.174,0.37,0.341,,,,0.364,0.636,0.368,,,,,,,,,,,,
2024/06/13,6:50 PM.,22,W,CHC,TB,home,Dome.,72,657006,2,3,0,0,0,7,2,7,32,2,3,17,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,92.0,120.0,108.0,89.0,102.0,100.0,64.0,104.0,95.0,,,,0.053,0.595,,0.022,0.033,0.38,,0.43,2.76,0.32,91.6,,86.2,91.6,79.9,0.292,0.458,0.182,,,,0.222,0.222,0.172,0.253,0.396,0.223,,,,6.0,3,0,0,1,5,0,93,65,3.22,671737,Taj Bradley,7.0,0,11,130.0,105.0,109.0,,,,,0.297,,1.81,,83.3,0.0,0.0,0.2,,,,,,,0.16,0.243,0.282,,,,,,,,,,,,
2024/06/14,7:21 PM.,23,L,ATL,TB,away,Clear.,92,519242,7,3,4,0,0,9,3,8,33,0,3,20,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,,,,96.0,105.0,101.0,113.0,100.0,96.0,,,,0.072,0.378,,,0.147,-0.12,,-1.99,,2.97,94.8,,87.1,94.2,,0.327,0.551,0.133,,,,0.159,0.195,0.236,0.281,0.443,0.241,,,,7.0,5,2,2,2,7,0,105,63,2.98,641793,Zack Littell,2.0,6,2,105.0,100.0,104.0,,,,,0.403,,2.16,,78.6,,,,,,,,,,0.171,0.236,0.427,,,,,,,,,,,,
2024/06/15,4:11 PM.,23,L,ATL,TB,away,Sunny.,94,450203,9,2,1,0,1,12,6,6,29,0,2,17,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,86.0,97.0,93.0,122.0,98.0,108.0,72.0,99.0,90.0,79.0,96.0,88.0,73.0,92.0,86.0,0.099,0.289,0.078,0.424,0.11,-1.4,-0.75,0.39,0.78,-1.38,94.1,88.5,85.0,93.5,81.5,0.333,0.433,0.07,,,,0.292,0.6,0.333,0.281,0.517,0.193,0.286,0.571,0.149,6.0,3,1,1,2,8,0,105,66,3.91,686752,Ryan Pepiot,4.2,5,4,,,,,,,,,,,,,0.2,0.309,0.342,,,,,,,,,,,,,,,,,,,,,
2024/06/16,1:36 PM.,23,W,ATL,TB,away,Partly Cloudy.,93,694462,6,8,1,0,3,10,5,8,30,0,8,7,694462,hurstonwaldrep,Waldrep,Right,Hurston Waldrep,ATL,16.71,5.86,7.0,84.0,85.0,86.0,0.792,3.86,10.29,11.57,3.86,1.1,0.208,0.417,0.208,0.292,0.429,,,,78.0,90.0,90.0,79.0,88.0,81.0,,,,,,,,0.398,,0.038,,-4.96,,,4.68,,95.8,,,,80.4,,,,,,,,,,0.308,0.769,0.059,,,,3.1,5,6,6,4,2,2,71,42,16.71,621107,Zach Eflin,5.2,3,7,105.0,86.0,94.0,80.0,77.0,86.0,0.338,0.226,-3.61,-4.66,85.9,87.0,,,,,,,0.286,0.429,0.4,0.5,1.0,0.0,,,,,,,,,,,,
2024/06/18,6:41 PM.,24,L,MIN,TB,away,Partly Cloudy.,85,641154,7,6,1,0,3,7,1,8,35,0,6,8,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,107.0,107.0,,,,0.073,0.407,,0.1,0.201,1.65,,-2.77,-1.28,-0.14,95.0,,88.5,94.5,82.4,0.426,0.639,0.142,,,,0.281,0.359,0.249,0.208,0.352,0.259,,,,4.0,7,5,5,1,3,2,54,39,5.63,650644,Aaron Civale,3.2,4,5,106.0,103.0,110.0,,,,,0.219,,-0.84,,84.5,0.23,0.446,0.341,0.239,0.436,0.331,,,,,,,,,,,,,,,,,,
2024/06/19,6:42 PM.,24,W,MIN,TB,away,Partly Cloudy.,72,657746,2,3,2,0,1,7,6,8,37,4,2,24,657746,joeryan,Ryan,Right,Joe Ryan,MIN,3.6,2.87,135.0,107.0,99.0,104.0,0.752,9.8,1.53,7.33,1.27,0.79,0.242,0.427,0.198,0.281,0.481,,,,,,,94.0,110.0,105.0,110.0,108.0,105.0,,,,0.06,0.485,,,,1.38,,-0.77,,,94.0,,,92.9,,0.345,0.483,0.094,,,,,,,0.194,0.379,0.275,,,,6.0,6,1,1,1,5,1,94,66,3.13,671737,Taj Bradley,6.0,2,3,108.0,103.0,112.0,101.0,103.0,94.0,0.221,0.234,0.2,-0.09,88.6,83.1,,,,0.207,0.37,0.337,0.202,0.387,0.258,0.343,0.6,0.216,,,,,,,,,,,,
2024/06/20,12:11 PM.,24,W,MIN,TB,away,Overcast.,69,680573,6,7,6,0,2,13,4,11,39,4,7,19,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,,,,,,,,0.403,,0.093,0.193,0.82,,,1.68,-3.33,93.1,,82.8,,76.1,,,,,,,0.311,0.622,0.205,0.258,0.356,0.219,,,,6.0,4,2,2,2,6,0,92,60,3.26,641793,Zack Littell,5.0,2,5,92.0,108.0,106.0,,,,,0.312,,0.76,,86.4,0.186,0.326,0.221,,,,,,,0.214,0.313,0.239,,,,,,,,,,,,
2024/06/21,6:42 PM.,25,W,PIT,TB,away,Clear.,96,669387,3,10,3,0,3,4,1,17,42,0,10,17,669387,carmenmlodzinski,Mlodzinski,Right,Carmen Mlodzinski,PIT,3.38,3.34,50.2,100.0,102.0,103.0,0.774,8.17,3.38,7.28,0.53,1.23,0.275,0.458,0.134,0.282,0.418,114.0,81.0,85.0,,,,95.0,100.0,98.0,,,,93.0,101.0,97.0,,0.398,0.2,,0.003,1.09,1.68,,,-28.1,96.2,92.5,88.6,,,,,,,,,,,,0.174,0.304,0.255,0.235,0.353,0.143,1.2,4,1,1,0,0,0,40,27,4.50,686752,Ryan Pepiot,3.1,2,3,118.0,99.0,114.0,,,,,0.398,,-0.03,,86.7,,,,0.304,0.391,0.339,,,,0.228,0.246,0.321,,,,,,,,,,,,
2024/06/22,4:06 PM.,25,L,PIT,TB,away,Partly Cloudy.,95,683003,4,3,1,0,0,10,5,5,31,1,3,14,683003,jaredjones,Jones,Right,Jared Jones,PIT,4.14,4.05,121.2,102.0,127.0,108.0,0.726,9.76,2.88,7.84,1.33,0.93,0.238,0.39,0.149,0.335,0.458,113.0,99.0,106.0,95.0,96.0,98.0,132.0,102.0,109.0,,,,,,,,0.493,,0.093,0.066,0.15,,,-2.53,-2.91,97.3,,89.9,,81.5,,,,,,,0.317,0.561,0.229,0.224,0.425,0.257,,,,7.0,3,2,2,3,8,0,94,59,3.66,621107,Zach Eflin,7.0,4,6,130.0,103.0,111.0,,,,,0.348,,1.12,,88.8,0.348,0.87,0.327,,,,,,,0.208,0.354,0.373,,,,,,,,,,,,
2024/06/23,1:36 PM.,25,W,PIT,TB,away,Cloudy.,84,694973,1,3,1,0,1,10,2,9,34,1,3,15,694973,paulskenes,Skenes,Right,Paul Skenes,PIT,1.96,2.53,133.0,103.0,102.0,103.0,0.736,11.5,2.17,6.36,0.68,1.66,0.216,0.464,0.193,0.235,0.427,82.0,108.0,107.0,105.0,100.0,104.0,98.0,107.0,103.0,80.0,95.0,86.0,,,,0.284,0.392,,0.108,0.054,0.64,,3.52,-0.18,2.34,98.8,,87.3,94.0,83.0,0.184,0.234,0.293,,,,0.088,0.118,0.548,0.23,0.351,0.242,,,,7.0,6,1,1,1,8,1,98,69,2.14,650644,Aaron Civale,5.0,1,3,131.0,101.0,113.0,,,,,0.162,,0.8,,85.4,0.25,0.375,0.337,0.104,0.188,0.226,,,,0.286,0.571,0.328,,,,,,,,,,,,
2024/06/24,6:50 PM.,26,W,SEA,TB,home,Dome.,0,693433,3,4,1,0,0,11,2,11,35,0,3,20,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,,,,97.0,109.0,107.0,116.0,109.0,109.0,,,,0.23,0.489,,,0.094,1.44,,1.85,,0.0,94.8,,89.6,94.7,,0.234,0.315,0.097,,,,0.186,0.373,0.207,0.218,0.355,0.273,,,,3.0,5,1,1,0,3,0,60,45,1.77,671737,Taj Bradley,5.1,1,8,113.0,101.0,107.0,,,,,0.187,,1.23,,84.2,,,,0.1,0.1,0.417,,,,0.265,0.529,0.241,,,,,,,,,,,,
2024/06/25,6:50 PM.,26,W,SEA,TB,home,Dome.,72,622491,3,11,1,1,3,8,6,11,35,3,11,15,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,,,,120.0,105.0,103.0,100.0,102.0,98.0,,,,0.179,0.454,,,0.143,0.97,,-0.41,,-1.63,95.6,,88.1,95.6,,0.298,0.457,0.105,,,,0.287,0.545,0.265,0.203,0.365,0.273,,,,5.1,5,4,4,4,4,1,103,65,3.79,641793,Zack Littell,5.0,2,6,72.0,106.0,108.0,,,,,0.224,,0.65,,85.7,,,,,,,,,,0.207,0.357,0.358,,,,,,,,,,,,
2024/06/26,12:10 PM.,26,L,SEA,TB,home,Dome.,72,669923,5,2,1,0,0,8,2,5,30,0,2,13,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,,,,102.0,107.0,101.0,106.0,108.0,108.0,97.0,99.0,93.0,0.236,0.339,0.004,,,0.46,0.79,1.5,,,96.0,92.3,,96.0,,0.263,0.354,0.105,,,,,,,0.221,0.458,0.291,,,,6.0,4,1,1,0,7,0,87,60,3.35,686752,Ryan Pepiot,5.1,1,8,110.0,104.0,110.0,109.0,100.0,108.0,0.102,0.237,-2.05,1.28,86.0,87.2,0.333,0.439,0.286,,,,0.253,0.413,0.295,0.226,0.316,0.271,114.0,110.0,113.0,,0.082,,-1.95,,83.4,73.9,0.0,-3.5
2024/06/28,6:50 PM.,27,W,WSH,TB,home,Dome.,72,680730,1,3,1,0,2,8,2,9,32,1,3,10,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,97.0,96.0,96.0,78.0,101.0,96.0,,,,,,,,0.486,,0.225,,0.07,,,0.47,,92.5,,,,80.5,,,,,,,,,,0.276,0.425,0.12,,,,5.0,6,2,2,1,5,1,92,59,3.32,621107,Zach Eflin,6.0,0,6,106.0,107.0,110.0,89.0,94.0,94.0,0.191,0.098,-0.6,-0.73,85.6,84.5,0.252,0.36,0.263,,,,0.233,0.4,0.372,0.238,0.429,0.364,,,,,,,,,,,,
2024/06/29,4:10 PM.,27,L,WSH,TB,home,Dome.,72,663623,8,1,0,0,1,11,4,2,28,0,1,9,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.181,0.334,0.462,99.0,91.0,93.0,110.0,104.0,106.0,82.0,104.0,97.0,97.0,102.0,102.0,78.0,102.0,93.0,0.205,0.379,0.065,0.313,0.035,0.44,0.06,-0.64,0.24,1.34,93.9,89.9,88.4,93.3,81.1,0.325,0.497,0.149,,,,0.125,0.125,0.349,0.204,0.381,0.235,0.283,0.522,0.204,6.0,1,1,1,3,5,1,96,57,3.03,650644,Aaron Civale,5.2,2,2,110.0,115.0,117.0,,,,,0.003,,-14.34,,85.9,0.226,0.42,0.251,,,,,,,,,,,,,,,,,,,,,
2024/06/30,1:40 PM.,27,W,WSH,TB,home,Dome.,72,571578,0,5,2,1,3,7,1,9,31,0,5,7,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,87.0,96.0,96.0,73.0,100.0,97.0,55.0,97.0,84.0,71.0,103.0,92.0,76.0,107.0,98.0,0.338,0.076,0.192,0.016,0.034,-1.46,-0.37,-1.9,-2.3,-5.53,91.3,85.7,81.0,91.5,70.0,0.339,0.567,0.091,,,,0.409,0.773,0.279,0.311,0.578,0.133,0.301,0.434,0.223,6.0,8,4,4,1,5,2,94,61,5.49,671737,Taj Bradley,5.2,0,11,88.0,97.0,97.0,,,,,0.343,,0.41,,80.0,0.5,1.25,0.526,,,,,,,0.216,0.335,0.354,,,,,0.001,,4.71,,63.2,,,
2024/07/02,7:10 PM.,28,W,KC,TB,away,Cloudy.,92,663903,1,5,3,0,1,8,6,9,35,3,4,19,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,,,,63.0,96.0,86.0,70.0,101.0,91.0,,,,0.413,0.113,,,0.019,-2.09,,0.77,,-5.71,91.6,,88.1,92.2,,0.267,0.389,0.127,,,,0.429,0.5,0.111,0.326,0.609,0.197,,,,5.0,3,1,1,3,4,0,88,52,3.05,641793,Zack Littell,5.0,0,4,106.0,99.0,102.0,,,,,0.455,,0.0,,82.9,,,,0.327,0.571,0.35,,,,0.207,0.361,0.354,,,,,,,,,,,,
2024/07/03,7:11 PM.,28,L,KC,TB,away,Rain.,76,608379,4,2,2,0,1,11,5,5,34,1,2,23,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,72.0,89.0,92.0,83.0,103.0,99.0,78.0,103.0,89.0,78.0,100.0,92.0,0.153,0.238,0.114,0.081,0.322,0.39,-0.94,0.29,-1.64,2.26,93.6,88.8,81.2,93.6,75.2,0.252,0.301,0.099,,,,0.169,0.312,0.341,0.279,0.449,0.169,0.319,0.458,0.148,6.0,2,1,1,3,8,1,97,59,3.74,686752,Ryan Pepiot,4.0,2,0,97.0,89.0,90.0,,,,,0.092,,-2.39,,84.1,0.357,0.643,0.174,,,,,,,0.371,0.6,0.373,,,,,,,,,,,,
2024/07/04,7:10 PM.,28,W,KC,TB,away,Clear.,83,679525,8,10,3,0,2,6,8,16,41,2,10,26,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.53,4.97,129.0,99.0,100.0,99.0,0.789,8.58,2.72,8.58,1.33,0.92,0.249,0.42,0.182,0.329,0.429,88.0,95.0,94.0,103.0,105.0,103.0,93.0,98.0,95.0,98.0,99.0,97.0,,,,0.138,0.37,,0.164,0.1,0.34,,-1.16,-1.2,0.84,94.2,,86.3,93.6,82.8,0.317,0.524,0.099,,,,0.204,0.296,0.177,0.208,0.383,0.223,,,,3.0,6,5,5,3,1,1,75,45,4.57,621107,Zach Eflin,5.0,5,3,117.0,99.0,107.0,,,,,0.228,,-0.57,,86.5,0.263,0.5,0.274,0.2,0.433,0.464,,,,0.29,0.462,0.294,,,,,,,,,,,,
2024/07/05,7:07 PM.,29,L,TEX,TB,away,Roof Closed.,74,547179,3,0,1,0,0,10,8,3,30,1,0,24,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,102.0,93.0,96.0,84.0,95.0,89.0,81.0,102.0,94.0,94.0,92.0,91.0,0.212,0.272,0.1,0.079,0.188,1.0,0.04,-0.25,0.02,1.94,93.8,90.1,84.6,93.6,81.7,0.291,0.441,0.062,,,,0.122,0.173,0.373,0.155,0.309,0.184,0.235,0.51,0.236,5.0,1,0,0,5,4,0,90,50,3.21,669358,Shane Baz,6.0,3,6,126.0,98.0,108.0,,,,,0.149,,-1.51,,83.9,0.217,0.348,0.352,0.19,0.429,0.291,,,,0.368,0.632,0.253,,,,,,,,,,,,
2024/07/06,3:07 PM.,29,L,TEX,TB,away,Roof Closed.,74,571760,4,3,2,0,1,9,2,7,33,1,3,13,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,126.0,105.0,103.0,77.0,102.0,98.0,34.0,82.0,74.0,20.0,51.0,51.0,0.014,0.501,0.001,0.036,0.17,0.15,-19.13,-4.52,-3.31,0.46,91.5,86.6,83.7,92.2,75.6,0.455,0.455,0.125,,,,0.239,0.384,0.243,0.23,0.412,0.213,,,,5.1,3,0,0,2,7,0,92,62,3.80,671737,Taj Bradley,6.0,1,5,79.0,100.0,103.0,,,,,0.278,,-0.26,,82.5,0.5,1.1,0.188,,,,,,,0.26,0.385,0.365,,,,,,,,,,,,
2024/07/07,1:37 PM.,29,L,TEX,TB,away,Roof Closed.,74,543135,13,2,0,0,1,8,0,5,31,0,2,4,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,75.0,105.0,98.0,,,,91.0,108.0,99.0,,0.374,0.148,0.137,,0.83,-1.41,,-0.79,,95.4,91.4,,,76.7,,,,,,,,,,0.212,0.335,0.178,0.327,0.624,0.2,7.0,4,2,2,0,5,1,88,63,3.10,641793,Zack Littell,4.0,7,5,114.0,102.0,102.0,127.0,101.0,110.0,0.308,0.033,1.55,-0.69,88.4,86.3,0.214,0.471,0.355,,,,0.2,0.286,0.368,0.269,0.462,0.25,,,,,,,,,,,,
2024/07/09,6:50 PM.,30,W,NYY,TB,home,Dome.,72,607074,3,5,2,0,1,11,4,7,30,1,4,8,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,,,,100.0,83.0,82.0,,0.494,0.035,0.083,0.129,0.05,-3.11,,-1.32,1.44,95.4,91.8,85.5,,81.0,,,,,,,0.188,0.247,0.495,0.262,0.514,0.214,0.353,0.647,0.255,4.0,5,4,4,2,5,1,95,55,4.63,686752,Ryan Pepiot,5.2,1,7,144.0,104.0,113.0,,,,,0.26,,-0.4,,86.8,0.281,0.531,0.276,,,,,,,0.199,0.361,0.393,,,,,,,,,,,,
