date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2024/09/29,2:20 PM.,CHC,CIN,away,Cloudy.,71,1.1,1,0,0,0,0,0,13,3.15
2024/09/22,1:11 PM.,PIT,CIN,home,Partly Cloudy.,87,1.0,2,0,0,1,1,0,31,3.22
2024/09/20,6:42 PM.,PIT,CIN,home,Partly Cloudy.,87,1.0,3,1,1,1,0,1,20,3.27
2024/09/17,6:41 PM.,ATL,CIN,home,Cloudy.,76,0.1,1,0,0,0,0,0,3,3.18
2024/09/14,6:13 PM.,MIN,CIN,away,Overcast.,76,3.0,2,0,0,0,2,0,48,3.19
2024/09/11,6:45 PM.,STL,CIN,away,Partly Cloudy.,86,0.1,0,0,0,0,0,0,6,3.36
2024/09/10,6:46 PM.,STL,CIN,away,Clear.,82,1.0,0,0,0,0,0,0,7,3.38
2024/09/04,6:42 PM.,HOU,CIN,home,Partly Cloudy.,84,3.1,3,1,1,0,6,1,45,3.43
2024/09/01,12:12 PM.,MIL,CIN,home,Partly Cloudy.,81,3.0,0,0,0,0,0,0,27,3.48
2024/07/19,6:45 PM.,WSH,CIN,away,Partly Cloudy.,85,0.2,0,0,0,0,1,0,7,3.68
2024/07/13,4:11 PM.,MIA,CIN,home,Partly Cloudy.,91,1.0,1,0,0,0,1,0,14,3.73
2024/07/10,7:14 PM.,COL,CIN,home,Clear.,79,1.0,3,1,1,0,0,0,11,3.81
2024/07/09,7:11 PM.,COL,CIN,home,Overcast.,85,1.0,0,0,0,1,1,0,21,3.70
2024/07/05,7:17 PM.,DET,CIN,home,Partly Cloudy.,80,3.0,3,1,1,1,4,1,57,3.78
2024/06/29,1:18 PM.,STL,CIN,away,Partly Cloudy.,88,1.0,0,0,0,0,1,0,12,3.83
2024/06/27,6:47 PM.,STL,CIN,away,Partly Cloudy.,86,1.1,3,2,2,0,0,0,23,3.92
2024/06/25,7:11 PM.,PIT,CIN,home,Partly Cloudy.,87,1.0,0,0,0,0,0,0,6,3.61
2024/06/23,1:48 PM.,BOS,CIN,home,Cloudy.,80,2.1,3,2,2,0,2,1,39,3.70
2024/06/17,7:12 PM.,PIT,CIN,away,Cloudy.,75,2.0,1,0,0,0,2,0,25,3.46
2024/06/15,3:11 PM.,MIL,CIN,away,Cloudy.,76,1.0,0,0,0,0,1,0,16,3.65
2024/06/11,7:11 PM.,CLE,CIN,home,Partly Cloudy.,76,1.0,1,0,0,0,0,0,15,3.75
2024/06/09,1:43 PM.,CHC,CIN,home,Partly Cloudy.,76,1.0,0,0,0,0,0,0,11,3.86
2024/06/05,1:10 PM.,COL,CIN,away,Sunny.,84,1.0,1,0,0,0,1,0,16,3.97
2024/06/03,6:41 PM.,COL,CIN,away,Cloudy.,83,2.0,2,0,0,0,2,0,33,4.09
2024/05/29,1:12 PM.,STL,CIN,home,Cloudy.,66,1.0,1,1,1,0,1,1,16,4.35
2024/05/28,6:41 PM.,STL,CIN,home,Partly Cloudy.,72,1.0,2,1,1,0,0,0,10,4.20
2024/05/26,12:11 PM.,LAD,CIN,home,Cloudy.,80,0.2,1,0,0,0,0,0,7,4.03
2024/05/24,7:11 PM.,LAD,CIN,home,Partly Cloudy.,80,1.0,1,1,1,0,1,1,21,4.13
2024/05/22,6:42 PM.,SD,CIN,home,Partly Cloudy.,81,1.0,4,2,1,0,0,0,26,3.95
2024/05/16,7:10 PM.,LAD,CIN,away,Clear.,64,0.2,0,0,0,1,0,0,16,3.76
2024/05/14,6:40 PM.,AZ,CIN,away,Roof Closed.,78,1.0,0,0,0,0,2,0,16,3.86
2024/05/13,6:40 PM.,AZ,CIN,away,Roof Closed.,78,1.0,1,0,0,0,0,0,13,4.01
2024/05/11,4:16 PM.,SF,CIN,away,Sunny.,66,1.0,2,1,1,0,2,0,25,4.18
2024/05/08,6:42 PM.,AZ,CIN,home,Cloudy.,77,1.0,0,0,0,0,0,0,15,3.97
2024/05/05,4:11 PM.,BAL,CIN,home,Partly Cloudy.,80,2.0,3,2,2,1,2,1,38,4.15
2024/05/01,1:10 PM.,SD,CIN,away,Partly Cloudy.,67,1.2,0,0,0,0,1,0,18,3.66
2024/04/27,3:08 PM.,TEX,CIN,away,Roof Closed.,74,1.1,6,4,4,0,2,2,38,4.00
2024/04/24,6:41 PM.,PHI,CIN,home,Partly Cloudy.,57,1.0,0,0,0,0,2,0,12,2.16
2024/04/21,1:41 PM.,LAA,CIN,home,Cloudy.,49,3.1,4,0,0,1,2,0,51,2.30
2024/04/16,6:40 PM.,SEA,CIN,away,Clear.,51,2.0,0,0,0,1,3,0,34,2.92
2024/04/13,1:10 PM.,CWS,CIN,away,Sunny.,62,2.0,1,0,0,2,2,0,40,3.48
2024/04/10,8:30 PM.,MIL,CIN,home,Rain.,61,2.0,0,0,0,1,1,0,23,4.32
2024/04/07,1:41 PM.,NYM,CIN,home,Sunny.,60,3.0,2,0,0,0,0,0,36,5.68
2024/04/02,6:41 PM.,PHI,CIN,away,Drizzle.,46,0.1,3,5,4,1,0,1,23,10.80
2024/04/01,6:41 PM.,PHI,CIN,away,Cloudy.,52,0.1,2,0,0,0,0,0,3,0.00
2024/03/30,4:11 PM.,WSH,CIN,home,Partly Cloudy.,75,0.2,0,0,0,0,0,0,4,0.00
2024/03/28,4:10 PM.,WSH,CIN,home,Clear.,56,2.0,0,0,0,0,4,0,31,0.00
