date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2024/10/18,8:08 PM.,NYY,CLE,home,Clear.,56,1.0,0,0,0,1,1,0,12,3.86
2024/10/14,7:39 PM.,NYY,CLE,away,Cloudy.,50,0.1,0,1,1,3,1,0,21,6.75
2024/10/09,3:08 PM.,DET,CLE,away,Partly Cloudy.,65,1.0,0,0,0,0,1,0,15,0.00
2024/09/27,7:11 PM.,HOU,CLE,home,Cloudy.,72,3.2,6,3,3,2,7,0,93,4.89
2024/09/19,1:10 PM.,MIN,CLE,home,Sunny.,76,4.1,3,2,1,3,6,0,86,4.63
2024/09/14,6:10 PM.,TB,CLE,home,Clear.,80,5.0,3,0,0,1,6,0,78,4.99
2024/09/09,6:39 PM.,CWS,CLE,away,Clear.,79,7.0,2,1,1,0,10,0,99,5.96
2024/08/26,1:10 PM.,KC,CLE,home,Sunny.,84,1.2,0,0,0,0,1,0,18,7.71
2024/08/21,7:09 PM.,NYY,CLE,away,Clear.,70,4.0,6,7,7,3,5,2,88,8.47
2024/08/09,1:11 PM.,MIN,CLE,away,Partly Cloudy.,67,5.2,5,3,3,3,2,2,86,6.23
2024/08/03,7:15 PM.,BAL,CLE,home,Partly Cloudy.,80,4.0,6,3,3,0,4,0,88,7.36
2024/07/28,1:36 PM.,PHI,CLE,away,Partly Cloudy.,87,3.1,4,3,3,3,3,2,75,8.10
