date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2024/09/28,6:41 PM.,OAK,SEA,home,Roof Closed.,55,5.1,5,3,3,4,3,2,93,4.75
2024/09/21,6:07 PM.,TEX,SEA,away,Roof Closed.,74,5.0,5,2,2,0,3,1,79,4.72
2024/09/13,7:11 PM.,TEX,SEA,home,Roof Closed.,61,5.0,6,3,3,1,5,1,90,4.83
2024/07/06,1:11 PM.,TOR,SEA,home,Sunny.,78,4.0,6,2,2,1,4,0,93,4.76
2024/06/13,6:41 PM.,CWS,SEA,home,Partly Cloudy.,67,7.0,6,2,2,2,1,2,92,4.79
2024/05/07,6:41 PM.,MIN,SEA,away,Partly Cloudy.,68,4.0,4,4,4,2,0,1,76,5.24
2024/05/01,12:41 PM.,ATL,SEA,home,Partly Cloudy.,53,3.2,5,5,1,4,4,0,77,4.75
2024/04/26,6:41 PM.,AZ,SEA,home,Cloudy.,61,6.0,2,1,1,2,4,1,83,5.06
2024/04/21,6:11 PM.,COL,SEA,away,Partly Cloudy.,63,6.0,4,2,1,1,4,0,88,6.10
2024/04/13,6:41 PM.,CHC,SEA,home,Clear.,57,6.0,4,2,2,0,4,1,74,7.98
2024/04/07,1:11 PM.,MIL,SEA,away,Roof Closed.,64,3.1,11,8,8,1,6,2,88,11.42
2024/04/01,6:41 PM.,CLE,SEA,home,Clear.,61,5.1,4,3,3,1,1,1,81,5.06
