date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2024/09/25,6:41 PM.,MIN,MIA,away,Clear.,76,5.0,4,3,1,1,5,1,79,4.95
2024/09/19,4:40 PM.,LAD,MIA,home,Roof Closed.,72,2.1,4,7,7,5,3,0,73,5.12
2024/09/13,6:45 PM.,WSH,MIA,away,Partly Cloudy.,79,6.0,1,2,0,1,9,0,100,4.55
2024/09/08,1:40 PM.,PHI,MIA,home,Roof Closed.,72,7.0,3,0,0,1,6,0,97,4.88
2024/08/31,6:06 PM.,SF,MIA,away,Clear.,66,5.1,6,2,1,2,3,0,98,5.33
2024/08/26,6:40 PM.,COL,MIA,away,Partly Cloudy.,82,5.1,6,3,3,2,8,1,102,5.60
2024/08/20,6:40 PM.,AZ,MIA,home,Roof Closed.,72,6.0,4,3,3,3,3,2,90,5.65
2024/08/14,6:41 PM.,PHI,MIA,away,Partly Cloudy.,84,4.0,6,6,6,4,2,1,82,5.76
2024/08/09,7:10 PM.,SD,MIA,home,Roof Closed.,72,7.0,4,0,0,3,4,0,106,5.20
2024/08/04,1:35 PM.,ATL,MIA,away,Partly Cloudy.,89,5.0,3,0,0,2,8,0,98,5.96
2024/07/30,6:50 PM.,TB,MIA,away,Dome.,72,5.0,3,2,2,2,7,1,79,6.65
2024/07/24,6:40 PM.,BAL,MIA,home,Roof Closed.,72,5.1,3,3,3,4,6,0,90,7.04
2024/07/19,7:10 PM.,NYM,MIA,home,Roof Closed.,72,4.2,5,2,1,5,1,1,81,7.36
2024/07/13,4:11 PM.,CIN,MIA,away,Partly Cloudy.,91,3.1,6,7,7,0,7,4,63,8.26
2024/07/07,1:40 PM.,CWS,MIA,home,Roof Closed.,72,3.2,4,2,2,1,4,1,82,6.84
2024/05/07,7:10 PM.,LAD,MIA,away,Clear.,66,2.0,1,4,4,4,1,1,58,7.17
2024/05/02,12:10 PM.,COL,MIA,home,Roof Closed.,72,4.0,3,4,4,4,9,1,91,6.05
2024/04/27,4:10 PM.,WSH,MIA,home,Roof Closed.,72,4.1,4,6,5,2,4,1,78,5.28
2024/04/21,1:20 PM.,CHC,MIA,away,Sunny.,55,5.0,7,3,3,3,7,0,96,3.27
2024/04/15,6:41 PM.,SF,MIA,home,Partly Cloudy.,76,6.0,5,1,1,1,10,0,91,1.50
