date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2024/08/25,1:11 PM.,PHI,KC,home,Sunny.,93,1.0,4,5,5,0,1,1,27,6.53
2024/08/24,6:10 PM.,PHI,KC,home,Partly Cloudy.,91,1.0,3,2,2,0,2,0,18,5.58
2024/08/20,7:10 PM.,LAA,KC,home,Clear.,74,1.0,1,2,2,1,1,0,31,5.26
2024/08/13,6:41 PM.,MIN,KC,away,Partly Cloudy.,81,1.1,3,3,3,0,1,2,17,4.93
2024/08/09,7:10 PM.,STL,KC,home,Partly Cloudy.,73,0.1,1,2,2,1,0,0,7,4.38
2024/08/07,7:10 PM.,BOS,KC,home,Clear.,83,1.0,0,0,0,0,0,0,11,3.93
2024/08/06,7:10 PM.,BOS,KC,home,Partly Cloudy.,77,1.0,0,0,0,0,1,0,8,4.04
2024/08/04,1:40 PM.,DET,KC,away,Sunny.,86,1.0,1,0,0,0,1,0,12,4.15
2024/08/01,6:40 PM.,DET,KC,away,Partly Cloudy.,87,1.0,0,0,0,1,2,0,17,4.28
2024/07/29,7:11 PM.,CWS,KC,away,Cloudy.,79,1.0,0,0,0,0,0,0,10,4.41
2024/07/26,7:10 PM.,CHC,KC,home,Clear.,88,1.0,1,0,0,0,0,0,21,4.55
2024/07/22,7:10 PM.,AZ,KC,home,Partly Cloudy.,82,1.0,1,0,0,1,1,0,22,4.70
2024/07/14,1:37 PM.,BOS,KC,away,Partly Cloudy.,91,1.0,1,1,1,1,2,0,25,4.85
2024/07/10,12:47 PM.,STL,KC,away,Sunny.,83,1.0,0,0,0,0,0,0,11,4.71
2024/07/04,7:10 PM.,TB,KC,home,Clear.,83,1.0,3,1,1,1,0,1,29,4.88
2024/06/30,1:11 PM.,CLE,KC,home,Sunny.,78,1.0,0,0,0,0,0,0,13,4.73
2024/06/29,3:14 PM.,CLE,KC,home,Cloudy.,89,1.0,1,1,1,1,0,1,20,4.91
2024/06/25,7:10 PM.,MIA,KC,home,Clear.,94,1.0,1,0,0,0,0,0,13,4.74
2024/06/22,3:07 PM.,TEX,KC,away,Roof Closed.,74,1.0,1,0,0,0,0,0,11,4.94
2024/06/18,6:40 PM.,OAK,KC,away,Partly Cloudy.,69,1.0,0,0,0,0,0,0,8,5.16
2024/06/14,7:10 PM.,LAD,KC,away,Clear.,75,0.2,2,1,0,0,1,0,14,5.40
2024/06/09,1:12 PM.,SEA,KC,home,Sunny.,76,0.1,0,0,0,0,1,0,5,5.57
2024/06/08,3:10 PM.,SEA,KC,home,Partly Cloudy.,85,1.0,0,0,0,0,1,0,11,5.66
2024/06/06,1:10 PM.,CLE,KC,away,Sunny.,74,1.1,0,0,0,0,2,0,19,5.95
2024/06/01,3:11 PM.,SD,KC,home,Partly Cloudy.,80,1.0,1,0,0,0,1,0,10,6.38
2024/05/29,6:41 PM.,MIN,KC,away,Partly Cloudy.,71,1.0,1,0,0,0,1,0,12,6.75
2024/05/26,1:40 PM.,TB,KC,away,Dome.,72,1.0,1,0,0,1,1,0,17,7.16
2024/05/22,1:11 PM.,DET,KC,home,Sunny.,69,0.2,2,2,2,1,0,0,16,7.63
2024/05/19,1:11 PM.,OAK,KC,home,Sunny.,85,1.0,1,0,0,0,1,0,16,6.75
2024/05/15,1:10 PM.,SEA,KC,away,Sunny.,61,1.0,0,0,0,1,0,0,17,7.24
2024/05/10,6:38 PM.,LAA,KC,away,Partly Cloudy.,66,1.0,0,0,0,0,1,0,15,7.82
2024/05/08,1:10 PM.,MIL,KC,home,Partly Cloudy.,67,0.2,0,0,0,0,0,0,9,8.49
2024/05/06,6:10 PM.,MIL,KC,home,Cloudy.,74,0.2,0,0,0,0,0,0,4,9.00
2024/05/04,6:10 PM.,TEX,KC,home,Cloudy.,65,1.0,0,0,0,0,0,0,10,9.58
2024/04/28,1:40 PM.,DET,KC,away,Overcast.,70,0.1,0,0,0,0,0,0,4,10.61
2024/04/26,1:11 PM.,DET,KC,away,Sunny.,58,1.0,1,0,0,0,0,0,17,11.00
2024/04/21,1:11 PM.,BAL,KC,home,Sunny.,55,1.0,0,0,0,0,0,0,7,12.38
2024/04/19,6:42 PM.,BAL,KC,home,Partly Cloudy.,59,1.0,4,4,4,0,1,1,32,14.14
2024/04/17,1:10 PM.,CWS,KC,away,Cloudy.,62,1.0,0,0,0,0,1,0,9,10.50
2024/04/12,7:10 PM.,NYM,KC,away,Partly Cloudy.,60,1.0,4,1,1,0,1,1,21,12.60
2024/04/07,1:10 PM.,CWS,KC,home,Sunny.,63,1.0,1,0,0,0,1,0,12,13.50
2024/04/05,6:40 PM.,CWS,KC,home,Clear.,63,0.1,1,0,0,1,1,0,12,18.00
2024/04/03,6:05 PM.,BAL,KC,away,Drizzle.,46,0.2,2,2,2,2,1,0,17,20.25
2024/04/02,6:35 PM.,BAL,KC,away,Cloudy.,52,1.0,0,0,0,0,1,0,11,18.00
2024/03/30,3:10 PM.,MIN,KC,home,Sunny.,66,1.0,2,4,4,2,0,0,25,36.00
