date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2024/08/06,7:21 PM.,MIL,ATL,home,Partly Cloudy.,89,3.2,8,7,7,2,6,2,85,6.52
2024/07/30,7:10 PM.,MIL,ATL,away,Clear.,84,6.1,5,1,1,1,7,0,91,5.67
2024/07/20,4:20 PM.,STL,ATL,home,Cloudy.,78,5.0,8,6,6,1,9,2,95,6.35
2024/07/08,6:40 PM.,AZ,ATL,away,Roof Closed.,78,5.0,4,3,3,2,1,0,76,5.71
2024/06/26,6:15 PM.,STL,ATL,away,Partly Cloudy.,81,6.0,4,2,2,0,4,0,96,5.76
2024/05/19,7:10 PM.,SD,ATL,home,Partly Cloudy.,81,3.0,9,7,6,3,3,1,93,6.46
2024/05/12,7:10 PM.,NYM,ATL,away,Partly Cloudy.,54,5.1,7,2,2,0,6,0,85,4.79
2024/05/04,6:10 PM.,LAD,ATL,away,Cloudy.,61,3.1,7,7,7,4,4,3,71,5.28
2024/04/28,1:36 PM.,CLE,ATL,home,Partly Cloudy.,76,5.1,4,2,2,4,2,0,85,1.50
2024/04/22,7:21 PM.,MIA,ATL,home,Clear.,62,6.2,8,0,0,0,4,0,87,0.00
