date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2024/08/11,11:35 AM.,LAA,WSH,home,Cloudy.,77,0.2,0,1,1,4,1,0,32,6.70
2024/07/24,6:45 PM.,SD,WSH,home,Cloudy.,84,1.0,6,5,5,0,0,1,30,6.59
2024/07/20,6:45 PM.,CIN,WSH,home,Cloudy.,78,1.0,2,1,1,1,1,1,20,5.63
2024/07/19,6:45 PM.,CIN,WSH,home,Partly Cloudy.,85,1.0,1,0,0,0,1,0,20,5.54
2024/07/13,3:11 PM.,MIL,WSH,away,Partly Cloudy.,86,1.2,2,0,0,2,3,0,38,5.68
2024/07/09,7:11 PM.,NYM,WSH,away,Cloudy.,83,2.0,2,1,1,1,3,0,39,5.94
2024/07/06,4:05 PM.,STL,WSH,home,Partly Cloudy.,97,2.2,3,1,1,1,1,0,38,6.03
2024/07/01,6:45 PM.,NYM,WSH,home,Partly Cloudy.,80,0.1,1,1,1,0,0,1,4,6.25
2024/06/30,1:40 PM.,TB,WSH,away,Dome.,72,1.0,1,1,1,0,1,1,15,6.03
2024/06/28,6:50 PM.,TB,WSH,away,Dome.,72,1.0,1,0,0,0,1,0,11,5.93
2024/06/26,1:11 PM.,SD,WSH,away,Partly Cloudy.,75,1.0,0,0,0,0,1,0,14,6.14
2024/06/25,6:39 PM.,SD,WSH,away,Partly Cloudy.,72,1.1,0,0,0,0,1,0,14,6.35
2024/06/20,1:05 PM.,AZ,WSH,home,Partly Cloudy.,84,1.0,1,1,1,0,0,1,14,6.67
2024/06/18,6:46 PM.,AZ,WSH,home,Partly Cloudy.,87,1.0,1,0,0,0,1,0,10,6.58
2024/06/14,6:45 PM.,MIA,WSH,home,Cloudy.,87,1.0,1,0,0,1,0,0,17,6.84
2024/06/09,2:10 PM.,ATL,WSH,home,Cloudy.,76,0.0,3,3,3,1,0,1,16,7.13
2024/06/05,5:30 PM.,NYM,WSH,home,Cloudy.,76,1.2,4,3,3,1,1,0,35,6.00
2024/06/03,6:45 PM.,NYM,WSH,home,Partly Cloudy.,84,2.0,1,0,0,0,3,0,24,5.24
2024/05/31,7:11 PM.,CLE,WSH,away,Clear.,69,1.0,1,1,1,1,0,0,22,5.75
2024/05/29,7:21 PM.,ATL,WSH,away,Partly Cloudy.,80,1.0,0,0,0,0,0,0,9,5.59
2024/05/26,1:35 PM.,SEA,WSH,home,Partly Cloudy.,84,1.1,3,3,3,1,2,0,29,5.89
2024/05/19,1:35 PM.,PHI,WSH,away,Sunny.,74,1.0,2,2,2,1,0,0,19,4.76
2024/05/17,6:40 PM.,PHI,WSH,away,Partly Cloudy.,68,1.0,0,0,0,0,0,0,12,3.94
2024/05/14,7:04 PM.,CWS,WSH,away,Cloudy.,55,1.0,0,0,0,0,0,0,3,4.20
2024/05/08,6:45 PM.,BAL,WSH,home,Partly Cloudy.,84,1.0,1,2,0,0,1,0,17,4.50
2024/05/05,3:00 PM.,TOR,WSH,home,Overcast.,69,0.1,1,2,1,1,0,0,13,4.85
2024/05/04,4:05 PM.,TOR,WSH,home,Drizzle.,53,1.0,0,0,0,1,2,0,18,4.26
2024/05/02,1:37 PM.,TEX,WSH,away,Roof Closed.,74,1.0,0,0,0,0,1,0,6,4.63
2024/04/30,7:07 PM.,TEX,WSH,away,Roof Closed.,74,1.0,1,1,1,0,1,1,12,5.06
2024/04/28,1:41 PM.,MIA,WSH,away,Roof Closed.,72,0.1,2,2,2,1,0,0,16,4.66
2024/04/25,4:05 PM.,LAD,WSH,home,Cloudy.,61,1.0,1,1,1,1,1,0,23,2.89
2024/04/23,6:45 PM.,LAD,WSH,home,Clear.,71,1.0,0,0,0,1,0,0,11,2.16
2024/04/20,4:05 PM.,HOU,WSH,home,Sunny.,71,1.0,2,1,1,1,1,0,26,2.45
2024/04/14,1:07 PM.,OAK,WSH,away,Cloudy.,57,0.1,1,0,0,1,0,0,13,1.42
2024/04/13,1:07 PM.,OAK,WSH,away,Overcast.,53,0.1,0,0,0,0,1,0,7,1.50
2024/04/12,6:40 PM.,OAK,WSH,away,Cloudy.,60,0.2,1,0,0,0,1,0,12,1.59
2024/04/09,6:45 PM.,SF,WSH,away,Clear.,63,1.0,3,2,1,0,1,0,23,1.80
2024/04/07,1:35 PM.,PHI,WSH,home,Partly Cloudy.,59,1.1,0,0,0,0,1,0,19,0.00
2024/04/05,6:45 PM.,PHI,WSH,home,Partly Cloudy.,48,1.0,0,0,0,1,0,0,8,0.00
2024/04/03,6:45 PM.,PIT,WSH,home,Overcast.,52,0.2,0,0,0,1,1,0,14,0.00
2024/03/30,4:11 PM.,CIN,WSH,away,Partly Cloudy.,75,1.0,0,0,0,0,2,0,10,0.00
