date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2024/09/04,6:40 PM.,SEA,OAK,home,Clear.,72,0.0,6,7,7,2,0,1,33,14.63
2024/07/27,6:10 PM.,MIA,MIL,home,Clear.,81,1.0,0,0,0,1,1,0,13,6.75
2024/07/26,7:11 PM.,MIA,MIL,home,Clear.,76,2.0,3,1,1,0,4,1,28,7.71
2024/05/05,1:20 PM.,CHC,MIL,away,Sunny.,54,2.0,3,1,1,1,2,0,38,9.00
2024/04/28,1:10 PM.,NYY,MIL,home,Roof Closed.,65,2.0,8,4,4,0,0,1,46,12.00
2024/04/27,6:10 PM.,NYY,MIL,home,Roof Closed.,73,1.0,2,0,0,0,1,0,17,0.00
