date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2024/09/11,12:38 PM.,PIT,MIA,away,Sunny.,80,0.0,1,0,0,0,0,0,2,1.50
2024/09/07,4:11 PM.,PHI,MIA,home,Roof Closed.,72,1.1,2,0,0,0,1,0,20,1.50
2024/09/04,6:40 PM.,WSH,MIA,home,Roof Closed.,72,1.0,0,0,0,0,2,0,13,1.69
2024/09/01,1:07 PM.,SF,MIA,away,Sunny.,69,1.0,0,0,0,0,2,0,13,1.86
2024/08/31,6:06 PM.,SF,MIA,away,Clear.,66,1.0,0,0,0,0,0,0,13,2.08
2024/08/26,6:40 PM.,COL,MIA,away,Partly Cloudy.,82,1.1,0,0,0,1,2,0,25,2.35
2024/08/24,4:10 PM.,CHC,MIA,home,Roof Closed.,72,1.1,2,1,0,1,3,0,27,2.84
2024/08/19,6:40 PM.,AZ,MIA,home,Roof Closed.,72,2.0,1,2,2,1,2,1,25,3.60
2024/08/16,7:11 PM.,NYM,MIA,away,Clear.,79,2.0,1,0,0,0,1,0,20,0.00
2024/08/10,4:11 PM.,SD,MIA,home,Roof Closed.,72,1.0,0,1,0,2,0,0,22,0.00
