date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff
2024-05-24,746227,Groundout,field_out,True,671286,660761,Johnathan Rodriguez,José Suarez,0,d2eba5ff-7483-4e12-9c11-5814b9888506,660761.0,josesuarez,"Suarez, J",Left,José Suarez,LAA,8.15,5.29,35.1,92.0,99.0,93.0,0.736,9.42,5.6,11.21,1.27,1.15,0.202,0.45,0.211,0.358,0.371,94.0,88.0,93.0,77.0,124.0,123.0,105.0,93.0,95.0,102.0,93.0,90.0,0.36,0.256,0.001,0.242,-1.96,0.41,-2.43,-0.87,92.9,82.7,81.3,74.1,0.286,0.5,0.212,0.36,0.76,0.311,,,,73.0,101.0,88.0,0.122,-7.21,91.8,0.5,1.045,0.136,0.255,0.431,0.329,,,,,,,,,,,,,,,,111.0,93.0,94.0,0.02,-8.06,88.7,0.5,1.0,0.143,,,
2024-05-24,746227,Forceout,force_out,True,671286,660761,Johnathan Rodriguez,José Suarez,1,f358331c-ebf7-4482-bf73-8d62d5331895,660761.0,josesuarez,"Suarez, J",Left,José Suarez,LAA,8.15,5.29,35.1,92.0,99.0,93.0,0.736,9.42,5.6,11.21,1.27,1.15,0.202,0.45,0.211,0.358,0.371,94.0,88.0,93.0,77.0,124.0,123.0,105.0,93.0,95.0,102.0,93.0,90.0,0.36,0.256,0.001,0.242,-1.96,0.41,-2.43,-0.87,92.9,82.7,81.3,74.1,0.286,0.5,0.212,0.36,0.76,0.311,,,,73.0,101.0,88.0,0.122,-7.21,91.8,0.5,1.045,0.136,0.255,0.431,0.329,,,,,,,,,,,,,,,,111.0,93.0,94.0,0.02,-8.06,88.7,0.5,1.0,0.143,,,
2024-05-24,746227,Strikeout,strikeout,True,671286,672710,Johnathan Rodriguez,Roansy Contreras,1,bec30bf5-4228-4f4b-8c51-b1facc2159da,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.87,4.99,40.2,97.0,99.0,98.0,0.8,7.75,4.43,9.07,1.33,0.94,0.25,0.355,0.153,0.347,0.45,80.0,88.0,88.0,86.0,92.0,98.0,92.0,99.0,94.0,118.0,98.0,106.0,0.432,0.325,0.088,0.106,0.12,-1.01,1.03,-2.57,94.8,89.2,83.5,78.0,0.1,0.25,0.302,0.274,0.384,0.189,0.125,0.25,0.154,75.0,94.0,74.0,0.049,-2.07,94.5,0.571,0.571,0.056,0.263,0.474,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-26,746230,Strikeout,strikeout,True,671286,672282,Johnathan Rodriguez,Reid Detmers,0,68ad3899-64f9-4bc1-9e16-05acba813772,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,0.458,0.235,0.149,0.158,-0.61,-0.84,-2.14,1.15,94.0,84.6,86.0,75.4,0.247,0.383,0.343,0.253,0.483,0.276,0.344,0.719,0.192,,,,,,,,,,0.289,0.356,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-26,746230,Double,double,False,671286,672282,Johnathan Rodriguez,Reid Detmers,1,51788885-7eaf-40e3-bfd5-85fb93b4e8db,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,0.458,0.235,0.149,0.158,-0.61,-0.84,-2.14,1.15,94.0,84.6,86.0,75.4,0.247,0.383,0.343,0.253,0.483,0.276,0.344,0.719,0.192,,,,,,,,,,0.289,0.356,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-26,746230,Single,single,False,671286,672282,Johnathan Rodriguez,Reid Detmers,0,20a699c5-1190-4fb9-97a4-11d20c5c0be8,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,0.458,0.235,0.149,0.158,-0.61,-0.84,-2.14,1.15,94.0,84.6,86.0,75.4,0.247,0.383,0.343,0.253,0.483,0.276,0.344,0.719,0.192,,,,,,,,,,0.289,0.356,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-26,746230,Strikeout,strikeout,True,671286,672710,Johnathan Rodriguez,Roansy Contreras,0,e1268d68-46b3-41a9-9c8b-69b0af4062be,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.87,4.99,40.2,97.0,99.0,98.0,0.8,7.75,4.43,9.07,1.33,0.94,0.25,0.355,0.153,0.347,0.45,80.0,88.0,88.0,86.0,92.0,98.0,92.0,99.0,94.0,118.0,98.0,106.0,0.432,0.325,0.088,0.106,0.12,-1.01,1.03,-2.57,94.8,89.2,83.5,78.0,0.1,0.25,0.302,0.274,0.384,0.189,0.125,0.25,0.154,75.0,94.0,74.0,0.049,-2.07,94.5,0.571,0.571,0.056,0.263,0.474,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-27,746549,Groundout,field_out,True,671286,642028,Johnathan Rodriguez,Josh Rogers,0,e5c796c5-5ada-4be1-8fc1-20cec582528b,642028.0,joshrogers,"Rogers, J",Left,Josh Rogers,COL,6.75,5.4,9.1,100.0,78.0,96.0,0.909,1.93,1.93,11.57,0.0,0.69,0.25,0.417,0.139,0.306,0.493,,,,,,,71.0,96.0,90.0,85.0,106.0,103.0,0.352,0.521,,,-1.5,0.99,,,89.5,,79.3,,0.25,0.25,0.0,0.462,0.538,0.0,,,,62.0,98.0,90.0,0.056,-6.8,88.9,,,,,,,,,,,,,,,,,,,,,,67.0,98.0,81.0,0.07,-4.99,85.9,,,,,,
2024-05-29,746551,Walk,walk,False,671286,621389,Johnathan Rodriguez,Ty Blach,1,94515761-87f3-407e-9199-38a3cfd13462,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,,,,,,,,,0.122,0.247,,,-0.42,-2.76,,80.0,,79.2,,,,,,,0.174,0.348,0.191,77.0,106.0,90.0,0.51,-1.47,89.1,0.376,0.576,0.092,0.367,0.517,0.217,,,,,,,,,,,,,,,,79.0,107.0,89.0,0.121,0.63,83.2,0.211,0.5,0.203,,,
2024-05-29,746551,Forceout,force_out,True,671286,621389,Johnathan Rodriguez,Ty Blach,1,5e293685-7ff2-4bf2-9957-8ad920ba9ec9,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,,,,,,,,,0.122,0.247,,,-0.42,-2.76,,80.0,,79.2,,,,,,,0.174,0.348,0.191,77.0,106.0,90.0,0.51,-1.47,89.1,0.376,0.576,0.092,0.367,0.517,0.217,,,,,,,,,,,,,,,,79.0,107.0,89.0,0.121,0.63,83.2,0.211,0.5,0.203,,,
2024-05-29,746551,Strikeout,strikeout,True,671286,621389,Johnathan Rodriguez,Ty Blach,0,3a8d4981-4d04-4c2e-b569-aa3298e92372,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,,,,,,,,,0.122,0.247,,,-0.42,-2.76,,80.0,,79.2,,,,,,,0.174,0.348,0.191,77.0,106.0,90.0,0.51,-1.47,89.1,0.376,0.576,0.092,0.367,0.517,0.217,,,,,,,,,,,,,,,,79.0,107.0,89.0,0.121,0.63,83.2,0.211,0.5,0.203,,,
2024-05-29,746551,Strikeout,strikeout,False,671286,641755,Johnathan Rodriguez,Tyler Kinley,1,a5644001-7943-4820-a19d-60d50641a1f5,641755.0,tylerkinley,Kinley,Right,Tyler Kinley,COL,7.52,5.22,40.2,98.0,85.0,94.0,0.695,9.74,5.31,10.84,1.99,0.9,0.152,0.496,0.208,0.312,0.393,65.0,86.0,79.0,,,,74.0,88.0,84.0,92.0,104.0,101.0,0.366,0.589,,0.043,-3.61,-0.4,,0.7,95.8,87.2,89.6,,0.226,0.5,0.404,0.431,0.621,0.106,,,,16.0,56.0,52.0,0.003,-2.92,93.9,,,,0.0,0.0,0.636,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-31,746635,Walk,walk,False,671286,571578,Johnathan Rodriguez,Patrick Corbin,0,25ee9cca-2545-4790-a266-e03f6fae03b7,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,,,,54.0,97.0,83.0,85.0,96.0,96.0,0.103,0.316,,0.05,-1.09,0.02,,-4.62,91.3,81.2,79.7,,0.25,0.384,0.352,0.324,0.541,0.117,,,,71.0,102.0,92.0,0.352,-1.8,91.4,0.326,0.578,0.089,0.4,0.65,0.275,,,,,,,,,,,,,,,,79.0,106.0,99.0,0.179,0.23,84.5,0.253,0.38,0.236,,,
2024-05-31,746635,Groundout,field_out,True,671286,571578,Johnathan Rodriguez,Patrick Corbin,0,7a333035-42f8-47d9-a061-000d39ee87cf,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,,,,54.0,97.0,83.0,85.0,96.0,96.0,0.103,0.316,,0.05,-1.09,0.02,,-4.62,91.3,81.2,79.7,,0.25,0.384,0.352,0.324,0.541,0.117,,,,71.0,102.0,92.0,0.352,-1.8,91.4,0.326,0.578,0.089,0.4,0.65,0.275,,,,,,,,,,,,,,,,79.0,106.0,99.0,0.179,0.23,84.5,0.253,0.38,0.236,,,
2024-05-31,746635,Strikeout,strikeout,True,671286,571578,Johnathan Rodriguez,Patrick Corbin,0,89dd109e-e20b-496e-9945-d5bb7b1331a0,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,,,,54.0,97.0,83.0,85.0,96.0,96.0,0.103,0.316,,0.05,-1.09,0.02,,-4.62,91.3,81.2,79.7,,0.25,0.384,0.352,0.324,0.541,0.117,,,,71.0,102.0,92.0,0.352,-1.8,91.4,0.326,0.578,0.089,0.4,0.65,0.275,,,,,,,,,,,,,,,,79.0,106.0,99.0,0.179,0.23,84.5,0.253,0.38,0.236,,,
2024-06-01,746629,Strikeout,strikeout,True,671286,680730,Johnathan Rodriguez,Mitchell Parker,0,d170f8ba-0d23-4280-8ab3-feeacc36fe5f,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,98.0,98.0,98.0,79.0,102.0,97.0,106.0,106.0,110.0,0.49,0.09,0.246,,0.85,-1.59,1.0,,92.6,,84.6,80.5,0.243,0.514,0.35,0.241,0.382,0.12,0.25,0.369,0.264,,,,,,,,,,,,,88.0,96.0,95.0,0.173,-0.37,85.8,0.203,0.359,0.361,,,,,,,,,,,,,,,,,,
2024-06-01,746629,Walk,walk,False,671286,680730,Johnathan Rodriguez,Mitchell Parker,1,0cdfe24f-10db-4080-a9e1-c1d823f0b95e,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,98.0,98.0,98.0,79.0,102.0,97.0,106.0,106.0,110.0,0.49,0.09,0.246,,0.85,-1.59,1.0,,92.6,,84.6,80.5,0.243,0.514,0.35,0.241,0.382,0.12,0.25,0.369,0.264,,,,,,,,,,,,,88.0,96.0,95.0,0.173,-0.37,85.8,0.203,0.359,0.361,,,,,,,,,,,,,,,,,,
2024-06-01,746629,Flyout,field_out,True,671286,680730,Johnathan Rodriguez,Mitchell Parker,1,2fc68e05-dabe-4ada-ac71-4c94683f3d52,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,98.0,98.0,98.0,79.0,102.0,97.0,106.0,106.0,110.0,0.49,0.09,0.246,,0.85,-1.59,1.0,,92.6,,84.6,80.5,0.243,0.514,0.35,0.241,0.382,0.12,0.25,0.369,0.264,,,,,,,,,,,,,88.0,96.0,95.0,0.173,-0.37,85.8,0.203,0.359,0.361,,,,,,,,,,,,,,,,,,
2024-06-18,746627,Walk,walk,False,671286,642048,Johnathan Rodriguez,Tayler Saucedo,0,7a785c25-ec93-435d-aadf-ec057d8728ee,642048.0,taylersaucedo,Saucedo,Left,Tayler Saucedo,SEA,2.13,2.5,25.1,95.0,93.0,95.0,0.73,9.59,3.91,7.11,0.36,2.33,0.197,0.5,0.152,0.136,0.346,88.0,97.0,96.0,117.0,71.0,72.0,52.0,45.0,24.0,103.0,93.0,103.0,0.029,0.239,0.039,0.236,-3.21,-1.03,-1.32,0.11,91.9,85.3,82.6,76.1,0.0,0.0,0.75,0.0,0.0,0.25,,,,88.0,100.0,96.0,0.458,3.61,91.4,0.17,0.17,0.21,0.308,0.308,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-21,746624,Walk,walk,False,671286,684320,Johnathan Rodriguez,Yariel Rodríguez,1,06a23f2c-2163-4642-aa51-b0164a1e75ce,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,116.0,101.0,107.0,0.441,0.271,0.115,,0.9,-0.9,-3.05,,94.2,,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.333,0.778,0.25,80.0,102.0,99.0,0.093,3.88,93.6,0.154,0.154,0.125,,,,75.0,115.0,106.0,0.08,-1.28,89.2,0.182,0.273,0.235,,,,,,,,,,,,,,,,,,
2024-06-21,746624,Flyout,field_out,True,671286,670102,Johnathan Rodriguez,Bowden Francis,0,56017bcb-64e7-4057-a332-35286a595025,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,103.0,95.0,100.0,98.0,102.0,103.0,89.0,97.0,97.0,0.536,0.059,0.284,,0.67,-7.31,-1.52,,93.3,,83.8,73.5,0.4,1.1,0.294,0.233,0.442,0.182,0.297,0.486,0.225,,,,,,,,,,,,,118.0,106.0,110.0,0.121,-2.38,84.5,0.348,0.348,0.205,,,,,,,,,,,,,,,,,,
2024-06-21,746624,Strikeout,strikeout,True,671286,670102,Johnathan Rodriguez,Bowden Francis,0,58a3fba1-41e5-4b2c-b474-56f0d2fbf7ff,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,103.0,95.0,100.0,98.0,102.0,103.0,89.0,97.0,97.0,0.536,0.059,0.284,,0.67,-7.31,-1.52,,93.3,,83.8,73.5,0.4,1.1,0.294,0.233,0.442,0.182,0.297,0.486,0.225,,,,,,,,,,,,,118.0,106.0,110.0,0.121,-2.38,84.5,0.348,0.348,0.205,,,,,,,,,,,,,,,,,,
2024-06-21,746624,Strikeout,strikeout,True,671286,670950,Johnathan Rodriguez,Trevor Richards,0,b44ce6af-50cc-4958-8008-82a49691bb78,670950.0,trevorrichards,"Richards, T",Right,Trevor Richards,TOR,3.62,2.92,49.2,96.0,92.0,100.0,0.78,8.7,3.44,5.07,1.09,0.73,0.277,0.385,0.192,0.354,0.411,98.0,95.0,105.0,,,,83.0,96.0,92.0,,,,0.412,,,0.587,1.05,,,0.94,92.1,79.0,,,,,,0.197,0.303,0.139,,,,,,,0.001,-3.42,91.4,,,,0.131,0.293,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-23,746621,Strikeout,strikeout,True,671286,579328,Johnathan Rodriguez,Yusei Kikuchi,0,84746267-ee79-4651-aefa-04e51e74d7bb,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.241,0.31,0.297,0.302,0.55,0.269,0.278,0.435,0.271,,,,,,,,,,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,
