date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2024-04-09,745433,Walk,walk,False,643265,605397,Garrett Cooper,Joe Musgrove,0,7048f069-1511-4707-8d8c-50706d340e07,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,142.0,106.0,111.0,90.0,98.0,93.0,148.0,91.0,101.0,96.0,104.0,100.0,,,,0.242,0.189,,0.221,0.211,-3.58,-0.26,,0.31,-0.49,92.4,89.9,,81.6,81.2,0.349,0.698,0.208,,,,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,129.0,97.0,107.0,59.0,110.0,96.0,0.051,0.086,1.06,-3.04,86.8,92.1,0.364,0.364,0.136,0.35,0.65,0.389,,,,,,,,,
2024-04-09,745433,Strikeout,strikeout,True,643265,605397,Garrett Cooper,Joe Musgrove,0,b15e0ece-d995-421d-9b26-0e7e034d4db3,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,142.0,106.0,111.0,90.0,98.0,93.0,148.0,91.0,101.0,96.0,104.0,100.0,,,,0.242,0.189,,0.221,0.211,-3.58,-0.26,,0.31,-0.49,92.4,89.9,,81.6,81.2,0.349,0.698,0.208,,,,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,129.0,97.0,107.0,59.0,110.0,96.0,0.051,0.086,1.06,-3.04,86.8,92.1,0.364,0.364,0.136,0.35,0.65,0.389,,,,,,,,,
2024-04-09,745433,Strikeout,strikeout,True,643265,663568,Garrett Cooper,Stephen Kolek,0,ece12673-1a11-4c7a-8c5c-dc264a829750,663568.0,stephenkolek,Kolek,Right,Stephen Kolek,SDP,5.52,4.36,44.0,108.0,107.0,108.0,0.807,7.57,2.05,11.45,0.82,2.79,0.327,0.313,0.129,0.252,0.448,,,,102.0,114.0,108.0,123.0,102.0,110.0,95.0,107.0,100.0,,,,0.131,0.189,,0.202,,2.23,-1.23,,-3.35,,95.8,92.2,,85.8,,0.111,0.111,0.254,,,,0.359,0.487,0.185,,,,0.286,0.429,0.242,113.0,111.0,119.0,106.0,108.0,109.0,0.409,0.068,0.15,0.72,88.8,95.2,0.329,0.371,0.187,0.214,0.214,0.182,,,,,,,,,
2024-04-09,745433,Single,single,False,643265,666745,Garrett Cooper,Jhony Brito,0,19379431-62d3-4025-94b3-30c5601c767e,666745.0,jhonybrito,Brito,Right,Jhony Brito,SDP,4.35,4.02,41.1,99.0,89.0,98.0,0.841,5.66,1.96,10.45,0.87,1.31,0.275,0.303,0.183,0.303,0.446,,,,76.0,99.0,90.0,94.0,89.0,97.0,,,,,,,0.265,,,0.119,,0.62,,,-2.91,,96.3,,,86.0,,0.216,0.405,0.164,,,,,,,0.333,0.333,0.0,0.6,0.6,0.143,89.0,104.0,105.0,98.0,99.0,99.0,0.242,0.351,-1.03,1.47,89.8,96.2,0.375,0.458,0.088,0.234,0.328,0.271,123.0,82.0,110.0,0.023,-0.28,81.4,,,
2024-04-10,745429,Flyout,field_out,True,643265,673513,Garrett Cooper,Yuki Matsui,0,2f4076ab-5ac8-466a-b2d4-a0250a43cb09,673513.0,yukimatsui,Matsui,Left,Yuki Matsui,SDP,3.7,3.17,41.1,94.0,114.0,97.0,0.717,9.36,5.01,6.53,0.44,1.0,0.206,0.486,0.187,0.318,0.388,66.0,73.0,79.0,116.0,94.0,101.0,108.0,95.0,98.0,,,,120.0,93.0,91.0,0.394,,0.288,0.306,0.013,0.49,,0.51,0.54,0.65,92.1,,86.4,84.6,74.8,0.236,0.345,0.145,0.182,0.25,0.426,,,,,,,0.167,0.167,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-15,747213,Lineout,field_out,True,643265,518876,Garrett Cooper,Merrill Kelly,0,e3a66a20-df28-40df-871f-bce3d03b9c35,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,2.19,3.29,24.2,109.0,101.0,106.0,0.767,7.66,2.19,6.2,1.09,1.21,0.313,0.484,0.188,0.203,0.374,112.0,106.0,102.0,82.0,104.0,99.0,122.0,116.0,116.0,95.0,105.0,99.0,,,,0.219,0.249,,0.169,0.058,2.14,0.89,,3.09,-6.2,92.3,90.8,,85.6,82.1,0.143,0.214,0.29,,,,0.267,0.467,0.159,0.25,1.0,0.0,0.211,0.263,0.441,119.0,114.0,119.0,88.0,104.0,96.0,0.111,0.194,-3.42,4.95,89.0,92.7,0.375,0.75,0.1,0.12,0.12,0.316,,,,,,,,,
2024-04-15,747213,Flyout,field_out,True,643265,518876,Garrett Cooper,Merrill Kelly,0,b61df7ed-4ea6-4f07-a722-5165a3fd0852,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,2.19,3.29,24.2,109.0,101.0,106.0,0.767,7.66,2.19,6.2,1.09,1.21,0.313,0.484,0.188,0.203,0.374,112.0,106.0,102.0,82.0,104.0,99.0,122.0,116.0,116.0,95.0,105.0,99.0,,,,0.219,0.249,,0.169,0.058,2.14,0.89,,3.09,-6.2,92.3,90.8,,85.6,82.1,0.143,0.214,0.29,,,,0.267,0.467,0.159,0.25,1.0,0.0,0.211,0.263,0.441,119.0,114.0,119.0,88.0,104.0,96.0,0.111,0.194,-3.42,4.95,89.0,92.7,0.375,0.75,0.1,0.12,0.12,0.316,,,,,,,,,
2024-04-15,747213,Single,single,False,643265,612434,Garrett Cooper,Miguel Castro,0,cb0184ad-0398-4b12-b82a-164702468897,612434.0,miguelcastro,Castro,Right,Miguel Castro,ARI,4.66,4.79,9.2,97.0,114.0,104.0,0.807,6.52,0.93,12.1,0.93,1.5,0.257,0.457,0.257,0.2,0.426,,,,,,,154.0,96.0,114.0,,,,,,,,,,0.391,,,,,0.66,,,,,81.7,,,,,,,,,,,,,,0.143,0.5,0.259,71.0,92.0,94.0,95.0,98.0,99.0,0.485,0.124,-1.11,-8.21,90.0,95.0,0.389,0.5,0.159,0.444,0.667,0.231,,,,,,,,,
2024-04-15,747213,Groundout,field_out,True,643265,656464,Garrett Cooper,Kevin Ginkel,0,c9dbc24b-8e6b-4b3a-9756-19c01b17ff73,656464.0,kevinginkel,Ginkel,Right,Kevin Ginkel,ARI,2.55,3.36,42.1,104.0,105.0,105.0,0.768,9.14,1.49,8.5,0.64,1.27,0.262,0.402,0.115,0.352,0.407,,,,89.0,105.0,99.0,134.0,103.0,115.0,,,,,,,0.523,,,0.369,,0.98,,,-0.37,,96.0,,,87.6,,0.235,0.346,0.184,,,,,,,,,,0.246,0.41,0.392,,,,88.0,103.0,101.0,0.108,,1.28,,,94.5,0.286,0.286,0.116,,,,,,,,,,,,
2024-04-15,747213,Single,single,False,643265,686826,Garrett Cooper,Bryce Jarvis,1,3ef0d3a6-27ec-4f47-9c39-7fcf2f68f907,686826.0,brycejarvis,Jarvis,Right,Bryce Jarvis,ARI,3.52,5.19,53.2,96.0,99.0,94.0,0.803,5.53,4.86,8.05,1.01,1.16,0.263,0.407,0.084,0.383,0.448,121.0,83.0,88.0,86.0,99.0,91.0,124.0,94.0,102.0,113.0,100.0,91.0,,,,0.344,0.133,,0.242,0.008,1.29,-1.94,,0.9,5.82,95.6,89.6,,86.4,83.2,0.234,0.313,0.147,,,,0.364,0.773,0.224,,,,0.221,0.279,0.298,86.0,91.0,95.0,87.0,94.0,90.0,0.132,0.141,0.74,-1.82,85.1,95.2,0.28,0.52,0.132,0.176,0.353,0.326,,,,,,,,,
2024-04-16,747214,Strikeout,strikeout,True,643265,674072,Garrett Cooper,Tommy Henry,0,c19b8f68-58ff-403d-800d-f35b69a21191,674072.0,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.46,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,103.0,107.0,105.0,66.0,100.0,92.0,112.0,101.0,97.0,,,,,,,0.323,,,0.072,0.238,-1.54,,,-5.16,-1.9,89.8,,,82.8,78.1,0.261,0.63,0.135,,,,,,,0.268,0.561,0.123,0.5,0.7,0.35,76.0,95.0,91.0,68.0,97.0,87.0,0.19,0.177,-2.27,-1.65,83.7,90.3,0.375,0.625,0.072,0.321,0.464,0.313,,,,,,,,,
2024-04-16,747214,Forceout,force_out,True,643265,674072,Garrett Cooper,Tommy Henry,1,37d4f28a-c5f7-4e9a-9127-c0c356ced813,674072.0,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.46,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,103.0,107.0,105.0,66.0,100.0,92.0,112.0,101.0,97.0,,,,,,,0.323,,,0.072,0.238,-1.54,,,-5.16,-1.9,89.8,,,82.8,78.1,0.261,0.63,0.135,,,,,,,0.268,0.561,0.123,0.5,0.7,0.35,76.0,95.0,91.0,68.0,97.0,87.0,0.19,0.177,-2.27,-1.65,83.7,90.3,0.375,0.625,0.072,0.321,0.464,0.313,,,,,,,,,
2024-04-16,747214,Pop Out,field_out,True,643265,543518,Garrett Cooper,Scott McGough,0,29a60346-75db-43be-9824-49301cfecbaa,543518.0,scottmcgough,McGough,Right,Scott McGough,ARI,7.33,5.61,27.0,95.0,89.0,93.0,0.749,6.67,6.0,9.33,1.67,0.97,0.282,0.271,0.129,0.341,0.418,,,,99.0,94.0,93.0,117.0,102.0,108.0,,,,63.0,93.0,87.0,0.49,,0.33,0.137,,-3.54,,-0.4,1.24,,93.1,,85.0,87.3,,0.37,0.741,0.192,0.133,0.267,0.405,,,,,,,0.267,0.4,0.2,,,,82.0,112.0,99.0,0.041,,6.02,,,93.4,0.0,0.0,0.125,,,,,,,0.002,4.87,78.6,,,
2024-04-16,747214,Single,single,False,643265,669459,Garrett Cooper,Kyle Nelson,1,f662a3ba-8144-42d5-9073-24262fc86fb9,669459.0,kylenelson,"Nelson, K",Left,Kyle Nelson,ARI,4.22,5.58,10.2,107.0,73.0,100.0,0.77,6.75,3.38,6.75,1.69,1.57,0.267,0.533,0.167,0.433,0.469,,,,48.0,107.0,88.0,81.0,107.0,105.0,86.0,107.0,101.0,,,,0.276,0.214,,0.51,,1.45,-1.04,,1.1,,90.2,87.5,,83.6,,0.182,0.182,0.095,,,,0.375,0.875,0.067,,,,0.167,0.333,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,747214,Groundout,field_out,True,643265,612434,Garrett Cooper,Miguel Castro,0,8597b6f9-e566-4ba8-8b72-c700f8ca4ae4,612434.0,miguelcastro,Castro,Right,Miguel Castro,ARI,4.66,4.79,9.2,97.0,114.0,104.0,0.807,6.52,0.93,12.1,0.93,1.5,0.257,0.457,0.257,0.2,0.426,,,,,,,154.0,96.0,114.0,,,,,,,,,,0.391,,,,,0.66,,,,,81.7,,,,,,,,,,,,,,0.143,0.5,0.259,71.0,92.0,94.0,95.0,98.0,99.0,0.485,0.124,-1.11,-8.21,90.0,95.0,0.389,0.5,0.159,0.444,0.667,0.231,,,,,,,,,
2024-04-20,746891,Strikeout,strikeout,True,643265,682610,Garrett Cooper,Roddery Muñoz,0,200d81e8-f488-4b89-b2bc-7b5297c4d103,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,,,,96.0,99.0,92.0,108.0,99.0,104.0,91.0,96.0,90.0,,,,0.257,0.247,,0.173,,-2.9,1.93,,-0.77,,95.7,89.8,,85.8,,0.286,0.738,0.173,,,,0.14,0.28,0.262,,,,0.222,0.361,0.328,52.0,96.0,89.0,91.0,95.0,93.0,0.229,0.094,-1.48,-4.22,89.5,95.1,0.273,0.614,0.141,0.318,0.727,0.356,,,,,,,,,
2024-04-20,746891,Strikeout,strikeout,True,643265,682610,Garrett Cooper,Roddery Muñoz,0,65792d42-0559-48f3-88e5-017c54d83bd6,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,,,,96.0,99.0,92.0,108.0,99.0,104.0,91.0,96.0,90.0,,,,0.257,0.247,,0.173,,-2.9,1.93,,-0.77,,95.7,89.8,,85.8,,0.286,0.738,0.173,,,,0.14,0.28,0.262,,,,0.222,0.361,0.328,52.0,96.0,89.0,91.0,95.0,93.0,0.229,0.094,-1.48,-4.22,89.5,95.1,0.273,0.614,0.141,0.318,0.727,0.356,,,,,,,,,
2024-04-20,746891,Single,single,False,643265,669622,Garrett Cooper,Anthony Bender,1,561a0794-270f-4855-96f1-9557e02d7473,669622.0,anthonybender,Bender,Right,Anthony Bender,MIA,4.1,3.74,37.1,102.0,118.0,108.0,0.786,9.16,2.89,9.16,0.48,1.53,0.202,0.349,0.174,0.284,0.435,,,,75.0,55.0,66.0,134.0,103.0,117.0,,,,,,,0.013,,,0.448,,-6.03,,,1.69,,95.6,,,84.9,,,,,,,,,,,,,,0.172,0.25,0.338,152.0,115.0,126.0,101.0,101.0,98.0,0.498,0.04,-1.02,0.88,89.7,95.3,0.352,0.479,0.134,0.182,0.455,0.267,,,,,,,,,
2024-04-20,746891,Grounded Into DP,grounded_into_double_play,True,643265,664350,Garrett Cooper,Sixto Sánchez,1,ec25eb9c-ac5e-4da6-8dd2-5620b7397883,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,58.0,108.0,100.0,,,,0.298,0.34,,,,-1.21,-1.59,,,,93.8,83.6,,,,0.267,0.433,0.104,,,,0.375,0.518,0.114,,,,,,,94.0,100.0,100.0,84.0,110.0,106.0,0.048,0.314,-4.74,1.59,85.4,92.7,0.5,1.333,0.167,0.22,0.22,0.17,,,,,,,,,
2024-04-19,746892,Groundout,field_out,True,643265,640462,Garrett Cooper,A.J. Puk,0,31bb6727-4341-4517-94c4-e34736c6aac8,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,,,,111.0,99.0,98.0,99.0,105.0,108.0,,,,115.0,103.0,113.0,0.377,,0.042,0.366,,1.89,,-4.04,-0.37,,94.9,,84.4,82.7,,0.152,0.197,0.286,0.444,0.667,0.111,,,,,,,0.071,0.071,0.488,118.0,111.0,110.0,108.0,96.0,97.0,0.191,0.024,-1.99,-2.0,90.3,94.4,0.37,0.593,0.056,0.4,0.4,0.4,,,,,,,,,
2024-04-19,746892,Single,single,False,643265,640462,Garrett Cooper,A.J. Puk,1,987648b7-371f-49a7-a278-c57e015524ba,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,,,,111.0,99.0,98.0,99.0,105.0,108.0,,,,115.0,103.0,113.0,0.377,,0.042,0.366,,1.89,,-4.04,-0.37,,94.9,,84.4,82.7,,0.152,0.197,0.286,0.444,0.667,0.111,,,,,,,0.071,0.071,0.488,118.0,111.0,110.0,108.0,96.0,97.0,0.191,0.024,-1.99,-2.0,90.3,94.4,0.37,0.593,0.056,0.4,0.4,0.4,,,,,,,,,
2024-04-19,746892,Strikeout,strikeout,True,643265,686539,Garrett Cooper,Declan Cronin,0,c8cf558c-b5f3-4714-9f90-311374ef89fe,686539.0,declancronin,Cronin,Right,Declan Cronin,MIA,3.72,3.67,46.0,98.0,72.0,97.0,0.753,9.59,3.33,9.78,0.0,2.06,0.273,0.364,0.121,0.326,0.442,,,,120.0,107.0,112.0,74.0,91.0,98.0,,,,,,,0.046,,,0.544,,2.05,,,0.85,,93.5,,,86.8,,0.111,0.111,0.313,,,,,,,,,,0.262,0.291,0.341,,,,66.0,99.0,88.0,0.41,,0.02,,,93.3,0.328,0.418,0.157,,,,,,,,,,,,
2024-04-19,746892,Walk,walk,False,643265,677053,Garrett Cooper,Andrew Nardi,0,3f4de7ca-f968-4652-874d-201a42054575,677053.0,andrewnardi,Nardi,Left,Andrew Nardi,MIA,5.45,3.12,36.1,103.0,106.0,104.0,0.733,11.15,2.72,8.92,1.24,0.7,0.255,0.408,0.173,0.276,0.402,,,,98.0,101.0,102.0,118.0,105.0,107.0,,,,,,,0.577,,,0.414,,0.41,,,-0.68,,94.0,,,82.7,,0.247,0.4,0.277,,,,,,,,,,0.264,0.547,0.32,57.0,130.0,124.0,,,,,0.009,,-6.5,91.5,,,,,,,,,,,,,,,,
2024-04-20,746893,Flyout,field_out,True,643265,666200,Garrett Cooper,Jesús Luzardo,0,fe7c5eba-25e6-4fed-ac1e-2584493af16f,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,31.0,40.0,52.0,98.0,100.0,95.0,97.0,98.0,108.0,,,,,,,0.394,,,0.292,0.002,-0.65,,,0.13,-3.42,95.2,,,83.5,81.6,0.28,0.484,0.111,,,,,,,,,,0.2,0.347,0.474,88.0,97.0,95.0,87.0,90.0,88.0,0.083,0.229,-0.81,1.56,86.3,94.6,0.381,0.571,0.125,0.207,0.328,0.407,,,,,,,,,
