date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024-07-14,745314,Groundout,field_out,True,660636,605483,Diego A. Castillo,Blake Snell,0,970bd3a4-370f-442c-919d-8a1b642ef60c,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-14,745314,Groundout,field_out,True,660636,605483,Diego A. Castillo,Blake Snell,0,eea75223-927f-49f4-bc97-4368b5a17a81,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-14,745314,Walk,walk,False,660636,666808,Diego A. Castillo,Camilo Doval,0,bd635712-fe88-41a8-beb5-d587c284a363,666808.0,camilodoval,Doval,Right,Camilo Doval,SFG,4.38,3.67,37.0,96.0,113.0,98.0,0.655,11.92,5.84,8.76,0.73,2.15,0.204,0.48,0.204,0.306,0.393,,,,,,,,,,140.0,94.0,106.0,,0.487,,,,0.2,,,,,88.7,,,,,,,,,,,0.216,0.311,0.468,71.0,91.0,80.0,0.14,-1.95,98.0,0.333,0.476,0.175,94.0,102.0,95.0,0.373,-0.42,99.6,0.26,0.5,0.241,,,,,,,,,,,,,,,
2024-07-20,745880,Fielders Choice,fielders_choice,False,660636,665625,Diego A. Castillo,Elvis Peguero,1,6b6b0c99-dfd0-482d-9559-5d2c9e7d4a50,665625.0,elvispeguero,"Peguero, E",Right,Elvis Peguero,MIL,3.29,4.02,38.1,99.0,123.0,103.0,0.726,8.22,4.7,8.92,0.7,2.18,0.255,0.373,0.164,0.318,0.391,,,,53.0,40.0,52.0,,,,145.0,101.0,110.0,,0.513,0.002,,,0.15,-3.42,,,,90.2,69.1,,,,,,,,,,0.259,0.362,0.413,99.0,97.0,96.0,0.485,0.11,96.8,0.264,0.379,0.148,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-20,745880,Strikeout,strikeout,True,660636,656730,Diego A. Castillo,Trevor Megill,0,ae9620d1-ad14-4f04-8fde-a12ae96cee6c,656730.0,trevormegill,Megill,Right,Trevor Megill,MIL,2.05,3.05,30.2,100.0,144.0,114.0,0.693,10.86,2.05,7.04,0.59,0.59,0.269,0.346,0.115,0.359,0.449,,,,,,,126.0,102.0,109.0,,,,0.703,,,,1.24,,,,98.8,,,,0.236,0.315,0.234,0.125,0.125,0.649,,,,,,,257.0,48.0,53.0,0.004,-4.1,98.6,,,,,,,,,,,,,,,,,,,,,,173.0,95.0,126.0,0.293,2.01,87.7
2024-07-20,745880,Single,single,False,660636,596001,Diego A. Castillo,Jakob Junis,1,023068c7-3fbf-40ec-b7bd-5b32f3066fd1,596001.0,jakobjunis,Junis,Right,Jakob Junis,MIL,2.84,4.99,19.0,106.0,94.0,104.0,0.738,7.58,1.89,7.11,1.42,1.0,0.208,0.453,0.132,0.302,0.513,82.0,96.0,94.0,,,,77.0,133.0,119.0,116.0,105.0,112.0,0.049,0.441,,0.103,3.85,-0.16,,-1.46,92.9,85.9,82.5,,,,,,,,0.222,0.556,0.357,0.226,0.452,0.314,75.0,108.0,97.0,0.395,2.69,92.1,0.217,0.304,0.264,97.0,119.0,106.0,0.011,0.71,89.0,0.333,0.333,0.0,,,,,,,,,,,,,,,
2024-07-22,745881,Walk,walk,False,660636,624133,Diego A. Castillo,Ranger Suárez,0,eaa5dea7-aea2-4ecc-9c75-a7843339b6a6,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.87,3.18,119.1,104.0,83.0,101.0,0.797,8.75,2.04,7.54,0.68,2.01,0.19,0.455,0.151,0.301,0.407,76.0,104.0,103.0,86.0,107.0,109.0,69.0,101.0,92.0,22.0,85.0,77.0,0.189,0.001,0.203,0.165,1.52,-4.77,1.68,0.47,92.0,80.3,81.3,74.6,0.2,0.287,0.178,0.171,0.28,0.337,0.197,0.263,0.382,,,,88.0,106.0,103.0,0.32,0.94,90.9,0.255,0.37,0.111,102.0,99.0,95.0,0.122,-1.27,86.6,0.286,0.571,0.119,,,,,,,,,,,,,,,
2024-07-22,745881,Double,double,False,660636,624133,Diego A. Castillo,Ranger Suárez,1,19488262-9935-4d23-9283-92ddc9790088,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.87,3.18,119.1,104.0,83.0,101.0,0.797,8.75,2.04,7.54,0.68,2.01,0.19,0.455,0.151,0.301,0.407,76.0,104.0,103.0,86.0,107.0,109.0,69.0,101.0,92.0,22.0,85.0,77.0,0.189,0.001,0.203,0.165,1.52,-4.77,1.68,0.47,92.0,80.3,81.3,74.6,0.2,0.287,0.178,0.171,0.28,0.337,0.197,0.263,0.382,,,,88.0,106.0,103.0,0.32,0.94,90.9,0.255,0.37,0.111,102.0,99.0,95.0,0.122,-1.27,86.6,0.286,0.571,0.119,,,,,,,,,,,,,,,
