date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff
2024-08-23,745217,Flyout,field_out,True,595284,622491,Andrew Knapp,Luis Castillo,0,18029016-d17d-454f-8435-3b627a45ee31,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-23,745217,Groundout,field_out,True,595284,622491,Andrew Knapp,Luis Castillo,1,1122a1cb-98dd-4415-9186-ba584daacb13,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-23,745217,Single,single,False,595284,700187,Andrew Knapp,Troy Taylor,1,dfc57daa-57d7-4924-9741-e46518d693e6,700187.0,troytaylor,"Taylor, T",Right,Troy Taylor,SEA,1.42,2.92,6.1,100.0,86.0,100.0,0.778,11.37,2.84,5.68,1.42,0.71,0.188,0.438,0.375,0.375,0.402,93.0,49.0,54.0,,,,71.0,89.0,89.0,113.0,121.0,123.0,0.66,,0.32,0.021,,2.26,-2.46,-2.22,,88.8,96.9,83.9,,,,0.143,0.214,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.5,0.4,,,
2024-08-23,745217,Strikeout,strikeout,True,595284,662253,Andrew Knapp,Andrés Muñoz,0,ef30b568-916e-4346-b7af-d83c0eec014f,662253.0,andresmunoz,"Muñoz, A",Right,Andrés Muñoz,SEA,1.76,2.84,51.0,95.0,114.0,99.0,0.627,11.47,4.24,4.59,0.71,1.97,0.287,0.352,0.204,0.296,0.329,,,,94.0,94.0,92.0,105.0,89.0,92.0,129.0,98.0,107.0,0.212,0.307,0.481,,1.16,1.24,2.19,,98.3,,97.4,87.6,0.174,0.326,0.205,0.167,0.167,0.453,0.135,0.219,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,745943,Strikeout,strikeout,True,595284,642547,Andrew Knapp,Freddy Peralta,0,d0edb4cc-9183-4f0f-b4d2-8e7a6baa31da,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,113.0,98.0,101.0,,,,98.0,101.0,107.0,,0.541,0.228,0.175,0.14,,0.15,1.4,94.3,87.6,,81.3,0.236,0.419,0.25,,,,0.194,0.363,0.409,0.198,0.26,0.379,102.0,99.0,106.0,0.055,-0.49,77.6,0.25,0.375,0.313,,,,,,,,,,,,,,,,,,,,,
2024-08-28,745943,Groundout,field_out,True,595284,642547,Andrew Knapp,Freddy Peralta,0,c0dbb50f-e90e-4637-9aa9-194a55cd70fa,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,113.0,98.0,101.0,,,,98.0,101.0,107.0,,0.541,0.228,0.175,0.14,,0.15,1.4,94.3,87.6,,81.3,0.236,0.419,0.25,,,,0.194,0.363,0.409,0.198,0.26,0.379,102.0,99.0,106.0,0.055,-0.49,77.6,0.25,0.375,0.313,,,,,,,,,,,,,,,,,,,,,
