date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024-04-27,746803,Strikeout,strikeout,True,592348,665620,Niko Goodrum,Deivi García,0,80486d07-22c9-462f-95de-f0a63f9a0b5d,665620.0,deivigarcia,"García, D",Right,Deivi García,CHW,7.07,4.54,14.0,88.0,109.0,92.0,0.712,9.64,7.07,10.29,1.29,0.74,0.31,0.357,0.143,0.286,0.35,103.0,89.0,94.0,78.0,92.0,90.0,116.0,88.0,94.0,117.0,89.0,92.0,,,,0.558,,0.159,0.159,0.124,-0.51,,-1.33,-4.96,2.5,95.1,,85.3,79.8,77.5,0.278,0.389,0.347,0.143,0.143,0.333,0.25,0.25,0.214,0.444,0.778,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-29,745999,Strikeout,strikeout,True,592348,669060,Niko Goodrum,Bryse Wilson,0,e2e5d842-e6f2-4065-8d3c-5f4de6390bda,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,,,,97.0,97.0,93.0,0.145,0.338,,0.154,0.046,-2.82,0.87,,-1.78,-1.63,93.6,88.9,88.1,,80.3,0.268,0.482,0.24,0.25,0.375,0.15,,,,0.261,0.587,0.245,0.234,0.372,0.248,90.0,106.0,96.0,0.317,1.33,93.2,0.228,0.36,0.159,,,,,,,,,,,,,,,,,,
2024-04-29,745999,Single,single,False,592348,669060,Niko Goodrum,Bryse Wilson,0,8bf53515-3cf8-4406-b96c-e2761e4eb5d7,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,,,,97.0,97.0,93.0,0.145,0.338,,0.154,0.046,-2.82,0.87,,-1.78,-1.63,93.6,88.9,88.1,,80.3,0.268,0.482,0.24,0.25,0.375,0.15,,,,0.261,0.587,0.245,0.234,0.372,0.248,90.0,106.0,96.0,0.317,1.33,93.2,0.228,0.36,0.159,,,,,,,,,,,,,,,,,,
2024-04-29,745999,Single,single,False,592348,663542,Niko Goodrum,Bryan Hudson,0,13e3e84e-1d35-4bad-add9-bd9c416fc2fb,663542.0,bryanhudson,"Hudson, B",Left,Bryan Hudson,MIL,1.49,2.94,48.1,104.0,84.0,103.0,0.781,9.87,2.23,4.47,1.12,1.14,0.286,0.321,0.205,0.241,0.481,,,,,,,84.0,106.0,103.0,113.0,105.0,107.0,50.0,97.0,98.0,0.526,0.221,0.253,,,1.88,-0.05,2.78,,,91.7,86.7,,81.9,,0.185,0.346,0.197,,,,0.039,0.078,0.359,,,,0.219,0.531,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-29,745999,Caught Stealing 2B,caught_stealing_2b,True,592348,656730,Niko Goodrum,Trevor Megill,0,c3960e87-96cb-4a70-8e1e-6965bbe251c4,656730.0,trevormegill,Megill,Right,Trevor Megill,MIL,2.05,3.05,30.2,100.0,144.0,114.0,0.693,10.86,2.05,7.04,0.59,0.59,0.269,0.346,0.115,0.359,0.449,,,,,,,126.0,102.0,109.0,,,,,,,0.703,,,,,1.24,,,,,98.8,,,,,0.236,0.315,0.234,,,,,,,0.125,0.125,0.649,,,,257.0,48.0,53.0,0.004,-4.1,98.6,,,,173.0,95.0,126.0,0.293,2.01,87.7,,,,,,,,,,,,
2024-05-01,745996,Flyout,field_out,True,592348,607067,Niko Goodrum,Colin Rea,0,b2d6697a-5a46-4055-a225-2d154569bdbb,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,,,,107.0,106.0,103.0,69.0,109.0,95.0,108.0,105.0,108.0,76.0,95.0,89.0,0.172,0.226,0.171,0.043,,-0.12,-0.36,3.37,-5.02,,92.7,87.8,,82.1,78.3,0.23,0.365,0.239,,,,0.062,0.077,0.227,0.444,0.833,0.111,0.277,0.553,0.159,85.0,101.0,95.0,0.306,-0.27,92.3,0.276,0.44,0.109,,,,,,,78.0,98.0,100.0,0.082,-0.32,86.4,0.243,0.297,0.26,,,
2024-05-01,745996,Strikeout,strikeout,True,592348,607067,Niko Goodrum,Colin Rea,0,4311f735-1a0f-482b-b8ce-31928cb32113,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,,,,107.0,106.0,103.0,69.0,109.0,95.0,108.0,105.0,108.0,76.0,95.0,89.0,0.172,0.226,0.171,0.043,,-0.12,-0.36,3.37,-5.02,,92.7,87.8,,82.1,78.3,0.23,0.365,0.239,,,,0.062,0.077,0.227,0.444,0.833,0.111,0.277,0.553,0.159,85.0,101.0,95.0,0.306,-0.27,92.3,0.276,0.44,0.109,,,,,,,78.0,98.0,100.0,0.082,-0.32,86.4,0.243,0.297,0.26,,,
2024-05-01,745996,Groundout,field_out,True,592348,607067,Niko Goodrum,Colin Rea,1,a6b89309-b9f5-4954-b424-85a643049525,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,,,,107.0,106.0,103.0,69.0,109.0,95.0,108.0,105.0,108.0,76.0,95.0,89.0,0.172,0.226,0.171,0.043,,-0.12,-0.36,3.37,-5.02,,92.7,87.8,,82.1,78.3,0.23,0.365,0.239,,,,0.062,0.077,0.227,0.444,0.833,0.111,0.277,0.553,0.159,85.0,101.0,95.0,0.306,-0.27,92.3,0.276,0.44,0.109,,,,,,,78.0,98.0,100.0,0.082,-0.32,86.4,0.243,0.297,0.26,,,
2024-05-01,745996,Forceout,force_out,True,592348,682842,Niko Goodrum,Abner Uribe,1,7771f4ff-5693-43af-96b2-7d5d710bdf80,682842.0,abneruribe,Uribe,Right,Abner Uribe,MIL,6.91,4.7,14.1,94.0,138.0,102.0,0.781,8.79,7.53,9.42,0.63,2.56,0.15,0.4,0.2,0.225,0.43,,,,,,,95.0,57.0,54.0,159.0,97.0,113.0,,,,0.008,,0.345,,,-3.7,,-0.32,,,100.1,,,87.9,,,,,,,,0.267,0.267,0.423,,,,,,,128.0,93.0,98.0,0.647,0.02,98.7,0.282,0.436,0.2,,,,,,,,,,,,,,,,,,
2024-05-10,746240,Field Error,field_error,False,592348,679525,Niko Goodrum,Alec Marsh,0,1f897659-de4d-4a5c-a038-d7085ced9b1c,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,121.0,98.0,106.0,,,,0.376,,0.221,0.156,0.108,0.97,,0.02,-1.25,1.03,94.2,,86.5,86.4,82.9,0.191,0.327,0.231,0.189,0.216,0.163,0.118,0.118,0.355,0.268,0.482,0.275,,,,99.0,98.0,95.0,0.139,-2.75,93.5,0.35,0.617,0.096,,,,,,,,,,,,,,,,,,
2024-05-10,746240,Groundout,field_out,True,592348,679525,Niko Goodrum,Alec Marsh,1,14b13f4d-c18b-4b73-a796-d4caab5a31df,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,121.0,98.0,106.0,,,,0.376,,0.221,0.156,0.108,0.97,,0.02,-1.25,1.03,94.2,,86.5,86.4,82.9,0.191,0.327,0.231,0.189,0.216,0.163,0.118,0.118,0.355,0.268,0.482,0.275,,,,99.0,98.0,95.0,0.139,-2.75,93.5,0.35,0.617,0.096,,,,,,,,,,,,,,,,,,
2024-05-10,746240,Walk,walk,False,592348,679525,Niko Goodrum,Alec Marsh,1,5c759aad-c77f-447e-85d3-23115c630493,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,121.0,98.0,106.0,,,,0.376,,0.221,0.156,0.108,0.97,,0.02,-1.25,1.03,94.2,,86.5,86.4,82.9,0.191,0.327,0.231,0.189,0.216,0.163,0.118,0.118,0.355,0.268,0.482,0.275,,,,99.0,98.0,95.0,0.139,-2.75,93.5,0.35,0.617,0.096,,,,,,,,,,,,,,,,,,
2024-05-10,746240,Groundout,field_out,True,592348,670167,Niko Goodrum,John Schreiber,0,5e8ce583-90dd-48cc-87f3-ca3b0f409bf1,670167.0,johnschreiber,Schreiber,Right,John Schreiber,KCR,4.29,3.72,35.2,100.0,98.0,96.0,0.826,7.32,3.28,9.84,0.25,1.88,0.278,0.374,0.191,0.304,0.417,73.0,110.0,100.0,,,,79.0,99.0,86.0,110.0,98.0,103.0,91.0,101.0,90.0,0.24,0.152,0.264,,0.079,-1.64,1.36,-0.04,,-3.88,92.7,88.7,86.1,80.9,,0.346,0.538,0.193,0.429,0.5,0.214,0.121,0.212,0.273,,,,0.273,0.364,0.25,114.0,98.0,102.0,0.264,1.15,91.8,0.292,0.354,0.113,,,,,,,,,,,,,,,,,,
2024-05-11,746232,Walk,walk,False,592348,666142,Niko Goodrum,Cole Ragans,0,a37d60d4-449a-4510-a350-63fa59148f69,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,134.0,103.0,112.0,89.0,98.0,93.0,0.406,0.128,0.12,,0.247,1.1,1.57,-1.6,,1.11,95.8,91.3,85.3,86.7,,0.206,0.351,0.239,0.205,0.286,0.493,0.242,0.387,0.368,0.158,0.158,0.354,0.304,0.326,0.224,,,,,,,,,,99.0,94.0,100.0,0.099,1.27,81.1,,,,,,,,,,,,
2024-05-11,746232,Groundout,field_out,True,592348,666142,Niko Goodrum,Cole Ragans,0,8028cc3d-cfae-47cb-baee-b3d55c0a7d09,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,134.0,103.0,112.0,89.0,98.0,93.0,0.406,0.128,0.12,,0.247,1.1,1.57,-1.6,,1.11,95.8,91.3,85.3,86.7,,0.206,0.351,0.239,0.205,0.286,0.493,0.242,0.387,0.368,0.158,0.158,0.354,0.304,0.326,0.224,,,,,,,,,,99.0,94.0,100.0,0.099,1.27,81.1,,,,,,,,,,,,
2024-05-11,746232,Groundout,field_out,True,592348,666142,Niko Goodrum,Cole Ragans,0,7ca3684f-5492-4f7a-a3c5-2968277d60f0,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,134.0,103.0,112.0,89.0,98.0,93.0,0.406,0.128,0.12,,0.247,1.1,1.57,-1.6,,1.11,95.8,91.3,85.3,86.7,,0.206,0.351,0.239,0.205,0.286,0.493,0.242,0.387,0.368,0.158,0.158,0.354,0.304,0.326,0.224,,,,,,,,,,99.0,94.0,100.0,0.099,1.27,81.1,,,,,,,,,,,,
2024-05-11,746232,Groundout,field_out,True,592348,623433,Niko Goodrum,Nick Anderson,1,4fa61c5d-4652-49ee-9ebc-9198ae182a28,623433.0,nickanderson,"Anderson, N",Right,Nick Anderson,KCR,4.04,5.06,35.2,100.0,88.0,97.0,0.78,7.32,3.79,8.83,1.51,0.98,0.324,0.361,0.102,0.324,0.478,79.0,80.0,86.0,113.0,102.0,105.0,61.0,96.0,87.0,,,,,,,0.223,,,0.455,0.052,-4.03,,,0.15,-0.82,94.7,,87.9,,81.7,0.4,0.8,0.19,,,,,,,0.204,0.352,0.286,,,,70.0,102.0,95.0,0.269,0.61,94.8,0.245,0.429,0.191,,,,,,,,,,,,,,,,,,
2024-05-12,746234,Strikeout,strikeout,True,592348,607625,Niko Goodrum,Seth Lugo,0,2748c47b-3a69-4527-8e62-bea435bb70ba,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,127.0,99.0,106.0,105.0,95.0,94.0,0.248,0.069,0.141,0.268,0.057,1.99,0.22,-0.63,1.06,0.16,92.4,91.0,87.5,85.3,79.3,0.183,0.275,0.159,0.2,0.25,0.321,0.278,0.556,0.172,0.175,0.275,0.366,0.375,0.375,0.186,71.0,102.0,92.0,0.191,0.6,92.3,0.278,0.426,0.124,,,,,,,,,,0.026,0.95,85.6,0.091,0.364,0.273,0.269,0.365,0.326
2024-05-12,746234,Strikeout,strikeout,True,592348,607625,Niko Goodrum,Seth Lugo,0,6b005c32-d495-4c10-99a3-535953965881,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,127.0,99.0,106.0,105.0,95.0,94.0,0.248,0.069,0.141,0.268,0.057,1.99,0.22,-0.63,1.06,0.16,92.4,91.0,87.5,85.3,79.3,0.183,0.275,0.159,0.2,0.25,0.321,0.278,0.556,0.172,0.175,0.275,0.366,0.375,0.375,0.186,71.0,102.0,92.0,0.191,0.6,92.3,0.278,0.426,0.124,,,,,,,,,,0.026,0.95,85.6,0.091,0.364,0.273,0.269,0.365,0.326
2024-05-12,746234,Strikeout,strikeout,True,592348,607625,Niko Goodrum,Seth Lugo,0,cd1014c2-bc71-4b8b-9320-e03d821cc05c,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,127.0,99.0,106.0,105.0,95.0,94.0,0.248,0.069,0.141,0.268,0.057,1.99,0.22,-0.63,1.06,0.16,92.4,91.0,87.5,85.3,79.3,0.183,0.275,0.159,0.2,0.25,0.321,0.278,0.556,0.172,0.175,0.275,0.366,0.375,0.375,0.186,71.0,102.0,92.0,0.191,0.6,92.3,0.278,0.426,0.124,,,,,,,,,,0.026,0.95,85.6,0.091,0.364,0.273,0.269,0.365,0.326
2024-05-13,746233,Groundout,field_out,True,592348,669461,Niko Goodrum,Matthew Liberatore,0,87d972ce-f052-409f-adf9-f4b4a0f1286b,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,46.0,89.0,90.0,128.0,97.0,102.0,66.0,96.0,87.0,130.0,102.0,107.0,101.0,111.0,110.0,0.26,0.106,0.302,0.073,0.063,0.24,-1.7,3.84,0.19,-0.49,94.4,91.9,87.7,87.5,77.8,0.212,0.485,0.14,0.143,0.571,0.227,0.132,0.162,0.431,0.154,0.154,0.238,0.474,0.684,0.228,78.0,103.0,99.0,0.196,-2.85,95.2,0.362,0.596,0.116,,,,,,,,,,,,,,,,,,
2024-05-13,746233,Strikeout,strikeout,True,592348,681517,Niko Goodrum,Kyle Leahy,0,0f3bb651-1b3b-4378-987a-7c9e2fb1a0c2,681517.0,kyleleahy,Leahy,Right,Kyle Leahy,STL,4.15,4.64,30.1,103.0,108.0,104.0,0.769,5.93,2.08,7.71,0.59,0.95,0.232,0.326,0.116,0.421,0.434,92.0,101.0,104.0,120.0,101.0,101.0,101.0,100.0,96.0,124.0,107.0,115.0,,,,0.441,,0.399,0.065,0.095,0.81,,1.27,2.96,0.99,95.4,,89.8,88.2,81.1,0.279,0.419,0.196,0.222,0.222,0.261,0.167,0.25,0.333,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-13,746233,Groundout,field_out,True,592348,667463,Niko Goodrum,John King,0,2ef2a76d-8450-4092-8971-c9b4eab9e579,667463.0,johnking,"King, J",Left,John King,STL,2.43,3.19,37.0,105.0,82.0,100.0,0.831,6.57,1.22,8.51,0.73,2.4,0.294,0.395,0.151,0.303,0.43,88.0,105.0,102.0,,,,58.0,92.0,95.0,81.0,101.0,105.0,,,,0.01,,0.115,,0.299,5.46,,-4.45,,-0.23,93.4,,84.0,83.1,,,,,0.244,0.378,0.253,0.294,0.647,0.321,,,,,,,79.0,106.0,98.0,0.576,2.49,93.3,0.247,0.273,0.136,,,,,,,,,,,,,,,,,,
