date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,FS%,wFS/C,vFS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,FO%,wFO/C,vFO,vKN (sc),KN%,wKN/C
2024-06-10,745409,Strikeout,strikeout,True,663662,656302,Daz Cameron,Dylan Cease,0,b8a4a557-2275-4081-bf72-e4f4ff2d9f34,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,,,,113.0,101.0,105.0,113.0,89.0,90.0,,0.435,0.01,0.462,0.013,-0.1,-5.15,,1.62,-4.3,96.8,91.8,69.5,,87.1,0.244,0.445,0.225,0.182,0.273,0.379,0.25,1.0,0.2,,,,,,,,,,0.242,0.455,0.333,0.25,1.0,0.0,,,,108.0,99.0,104.0,0.081,-0.64,82.7,,,,,,,,,,,,,,,,,,
2024-06-10,745409,Strikeout,strikeout,True,663662,660853,Daz Cameron,Enyel De Los Santos,0,2b1c2850-5d17-4de5-8f66-c611b6c1f450,660853.0,enyeldelossantos,"De Los Santos, E",Right,Enyel De Los Santos,SDP,4.82,4.39,37.1,107.0,94.0,103.0,0.694,10.37,2.89,8.92,2.65,0.73,0.343,0.402,0.216,0.353,0.49,84.0,94.0,85.0,80.0,111.0,101.0,,,,112.0,104.0,107.0,,,,,0.471,,0.473,0.056,-2.56,,,0.77,1.97,95.5,,87.6,,86.5,0.346,0.718,0.219,0.164,0.377,0.479,0.0,0.0,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12,745405,Flyout,field_out,True,663662,650633,Daz Cameron,Michael King,0,9b583e4f-b4f6-45db-b31f-e03cb4762bbf,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,,,,0.257,0.254,,0.243,0.245,-1.2,,1.03,-0.06,1.28,93.5,,86.6,92.8,82.8,0.269,0.452,0.201,0.381,0.714,0.237,0.198,0.267,0.355,0.2,0.42,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12,745405,Groundout,field_out,True,663662,650633,Daz Cameron,Michael King,0,cccc4fa7-65ca-4a65-b529-e9da08cfb239,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,,,,0.257,0.254,,0.243,0.245,-1.2,,1.03,-0.06,1.28,93.5,,86.6,92.8,82.8,0.269,0.452,0.201,0.381,0.714,0.237,0.198,0.267,0.355,0.2,0.42,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12,745405,Walk,walk,False,663662,593974,Daz Cameron,Wandy Peralta,1,89fd5324-0fc9-4548-a746-5fe14bfa6bf9,593974.0,wandyperalta,"Peralta, Wa",Left,Wandy Peralta,SDP,4.5,5.26,34.0,97.0,98.0,95.0,0.826,5.29,3.18,8.47,1.59,1.76,0.225,0.459,0.126,0.351,0.371,127.0,102.0,101.0,117.0,98.0,94.0,66.0,93.0,86.0,78.0,95.0,104.0,,,,0.385,0.094,,0.102,0.419,-7.01,,2.2,-2.55,0.44,95.4,,88.7,95.2,88.9,0.417,1.0,0.16,0.333,0.667,0.3,0.185,0.352,0.221,0.25,0.269,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12,745405,Strikeout,strikeout,True,663662,669093,Daz Cameron,Jeremiah Estrada,0,21be0a2c-d478-4f40-96d1-ac91a2fea7a9,669093.0,jeremiahestrada,Estrada,Right,Jeremiah Estrada,SDP,2.83,2.66,35.0,99.0,143.0,107.0,0.649,14.4,2.57,6.43,1.03,0.54,0.24,0.373,0.2,0.347,0.435,,,,160.0,100.0,108.0,,,,113.0,100.0,103.0,,,,,0.547,,0.231,,1.41,,,2.2,,97.1,,,,89.6,0.179,0.358,0.32,0.231,0.231,0.349,,,,,,,,,,,,,,,,,,,0.222,-0.75,84.1,,,,,,,131.0,98.0,106.0,0.2,0.343,0.509,,,,,,,,,,,,
2024-06-16,745891,Walk,walk,False,663662,663978,Daz Cameron,Chris Paddack,0,b061e744-5ffa-4990-80c2-30553fd0a5d2,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,79.0,111.0,103.0,,,,71.0,97.0,96.0,,,,,0.429,,0.177,0.259,0.61,,,-0.22,-1.54,93.3,,82.9,,85.9,0.277,0.4,0.243,0.264,0.434,0.254,0.283,0.519,0.248,,,,106.0,102.0,103.0,0.136,-1.7,78.2,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-16,745891,Groundout,field_out,True,663662,686973,Daz Cameron,Louie Varland,0,3135a614-dc93-41b2-b5f7-5c92d1c67f4c,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,106.0,101.0,100.0,84.0,117.0,108.0,,,,90.0,84.0,88.0,0.045,0.361,0.289,,0.081,-0.1,-5.23,-2.37,,0.8,95.7,89.6,88.3,93.1,,0.294,0.588,0.177,,,,0.2,0.2,0.077,0.5,0.5,0.077,,,,,,,0.222,0.222,0.347,0.351,0.649,0.217,,,,100.0,82.0,91.0,0.225,0.55,84.5,,,,,,,,,,,,,,,,,,
2024-06-16,745891,Groundout,field_out,True,663662,686973,Daz Cameron,Louie Varland,0,78be951f-26b2-4595-aa60-47116fe59dbf,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,106.0,101.0,100.0,84.0,117.0,108.0,,,,90.0,84.0,88.0,0.045,0.361,0.289,,0.081,-0.1,-5.23,-2.37,,0.8,95.7,89.6,88.3,93.1,,0.294,0.588,0.177,,,,0.2,0.2,0.077,0.5,0.5,0.077,,,,,,,0.222,0.222,0.347,0.351,0.649,0.217,,,,100.0,82.0,91.0,0.225,0.55,84.5,,,,,,,,,,,,,,,,,,
2024-06-16,745891,Lineout,field_out,True,663662,622251,Daz Cameron,Josh Staumont,0,f52f720b-446e-4fda-a1c8-53e22f233783,622251.0,joshstaumont,Staumont,Right,Josh Staumont,MIN,0.86,3.39,21.0,95.0,116.0,101.0,0.728,7.29,3.86,4.29,0.0,1.15,0.278,0.333,0.148,0.204,0.419,,,,93.0,99.0,98.0,95.0,94.0,91.0,129.0,95.0,105.0,,,,0.26,0.11,,0.615,,1.94,,1.5,3.22,,94.2,,,95.2,86.4,0.0,0.0,0.5,0.122,0.122,0.283,,,,0.188,0.25,0.242,76.0,95.0,102.0,0.015,-8.97,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-16,745895,Strikeout,strikeout,True,663662,641927,Daz Cameron,Bailey Ober,0,b6bc5591-1a2a-401f-a632-2861f397c2a0,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,82.0,105.0,97.0,,,,74.0,103.0,101.0,85.0,107.0,103.0,,0.389,0.22,0.128,0.251,-1.08,0.2,,1.95,1.52,91.9,86.5,83.4,,80.5,0.307,0.606,0.247,0.098,0.196,0.319,0.173,0.337,0.37,,,,102.0,97.0,101.0,0.012,4.25,76.0,,,,0.256,0.43,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-16,745895,Strikeout,strikeout,True,663662,641927,Daz Cameron,Bailey Ober,0,49fdfbf4-e9b7-4a05-b61b-9404a5d6bc16,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,82.0,105.0,97.0,,,,74.0,103.0,101.0,85.0,107.0,103.0,,0.389,0.22,0.128,0.251,-1.08,0.2,,1.95,1.52,91.9,86.5,83.4,,80.5,0.307,0.606,0.247,0.098,0.196,0.319,0.173,0.337,0.37,,,,102.0,97.0,101.0,0.012,4.25,76.0,,,,0.256,0.43,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-16,745895,Home Run,home_run,False,663662,641927,Daz Cameron,Bailey Ober,0,d51165c5-5f62-4ebe-b713-203ef9912cb1,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,82.0,105.0,97.0,,,,74.0,103.0,101.0,85.0,107.0,103.0,,0.389,0.22,0.128,0.251,-1.08,0.2,,1.95,1.52,91.9,86.5,83.4,,80.5,0.307,0.606,0.247,0.098,0.196,0.319,0.173,0.337,0.37,,,,102.0,97.0,101.0,0.012,4.25,76.0,,,,0.256,0.43,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-16,745895,Walk,walk,False,663662,663485,Daz Cameron,Cole Sands,1,b3d45181-3427-4db6-9255-e30936e9ac46,663485.0,colesands,Sands,Right,Cole Sands,MIN,3.56,3.69,43.0,104.0,91.0,100.0,0.765,10.67,1.47,7.33,0.84,0.89,0.23,0.345,0.212,0.327,0.428,,,,77.0,102.0,96.0,74.0,95.0,93.0,,,,93.0,103.0,96.0,0.127,0.247,0.27,,,3.29,1.52,1.32,,,95.5,90.8,,94.6,,0.125,0.2,0.315,,,,,,,0.273,0.409,0.049,101.0,104.0,108.0,0.19,-2.43,82.6,0.313,0.438,0.293,0.212,0.394,0.3,0.166,0.18,87.7,,,,,,,108.0,110.0,106.0,0.212,0.242,0.218,,,,,,,,,,,,
2024-06-18,745650,Lineout,field_out,True,663662,519293,Daz Cameron,Will Smith,0,fb2d8600-2e6e-4ec7-a188-87b6647344a8,519293.0,willsmith,"Smith, W",Left,Will Smith,KCR,4.85,5.47,29.2,98.0,87.0,96.0,0.764,5.76,3.34,9.1,1.21,0.55,0.242,0.434,0.192,0.293,0.428,80.0,101.0,92.0,62.0,97.0,87.0,,,,113.0,100.0,105.0,,,,,0.322,,0.445,0.136,-1.31,,,0.85,-0.65,91.3,,85.8,,80.5,0.341,0.523,0.091,0.196,0.304,0.32,0.222,0.444,0.355,,,,71.0,93.0,98.0,0.097,-0.01,76.2,0.25,0.25,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-19,745646,Lineout,field_out,True,663662,666142,Daz Cameron,Cole Ragans,0,5029b8ee-6420-4678-8334-e8f763128e18,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,109.0,101.0,107.0,,,,134.0,103.0,112.0,89.0,98.0,93.0,,0.406,0.128,0.12,0.247,1.1,1.57,,-1.6,1.11,95.8,91.3,85.3,,86.7,0.206,0.351,0.239,0.242,0.387,0.368,0.205,0.286,0.493,,,,,,,,,,0.158,0.158,0.354,0.304,0.326,0.224,,,,99.0,94.0,100.0,0.099,1.27,81.1,,,,,,,,,,,,,,,,,,
2024-06-19,745646,Strikeout,strikeout,True,663662,666142,Daz Cameron,Cole Ragans,0,9c271d75-ffcb-4ee7-a7c2-5d4dc9c01fb2,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,109.0,101.0,107.0,,,,134.0,103.0,112.0,89.0,98.0,93.0,,0.406,0.128,0.12,0.247,1.1,1.57,,-1.6,1.11,95.8,91.3,85.3,,86.7,0.206,0.351,0.239,0.242,0.387,0.368,0.205,0.286,0.493,,,,,,,,,,0.158,0.158,0.354,0.304,0.326,0.224,,,,99.0,94.0,100.0,0.099,1.27,81.1,,,,,,,,,,,,,,,,,,
2024-06-19,745646,Walk,walk,False,663662,666142,Daz Cameron,Cole Ragans,0,183df473-344a-4da3-95e4-72205514cc32,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,109.0,101.0,107.0,,,,134.0,103.0,112.0,89.0,98.0,93.0,,0.406,0.128,0.12,0.247,1.1,1.57,,-1.6,1.11,95.8,91.3,85.3,,86.7,0.206,0.351,0.239,0.242,0.387,0.368,0.205,0.286,0.493,,,,,,,,,,0.158,0.158,0.354,0.304,0.326,0.224,,,,99.0,94.0,100.0,0.099,1.27,81.1,,,,,,,,,,,,,,,,,,
2024-06-20,745645,Flyout,field_out,True,663662,608717,Daz Cameron,Chris Stratton,1,e4fe3dd7-b81f-41da-ad2c-54289bdb19b6,608717.0,chrisstratton,"Stratton, C",Right,Chris Stratton,KCR,4.85,3.85,39.0,95.0,94.0,97.0,0.771,8.54,5.77,6.23,0.69,1.43,0.286,0.371,0.276,0.19,0.403,88.0,98.0,99.0,80.0,94.0,89.0,76.0,97.0,97.0,107.0,97.0,101.0,,,,0.119,0.381,,0.225,0.072,-0.05,,0.21,1.37,1.81,92.0,,85.2,91.7,85.9,0.231,0.333,0.25,0.176,0.294,0.172,0.2,0.2,0.4,0.211,0.474,0.179,123.0,98.0,108.0,0.204,0.57,79.2,0.156,0.281,0.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-22,745644,Groundout,field_out,True,663662,641927,Daz Cameron,Bailey Ober,0,4c38c707-0a31-416a-ab57-a17276169b42,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,82.0,105.0,97.0,,,,74.0,103.0,101.0,85.0,107.0,103.0,,0.389,0.22,0.128,0.251,-1.08,0.2,,1.95,1.52,91.9,86.5,83.4,,80.5,0.307,0.606,0.247,0.098,0.196,0.319,0.173,0.337,0.37,,,,102.0,97.0,101.0,0.012,4.25,76.0,,,,0.256,0.43,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-25,746213,Strikeout,strikeout,True,663662,542881,Daz Cameron,Tyler Anderson,0,bd9bdeda-9175-45d2-b0f8-1a85b87a9bc2,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.239,0.472,0.163,,,,0.18,0.238,0.374,0.222,0.611,0.067,,,,,,,,,,0.221,0.39,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-25,746213,Strikeout,strikeout,True,663662,542881,Daz Cameron,Tyler Anderson,0,5b123f76-a83a-4a1b-95a0-bd6f3b517a36,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.239,0.472,0.163,,,,0.18,0.238,0.374,0.222,0.611,0.067,,,,,,,,,,0.221,0.39,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-25,746213,Double,double,False,663662,542881,Daz Cameron,Tyler Anderson,1,3f48c778-913c-4aa0-ba17-9b80d0256634,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.239,0.472,0.163,,,,0.18,0.238,0.374,0.222,0.611,0.067,,,,,,,,,,0.221,0.39,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-25,746213,Flyout,field_out,True,663662,519326,Daz Cameron,Hunter Strickland,0,c91c9f8c-f590-4e45-ba5e-ffa0be2b7ca7,519326.0,hunterstrickland,Strickland,Right,Hunter Strickland,LAA,3.48,3.22,44.0,102.0,109.0,107.0,0.78,7.77,2.45,6.75,1.02,0.7,0.208,0.44,0.168,0.296,0.434,82.0,107.0,102.0,80.0,101.0,99.0,69.0,104.0,93.0,133.0,103.0,115.0,,,,0.105,0.282,0.003,0.549,0.061,-0.79,-71.24,-1.13,2.24,3.81,94.2,90.6,87.6,92.7,84.0,0.27,0.486,0.186,0.158,0.284,0.283,0.077,0.077,0.333,0.375,0.5,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-25,746213,Walk,walk,False,663662,690829,Daz Cameron,Ben Joyce,1,aa98421f-789a-4c34-9e34-921d07dd1179,690829.0,benjoyce,Joyce,Right,Ben Joyce,LAA,2.76,3.36,16.1,97.0,118.0,98.0,0.742,8.82,3.31,7.16,0.0,3.57,0.318,0.364,0.182,0.295,0.452,96.0,113.0,118.0,126.0,104.0,102.0,101.0,105.0,96.0,137.0,88.0,103.0,,,,0.326,0.452,,0.2,0.022,0.63,,2.35,-1.38,11.97,101.7,,91.2,97.4,85.9,0.212,0.273,0.264,0.333,0.333,0.25,0.0,0.0,0.5,0.214,0.214,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26,746212,Strikeout,strikeout,True,663662,672710,Daz Cameron,Roansy Contreras,0,9af10126-dc8f-46b1-b87b-0d5ee1ae78bf,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.87,4.99,40.2,97.0,99.0,98.0,0.8,7.75,4.43,9.07,1.33,0.94,0.25,0.355,0.153,0.347,0.45,80.0,88.0,88.0,92.0,99.0,94.0,75.0,94.0,74.0,118.0,98.0,106.0,,,,0.049,0.432,,0.325,0.106,0.12,,-2.07,-1.01,-2.57,94.8,,89.2,94.5,83.5,0.274,0.384,0.189,0.1,0.25,0.302,0.263,0.474,0.182,0.571,0.571,0.056,86.0,92.0,98.0,0.088,1.03,78.0,0.125,0.25,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26,746212,Strikeout,strikeout,True,663662,672710,Daz Cameron,Roansy Contreras,0,2d7e14e9-f7e5-40ec-8d97-bd467acb6fbc,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.87,4.99,40.2,97.0,99.0,98.0,0.8,7.75,4.43,9.07,1.33,0.94,0.25,0.355,0.153,0.347,0.45,80.0,88.0,88.0,92.0,99.0,94.0,75.0,94.0,74.0,118.0,98.0,106.0,,,,0.049,0.432,,0.325,0.106,0.12,,-2.07,-1.01,-2.57,94.8,,89.2,94.5,83.5,0.274,0.384,0.189,0.1,0.25,0.302,0.263,0.474,0.182,0.571,0.571,0.056,86.0,92.0,98.0,0.088,1.03,78.0,0.125,0.25,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26,746212,Strikeout,strikeout,True,663662,668968,Daz Cameron,Hans Crouse,0,0cf5a4d9-b663-40f8-9568-3ff338554ba9,668968.0,hanscrouse,Crouse,Right,Hans Crouse,LAA,0.66,1.95,13.2,98.0,79.0,92.0,0.709,10.54,4.61,3.29,0.0,0.47,0.357,0.357,0.25,0.214,0.409,92.0,92.0,86.0,,,,94.0,102.0,91.0,52.0,97.0,95.0,,,,0.498,,,0.372,0.13,,,4.64,-0.37,4.34,,,87.2,92.5,83.8,,,,0.167,0.278,0.353,0.0,0.0,0.429,0.1,0.1,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26,746212,Hit By Pitch,hit_by_pitch,False,663662,670871,Daz Cameron,Guillermo Zuñiga,0,9818ef2d-1fc8-4a7d-abbf-10b184045556,670871.0,guillermozuniga,Zuñiga,Right,Guillermo Zuñiga,LAA,6.43,6.18,7.0,94.0,101.0,93.0,0.852,3.86,6.43,9.0,1.29,1.13,0.167,0.417,0.042,0.333,0.451,120.0,75.0,87.0,86.0,100.0,88.0,107.0,85.0,86.0,113.0,107.0,115.0,,,,0.295,0.402,,0.197,0.107,3.08,,-1.08,-0.3,-17.95,96.4,,88.6,96.4,85.7,0.1,0.1,0.2,,,,0.4,1.4,0.333,0.333,0.333,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26,746212,Forceout,force_out,True,663662,670871,Daz Cameron,Guillermo Zuñiga,1,bceec9b9-9886-41d5-b7cc-b8ffcc652025,670871.0,guillermozuniga,Zuñiga,Right,Guillermo Zuñiga,LAA,6.43,6.18,7.0,94.0,101.0,93.0,0.852,3.86,6.43,9.0,1.29,1.13,0.167,0.417,0.042,0.333,0.451,120.0,75.0,87.0,86.0,100.0,88.0,107.0,85.0,86.0,113.0,107.0,115.0,,,,0.295,0.402,,0.197,0.107,3.08,,-1.08,-0.3,-17.95,96.4,,88.6,96.4,85.7,0.1,0.1,0.2,,,,0.4,1.4,0.333,0.333,0.333,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-28,747183,Single,single,False,663662,677944,Daz Cameron,Slade Cecconi,0,89b9ea6e-a130-46f8-a643-aa55899d8901,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,ARI,6.14,4.16,66.0,105.0,99.0,104.0,0.82,7.23,1.91,9.95,1.64,0.7,0.302,0.349,0.175,0.33,0.486,101.0,99.0,101.0,92.0,108.0,104.0,,,,114.0,103.0,105.0,,,,,0.546,,0.221,0.145,-1.16,,,-0.57,-0.62,94.1,,81.9,,84.8,0.317,0.54,0.155,0.258,0.435,0.193,0.227,0.432,0.26,,,,103.0,101.0,108.0,0.087,-0.78,74.7,0.188,0.438,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-28,747183,Flyout,field_out,True,663662,677944,Daz Cameron,Slade Cecconi,0,ab415929-d97c-4d8a-88c6-788c8f23a6ff,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,ARI,6.14,4.16,66.0,105.0,99.0,104.0,0.82,7.23,1.91,9.95,1.64,0.7,0.302,0.349,0.175,0.33,0.486,101.0,99.0,101.0,92.0,108.0,104.0,,,,114.0,103.0,105.0,,,,,0.546,,0.221,0.145,-1.16,,,-0.57,-0.62,94.1,,81.9,,84.8,0.317,0.54,0.155,0.258,0.435,0.193,0.227,0.432,0.26,,,,103.0,101.0,108.0,0.087,-0.78,74.7,0.188,0.438,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-28,747183,Strikeout,strikeout,True,663662,679885,Daz Cameron,Justin Martinez,0,28ca9c32-5e4d-4f8a-8a98-d48439f0fb6b,679885.0,justinmartinez,"Martinez, Ju",Right,Justin Martinez,ARI,1.54,3.27,41.0,101.0,110.0,104.0,0.71,9.88,4.17,6.59,0.22,3.94,0.275,0.402,0.225,0.275,0.428,,,,78.0,94.0,95.0,115.0,101.0,103.0,118.0,100.0,108.0,,,,0.462,0.094,,0.218,,0.24,,1.03,2.47,,100.0,,,100.1,89.5,0.231,0.231,0.306,0.091,0.227,0.492,,,,0.318,0.333,0.203,,,,,,,,,,,,,0.226,1.83,89.8,,,,,,,103.0,108.0,108.0,0.091,0.114,0.486,,,,,,,,,,,,
2024-06-28,747183,Groundout,field_out,True,663662,657044,Daz Cameron,Ryan Thompson,0,41a37d4d-bb71-4b84-8748-854abd40f429,657044.0,ryanthompson,"Thompson, R",Right,Ryan Thompson,ARI,1.99,3.49,40.2,104.0,113.0,109.0,0.82,6.42,1.55,7.52,0.89,2.59,0.172,0.484,0.18,0.328,0.45,,,,127.0,123.0,115.0,106.0,101.0,104.0,131.0,104.0,119.0,,,,0.668,0.094,,0.238,,0.23,,1.32,0.21,,92.4,,,90.9,78.7,0.091,0.273,0.24,0.212,0.364,0.288,,,,0.248,0.381,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-28,747183,Home Run,home_run,False,663662,676714,Daz Cameron,Brandon Hughes,0,3d49e4ac-b485-4235-addc-05349bd3a1d9,676714.0,brandonhughes,Hughes,Left,Brandon Hughes,ARI,10.29,11.35,14.0,98.0,89.0,96.0,0.748,11.57,4.5,14.79,5.14,0.48,0.255,0.383,0.191,0.362,0.394,,,,75.0,96.0,88.0,85.0,93.0,90.0,104.0,103.0,106.0,,,,0.26,0.342,,0.397,,-5.23,,-4.72,-2.75,,92.4,,,92.4,81.2,0.389,1.111,0.182,0.25,0.571,0.46,,,,0.5,0.833,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
