date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,KC_ba,KC_slg,KC_whiff
2024-03-28,747060,Double,double,False,622761,663776,Jorge Mateo,Patrick Sandoval,1,faee76c4-dfcf-4725-862b-db61b9c4b8b0,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,96.0,94.0,100.0,63.0,96.0,88.0,149.0,98.0,106.0,,,,0.174,,0.293,0.09,0.283,,-1.82,0.25,2.02,0.72,,82.9,93.7,86.8,76.3,,,,0.118,0.118,0.256,0.235,0.471,0.281,0.208,0.292,0.385,0.413,0.565,0.142,56.0,95.0,83.0,0.16,-2.17,93.7,0.381,0.524,0.16,,,,,,,,,,,,,,,,,,,,,
2024-03-28,747060,Flyout,field_out,True,622761,660761,Jorge Mateo,José Suarez,0,58a1e7dd-eee2-47dc-abc2-1c250eef5b06,660761.0,josesuarez,"Suarez, J",Left,José Suarez,LAA,8.15,5.29,35.1,92.0,99.0,93.0,0.736,9.42,5.6,11.21,1.27,1.15,0.202,0.45,0.211,0.358,0.371,94.0,88.0,93.0,77.0,124.0,123.0,73.0,101.0,88.0,102.0,93.0,90.0,111.0,93.0,94.0,0.122,0.02,0.256,0.001,0.242,-8.06,-7.21,0.41,-2.43,-0.87,88.7,82.7,91.8,81.3,74.1,0.5,1.0,0.143,,,,0.286,0.5,0.212,0.255,0.431,0.329,0.5,1.045,0.136,105.0,93.0,95.0,0.36,-1.96,92.9,0.36,0.76,0.311,,,,,,,,,,,,,,,,,,,,,
2024-03-28,747060,Walk,walk,False,622761,660761,Jorge Mateo,José Suarez,0,c397f29c-e408-4f46-b259-7e43fc8f97be,660761.0,josesuarez,"Suarez, J",Left,José Suarez,LAA,8.15,5.29,35.1,92.0,99.0,93.0,0.736,9.42,5.6,11.21,1.27,1.15,0.202,0.45,0.211,0.358,0.371,94.0,88.0,93.0,77.0,124.0,123.0,73.0,101.0,88.0,102.0,93.0,90.0,111.0,93.0,94.0,0.122,0.02,0.256,0.001,0.242,-8.06,-7.21,0.41,-2.43,-0.87,88.7,82.7,91.8,81.3,74.1,0.5,1.0,0.143,,,,0.286,0.5,0.212,0.255,0.431,0.329,0.5,1.045,0.136,105.0,93.0,95.0,0.36,-1.96,92.9,0.36,0.76,0.311,,,,,,,,,,,,,,,,,,,,,
2024-03-28,747060,Strikeout,strikeout,True,622761,670871,Jorge Mateo,Guillermo Zuñiga,0,f9234478-a9d4-475c-b3a6-bf39662ba6f9,670871.0,guillermozuniga,Zuñiga,Right,Guillermo Zuñiga,LAA,6.43,6.18,7.0,94.0,101.0,93.0,0.852,3.86,6.43,9.0,1.29,1.13,0.167,0.417,0.042,0.333,0.451,120.0,75.0,87.0,,,,107.0,85.0,86.0,113.0,107.0,115.0,,,,0.295,,0.197,,0.107,,-1.08,-0.3,,-17.95,,88.6,96.4,85.7,,,,,,,,,,,0.4,1.4,0.333,0.333,0.333,0.063,86.0,100.0,88.0,0.402,3.08,96.4,0.1,0.1,0.2,,,,,,,,,,,,,,,,,,,,,
2024-03-31,747062,Single,single,False,622761,672282,Jorge Mateo,Reid Detmers,1,87621106-f303-48b1-a71c-5862cf67d849,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,,,,116.0,102.0,106.0,,,,,,0.235,0.149,0.158,,,-0.84,-2.14,1.15,,84.6,,86.0,75.4,,,,0.344,0.719,0.192,0.247,0.383,0.343,0.289,0.356,0.33,,,,90.0,95.0,92.0,0.458,-0.61,94.0,0.253,0.483,0.276,,,,,,,,,,,,,,,,,,,,,
2024-03-31,747062,Strikeout,strikeout,True,622761,672282,Jorge Mateo,Reid Detmers,0,bbcaa411-9bf6-4a66-89d5-87e6cd093008,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,,,,116.0,102.0,106.0,,,,,,0.235,0.149,0.158,,,-0.84,-2.14,1.15,,84.6,,86.0,75.4,,,,0.344,0.719,0.192,0.247,0.383,0.343,0.289,0.356,0.33,,,,90.0,95.0,92.0,0.458,-0.61,94.0,0.253,0.483,0.276,,,,,,,,,,,,,,,,,,,,,
2024-04-03,747059,Strikeout,strikeout,True,622761,666142,Jorge Mateo,Cole Ragans,0,7cb98e35-c911-4300-89aa-e23af66bbb28,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,,,,134.0,103.0,112.0,89.0,98.0,93.0,,0.128,0.12,,0.247,1.57,,-1.6,,1.11,91.3,85.3,,86.7,,0.304,0.326,0.224,0.158,0.158,0.354,0.242,0.387,0.368,0.205,0.286,0.493,,,,109.0,101.0,107.0,0.406,1.1,95.8,0.206,0.351,0.239,99.0,94.0,100.0,0.099,1.27,81.1,,,,,,,,,,,,,,,
2024-04-03,747059,Strikeout,strikeout,True,622761,666142,Jorge Mateo,Cole Ragans,0,b968b73d-7472-4c28-b2b1-d6697fb1838b,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,,,,134.0,103.0,112.0,89.0,98.0,93.0,,0.128,0.12,,0.247,1.57,,-1.6,,1.11,91.3,85.3,,86.7,,0.304,0.326,0.224,0.158,0.158,0.354,0.242,0.387,0.368,0.205,0.286,0.493,,,,109.0,101.0,107.0,0.406,1.1,95.8,0.206,0.351,0.239,99.0,94.0,100.0,0.099,1.27,81.1,,,,,,,,,,,,,,,
2024-04-06,745522,Flyout,field_out,True,622761,663559,Jorge Mateo,Bailey Falter,0,471f36b7-e7a8-492e-92c1-3a302bfb016d,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,100.0,100.0,99.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,,0.161,0.174,,,1.24,-0.06,-0.34,,,,91.9,85.6,77.0,,,,0.256,0.488,0.197,0.245,0.286,0.32,,,,0.262,0.492,0.144,84.0,101.0,95.0,0.511,1.03,91.7,0.229,0.36,0.167,,,,,,,37.0,97.0,75.0,0.01,-6.89,87.0,0.333,1.333,0.125,,,,,,
2024-04-06,745522,Double,double,False,622761,663559,Jorge Mateo,Bailey Falter,0,69c0a453-91ed-42cc-bc2a-3aa011d96240,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,100.0,100.0,99.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,,0.161,0.174,,,1.24,-0.06,-0.34,,,,91.9,85.6,77.0,,,,0.256,0.488,0.197,0.245,0.286,0.32,,,,0.262,0.492,0.144,84.0,101.0,95.0,0.511,1.03,91.7,0.229,0.36,0.167,,,,,,,37.0,97.0,75.0,0.01,-6.89,87.0,0.333,1.333,0.125,,,,,,
