date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,KC%,wFA/C,wFC/C,wKC/C,vFA,vFC,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,EP%,wEP/C,vEP
2024-04-17,745671,Pop Out,field_out,True,665923,571927,Esteury Ruiz,Steven Matz,0,a2b0ea7f-3a61-47f4-b6d8-0916622942ef,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.259,1.05,-4.58,-3.92,83.3,93.9,88.3,0.245,0.358,0.121,0.5,0.6,0.238,0.357,0.595,0.26,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.0,105.0,106.0,112.0,0.068,-4.17,77.8,,,,,,,,,,,,,,,
2024-04-17,745671,Home Run,home_run,False,665923,571927,Esteury Ruiz,Steven Matz,1,270d2816-4656-4b72-915d-5ff4f3d39d22,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.259,1.05,-4.58,-3.92,83.3,93.9,88.3,0.245,0.358,0.121,0.5,0.6,0.238,0.357,0.595,0.26,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.0,105.0,106.0,112.0,0.068,-4.17,77.8,,,,,,,,,,,,,,,
2024-04-17,745671,Lineout,field_out,True,665923,571927,Esteury Ruiz,Steven Matz,0,ea25d436-ada5-4223-8a7b-b4653fa8d8b0,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.259,1.05,-4.58,-3.92,83.3,93.9,88.3,0.245,0.358,0.121,0.5,0.6,0.238,0.357,0.595,0.26,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.0,105.0,106.0,112.0,0.068,-4.17,77.8,,,,,,,,,,,,,,,
2024-04-17,745671,Forceout,force_out,True,665923,681676,Esteury Ruiz,Ryan Fernandez,1,a2209a9c-51d9-4d71-9fad-12aaadbde100,681676.0,ryanfernandez,Fernandez,Right,Ryan Fernandez,STL,2.08,3.27,43.1,99.0,99.0,99.0,0.711,8.93,3.53,6.85,0.42,1.6,0.191,0.452,0.087,0.261,0.394,,,,88.0,94.0,92.0,109.0,105.0,107.0,0.348,0.462,,1.31,2.1,,,95.2,86.9,0.241,0.259,0.214,0.153,0.222,0.408,,,,109.0,91.0,86.0,,,,96.0,99.0,95.0,0.025,0.165,,-2.54,-0.43,,95.4,89.9,,0.5,0.5,0.286,0.28,0.44,0.188,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,745671,Flyout,field_out,True,665923,606149,Esteury Ruiz,Giovanny Gallegos,0,2536ff9c-9cf1-408c-8a98-e030ad27ab1a,606149.0,giovannygallegos,Gallegos,Right,Giovanny Gallegos,STL,7.41,5.33,17.0,96.0,91.0,97.0,0.738,9.0,5.29,11.12,3.18,1.63,0.245,0.491,0.17,0.302,0.379,58.0,89.0,82.0,,,,109.0,98.0,106.0,,0.515,0.05,,-1.36,7.53,86.4,,83.5,,,,0.282,0.538,0.396,0.0,0.0,0.429,73.0,95.0,88.0,,,,,,,0.435,,,-4.77,,,92.2,,,0.357,0.929,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-20,746651,Flyout,field_out,True,665923,671106,Esteury Ruiz,Logan Allen,0,45154cfa-db5b-4158-a5ac-bfa5d82be997,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,91.0,98.0,86.0,,0.183,0.183,,-2.18,-1.11,81.6,,78.6,,,,0.263,0.509,0.355,0.254,0.479,0.278,61.0,98.0,88.0,,,,92.0,99.0,97.0,0.483,0.15,,-1.5,0.37,,91.2,85.4,,0.329,0.593,0.159,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-20,746651,Walk,walk,False,665923,671106,Esteury Ruiz,Logan Allen,0,1691ba13-87cd-4163-9745-236d92887d0c,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,91.0,98.0,86.0,,0.183,0.183,,-2.18,-1.11,81.6,,78.6,,,,0.263,0.509,0.355,0.254,0.479,0.278,61.0,98.0,88.0,,,,92.0,99.0,97.0,0.483,0.15,,-1.5,0.37,,91.2,85.4,,0.329,0.593,0.159,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-20,746651,Single,single,True,665923,671106,Esteury Ruiz,Logan Allen,1,588ba467-a93c-41f4-9891-a101c33b6597,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,91.0,98.0,86.0,,0.183,0.183,,-2.18,-1.11,81.6,,78.6,,,,0.263,0.509,0.355,0.254,0.479,0.278,61.0,98.0,88.0,,,,92.0,99.0,97.0,0.483,0.15,,-1.5,0.37,,91.2,85.4,,0.329,0.593,0.159,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,745757,Hit By Pitch,hit_by_pitch,False,665923,607074,Esteury Ruiz,Carlos Rodón,0,71ba9d9a-c014-4416-918b-d032cee55c25,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,,,,143.0,103.0,112.0,,0.265,0.114,,-1.56,1.54,85.3,,86.8,,,,0.237,0.43,0.388,0.171,0.195,0.49,116.0,99.0,103.0,,,,100.0,83.0,83.0,0.496,0.056,,0.17,-3.1,,95.5,91.8,,0.261,0.531,0.202,0.353,0.647,0.255,0.333,0.4,0.35,103.0,80.0,88.0,0.07,-1.37,81.0,,,,,,,,,,,,,,,
2024-04-22,745757,Walk,walk,False,665923,607074,Esteury Ruiz,Carlos Rodón,0,31cce268-79b4-491b-9b66-19808935de42,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,,,,143.0,103.0,112.0,,0.265,0.114,,-1.56,1.54,85.3,,86.8,,,,0.237,0.43,0.388,0.171,0.195,0.49,116.0,99.0,103.0,,,,100.0,83.0,83.0,0.496,0.056,,0.17,-3.1,,95.5,91.8,,0.261,0.531,0.202,0.353,0.647,0.255,0.333,0.4,0.35,103.0,80.0,88.0,0.07,-1.37,81.0,,,,,,,,,,,,,,,
2024-04-22,745757,Walk,walk,False,665923,607074,Esteury Ruiz,Carlos Rodón,0,ae66fd0c-5889-48a9-97c0-4924d8ccb5e5,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,,,,143.0,103.0,112.0,,0.265,0.114,,-1.56,1.54,85.3,,86.8,,,,0.237,0.43,0.388,0.171,0.195,0.49,116.0,99.0,103.0,,,,100.0,83.0,83.0,0.496,0.056,,0.17,-3.1,,95.5,91.8,,0.261,0.531,0.202,0.353,0.647,0.255,0.333,0.4,0.35,103.0,80.0,88.0,0.07,-1.37,81.0,,,,,,,,,,,,,,,
2024-04-23,745754,Strikeout,strikeout,True,665923,573186,Esteury Ruiz,Marcus Stroman,0,afb3d36a-d08c-49a0-9af7-15022106ded5,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,94.0,92.0,88.0,91.0,100.0,99.0,0.363,0.177,,-0.02,-0.84,,,89.9,85.5,0.285,0.469,0.14,0.204,0.296,0.292,,,,49.0,95.0,83.0,,,,107.0,98.0,97.0,0.034,0.192,,-4.6,0.65,,89.9,88.0,,0.5,0.7,0.333,0.222,0.472,0.192,0.0,0.0,0.429,92.0,80.0,90.0,0.128,-0.91,81.8,82.0,99.0,94.0,0.105,1.17,83.1,0.108,0.216,0.271,0.27,0.514,0.306,,,
2024-04-23,745754,Single,single,False,665923,573186,Esteury Ruiz,Marcus Stroman,1,6e761e03-c820-4a6f-abd0-ff16902ed51b,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,94.0,92.0,88.0,91.0,100.0,99.0,0.363,0.177,,-0.02,-0.84,,,89.9,85.5,0.285,0.469,0.14,0.204,0.296,0.292,,,,49.0,95.0,83.0,,,,107.0,98.0,97.0,0.034,0.192,,-4.6,0.65,,89.9,88.0,,0.5,0.7,0.333,0.222,0.472,0.192,0.0,0.0,0.429,92.0,80.0,90.0,0.128,-0.91,81.8,82.0,99.0,94.0,0.105,1.17,83.1,0.108,0.216,0.271,0.27,0.514,0.306,,,
2024-04-23,745754,Strikeout,strikeout,True,665923,573186,Esteury Ruiz,Marcus Stroman,0,33a402e3-be45-4ddf-a670-a413093ca26e,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,94.0,92.0,88.0,91.0,100.0,99.0,0.363,0.177,,-0.02,-0.84,,,89.9,85.5,0.285,0.469,0.14,0.204,0.296,0.292,,,,49.0,95.0,83.0,,,,107.0,98.0,97.0,0.034,0.192,,-4.6,0.65,,89.9,88.0,,0.5,0.7,0.333,0.222,0.472,0.192,0.0,0.0,0.429,92.0,80.0,90.0,0.128,-0.91,81.8,82.0,99.0,94.0,0.105,1.17,83.1,0.108,0.216,0.271,0.27,0.514,0.306,,,
2024-04-23,745754,Pop Out,field_out,True,665923,676760,Esteury Ruiz,Ron Marinaccio,0,de077ce8-1008-4c90-bd2b-75a31f63f386,676760.0,ronmarinaccio,Marinaccio,Right,Ron Marinaccio,NYY,2.84,4.07,19.0,95.0,81.0,92.0,0.765,9.0,4.26,5.68,1.42,1.0,0.167,0.479,0.167,0.313,0.403,59.0,95.0,86.0,,,,113.0,97.0,104.0,,0.158,0.338,,2.33,-3.92,82.1,,80.2,,,,0.091,0.364,0.273,0.348,0.696,0.306,86.0,94.0,91.0,,,,,,,0.505,,,3.14,,,93.4,,,0.1,0.133,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,745755,Pop Out,field_out,True,665923,641482,Esteury Ruiz,Nestor Cortes,0,8cd9d189-b30b-4a87-ba7e-6b59bac82175,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,91.0,119.0,117.0,91.0,103.0,103.0,0.009,0.163,0.075,2.16,0.14,-2.51,83.2,89.9,78.1,0.143,0.143,0.286,0.3,0.4,0.182,0.255,0.489,0.338,95.0,104.0,101.0,,,,109.0,100.0,103.0,0.455,0.298,,-0.19,1.48,,91.9,87.2,,0.247,0.489,0.219,0.236,0.333,0.264,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,745755,Strikeout,strikeout,True,665923,641482,Esteury Ruiz,Nestor Cortes,0,f0b568fe-25fe-48b9-bb7c-36e6abd94631,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,91.0,119.0,117.0,91.0,103.0,103.0,0.009,0.163,0.075,2.16,0.14,-2.51,83.2,89.9,78.1,0.143,0.143,0.286,0.3,0.4,0.182,0.255,0.489,0.338,95.0,104.0,101.0,,,,109.0,100.0,103.0,0.455,0.298,,-0.19,1.48,,91.9,87.2,,0.247,0.489,0.219,0.236,0.333,0.264,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,745755,Flyout,field_out,True,665923,641482,Esteury Ruiz,Nestor Cortes,0,4e258bb5-6abf-4f56-99cb-4b58ed99a7c4,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,91.0,119.0,117.0,91.0,103.0,103.0,0.009,0.163,0.075,2.16,0.14,-2.51,83.2,89.9,78.1,0.143,0.143,0.286,0.3,0.4,0.182,0.255,0.489,0.338,95.0,104.0,101.0,,,,109.0,100.0,103.0,0.455,0.298,,-0.19,1.48,,91.9,87.2,,0.247,0.489,0.219,0.236,0.333,0.264,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,745755,Sac Bunt,sac_bunt,False,665923,642701,Esteury Ruiz,Dennis Santana,1,5eee052f-d523-49a5-9054-5bc9c7211c18,642701.0,dennissantana,"Santana, D",Right,Dennis Santana,- - -,5.9,4.16,39.2,100.0,101.0,98.0,0.768,7.71,3.4,9.76,0.68,0.93,0.215,0.38,0.182,0.281,0.439,78.0,95.0,86.0,95.0,91.0,92.0,109.0,104.0,103.0,0.181,0.298,0.079,-0.04,-2.57,0.81,89.1,95.2,86.6,0.314,0.457,0.055,0.34,0.604,0.346,0.188,0.25,0.308,103.0,107.0,107.0,,,,103.0,100.0,98.0,0.211,0.231,,-0.89,1.2,,95.8,90.4,,0.25,0.417,0.26,0.2,0.36,0.268,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-26,747050,Flyout,field_out,True,665923,669203,Esteury Ruiz,Corbin Burnes,0,bf15f3a4-813d-4e77-9bfa-26738cdae5f7,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,96.0,97.0,90.0,130.0,105.0,120.0,0.075,0.161,0.104,-0.82,1.15,1.34,89.0,96.7,87.3,0.294,0.441,0.132,0.195,0.247,0.455,0.125,0.275,0.352,,,,,,,121.0,105.0,107.0,,0.442,,,0.96,,,95.4,,,,,0.243,0.391,0.193,0.176,0.282,0.398,107.0,103.0,108.0,0.217,1.1,80.4,,,,,,,,,,,,,,,
2024-04-26,747050,Strikeout,strikeout,True,665923,669203,Esteury Ruiz,Corbin Burnes,0,655cf1f8-7b33-4697-89b5-d37524a2981c,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,96.0,97.0,90.0,130.0,105.0,120.0,0.075,0.161,0.104,-0.82,1.15,1.34,89.0,96.7,87.3,0.294,0.441,0.132,0.195,0.247,0.455,0.125,0.275,0.352,,,,,,,121.0,105.0,107.0,,0.442,,,0.96,,,95.4,,,,,0.243,0.391,0.193,0.176,0.282,0.398,107.0,103.0,108.0,0.217,1.1,80.4,,,,,,,,,,,,,,,
2024-04-26,747050,Flyout,field_out,True,665923,669203,Esteury Ruiz,Corbin Burnes,0,6a1cfbb7-0a1b-4e4f-92f0-545f38718838,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,96.0,97.0,90.0,130.0,105.0,120.0,0.075,0.161,0.104,-0.82,1.15,1.34,89.0,96.7,87.3,0.294,0.441,0.132,0.195,0.247,0.455,0.125,0.275,0.352,,,,,,,121.0,105.0,107.0,,0.442,,,0.96,,,95.4,,,,,0.243,0.391,0.193,0.176,0.282,0.398,107.0,103.0,108.0,0.217,1.1,80.4,,,,,,,,,,,,,,,
2024-04-27,747052,Groundout,field_out,True,665923,608344,Esteury Ruiz,Cole Irvin,0,9ea97c96-7a8a-44ff-aee5-c5abce4a4248,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,81.0,103.0,92.0,85.0,120.0,120.0,0.145,0.046,0.135,0.1,-5.55,1.08,85.0,91.8,77.9,0.304,0.446,0.084,0.308,0.538,0.15,0.217,0.283,0.25,62.0,101.0,86.0,,,,83.0,102.0,91.0,0.326,0.101,,-1.6,-0.22,,91.9,86.0,,0.31,0.66,0.151,0.326,0.512,0.187,0.27,0.365,0.203,99.0,98.0,102.0,0.247,0.21,77.3,,,,,,,,,,,,,,,
