date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024-06-11,746296,Strikeout,strikeout,True,671221,573186,Drew Waters,Marcus Stroman,0,73c7e82e-5fd6-4531-8d2f-492943f76601,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,0.363,0.034,0.177,,-4.6,-0.02,-0.84,,89.9,,89.9,85.5,0.204,0.296,0.292,0.285,0.469,0.14,0.5,0.7,0.333,,,,92.0,80.0,90.0,107.0,98.0,97.0,82.0,99.0,94.0,0.192,0.105,0.128,0.65,1.17,-0.91,88.0,83.1,81.8,0.222,0.472,0.192,0.108,0.216,0.271,0.27,0.514,0.306,0.0,0.0,0.429,,,,,,
2024-06-11,746296,Pop Out,field_out,True,671221,573186,Drew Waters,Marcus Stroman,0,bd19043c-af36-44c2-a508-e181548dc29e,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,0.363,0.034,0.177,,-4.6,-0.02,-0.84,,89.9,,89.9,85.5,0.204,0.296,0.292,0.285,0.469,0.14,0.5,0.7,0.333,,,,92.0,80.0,90.0,107.0,98.0,97.0,82.0,99.0,94.0,0.192,0.105,0.128,0.65,1.17,-0.91,88.0,83.1,81.8,0.222,0.472,0.192,0.108,0.216,0.271,0.27,0.514,0.306,0.0,0.0,0.429,,,,,,
2024-06-11,746296,Strikeout,strikeout,True,671221,676760,Drew Waters,Ron Marinaccio,0,196ec1af-329a-4844-809e-fa45e564b7f0,676760.0,ronmarinaccio,Marinaccio,Right,Ron Marinaccio,NYY,2.84,4.07,19.0,95.0,81.0,92.0,0.765,9.0,4.26,5.68,1.42,1.0,0.167,0.479,0.167,0.313,0.403,59.0,95.0,86.0,86.0,94.0,91.0,,,,113.0,97.0,104.0,,0.505,0.158,0.338,3.14,,2.33,-3.92,93.4,82.1,,80.2,0.091,0.364,0.273,,,,0.1,0.133,0.262,0.348,0.696,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-11,746296,Groundout,field_out,True,671221,676760,Drew Waters,Ron Marinaccio,0,06184bc8-ff6a-4049-885a-4fe8b28e8205,676760.0,ronmarinaccio,Marinaccio,Right,Ron Marinaccio,NYY,2.84,4.07,19.0,95.0,81.0,92.0,0.765,9.0,4.26,5.68,1.42,1.0,0.167,0.479,0.167,0.313,0.403,59.0,95.0,86.0,86.0,94.0,91.0,,,,113.0,97.0,104.0,,0.505,0.158,0.338,3.14,,2.33,-3.92,93.4,82.1,,80.2,0.091,0.364,0.273,,,,0.1,0.133,0.262,0.348,0.696,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13,746299,Single,single,False,671221,605280,Drew Waters,Clay Holmes,0,faf6b1b3-e030-4028-bcdd-7b393ff0c616,605280.0,clayholmes,"Holmes, C",Right,Clay Holmes,NYY,2.77,2.96,39.0,99.0,127.0,107.0,0.758,9.46,2.31,9.46,0.46,3.55,0.216,0.379,0.207,0.259,0.425,,,,,,,104.0,97.0,102.0,180.0,103.0,114.0,0.617,,0.383,,,-0.78,1.82,,,,96.5,85.8,0.25,0.3,0.41,0.327,0.433,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-14,746134,Flyout,field_out,True,671221,694813,Drew Waters,Gavin Stone,1,5fb33be5-a9d7-49ce-a0fd-d55f9648ea11,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,0.234,0.247,0.162,0.262,0.31,-0.5,1.06,0.85,94.7,87.2,95.2,88.9,0.247,0.315,0.346,0.333,0.495,0.146,0.247,0.36,0.148,0.184,0.34,0.338,95.0,100.0,100.0,80.0,100.0,95.0,,,,0.061,,0.033,2.5,,3.38,92.3,,83.3,0.286,0.286,0.173,,,,,,,0.111,0.111,0.188,,,,,,
2024-06-14,746134,Flyout,field_out,True,671221,694813,Drew Waters,Gavin Stone,0,06c0cfc5-4da9-4025-bf17-a2417f0622f3,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,0.234,0.247,0.162,0.262,0.31,-0.5,1.06,0.85,94.7,87.2,95.2,88.9,0.247,0.315,0.346,0.333,0.495,0.146,0.247,0.36,0.148,0.184,0.34,0.338,95.0,100.0,100.0,80.0,100.0,95.0,,,,0.061,,0.033,2.5,,3.38,92.3,,83.3,0.286,0.286,0.173,,,,,,,0.111,0.111,0.188,,,,,,
2024-06-14,746134,Groundout,field_out,True,671221,694813,Drew Waters,Gavin Stone,0,e6def9ab-f708-4916-b07d-acd7bd66dae7,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,0.234,0.247,0.162,0.262,0.31,-0.5,1.06,0.85,94.7,87.2,95.2,88.9,0.247,0.315,0.346,0.333,0.495,0.146,0.247,0.36,0.148,0.184,0.34,0.338,95.0,100.0,100.0,80.0,100.0,95.0,,,,0.061,,0.033,2.5,,3.38,92.3,,83.3,0.286,0.286,0.173,,,,,,,0.111,0.111,0.188,,,,,,
2024-07-20,746286,Groundout,field_out,True,671221,686563,Drew Waters,Jonathan Cannon,0,26d3bf02-915e-4f72-9492-4e7341633035,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.41,3.88,51.0,102.0,96.0,99.0,0.803,6.88,2.29,9.53,1.24,1.26,0.218,0.412,0.133,0.297,0.389,101.0,114.0,116.0,79.0,99.0,91.0,86.0,102.0,94.0,121.0,98.0,106.0,0.345,0.084,0.237,0.142,-3.2,0.63,0.89,-4.35,94.7,85.8,93.2,82.0,0.2,0.225,0.274,0.26,0.425,0.143,0.444,0.778,0.281,0.325,0.625,0.284,,,,83.0,104.0,96.0,,,,0.192,,,-0.13,,,89.9,,,0.244,0.463,0.221,,,,,,,,,,,,,,,
2024-07-20,746286,Strikeout,strikeout,True,671221,686563,Drew Waters,Jonathan Cannon,0,98fe43f0-886b-4fa1-b241-15b998af82cc,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.41,3.88,51.0,102.0,96.0,99.0,0.803,6.88,2.29,9.53,1.24,1.26,0.218,0.412,0.133,0.297,0.389,101.0,114.0,116.0,79.0,99.0,91.0,86.0,102.0,94.0,121.0,98.0,106.0,0.345,0.084,0.237,0.142,-3.2,0.63,0.89,-4.35,94.7,85.8,93.2,82.0,0.2,0.225,0.274,0.26,0.425,0.143,0.444,0.778,0.281,0.325,0.625,0.284,,,,83.0,104.0,96.0,,,,0.192,,,-0.13,,,89.9,,,0.244,0.463,0.221,,,,,,,,,,,,,,,
