date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C
2024-04-17,747212,Grounded Into DP,grounded_into_double_play,True,670156,694297,Miles Mastrobuoni,Brandon Pfaadt,1,ec3b404c-81df-4150-acee-5d1f58b21889,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,97.0,102.0,105.0,92.0,104.0,101.0,141.0,111.0,118.0,,,,,,,0.35,,0.01,0.286,0.041,1.3,,0.39,0.32,-1.37,93.5,,89.6,84.5,80.1,0.246,0.388,0.201,0.2,0.8,0.0,,,,0.5,0.5,0.261,0.186,0.421,0.35,95.0,99.0,94.0,90.0,106.0,105.0,0.211,0.102,0.11,0.12,87.6,93.3,0.273,0.364,0.119,0.289,0.316,0.3,,,,,,,,,,,,,,,
2024-04-17,747212,Groundout,field_out,True,670156,694297,Miles Mastrobuoni,Brandon Pfaadt,0,1fd0f215-5fee-44d5-a36e-500f9537d45c,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,97.0,102.0,105.0,92.0,104.0,101.0,141.0,111.0,118.0,,,,,,,0.35,,0.01,0.286,0.041,1.3,,0.39,0.32,-1.37,93.5,,89.6,84.5,80.1,0.246,0.388,0.201,0.2,0.8,0.0,,,,0.5,0.5,0.261,0.186,0.421,0.35,95.0,99.0,94.0,90.0,106.0,105.0,0.211,0.102,0.11,0.12,87.6,93.3,0.273,0.364,0.119,0.289,0.316,0.3,,,,,,,,,,,,,,,
2024-04-17,747212,Flyout,field_out,True,670156,679885,Miles Mastrobuoni,Justin Martinez,0,a7f5fa27-306c-4c91-861c-2ab0e415ba2f,679885.0,justinmartinez,"Martinez, Ju",Right,Justin Martinez,ARI,1.54,3.27,41.0,101.0,110.0,104.0,0.71,9.88,4.17,6.59,0.22,3.94,0.275,0.402,0.225,0.275,0.428,,,,78.0,94.0,95.0,118.0,100.0,108.0,,,,103.0,108.0,108.0,0.094,,0.226,0.218,,0.24,,1.83,2.47,,100.0,,89.8,89.5,,0.231,0.231,0.306,0.091,0.114,0.486,,,,,,,0.091,0.227,0.492,,,,115.0,101.0,103.0,0.462,,1.03,,,100.1,0.318,0.333,0.203,,,,,,,,,,,,,,,,,,
2024-05-08,746879,Pop Out,field_out,True,670156,656302,Miles Mastrobuoni,Dylan Cease,0,d4e73c17-a1a0-41c2-99f8-bf692f7c878c,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,,,,124.0,97.0,104.0,113.0,101.0,105.0,113.0,89.0,90.0,,,,0.435,0.01,,0.462,,-0.1,-5.15,,1.62,,96.8,91.8,,87.1,,0.244,0.445,0.225,,,,0.25,1.0,0.0,0.242,0.455,0.333,0.182,0.273,0.379,55.0,72.0,68.0,,,,,0.013,,-4.3,69.5,,,,,0.25,1.0,0.2,108.0,99.0,104.0,0.081,-0.64,82.7,,,,,,,,,
2024-05-08,746879,Strikeout,strikeout,True,670156,656302,Miles Mastrobuoni,Dylan Cease,0,d320a3c4-e44d-4d84-9739-5a54cfbf8761,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,,,,124.0,97.0,104.0,113.0,101.0,105.0,113.0,89.0,90.0,,,,0.435,0.01,,0.462,,-0.1,-5.15,,1.62,,96.8,91.8,,87.1,,0.244,0.445,0.225,,,,0.25,1.0,0.0,0.242,0.455,0.333,0.182,0.273,0.379,55.0,72.0,68.0,,,,,0.013,,-4.3,69.5,,,,,0.25,1.0,0.2,108.0,99.0,104.0,0.081,-0.64,82.7,,,,,,,,,
2024-05-11,745505,Single,single,False,670156,694973,Miles Mastrobuoni,Paul Skenes,1,ffc799f8-4d7a-4c1e-b5d4-3a34dbb68ba2,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,112.0,98.0,103.0,109.0,109.0,109.0,136.0,103.0,118.0,,,,,,,0.379,,,0.164,0.109,0.0,,,0.33,0.6,99.1,,,85.1,82.4,0.239,0.402,0.303,,,,,,,0.316,0.316,0.25,0.135,0.378,0.263,88.0,99.0,99.0,,,,0.313,0.035,4.1,-2.49,87.6,94.1,0.157,0.193,0.302,0.286,0.429,0.222,,,,,,,,,,,,,,,
2024-05-11,745505,Single,single,False,670156,694973,Miles Mastrobuoni,Paul Skenes,0,a8c70f3d-8fcb-49aa-8a40-2e8544094ff8,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,112.0,98.0,103.0,109.0,109.0,109.0,136.0,103.0,118.0,,,,,,,0.379,,,0.164,0.109,0.0,,,0.33,0.6,99.1,,,85.1,82.4,0.239,0.402,0.303,,,,,,,0.316,0.316,0.25,0.135,0.378,0.263,88.0,99.0,99.0,,,,0.313,0.035,4.1,-2.49,87.6,94.1,0.157,0.193,0.302,0.286,0.429,0.222,,,,,,,,,,,,,,,
2024-05-11,745505,Walk,walk,False,670156,693312,Miles Mastrobuoni,Kyle Nicolas,1,cecd74b8-7f79-43af-beba-04ba6de478e2,693312.0,kylenicolas,Nicolas,Right,Kyle Nicolas,PIT,3.82,2.92,30.2,92.0,128.0,94.0,0.739,10.86,4.99,6.46,0.29,1.38,0.307,0.333,0.12,0.293,0.37,128.0,87.0,92.0,124.0,88.0,88.0,138.0,107.0,110.0,,,,,,,0.571,,,0.244,0.179,1.21,,,0.68,-0.99,97.7,,,91.1,85.3,0.193,0.246,0.222,,,,,,,0.25,0.313,0.485,0.189,0.243,0.369,,,,,,,0.005,,-6.82,,,94.8,,,,,,,,,,,,,,,,,,,,,
2024-05-11,745505,Flyout,field_out,True,670156,670059,Miles Mastrobuoni,Colin Holderman,0,acf765db-fef4-4797-82a0-9fbc1b1fb8e8,670059.0,colinholderman,Holderman,Right,Colin Holderman,PIT,1.72,3.44,36.2,96.0,113.0,100.0,0.722,11.05,4.17,6.63,0.49,0.95,0.293,0.359,0.228,0.304,0.393,,,,,,,131.0,101.0,113.0,103.0,90.0,89.0,,,,,0.261,,0.471,,,-0.13,,1.38,,,92.4,,84.9,,,,,,,,0.29,0.387,0.253,,,,0.154,0.169,0.409,,,,92.0,93.0,90.0,0.268,,0.35,,,97.0,0.205,0.385,0.111,,,,,,,,,,,,,,,,,,
2024-05-11,745505,Double,double,False,670156,670280,Miles Mastrobuoni,David Bednar,0,46fa4bd8-b62a-4b6d-8d2f-72ff3f4037a5,670280.0,davidbednar,Bednar,Right,David Bednar,PIT,5.01,4.07,32.1,103.0,132.0,111.0,0.756,9.19,1.95,7.79,1.39,0.65,0.245,0.415,0.191,0.287,0.456,97.0,94.0,100.0,146.0,105.0,115.0,,,,,,,125.0,107.0,112.0,0.597,,0.196,,0.207,0.22,,-0.81,,1.61,97.0,,92.2,,77.0,0.256,0.439,0.244,0.233,0.467,0.385,,,,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-12,745499,Flyout,field_out,True,670156,547973,Miles Mastrobuoni,Aroldis Chapman,0,31945791-e096-4042-a714-2af402330145,547973.0,aroldischapman,Chapman,Left,Aroldis Chapman,PIT,4.15,4.02,34.2,92.0,132.0,101.0,0.704,14.54,8.31,6.23,1.04,0.87,0.304,0.348,0.188,0.304,0.424,,,,97.0,80.0,82.0,100.0,86.0,102.0,,,,91.0,104.0,105.0,0.342,,0.11,0.286,,-0.41,,1.87,0.1,,97.5,,91.3,86.6,,0.185,0.333,0.265,0.136,0.182,0.514,,,,,,,0.207,0.276,0.311,,,,228.0,109.0,122.0,0.263,,-1.42,,,99.3,0.222,0.467,0.316,,,,,,,,,,,,,,,,,,
2024-05-13,747128,Caught Stealing 2B,caught_stealing_2b,True,670156,625643,Miles Mastrobuoni,Reynaldo López,0,c603d6ca-43fa-421d-84c3-27a29a10c9f7,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,,,,,,,0.57,,,0.281,0.11,1.2,,,1.06,2.51,95.4,,,84.7,77.0,0.263,0.366,0.175,,,,,,,0.132,0.184,0.343,0.182,0.255,0.413,76.0,109.0,103.0,,,,,0.039,,-4.55,86.0,,,,,0.333,0.833,0.333,,,,,,,,,,,,,,,
2024-05-13,747128,Groundout,field_out,True,670156,625643,Miles Mastrobuoni,Reynaldo López,0,85aefd79-3037-4e15-ba90-bb32285c92c1,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,,,,,,,0.57,,,0.281,0.11,1.2,,,1.06,2.51,95.4,,,84.7,77.0,0.263,0.366,0.175,,,,,,,0.132,0.184,0.343,0.182,0.255,0.413,76.0,109.0,103.0,,,,,0.039,,-4.55,86.0,,,,,0.333,0.833,0.333,,,,,,,,,,,,,,,
2024-05-13,747128,Walk,walk,False,670156,625643,Miles Mastrobuoni,Reynaldo López,1,4e88cc80-94cd-46fa-bb18-2b64ddb552b1,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,,,,,,,0.57,,,0.281,0.11,1.2,,,1.06,2.51,95.4,,,84.7,77.0,0.263,0.366,0.175,,,,,,,0.132,0.184,0.343,0.182,0.255,0.413,76.0,109.0,103.0,,,,,0.039,,-4.55,86.0,,,,,0.333,0.833,0.333,,,,,,,,,,,,,,,
2024-05-14,747124,Groundout,field_out,True,670156,519242,Miles Mastrobuoni,Chris Sale,0,ec2ddef3-a280-4bb3-9bb6-3b2837c0d799,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,,,,97.0,105.0,101.0,122.0,100.0,105.0,,,,,,,0.379,,,0.392,,-0.27,,,2.27,,94.9,,,78.7,,0.27,0.475,0.241,,,,,,,,,,0.165,0.233,0.419,59.0,108.0,97.0,111.0,101.0,97.0,0.082,0.147,-0.89,4.04,87.2,94.1,0.324,0.471,0.153,0.116,0.145,0.231,,,,,,,,,,,,,,,
2024-05-14,747124,Groundout,field_out,True,670156,519242,Miles Mastrobuoni,Chris Sale,0,c0d80428-073a-4a6a-b956-1fdf65928a02,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,,,,97.0,105.0,101.0,122.0,100.0,105.0,,,,,,,0.379,,,0.392,,-0.27,,,2.27,,94.9,,,78.7,,0.27,0.475,0.241,,,,,,,,,,0.165,0.233,0.419,59.0,108.0,97.0,111.0,101.0,97.0,0.082,0.147,-0.89,4.04,87.2,94.1,0.324,0.471,0.153,0.116,0.145,0.231,,,,,,,,,,,,,,,
2024-05-14,747124,Strikeout,strikeout,True,670156,607481,Miles Mastrobuoni,Aaron Bummer,0,f4b2ac5d-a79c-4435-85f3-eb97723372d8,607481.0,aaronbummer,Bummer,Left,Aaron Bummer,ATL,3.62,3.22,32.1,103.0,103.0,101.0,0.793,10.3,3.06,10.58,0.28,2.94,0.283,0.326,0.174,0.196,0.416,123.0,99.0,103.0,91.0,121.0,113.0,125.0,103.0,110.0,74.0,96.0,87.0,,,,0.061,0.082,,0.365,0.039,0.31,-4.51,,0.74,-1.73,93.9,87.4,,82.2,82.3,0.2,0.3,0.211,,,,0.385,0.692,0.235,0.0,0.0,0.167,0.224,0.245,0.398,89.0,81.0,87.0,90.0,104.0,96.0,0.442,0.01,-0.01,1.71,85.3,93.3,0.37,0.463,0.116,,,,,,,,,,,,,,,,,,
2024-05-15,747123,Walk,walk,False,670156,450203,Miles Mastrobuoni,Charlie Morton,1,938ea69f-ddaf-45db-91fc-06b74210c12c,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,119.0,99.0,107.0,70.0,100.0,88.0,,,,75.0,92.0,87.0,,,,0.277,0.095,,,0.412,-2.02,-1.28,,,1.39,93.8,88.6,,,81.4,0.292,0.563,0.182,,,,0.304,0.739,0.159,0.179,0.256,0.336,,,,89.0,95.0,93.0,82.0,101.0,93.0,0.094,0.123,0.73,0.94,85.0,93.4,0.303,0.455,0.094,0.186,0.302,0.347,,,,,,,,,,,,,,,
2024-05-15,747123,Walk,walk,False,670156,450203,Miles Mastrobuoni,Charlie Morton,0,e17d61bc-699a-41ab-a77e-cadb47a53ef4,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,119.0,99.0,107.0,70.0,100.0,88.0,,,,75.0,92.0,87.0,,,,0.277,0.095,,,0.412,-2.02,-1.28,,,1.39,93.8,88.6,,,81.4,0.292,0.563,0.182,,,,0.304,0.739,0.159,0.179,0.256,0.336,,,,89.0,95.0,93.0,82.0,101.0,93.0,0.094,0.123,0.73,0.94,85.0,93.4,0.303,0.455,0.094,0.186,0.302,0.347,,,,,,,,,,,,,,,
2024-05-15,747123,Flyout,field_out,True,670156,678061,Miles Mastrobuoni,Ray Kerr,0,e70f4538-45a9-4f01-bb3e-0859aa95fc25,678061.0,raykerr,Kerr,Left,Ray Kerr,ATL,5.64,4.83,22.1,94.0,101.0,93.0,0.661,10.88,2.82,11.69,1.61,0.84,0.242,0.424,0.106,0.409,0.435,110.0,90.0,93.0,97.0,97.0,94.0,,,,98.0,81.0,74.0,55.0,116.0,119.0,0.446,0.039,0.044,,0.47,-5.01,-0.01,-10.02,,1.97,95.2,90.1,89.4,,82.0,0.407,0.704,0.217,0.75,1.0,0.167,,,,0.118,0.206,0.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,747123,Groundout,field_out,True,670156,445926,Miles Mastrobuoni,Jesse Chavez,0,b860f3be-31cf-4996-bf1a-24ff98768778,445926.0,jessechavez,Chavez,Right,Jesse Chavez,ATL,1.74,3.54,41.1,103.0,85.0,98.0,0.837,7.84,2.18,7.19,1.31,1.21,0.299,0.325,0.205,0.291,0.431,93.0,96.0,96.0,,,,98.0,133.0,127.0,84.0,102.0,97.0,,,,,0.523,,0.011,0.092,,1.99,,-4.71,0.54,,88.8,,81.8,75.7,,,,,,,0.162,0.257,0.196,0.214,0.286,0.267,0.333,0.667,0.25,63.0,113.0,103.0,92.0,102.0,97.0,0.263,0.112,-0.24,-2.0,85.2,90.7,0.282,0.538,0.121,0.3,0.55,0.111,,,,,,,,,,,,,,,
2024-05-15,747123,Single,single,False,670156,623451,Miles Mastrobuoni,Jackson Stephens,1,9191682a-a8e1-435b-9a88-a9dc08f8aaec,623451.0,jacksonstephens,"Stephens, J",Right,Jackson Stephens,ATL,2.7,5.26,3.1,100.0,78.0,98.0,0.821,5.4,2.7,13.5,2.7,0.43,0.538,0.154,0.231,0.154,0.569,125.0,101.0,115.0,37.0,97.0,82.0,91.0,81.0,90.0,90.0,130.0,117.0,,,,0.275,0.098,,0.039,0.235,-4.66,9.65,,0.23,3.55,92.3,90.7,,85.3,74.9,0.5,0.5,0.333,,,,,,,,,,,,,83.0,112.0,96.0,70.0,87.0,94.0,0.255,0.098,-4.78,-21.36,85.7,92.4,0.4,0.4,0.125,,,,,,,,,,,,,,,,,,
2024-05-16,746881,Single,single,False,670156,683003,Miles Mastrobuoni,Jared Jones,0,6944f801-fa03-40d5-8f48-05f71f9c2801,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,99.0,96.0,99.0,132.0,102.0,109.0,126.0,104.0,111.0,,,,,,,0.498,,,0.361,0.073,0.34,,,1.59,-1.54,97.3,,,88.6,80.3,0.214,0.403,0.273,,,,,,,0.364,0.818,0.28,0.194,0.313,0.398,123.0,102.0,110.0,,,,,0.068,,-3.19,89.7,,,,,0.303,0.576,0.241,,,,,,,,,,,,,,,
