date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C,FO%,wFO/C,vFO
2024-05-07,745668,Lineout,field_out,True,680716,621053,Jonathan Ornelas,Tyler Ferguson,0,0ea3c648-9855-4420-8afb-1bc2bd58e887,621053.0,tylerferguson,"Ferguson, T",Right,Tyler Ferguson,OAK,4.82,4.73,18.2,101.0,106.0,104.0,0.795,10.13,4.82,6.75,0.96,1.43,0.196,0.5,0.13,0.304,0.434,110.0,123.0,119.0,125.0,105.0,104.0,77.0,97.0,98.0,101.0,101.0,110.0,,,,0.203,0.369,0.256,,0.025,-0.15,6.05,-1.59,,3.97,95.3,88.3,94.6,84.1,,0.263,0.579,0.211,0.222,0.444,0.271,,,,0.067,0.067,0.115,,,,,,,,,,107.0,96.0,100.0,0.147,-2.87,90.5,0.667,1.0,0.235,,,,,,,,,,,,,,,,,,
2024-07-02,744999,Groundout,field_out,True,680716,656302,Jonathan Ornelas,Dylan Cease,1,bfa167e5-4d3c-4183-a450-02af76e3d45c,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,,,,113.0,101.0,105.0,108.0,99.0,104.0,,0.435,0.462,0.081,0.013,-0.1,,1.62,-0.64,-4.3,96.8,69.5,,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.25,1.0,0.2,,,,0.242,0.455,0.333,,,,,,,113.0,89.0,90.0,0.01,-5.15,91.8,0.25,1.0,0.0,,,,,,,,,,,,,,,,,,
2024-07-02,744999,Sac Bunt,sac_bunt,True,680716,656302,Jonathan Ornelas,Dylan Cease,1,c1bf618b-cab9-4bf1-820d-347bff268d65,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,,,,113.0,101.0,105.0,108.0,99.0,104.0,,0.435,0.462,0.081,0.013,-0.1,,1.62,-0.64,-4.3,96.8,69.5,,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.25,1.0,0.2,,,,0.242,0.455,0.333,,,,,,,113.0,89.0,90.0,0.01,-5.15,91.8,0.25,1.0,0.0,,,,,,,,,,,,,,,,,,
2024-07-02,744999,Double,double,False,680716,656354,Jonathan Ornelas,Austin Davis,1,0e01c0f2-270e-42cc-aed8-c0ba1404beb6,656354.0,austindavis,"Davis, A",Left,Austin Davis,SDP,9.95,3.85,6.1,91.0,89.0,89.0,0.854,7.11,5.68,8.53,0.0,1.17,0.278,0.389,0.389,0.278,0.395,,,,,,,65.0,89.0,78.0,124.0,93.0,100.0,,,,0.395,,0.234,,,,1.48,-2.8,,,,,92.3,80.4,,0.333,0.5,0.25,,,,,,,0.333,0.333,0.067,,,,,,,,,,93.0,92.0,93.0,0.371,-0.15,88.6,0.2,0.3,0.143,,,,,,,,,,,,,,,,,,
2024-07-02,744999,Walk,walk,False,680716,660853,Jonathan Ornelas,Enyel De Los Santos,0,c4ca6d18-2e18-4e83-83aa-387ac61e8c8d,660853.0,enyeldelossantos,"De Los Santos, E",Right,Enyel De Los Santos,SDP,4.82,4.39,37.1,107.0,94.0,103.0,0.694,10.37,2.89,8.92,2.65,0.73,0.343,0.402,0.216,0.353,0.49,84.0,94.0,85.0,80.0,111.0,101.0,,,,112.0,104.0,107.0,,,,,0.471,0.473,,0.056,-2.56,,0.77,,1.97,95.5,87.6,,86.5,,0.164,0.377,0.479,0.346,0.718,0.219,0.0,0.0,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-04,744996,Lineout,field_out,True,680716,650633,Jonathan Ornelas,Michael King,0,61bcd943-7f45-44f2-87b8-796dd35f8fc1,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,,,,0.257,0.254,0.243,,0.245,-1.2,1.03,-0.06,,1.28,93.5,86.6,92.8,82.8,,0.381,0.714,0.237,0.269,0.452,0.201,0.198,0.267,0.355,0.2,0.42,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-04,744996,Strikeout,strikeout,True,680716,650633,Jonathan Ornelas,Michael King,0,c84bd127-28f6-4f0e-b4fd-df8f121a93bf,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,,,,0.257,0.254,0.243,,0.245,-1.2,1.03,-0.06,,1.28,93.5,86.6,92.8,82.8,,0.381,0.714,0.237,0.269,0.452,0.201,0.198,0.267,0.355,0.2,0.42,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-04,744996,Groundout,field_out,True,680716,669093,Jonathan Ornelas,Jeremiah Estrada,0,7e3ed7aa-59c8-4030-a703-40140d08edfe,669093.0,jeremiahestrada,Estrada,Right,Jeremiah Estrada,SDP,2.83,2.66,35.0,99.0,143.0,107.0,0.649,14.4,2.57,6.43,1.03,0.54,0.24,0.373,0.2,0.347,0.435,,,,160.0,100.0,108.0,,,,113.0,100.0,103.0,,,,,0.547,0.231,,,1.41,,2.2,,,97.1,,,89.6,,0.231,0.231,0.349,0.179,0.358,0.32,,,,,,,,,,,,,,,,,,,,,,,,,131.0,98.0,106.0,0.222,-0.75,84.1,0.2,0.343,0.509,,,,,,,,,
2024-07-05,744992,Single,single,False,680716,669358,Jonathan Ornelas,Shane Baz,0,95fb68c5-1335-4760-a9ba-7877fce155a5,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,5.23,5.65,10.1,101.0,117.0,105.0,0.802,9.58,1.74,11.32,1.74,0.53,0.438,0.313,0.125,0.344,0.475,79.0,107.0,101.0,129.0,103.0,107.0,,,,110.0,102.0,105.0,,,,,0.475,0.363,,0.05,-4.2,,4.69,,-2.76,96.3,89.2,,87.5,,0.067,0.067,0.207,0.429,0.762,0.256,,,,,,,0.429,0.571,0.125,109.0,89.0,96.0,0.113,-5.33,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-05,744992,Strikeout,strikeout,True,680716,669358,Jonathan Ornelas,Shane Baz,0,46e81c8b-7ca5-478d-bf7a-7e2e10532ff6,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,5.23,5.65,10.1,101.0,117.0,105.0,0.802,9.58,1.74,11.32,1.74,0.53,0.438,0.313,0.125,0.344,0.475,79.0,107.0,101.0,129.0,103.0,107.0,,,,110.0,102.0,105.0,,,,,0.475,0.363,,0.05,-4.2,,4.69,,-2.76,96.3,89.2,,87.5,,0.067,0.067,0.207,0.429,0.762,0.256,,,,,,,0.429,0.571,0.125,109.0,89.0,96.0,0.113,-5.33,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
