date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2024-08-12,746921,Walk,walk,False,681508,679156,Mickey Gasper,Walter Pennington,1,6fc783c5-8df8-4d12-ab62-0b5006cdd1aa,679156.0,walterpennington,Pennington,Left,Walter Pennington,- - -,3.12,4.2,8.2,92.0,77.0,87.0,0.746,10.38,7.27,8.31,1.04,1.86,0.174,0.435,0.087,0.13,0.369,,,,61.0,94.0,72.0,67.0,92.0,80.0,82.0,96.0,99.0,0.376,0.057,0.331,,1.48,2.81,-2.48,,90.8,,91.8,83.9,0.1,0.2,0.1,,,,0.25,0.438,0.481,,,,90.0,87.0,87.0,,,,0.236,,-3.04,,89.6,,,,,0.5,0.667,0.188,,,,,,,,,,,,,,,,,,,,,
2024-08-15,747002,Walk,walk,False,681508,672335,Mickey Gasper,Cionel Pérez,0,58d29f83-0b73-451d-9918-2db58561ad12,672335.0,cionelperez,"Pérez, C",Left,Cionel Pérez,BAL,3.74,3.55,43.1,94.0,96.0,95.0,0.779,8.1,4.36,7.06,0.0,1.66,0.254,0.459,0.189,0.328,0.432,,,,101.0,90.0,86.0,90.0,96.0,96.0,97.0,94.0,100.0,0.367,0.257,0.376,,-0.41,1.09,0.81,,96.5,,96.2,83.3,0.219,0.281,0.191,,,,0.182,0.327,0.321,0.25,0.3,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,746999,Strikeout,strikeout,True,681508,666974,Mickey Gasper,Yennier Cano,0,43be783d-e5a4-47db-b059-97a0b8531ac5,666974.0,yenniercano,Cano,Right,Yennier Cano,BAL,2.75,3.65,52.1,107.0,116.0,107.0,0.751,9.29,3.44,8.25,1.03,3.1,0.148,0.451,0.176,0.324,0.392,135.0,117.0,110.0,64.0,104.0,93.0,111.0,104.0,108.0,144.0,99.0,113.0,0.518,0.106,0.124,0.253,0.92,0.93,-1.61,-0.14,96.6,90.9,96.0,87.1,0.28,0.409,0.206,0.224,0.343,0.307,0.227,0.5,0.485,0.143,0.143,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-23,746920,Walk,walk,False,681508,571670,Mickey Gasper,Dylan Floro,0,4824ef2f-c728-4bbe-9498-c3e0a085d7e7,571670.0,dylanfloro,Floro,Right,Dylan Floro,- - -,2.63,3.22,61.2,105.0,75.0,95.0,0.825,6.28,2.04,7.74,0.29,1.43,0.297,0.357,0.13,0.303,0.443,62.0,108.0,93.0,83.0,107.0,97.0,77.0,107.0,97.0,73.0,99.0,91.0,0.464,0.17,0.282,0.084,2.56,2.24,1.22,-1.62,89.9,83.9,90.1,83.5,0.252,0.333,0.08,0.35,0.35,0.229,0.204,0.278,0.324,0.175,0.175,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,746917,Strikeout,strikeout,True,681508,668678,Mickey Gasper,Zac Gallen,0,05854fb9-8941-4478-87c4-2f616138154e,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,100.0,94.0,95.0,132.0,80.0,80.0,106.0,100.0,100.0,0.002,0.462,0.087,0.141,-1.04,-1.01,0.24,0.77,93.5,86.6,94.7,86.8,,,,0.269,0.372,0.252,0.258,0.387,0.299,0.317,0.494,0.131,88.0,88.0,83.0,,,,0.034,,-1.72,,90.3,,,,,0.333,0.833,0.318,,,,,,,,,,0.148,0.228,0.374,105.0,109.0,112.0,0.274,2.72,80.7,,,
2024-08-24,746917,Strikeout,strikeout,True,681508,668678,Mickey Gasper,Zac Gallen,0,8db95906-a13b-4d06-a6ba-f52a2a68ff4a,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,100.0,94.0,95.0,132.0,80.0,80.0,106.0,100.0,100.0,0.002,0.462,0.087,0.141,-1.04,-1.01,0.24,0.77,93.5,86.6,94.7,86.8,,,,0.269,0.372,0.252,0.258,0.387,0.299,0.317,0.494,0.131,88.0,88.0,83.0,,,,0.034,,-1.72,,90.3,,,,,0.333,0.833,0.318,,,,,,,,,,0.148,0.228,0.374,105.0,109.0,112.0,0.274,2.72,80.7,,,
2024-08-24,746917,Lineout,field_out,True,681508,657044,Mickey Gasper,Ryan Thompson,0,d057450f-4099-4f8b-89b3-c1da2c4d438d,657044.0,ryanthompson,"Thompson, R",Right,Ryan Thompson,ARI,2.44,3.7,55.1,103.0,112.0,108.0,0.811,6.83,1.95,7.81,0.65,2.71,0.156,0.491,0.186,0.341,0.44,,,,126.0,122.0,117.0,103.0,101.0,104.0,132.0,101.0,114.0,0.656,0.106,0.237,,0.95,0.9,0.66,,92.6,,91.0,79.0,0.262,0.39,0.163,,,,0.2,0.333,0.327,0.1,0.2,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,746917,Strikeout,strikeout,True,681508,623149,Mickey Gasper,Paul Sewald,0,3541803e-271a-40ef-a6a9-a9673a60b5cf,623149.0,paulsewald,Sewald,Right,Paul Sewald,ARI,4.15,4.17,34.2,100.0,117.0,103.0,0.788,9.61,2.6,8.05,1.04,0.57,0.302,0.365,0.219,0.375,0.489,88.0,62.0,70.0,118.0,101.0,99.0,,,,115.0,99.0,110.0,,0.601,0.391,0.007,-0.53,,1.03,1.37,91.3,84.2,,83.0,,,,,,,,,,0.253,0.446,0.238,,,,,,,,,,,,,,,,,,,0.204,0.367,0.257,,,,,,,,,,,,,,,,,,
2024-08-26,746915,Lineout,field_out,True,681508,621244,Mickey Gasper,José Berríos,0,24f38e46-087a-4137-96c5-0c16f519b39b,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.72,5.07,164.1,103.0,92.0,99.0,0.814,7.06,2.52,8.0,1.53,1.14,0.258,0.412,0.153,0.348,0.414,88.0,105.0,103.0,83.0,99.0,92.0,86.0,103.0,95.0,,,,0.335,0.185,,0.161,-1.7,0.68,,1.22,94.2,84.8,93.5,,0.282,0.388,0.123,0.167,0.377,0.253,,,,0.318,0.591,0.2,82.0,106.0,97.0,,,,0.032,,-1.18,,91.6,,,,,0.333,0.381,0.087,,,,109.0,102.0,106.0,0.287,0.44,83.2,,,,,,,,,,0.184,0.385,0.302
2024-08-26,746915,Groundout,field_out,True,681508,621244,Mickey Gasper,José Berríos,0,7838fad4-7840-4e58-9554-66613ab00c1e,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.72,5.07,164.1,103.0,92.0,99.0,0.814,7.06,2.52,8.0,1.53,1.14,0.258,0.412,0.153,0.348,0.414,88.0,105.0,103.0,83.0,99.0,92.0,86.0,103.0,95.0,,,,0.335,0.185,,0.161,-1.7,0.68,,1.22,94.2,84.8,93.5,,0.282,0.388,0.123,0.167,0.377,0.253,,,,0.318,0.591,0.2,82.0,106.0,97.0,,,,0.032,,-1.18,,91.6,,,,,0.333,0.381,0.087,,,,109.0,102.0,106.0,0.287,0.44,83.2,,,,,,,,,,0.184,0.385,0.302
