date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,CU%,wCU/C,vCU,Stf+ CU,Loc+ CU,Pit+ CU,EP%,wEP/C,vEP,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,SV_ba,SV_slg,SV_whiff
2024-03-30,745436,Groundout,field_out,True,688363,669062,Graham Pauley,Erik Miller,0,3c9c0afb-77b8-43fa-b308-8f73155c3adb,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,96.0,96.0,92.0,130.0,99.0,109.0,,,,,,,0.474,,0.175,,0.35,0.26,,-1.79,,1.88,96.8,,85.1,82.6,,0.25,0.5,0.341,0.219,0.406,0.293,,,,,,,0.159,0.238,0.31,,,,,,,,,,,,,,,,,,,0.001,3.88,81.1,,,,,,,,,,,,,,,
2024-03-30,745436,Home Run,home_run,False,688363,666808,Graham Pauley,Camilo Doval,1,c71c257c-538b-46d9-9ee3-f46dce4dc4a6,666808.0,camilodoval,Doval,Right,Camilo Doval,SFG,4.38,3.67,37.0,96.0,113.0,98.0,0.655,11.92,5.84,8.76,0.73,2.15,0.204,0.48,0.204,0.306,0.393,,,,,,,140.0,94.0,106.0,,,,94.0,102.0,95.0,,0.373,0.487,,,,-0.42,0.2,,,,99.6,,88.7,,0.216,0.311,0.468,,,,,,,0.26,0.5,0.241,,,,71.0,91.0,80.0,,,,0.14,,,-1.95,,98.0,0.333,0.476,0.175,,,,,,,,,,,,,,,,,,,,,
2024-03-31,745438,Strikeout,strikeout,True,688363,641726,Graham Pauley,Daulton Jefferies,0,d2b44e8e-e804-4a34-9cac-d49196303d2b,641726.0,daultonjefferies,Jefferies,Right,Daulton Jefferies,- - -,9.82,4.27,14.2,104.0,84.0,98.0,0.827,7.36,2.45,14.73,2.45,0.88,0.196,0.518,0.179,0.321,0.431,59.0,97.0,92.0,104.0,117.0,105.0,112.0,103.0,105.0,,,,65.0,111.0,94.0,0.085,0.146,0.246,,0.149,6.59,-10.27,-2.66,,-6.56,93.3,90.5,87.5,82.2,,0.316,0.526,0.417,0.0,0.0,0.0,,,,0.75,1.75,0.24,0.333,0.75,0.056,82.0,101.0,96.0,,,,0.374,,,-1.87,,93.0,0.333,0.583,0.125,,,,,,,,,,,,,,,,,,,,,
2024-03-31,745438,Single,single,False,688363,678906,Graham Pauley,Kai-Wei Teng,0,b298e4a2-73a9-45d2-8426-0927f9719548,678906.0,kaiweiteng,Teng,Right,Kai-Wei Teng,SFG,9.82,7.23,11.0,91.0,105.0,91.0,0.798,5.73,6.55,12.27,1.64,1.13,0.308,0.256,0.231,0.385,0.392,55.0,79.0,89.0,71.0,118.0,101.0,124.0,94.0,105.0,,,,,,,0.059,,0.279,,0.034,-2.79,,-2.9,,-2.59,93.6,,88.1,85.1,,0.333,0.333,0.375,0.333,0.667,0.125,0.333,0.333,0.417,,,,,,,98.0,95.0,85.0,,,,0.441,,,-0.87,,92.7,0.333,0.524,0.108,,,,0.186,-3.11,82.1,121.0,76.0,87.0,,,,,,,,,,,,
2024-03-31,745438,Strikeout,strikeout,True,688363,678906,Graham Pauley,Kai-Wei Teng,0,27e0e465-a89d-46ee-91bd-90acfaf92a49,678906.0,kaiweiteng,Teng,Right,Kai-Wei Teng,SFG,9.82,7.23,11.0,91.0,105.0,91.0,0.798,5.73,6.55,12.27,1.64,1.13,0.308,0.256,0.231,0.385,0.392,55.0,79.0,89.0,71.0,118.0,101.0,124.0,94.0,105.0,,,,,,,0.059,,0.279,,0.034,-2.79,,-2.9,,-2.59,93.6,,88.1,85.1,,0.333,0.333,0.375,0.333,0.667,0.125,0.333,0.333,0.417,,,,,,,98.0,95.0,85.0,,,,0.441,,,-0.87,,92.7,0.333,0.524,0.108,,,,0.186,-3.11,82.1,121.0,76.0,87.0,,,,,,,,,,,,
2024-03-31,745438,Strikeout,strikeout,True,688363,676254,Graham Pauley,Ryan Walker,0,a6719f97-61b6-478e-be61-932d2fbbd2df,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,SFG,2.45,2.85,51.1,101.0,108.0,104.0,0.714,11.05,2.1,6.49,0.53,1.56,0.25,0.383,0.175,0.3,0.451,,,,65.0,122.0,100.0,126.0,101.0,113.0,,,,,,,0.008,,0.456,,,-6.38,,1.39,,,94.2,,,83.6,,0.195,0.299,0.35,,,,,,,,,,,,,92.0,101.0,97.0,,,,0.537,,,1.69,,95.2,0.215,0.29,0.254,,,,,,,,,,,,,,,,,,,,,
2024-03-31,745438,Grounded Into DP,grounded_into_double_play,True,688363,666149,Graham Pauley,Tyler Fitzgerald,1,57f264f7-4c14-4d46-bbe1-73ac531e30c2,666149.0,tylerfitzgerald,Fitzgerald,Right,Tyler Fitzgerald,SFG,9.0,4.48,3.0,92.0,-88.0,94.0,1.0,0.0,0.0,18.0,0.0,0.43,0.214,0.286,0.143,0.286,0.528,,,,,,,,,,,,,,,,0.917,,,,,0.71,,,,,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,-27.68,49.6,,,,,,,,,
2024-04-01,745437,Flyout,field_out,True,688363,502043,Graham Pauley,Kyle Gibson,0,91606df5-1c4a-4a34-af59-4a5b5763e6d8,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,104.0,102.0,105.0,,,,94.0,94.0,89.0,0.127,0.205,0.221,,0.086,-2.35,0.34,0.35,,1.85,91.5,88.9,84.8,80.6,,0.222,0.306,0.454,0.293,0.683,0.076,0.304,0.739,0.493,0.322,0.441,0.211,0.167,0.194,0.342,84.0,101.0,96.0,,,,0.279,,,0.83,,90.7,0.252,0.409,0.108,,,,0.082,-1.85,78.5,105.0,105.0,106.0,,,,,,,,,,,,
2024-04-01,745437,Lineout,field_out,True,688363,502043,Graham Pauley,Kyle Gibson,0,f5933a0f-9e24-4f2e-a8b5-f685a3ac2323,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,104.0,102.0,105.0,,,,94.0,94.0,89.0,0.127,0.205,0.221,,0.086,-2.35,0.34,0.35,,1.85,91.5,88.9,84.8,80.6,,0.222,0.306,0.454,0.293,0.683,0.076,0.304,0.739,0.493,0.322,0.441,0.211,0.167,0.194,0.342,84.0,101.0,96.0,,,,0.279,,,0.83,,90.7,0.252,0.409,0.108,,,,0.082,-1.85,78.5,105.0,105.0,106.0,,,,,,,,,,,,
2024-04-05,745361,Groundout,field_out,True,688363,663855,Graham Pauley,Jordan Hicks,0,08787a2e-1fbb-4d93-ad0d-2ca9cd6d252b,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,123.0,98.0,104.0,,,,,,,0.052,,0.23,,,-3.81,,0.18,,,95.5,,,81.0,,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,95.0,97.0,95.0,121.0,92.0,106.0,0.507,0.21,-0.21,0.19,84.2,94.4,0.337,0.484,0.122,0.165,0.271,0.399,,,,,,,,,,,,,,,,,,
