date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,EP%,wEP/C,vEP,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-05-04,746394,Walk,walk,False,694388,669302,Joey Loperfido,Logan Gilbert,0,d36b4fab-6dce-4f9c-8d96-a01cd9dbb77b,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,,,,119.0,102.0,101.0,0.009,0.313,0.149,0.308,,,1.7,0.97,-0.93,1.89,,,96.2,92.2,,94.9,88.2,,0.208,0.369,0.19,0.232,0.435,0.255,,,,,,,0.154,0.282,0.324,0.205,0.358,0.35,111.0,101.0,105.0,0.085,1.7,83.0,109.0,96.0,100.0,0.136,1.26,84.1,0.082,0.164,0.468,,,,,,,,,,,,,,,,,,,,,
2024-05-05,746395,Strikeout,strikeout,True,694388,682243,Joey Loperfido,Bryce Miller,0,a5f67b59-162b-4399-94c8-3891a3f4c06e,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,66.0,82.0,91.0,92.0,78.0,84.0,0.189,0.439,0.015,0.169,0.014,,1.42,-3.96,1.27,-1.33,4.17,,95.1,92.3,,94.6,83.8,85.5,0.197,0.349,0.276,0.5,0.75,0.1,0.245,0.362,0.094,,,,0.0,0.0,0.25,0.333,0.593,0.118,,,,,,,88.0,107.0,108.0,0.174,0.84,83.8,0.181,0.266,0.256,,,,,,,,,,,,,,,,,,,,,
2024-05-05,746395,Strikeout,strikeout,True,694388,682243,Joey Loperfido,Bryce Miller,0,f86831b4-4c4e-46c1-b887-0fc4cb9f96a4,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,66.0,82.0,91.0,92.0,78.0,84.0,0.189,0.439,0.015,0.169,0.014,,1.42,-3.96,1.27,-1.33,4.17,,95.1,92.3,,94.6,83.8,85.5,0.197,0.349,0.276,0.5,0.75,0.1,0.245,0.362,0.094,,,,0.0,0.0,0.25,0.333,0.593,0.118,,,,,,,88.0,107.0,108.0,0.174,0.84,83.8,0.181,0.266,0.256,,,,,,,,,,,,,,,,,,,,,
2024-05-07,745752,Forceout,force_out,True,694388,676760,Joey Loperfido,Ron Marinaccio,1,7d5f4527-e5ac-4cf0-829d-e58fc805cc69,676760.0,ronmarinaccio,Marinaccio,Right,Ron Marinaccio,NYY,2.84,4.07,19.0,95.0,81.0,92.0,0.765,9.0,4.26,5.68,1.42,1.0,0.167,0.479,0.167,0.313,0.403,59.0,95.0,86.0,86.0,94.0,91.0,,,,113.0,97.0,104.0,,,,,,,,0.505,,0.158,,0.338,3.14,,,2.33,,-3.92,93.4,,82.1,,80.2,,0.1,0.133,0.262,,,,,,,0.348,0.696,0.306,,,,0.091,0.364,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09,745748,Single,single,False,694388,573186,Joey Loperfido,Marcus Stroman,0,1b88167e-4960-4f63-8619-7ca54df9058f,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,,,,107.0,98.0,97.0,0.363,0.034,0.192,0.177,,,-4.6,0.65,-0.02,-0.84,,,89.9,88.0,,89.9,85.5,,0.5,0.7,0.333,0.222,0.472,0.192,0.285,0.469,0.14,,,,0.0,0.0,0.429,0.204,0.296,0.292,92.0,80.0,90.0,0.128,-0.91,81.8,82.0,99.0,94.0,0.105,1.17,83.1,0.108,0.216,0.271,0.27,0.514,0.306,,,,,,,,,,,,,,,,,,
2024-05-09,745748,Groundout,field_out,True,694388,573186,Joey Loperfido,Marcus Stroman,0,c3524a33-3470-4b95-9b1c-e2a7423bd031,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,,,,107.0,98.0,97.0,0.363,0.034,0.192,0.177,,,-4.6,0.65,-0.02,-0.84,,,89.9,88.0,,89.9,85.5,,0.5,0.7,0.333,0.222,0.472,0.192,0.285,0.469,0.14,,,,0.0,0.0,0.429,0.204,0.296,0.292,92.0,80.0,90.0,0.128,-0.91,81.8,82.0,99.0,94.0,0.105,1.17,83.1,0.108,0.216,0.271,0.27,0.514,0.306,,,,,,,,,,,,,,,,,,
2024-05-09,745748,Walk,walk,False,694388,573186,Joey Loperfido,Marcus Stroman,0,9566111c-8c3b-455a-8233-6cdb2965519b,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,,,,107.0,98.0,97.0,0.363,0.034,0.192,0.177,,,-4.6,0.65,-0.02,-0.84,,,89.9,88.0,,89.9,85.5,,0.5,0.7,0.333,0.222,0.472,0.192,0.285,0.469,0.14,,,,0.0,0.0,0.429,0.204,0.296,0.292,92.0,80.0,90.0,0.128,-0.91,81.8,82.0,99.0,94.0,0.105,1.17,83.1,0.108,0.216,0.271,0.27,0.514,0.306,,,,,,,,,,,,,,,,,,
2024-05-09,745748,Single,single,False,694388,676760,Joey Loperfido,Ron Marinaccio,0,592cfc14-effe-4717-842b-61a217821432,676760.0,ronmarinaccio,Marinaccio,Right,Ron Marinaccio,NYY,2.84,4.07,19.0,95.0,81.0,92.0,0.765,9.0,4.26,5.68,1.42,1.0,0.167,0.479,0.167,0.313,0.403,59.0,95.0,86.0,86.0,94.0,91.0,,,,113.0,97.0,104.0,,,,,,,,0.505,,0.158,,0.338,3.14,,,2.33,,-3.92,93.4,,82.1,,80.2,,0.1,0.133,0.262,,,,,,,0.348,0.696,0.306,,,,0.091,0.364,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-11,746480,Strikeout,strikeout,True,694388,669373,Joey Loperfido,Tarik Skubal,0,00987ff4-afe7-42ad-b7b8-e7b0ca02b3a5,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,,,,0.21,0.317,,0.154,0.047,0.272,1.19,,1.96,1.72,2.55,0.42,96.8,,86.0,96.7,88.7,78.6,0.195,0.333,0.264,,,,0.17,0.27,0.171,0.217,0.37,0.468,0.143,0.143,0.214,0.16,0.26,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-11,746480,Strikeout,strikeout,True,694388,669373,Joey Loperfido,Tarik Skubal,0,b2df3cd3-5ad9-42dd-b7e4-e3b697046c40,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,,,,0.21,0.317,,0.154,0.047,0.272,1.19,,1.96,1.72,2.55,0.42,96.8,,86.0,96.7,88.7,78.6,0.195,0.333,0.264,,,,0.17,0.27,0.171,0.217,0.37,0.468,0.143,0.143,0.214,0.16,0.26,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-11,746480,Single,single,False,694388,669373,Joey Loperfido,Tarik Skubal,1,795d118e-29ae-4e5c-b30c-c5e3f1c47504,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,,,,0.21,0.317,,0.154,0.047,0.272,1.19,,1.96,1.72,2.55,0.42,96.8,,86.0,96.7,88.7,78.6,0.195,0.333,0.264,,,,0.17,0.27,0.171,0.217,0.37,0.468,0.143,0.143,0.214,0.16,0.26,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-11,746480,Flyout,field_out,True,694388,663947,Joey Loperfido,Tyler Holton,0,36c74f66-c54d-472b-b3a8-129a19139acc,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.29,3.64,52.0,102.0,84.0,99.0,0.775,6.75,1.9,6.06,0.87,1.16,0.201,0.383,0.154,0.275,0.422,65.0,103.0,101.0,80.0,96.0,87.0,77.0,104.0,96.0,114.0,95.0,103.0,,,,84.0,106.0,102.0,0.214,0.133,0.253,0.172,,0.214,3.56,2.42,1.58,2.57,,-0.76,92.2,88.2,83.4,91.8,81.3,,0.091,0.091,0.244,0.182,0.212,0.19,0.184,0.388,0.111,0.288,0.462,0.269,,,,0.103,0.103,0.404,109.0,84.0,91.0,0.014,2.27,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-12,746476,Strikeout,strikeout,True,694388,656427,Joey Loperfido,Jack Flaherty,0,14f34982-61df-4561-aed6-6255031dd3f2,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,,,,0.024,0.44,,0.313,0.191,0.033,0.74,,-7.15,0.85,2.33,-0.51,93.6,,86.0,90.7,84.9,77.5,0.226,0.377,0.25,,,,0.75,1.5,0.3,0.143,0.429,0.133,0.161,0.194,0.445,0.205,0.426,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-12,746476,Groundout,field_out,True,694388,656427,Joey Loperfido,Jack Flaherty,0,b0344951-d71a-4ec7-969a-c82ebfe7b5c9,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,,,,0.024,0.44,,0.313,0.191,0.033,0.74,,-7.15,0.85,2.33,-0.51,93.6,,86.0,90.7,84.9,77.5,0.226,0.377,0.25,,,,0.75,1.5,0.3,0.143,0.429,0.133,0.161,0.194,0.445,0.205,0.426,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-12,746476,Single,single,False,694388,666214,Joey Loperfido,Joey Wentz,1,e9a37d0c-067d-4323-b892-acb11a1c867b,666214.0,joeywentz,Wentz,Left,Joey Wentz,DET,5.22,4.57,39.2,99.0,91.0,97.0,0.741,9.98,4.99,10.21,1.13,1.5,0.218,0.496,0.101,0.345,0.383,101.0,95.0,99.0,84.0,96.0,92.0,,,,,,,,,,88.0,99.0,95.0,,0.373,0.299,0.001,,0.196,-1.7,-0.74,,-2.43,,-1.05,94.0,86.1,85.8,,80.4,,0.345,0.5,0.186,0.231,0.423,0.336,,,,0.29,0.387,0.409,0.211,0.211,0.289,,,,94.0,110.0,105.0,0.131,1.03,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-12,746476,Double,double,False,694388,656638,Joey Loperfido,Alex Lange,1,b480e4e2-985e-49a2-a8c7-d6c49d41a6c5,656638.0,alexlange,Lange,Right,Alex Lange,DET,4.34,4.76,18.2,93.0,116.0,96.0,0.722,10.13,8.2,7.71,0.0,1.47,0.34,0.32,0.16,0.28,0.379,124.0,75.0,79.0,107.0,53.0,52.0,102.0,103.0,103.0,,,,118.0,100.0,105.0,,,,0.215,0.135,,,0.578,0.072,1.95,,-1.1,,0.34,-4.15,96.3,,89.9,96.3,,88.1,0.091,0.091,0.111,,,,0.375,0.375,0.147,,,,0.195,0.293,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-12,746476,Forceout,force_out,True,694388,676684,Joey Loperfido,Will Vest,1,671d158d-901f-4f08-bf41-1911919010a1,676684.0,willvest,Vest,Right,Will Vest,DET,3.24,3.72,41.2,102.0,96.0,101.0,0.767,7.78,2.38,8.64,0.43,1.82,0.407,0.285,0.146,0.358,0.477,83.0,89.0,91.0,96.0,107.0,105.0,94.0,98.0,95.0,102.0,98.0,99.0,,,,,,,0.137,0.532,,0.255,,0.077,1.94,,0.47,-1.7,,3.23,95.8,,88.4,94.4,86.6,,0.219,0.26,0.233,,,,0.318,0.455,0.216,0.0,0.0,0.35,,,,0.347,0.51,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,746397,Single,single,False,694388,605156,Joey Loperfido,Aaron Brooks,0,0b9f14b6-796a-49b5-a648-6f5438421a4b,605156.0,aaronbrooks,Brooks,Right,Aaron Brooks,OAK,5.06,6.58,26.2,101.0,88.0,96.0,0.81,4.05,2.7,11.14,1.35,1.39,0.224,0.429,0.071,0.357,0.4,98.0,100.0,104.0,61.0,90.0,75.0,87.0,107.0,99.0,106.0,104.0,107.0,107.0,98.0,96.0,,,,0.243,0.28,,0.325,0.017,0.134,-3.06,,0.96,-0.25,5.07,-1.78,92.1,,85.0,91.9,85.2,79.5,0.5,0.611,0.208,,,,0.293,0.39,0.068,0.231,0.538,0.308,,,,0.265,0.529,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,746397,Strikeout,strikeout,True,694388,605156,Joey Loperfido,Aaron Brooks,0,63c0da9c-9278-431f-820a-697d04bc465b,605156.0,aaronbrooks,Brooks,Right,Aaron Brooks,OAK,5.06,6.58,26.2,101.0,88.0,96.0,0.81,4.05,2.7,11.14,1.35,1.39,0.224,0.429,0.071,0.357,0.4,98.0,100.0,104.0,61.0,90.0,75.0,87.0,107.0,99.0,106.0,104.0,107.0,107.0,98.0,96.0,,,,0.243,0.28,,0.325,0.017,0.134,-3.06,,0.96,-0.25,5.07,-1.78,92.1,,85.0,91.9,85.2,79.5,0.5,0.611,0.208,,,,0.293,0.39,0.068,0.231,0.538,0.308,,,,0.265,0.529,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
