date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
2024-08-20,745624,Flyout,field_out,True,542963,683155,Rob Brantly,Joey Estes,0,c4c1ded7-032f-4586-bd20-bfbfbbd65686,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,
2024-08-20,745624,Strikeout,strikeout,True,542963,683155,Rob Brantly,Joey Estes,0,d5cdad49-da73-4c90-ba6a-7720e3acbb1c,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,
2024-08-20,745624,Flyout,field_out,True,542963,683155,Rob Brantly,Joey Estes,0,c7acd34a-29c0-40e9-99b7-a3a3da4ec813,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,
2024-08-22,745623,Groundout,field_out,True,542963,674370,Rob Brantly,Osvaldo Bido,0,a352de90-8343-4d05-8f58-b964a2f2bcca,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,,,,0.196,0.321,0.271,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,0.069,0.103,0.21,,,,,,
2024-08-22,745623,Groundout,field_out,True,542963,674370,Rob Brantly,Osvaldo Bido,0,af137c20-d7e7-450a-ba01-6c3c637e9ebf,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,,,,0.196,0.321,0.271,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,0.069,0.103,0.21,,,,,,
2024-08-22,745623,Single,single,False,542963,680880,Rob Brantly,Grant Holman,0,4c317c1c-683e-4e72-a840-2c2fed0a8519,680880.0,grantholman,Holman,Right,Grant Holman,OAK,9.0,4.17,4.0,100.0,104.0,104.0,0.63,11.25,9.0,18.0,2.25,11.0,0.133,0.267,0.133,0.467,0.349,167.0,108.0,130.0,58.0,96.0,85.0,,,,86.0,94.0,93.0,,,,,0.472,,0.16,0.368,-4.34,,,-2.85,-1.98,94.6,,87.0,,85.4,0.556,0.667,0.318,,,,,,,0.2,0.5,0.4,,,,,,,,,,,,,,,,,,,,,
2024-08-23,746111,Strikeout,strikeout,True,542963,676272,Rob Brantly,Bobby Miller,1,2aad6b90-f96e-46b4-9522-2c09afc012c4,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,108.0,88.0,94.0,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,,,,0.108,0.419,,0.107,0.192,-0.94,,-2.24,-4.0,0.65,97.5,,86.3,97.1,88.9,0.302,0.593,0.18,,,,0.333,0.667,0.306,0.125,0.25,0.403,0.421,0.632,0.159,123.0,99.0,104.0,0.173,-1.34,79.5,0.381,0.571,0.333,,,,,,,,,
2024-08-23,746111,Flyout,field_out,True,542963,676272,Rob Brantly,Bobby Miller,0,4d19d6bb-eeac-4a36-978c-ca68b1c56865,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,108.0,88.0,94.0,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,,,,0.108,0.419,,0.107,0.192,-0.94,,-2.24,-4.0,0.65,97.5,,86.3,97.1,88.9,0.302,0.593,0.18,,,,0.333,0.667,0.306,0.125,0.25,0.403,0.421,0.632,0.159,123.0,99.0,104.0,0.173,-1.34,79.5,0.381,0.571,0.333,,,,,,,,,
2024-08-23,746111,Pop Out,field_out,True,542963,518489,Rob Brantly,Ryan Brasier,0,82576196-0217-478e-9ae2-e5466f9699ff,518489.0,ryanbrasier,Brasier,Right,Ryan Brasier,LAD,3.0,3.18,18.0,104.0,98.0,103.0,0.812,7.5,1.5,6.0,1.5,1.21,0.235,0.392,0.157,0.314,0.482,,,,96.0,103.0,99.0,96.0,96.0,90.0,106.0,111.0,116.0,82.0,100.0,100.0,0.212,0.248,0.135,0.405,,5.69,6.69,1.08,-2.63,,94.4,90.4,,94.4,85.0,0.0,0.0,0.267,,,,0.273,0.576,0.216,,,,0.182,0.182,0.25,,,,,,,,,,0.111,0.111,0.0,,,,,,
